EnemyWeak#0,"""不要看對手弱小就大意了<br>別鬆懈！"""
EnemyWeak#89,"""およ、およよ？<br>これは楽ちんっぽいね！"""
EnemyLarge#89,"""すごく……おっきいなぁ……"""
EnemyBoss#89,"""難儀な相手が来ちゃったよー！"""
EnemyRare#89,"""おーっ！<br>あれあれ、珍しいやつだよー！"""
EnemyBoost#89,"""うわっ、うわわっ！<br>ビンビンにヤな予感……！"""
DestroyEnemy1#89,"""よいしょー！"""
DestroyEnemy2#89,"""どんなもんだいっ！"""
DestroyEnemy3#89,"""華麗に決まりっ！"""
CondFreeze#89,"""かちーん、こちーん！"""
CondBurn#89,"""メラメラと燃えてきた！<br>あちっ、あちちっ！"""
CondShock#89,"""しびびびれれれるるるる！"""
CondPoison#89,"""ううっ、ぎぼびばるい……"""
CondPanic#89,"""ぐるぐるでー、ぐらぐらー！<br>あはははっ！"""
CondStan#89,"""身体がうまく動かないよー"""
CondMirage#89,"""ぼやけてかすんで<br>なんだか視界がすっごい！"""
Die#93,"""ティア……"""
ThankHeal#91,"""ありがとっ！"""
ThankBuff#89,"""気がきく人、大好き！"""
ThankCure#89,"""気分爽快、がんばろー！"""
DefeatEnemy#89,"""んー、終わったかな？"""
LevelUp#89,"""いーなー！\u3000いーなぁー！"""
InvokeSkill1#77,"""せーの、っと！"""
InvokeSkill2#69,"""吹き飛んじゃえー！"""
InvokeSkill3#67,"""やっちゃうよー！"""
TechLight#39,"""ティアの見真似！"""
PBFull#89,"""むっかー！<br>腹立ってきたよ！"""
PBRelease#89,"""一番、パティ！\u3000いきまーす！"""
TacticsFree#91,"""自由気ままにいってみよー！"""
TacticsGuard#91,"""防御は最大の攻撃って<br>どこかの誰かが言ってたよー！"""
TacticsMassedAttack#91,"""悪いけどこれ、戦いだから……<br>狙いうち狙いうちっ！"""
TacticsAttack#89,"""ほらほらー、こっちおいでよー！"""
Avoid#89,"""よっこいしょー！"""
HealSelf#89,"""やれるかと思った？<br>残念、回復でしたー！"""
BuffSelf#89,"""こう見えても<br>準備は欠かさないんだよー！"""
HealOther#89,"""はやめの回復っと！"""
BuffOther#89,"""おすそ分けするよー！"""
QuestStart1#89,"""んじゃ行ってみよ－！"""
QuestEnd1#89,"""おーわりっと！"""
IncidentStart#91,"""むむ、トラブルの予感！"""
IncidentSuccess#91,"""大成功ーっ！"""
IncidentFailure#91,"""まあ、こういうこともあるよ！"""
PSE#91,"""おおっ、何か始まった！"""
PSELevelUp#91,"""続けていってみよー！"""
PSEBurst#91,"""うっはー<br>こりゃすっごいねー！"""
HP30#91,"""まだまだ元気だよっ！"""
HP10#91,"""か、空元気もちょっと無理……"""
ItemRare#91,"""あー、ずっこい！<br>いーなー！"""
DamageSmall#93,"""いたっ！"""
DamageMiddle#93,"""きゃあっ！"""
DamageLarge#93,"""いたいって！"""
Trap#91,"""罠にかかる女の子ってのも<br>なかなかそそる……って<br>そうじゃない、助けてー！"""
ThankTrapRescue#91,"""ふー、ありがと"""
TrapRescueOther#89,"""華麗に救出っと！"""
MemberDamaged#89,"""大丈夫？\u3000無茶はだめだよー！"""
MemberDead#91,"""あたしだって怒るんだよ……！"""
AbilityExe#89,"""/toge よーし、調子出てきたし<br>お姉ちゃんがんばっちゃうぞー！"""
AbilitySpecial#89,"""/toge あたしにおまかせっ！"""
Resurrect#89,"""ふー、川が見えたよー！"""
PartyJoin#89,"""/ci1 1 はいはーい！\u3000頑張るよ－！"""
Marvelous#89,"""いやー、楽チン楽チン"""
EnemyWeak#90,"""嗯嗯？<br>好像不怎麼厲害？"""
EnemyLarge#90,"""好大喔......"""
EnemyBoss#90,"""來了個難纏的對手......"""
EnemyRare#90,"""好稀奇的物種喔<br>運氣還滿不錯的......"""
EnemyBoost#90,"""這個感覺是......<br>情況似乎不太妙喔"""
DestroyEnemy1#90,"""打倒了"""
DestroyEnemy2#90,"""解決了"""
DestroyEnemy3#90,"""優雅地解決！"""
CondFreeze#90,"""好冷喔......"""
CondBurn#90,"""有點熱......"""
CondShock#90,"""麻麻的......"""
CondPoison#90,"""不舒服......"""
CondPanic#90,"""好暈喔......<br>這是怎麼了啊......"""
CondStan#90,"""沒力氣了......"""
CondMirage#90,"""視野變得怪怪的......"""
Die#94,"""姐姐......"""
ThankHeal#92,"""謝謝你"""
ThankBuff#90,"""我會更努力的"""
ThankCure#90,"""身心舒暢"""
DefeatEnemy#90,"""目前算是結束了吧？"""
LevelUp#90,"""能變強是一件好事"""
InvokeSkill1#78,"""這種的<br>應該由帕緹來才對呀"""
TechFire#34,"""我不喜歡白費力氣"""
TechIce#40,"""你逃不了的"""
TechThunder#40,"""都被我看穿了喲？"""
TechWind#34,"""我會的招式可不少喲？"""
TechLight#40,"""術能就交給我來"""
TechDark#38,"""讓我來結束這個狀況"""
PBFull#90,"""我該生氣的時候還是會生氣的"""
PBRelease#90,"""二號，提雅。行動"""
TacticsFree#92,"""那麼，我要照自己的意思打了"""
TacticsGuard#92,"""鞏固防禦，靜待敵人露出破綻<br>很常見的戰術"""
TacticsMassedAttack#92,"""集中於一點......<br>我覺得很合理"""
TacticsAttack#90,"""我來引開敵人"""
Avoid#90,"""可惜"""
HealSelf#90,"""我不會這麼簡單就倒下的"""
BuffSelf#90,"""輔助也不可忘記"""
HealOther#90,"""注意提早恢復"""
BuffOther#90,"""別忘了強化能力"""
QuestStart1#90,"""那麼，拜託了"""
QuestEnd1#90,"""結束了吧？"""
IncidentStart#92,"""我有種預感，似乎要發生什麼事了"""
IncidentSuccess#92,"""好像成功了"""
IncidentFailure#92,"""失敗為成功之母"""
PSE#92,"""光子的活性化......？<br>好像開始了"""
PSELevelUp#92,"""再繼續試試看吧"""
PSEBurst#92,"""竟然能<br>活性化到這種程度"""
HP30#92,"""我還有體力"""
HP10#92,"""似乎......有點累了"""
ItemRare#92,"""那個，看起來不錯呢"""
DamageSmall#94,"""痛！"""
DamageMiddle#94,"""呀啊！"""
DamageLarge#94,"""好痛！"""
Trap#92,"""嗚......竟然中了這種陷阱"""
ThankTrapRescue#92,"""得救了"""
TrapRescueOther#90,"""還好嗎？"""
MemberDamaged#90,"""不可以勉強自己"""
MemberDead#92,"""......不可原諒"""
AbilityExe#90,"""/toge 狀況越來越好了<br>或許我還能多使點力"""
AbilitySpecial#90,"""/toge 請交給我吧"""
Resurrect#90,"""好像太大意了"""
PartyJoin#90,"""/ci1 1 適度努力"""
Marvelous#90,"""......輕鬆得很"""
IncidentJsMultiApcBegin#29,"""/mn19 /ci5 1 剛才還有個被敵人包圍<br>一副快哭出來樣子的人<br>在我旁邊呢"""
IncidentJsMultiApcSuccess#29,"""/ci2 1 好啦好啦，別當人家的包袱<br>趕快回去吧，帕緹<br>謝謝你救了我們"""
EnemyWeak#91,"""んん？<br>あんまり強くない、かな？"""
EnemyLarge#91,"""すっごく……おおきいなぁ……"""
EnemyBoss#91,"""面倒な相手が来ちゃった……"""
EnemyRare#91,"""すっごいレアな種ね<br>ついてるかも……"""
EnemyBoost#91,"""この感じは……<br>よくない雰囲気ですよ"""
DestroyEnemy1#91,"""やっちゃいました"""
DestroyEnemy2#91,"""決めちゃいました"""
DestroyEnemy3#91,"""優雅に決めっ！"""
CondFreeze#91,"""冷たいなぁ……"""
CondBurn#91,"""熱いかも……"""
CondShock#91,"""びりびりする……"""
CondPoison#91,"""気持ち悪い……"""
CondPanic#91,"""ぐるぐるして……<br>なんだろ、コレ……"""
CondStan#91,"""ふぬけちゃった……"""
CondMirage#91,"""何か視界がヘン……"""
Die#95,"""お姉ちゃん……"""
ThankHeal#93,"""ありがとう"""
ThankBuff#91,"""もっと頑張る"""
ThankCure#91,"""気分スッキリ"""
DefeatEnemy#91,"""とりあえず、終わりかな？"""
LevelUp#91,"""強くなるのはいいこと"""
InvokeSkill1#79,"""こういうのは<br>パティちゃんの役目だよ"""
TechFire#35,"""無駄は嫌いなの"""
TechIce#41,"""逃がさない"""
TechThunder#41,"""見えてるんだけど？"""
TechWind#35,"""いろいろ出来るんだよ？"""
TechLight#41,"""テクニックなら任せて"""
TechDark#39,"""終わりにする"""
PBFull#91,"""私も怒るときは怒るから"""
PBRelease#91,"""二番、ティア。行きます"""
TacticsFree#93,"""それじゃ、自由にやります"""
TacticsGuard#93,"""防御を固めて隙をうかがう<br>常套戦術ね"""
TacticsMassedAttack#93,"""一点集中……<br>合理的だと思う"""
TacticsAttack#91,"""私がひきつけます"""
Avoid#91,"""残念"""
HealSelf#91,"""そう簡単に倒れたりはしないから"""
BuffSelf#91,"""補助だって忘れません"""
HealOther#91,"""はやめの回復を心がけて"""
BuffOther#91,"""能力強化を忘れずに"""
QuestStart1#91,"""それじゃ、よろしく"""
QuestEnd1#91,"""終わり、かな？"""
IncidentStart#93,"""何か、起こりそうな予感が"""
IncidentSuccess#93,"""成功したみたい"""
IncidentFailure#93,"""失敗は成功の元"""
PSE#93,"""フォトンの活性化……？<br>始まったみたい"""
PSELevelUp#93,"""さらに続けてみましょう"""
PSEBurst#93,"""ここまで<br>活性化するものなのね"""
HP30#93,"""まだまだ元気です"""
HP10#93,"""少し……辛いかも"""
ItemRare#93,"""それ、いいものみたいね"""
DamageSmall#95,"""つっ"""
DamageMiddle#95,"""きゃあっ"""
DamageLarge#95,"""いたっ！"""
Trap#93,"""くっ……こんな罠なんかに"""
ThankTrapRescue#93,"""助かります"""
TrapRescueOther#91,"""大丈夫ですか？"""
MemberDamaged#91,"""無理は禁物です"""
MemberDead#93,"""……許しません"""
AbilityExe#91,"""/toge 調子が出てきたから<br>私も頑張っちゃうかも"""
AbilitySpecial#91,"""/toge 私に任せてください"""
Resurrect#91,"""油断が過ぎたかな"""
PartyJoin#91,"""/ci1 1 適度に頑張る"""
Marvelous#91,"""……とっても楽"""
EnemyWeak#92,"""哇，如果是這點程度的對手<br>我應該也能輕鬆應付吧？"""
EnemyLarge#92,"""這傢伙還真大呢"""
EnemyBoss#92,"""壓軸登場了是吧？"""
EnemyRare#92,"""哦，有個稀奇的傢伙耶！"""
EnemyBoost#92,"""......氣氛好緊繃<br>那傢伙給人一種不好的感覺"""
DestroyEnemy1#92,"""清潔溜溜！"""
DestroyEnemy2#92,"""大概就這樣囉"""
DestroyEnemy3#92,"""好啦好啦，快去下一個地點吧"""
CondFreeze#92,"""好、好冷喔......"""
CondBurn#92,"""我胸中燃燒的熱情無人能擋<br>......才怪啦，好燙好燙好燙！"""
CondShock#92,"""我最怕觸電了！"""
CondPoison#92,"""就算中毒也要硬撐！<br>......或許有點勉強吧"""
CondPanic#92,"""覺得眼睛好花喔，不過<br>管他三七二十一，通通砍倒就對了！"""
CondStan#92,"""既然不能動就沒辦法了<br>冷靜下來觀察周圍吧"""
CondMirage#92,"""幻覺......？<br>這種時候就張開心眼殺敵！"""
Die#96,"""唉呀，對不起，我失敗了......"""
ThankHeal#94,"""多謝多謝！"""
ThankBuff#92,"""謝謝啦！"""
ThankCure#92,"""好，舒服多了！<br>謝謝囉！"""
DefeatEnemy#92,"""大致上都解決了吧？"""
LevelUp#92,"""實力有進步是一件好事！"""
InvokeSkill1#80,"""一閃集中！"""
InvokeSkill2#70,"""看我把你們砍成碎片！"""
InvokeSkill3#68,"""逮到你了！"""
PBFull#92,"""好啦，差不多該做個了結了吧？"""
PBRelease#92,"""不知何故，人已在此！\u3000出來吧！"""
TacticsFree#94,"""沒問題，我要自由行動囉！"""
TacticsGuard#94,"""徹底做好防禦吧！"""
TacticsMassedAttack#94,"""集中攻擊單一敵人！<br>以減少數量為第一優先，對吧！"""
TacticsAttack#92,"""來啊來啊，看這邊！<br>朝我拍手的聲音來！"""
Avoid#92,"""真遺憾！"""
HealSelf#92,"""好險喔"""
BuffSelf#92,"""戰鬥準備要做好！"""
HealOther#92,"""我告訴你<br>不可以疏忽了恢復喔！"""
BuffOther#92,"""要是忘了做輔助<br>有時候可是會吃苦頭的喔！"""
QuestStart1#92,"""那麼，開始吧！"""
QuestStart2#64,"""<%me>！<br>這次也要請你多關照囉！"""
QuestEnd1#92,"""真是厲害呢─"""
QuestEnd2#64,"""我真是有眼不識泰山！<br>......呃，我可不是在開玩笑喔？"""
IncidentStart#94,"""來看看會出現什麼吧─？"""
IncidentSuccess#94,"""好！"""
IncidentFailure#94,"""那裡吧......"""
PSE#94,"""來了來了！"""
PSELevelUp#94,"""還要繼續下去喔！"""
PSEBurst#94,"""大．成．功！"""
HP30#94,"""哇哇，陷入危機啦！<br>要是有人能來救我就好了！"""
HP10#94,"""不、不是開玩笑的，真的很不妙......！"""
ItemRare#94,"""喔喔，撿到好東西了呢！"""
DamageSmall#96,"""啊噠！"""
DamageMiddle#96,"""嗚哇哇"""
DamageLarge#96,"""膽子不小嘛！"""
Trap#94,"""真卑鄙！"""
ThankTrapRescue#94,"""哎呀，得救了！"""
TrapRescueOther#92,"""喂─，還好嗎？"""
MemberDamaged#92,"""不可以勉強自己喔！<br>好了好了，退後退後！"""
MemberDead#94,"""......竟敢動我的同伴！"""
AbilityExe#92,"""/toge 我現在狀況超好的！"""
AbilitySpecial#92,"""/toge 盡管包在我身上吧！"""
Resurrect#92,"""開始打第二回合吧"""
PartyJoin#92,"""你好，請多指教喔"""
Marvelous#92,"""正所謂百聞不如一見呢"""
IncidentJsApcBegin#80,"""來得剛好！<br>可以幫我個忙嗎─！"""
IncidentJsApcFailure#80,"""被打敗了......！<br>對不起，我要撤退了......"""
IncidentJsApcSuccess#80,"""哎呀，真的很謝謝你！<br>多虧你的幫助，總算是撐過去了！<br>多謝多謝，萬分感謝！"""
IncidentJsApcBeginEvo#60,""" """
EnemyWeak#93,"""おっ、このぐらいの相手なら<br>わたしでも余裕かな？"""
EnemyLarge#93,"""こりゃまたおっきいねー"""
EnemyBoss#93,"""真打ち登場ってヤツかな？"""
EnemyRare#93,"""おー、なんか珍しいのがいるー！"""
EnemyBoost#93,"""……すごくピリピリするね<br>あいつ、イヤな感じ"""
DestroyEnemy1#93,"""一丁上がりっ！"""
DestroyEnemy2#93,"""こんなもんだよっと"""
DestroyEnemy3#93,"""さあさあ次々、どんどん行こう"""
CondFreeze#93,"""ち、ちべたい……"""
CondBurn#93,"""この燃え上がる情熱は止まらない<br>……って、熱い熱い熱い！"""
CondShock#93,"""感電はかんべんっ！"""
CondPoison#93,"""毒になっても空元気！<br>……は、流石にむりだぁ"""
CondPanic#93,"""視界がぐるぐるするけど<br>とりあえず全部斬っちゃおう！"""
CondStan#93,"""動けないのなら仕方がない<br>落ち着いて周りを見てるかなー"""
CondMirage#93,"""幻惑……？<br>こういうときは心の目で斬る！"""
Die#97,"""あっちゃあごめん、しくじった……"""
ThankHeal#95,"""感謝感謝っ！"""
ThankBuff#93,"""さーんきゅー！"""
ThankCure#93,"""よし、気分スッキリ！<br>ありがとね！"""
DefeatEnemy#93,"""一通りは片付いたかな？"""
LevelUp#93,"""強くなるのはいいことだ！"""
InvokeSkill1#81,"""一閃集中っ！"""
InvokeSkill2#71,"""斬り刻むよっ！"""
InvokeSkill3#69,"""つかまえ、たっ！"""
PBFull#93,"""さてと、そろそろ決めちゃおうかな？"""
PBRelease#93,"""理知らずも此に在り！\u3000いでよ！"""
TacticsFree#95,"""はいはーい、自由にやるよー！"""
TacticsGuard#95,"""がっちり防御をかためようー！"""
TacticsMassedAttack#95,"""単独に集中！<br>数を減らすの最優先だね！"""
TacticsAttack#93,"""ほらほらこっちだよー！<br>手のなるほうに寄っといでー！"""
Avoid#93,"""残念っ！"""
HealSelf#93,"""危なかったー"""
BuffSelf#93,"""戦闘準備はきっちりと！"""
HealOther#93,"""はいはーい<br>回復は怠らないようにね！"""
BuffOther#93,"""補助を忘れると<br>時々痛い目みちゃうよー！"""
QuestStart1#93,"""そんじゃ、はじめましょっか！"""
QuestStart2#65,"""<%me>！<br>またまた今回もよろしくね！"""
QuestEnd1#93,"""さっすがだねー"""
QuestEnd2#65,"""おみそれしましたっ！<br>……いや、冗談じゃなく本気だよ？"""
IncidentStart#95,"""さーて、何がでるかなー？"""
IncidentSuccess#95,"""よーっし！"""
IncidentFailure#95,"""あっちゃあ……"""
PSE#95,"""来たね来たね！"""
PSELevelUp#95,"""まだまだ続けるよー！"""
PSEBurst#95,"""大・成・功！"""
HP30#95,"""わわーっ、ピンチピンチ！<br>助けてほしいかもー！"""
HP10#95,"""じょ、冗談抜きでピンチ……！"""
ItemRare#95,"""おおっ、良い物拾ったね！"""
DamageSmall#97,"""あたっ！"""
DamageMiddle#97,"""うわわっ"""
DamageLarge#97,"""やってくれるね！"""
Trap#95,"""なんと姑息な！"""
ThankTrapRescue#95,"""いやー、助かったよ！"""
TrapRescueOther#93,"""おーい、無事かい？"""
MemberDamaged#93,"""無理は禁物だよー！<br>ささ、下がった下がった！"""
MemberDead#95,"""……よくも、やってくれたね！"""
AbilityExe#93,"""/toge わたし、絶好調！"""
AbilitySpecial#93,"""/toge 任せてもらっちゃっていいよ！"""
Resurrect#93,"""第二ラウンドといきますか"""
PartyJoin#93,"""/ci1 1 はーい、よろしくねー"""
Marvelous#93,"""聞きしに勝るとはこのことだね"""
IncidentJsApcBegin#81,"""/mn38 /ci2 1 いいところに！\u3000いやはや、こんな<br>ジョークグッズもってるところを<br>襲われてね、ちょっと手伝ってくれる？"""
IncidentJsApcFailure#81,"""やられたーっ……！<br>ごめん、撤退するね……"""
IncidentJsApcSuccess#81,"""/mn38 /ci2 1 いやー、どうもありがとー！<br>おかげでなんとかなったよ！<br>感謝感謝、大感謝！"""
IncidentJsApcBeginEvo#61,"""/ci4 5 おおっとぉ、まだ来る気配だね？"""
EnemyWeak#94,"""如果是這點程度的怪物<br>我應該也可以對付......"""
EnemyLarge#94,"""好、好大......<br>這就是本尊的魄力"""
EnemyBoss#94,"""哇、哇哇、好厲害<br>跑出來了!"""
EnemyRare#94,"""咦、是稀有的種類<br>有看過資料"""
EnemyBoost#94,"""......總覺得很恐怖"""
DestroyEnemy1#94,"""成功了！"""
DestroyEnemy2#94,"""我也做到了！"""
DestroyEnemy3#94,"""都是多虧了前輩！"""
CondFreeze#94,"""嗚嗚......好冷......"""
CondBurn#94,"""嗚嗚......好熱......"""
CondShock#94,"""嗚嗚......麻痺了......"""
CondPoison#94,"""嗚嗚......毒......."""
CondPanic#94,"""嗚嗚......世界在搖晃......"""
CondStan#94,"""嗚嗚......身體動不了......"""
CondMirage#94,"""嗚嗚......好刺眼......"""
Die#98,"""真討厭......這種......"""
ThankHeal#96,"""謝謝您！"""
ThankBuff#94,"""得救了！"""
ThankCure#94,"""麻煩您了！"""
DefeatEnemy#94,"""總算是應付過去了......"""
LevelUp#94,"""前輩真是厲害"""
InvokeSkill1#82,"""就這樣！"""
InvokeSkill2#72,"""我應該也能做到！"""
InvokeSkill3#70,"""要把牠打倒！"""
TechFire#36,"""請燃燒！"""
TechIce#42,"""請凍結！"""
TechThunder#42,"""麻痺了！"""
TechWind#36,"""被打飛了！"""
TechLight#42,"""麻煩你了！"""
TechDark#40,"""這個怎麼樣？"""
PBFull#94,"""輪到這個秘藏的了！"""
PBRelease#94,"""加油喔!"""
TacticsFree#96,"""所謂自由......嗯、嗯嗯<br>我、我了解了！"""
TacticsGuard#96,"""所謂手勢......嗯、嗯嗯<br>我、我了解了！"""
TacticsMassedAttack#96,"""所謂集中......嗯、嗯嗯<br>我、我了解了！"""
TacticsAttack#94,"""所謂誘餌......嗯、嗯嗯<br>我、我了解了！"""
Avoid#94,"""呃！"""
HealSelf#94,"""真是好險......"""
BuffSelf#94,"""沒、沒有輔助的話......"""
HealOther#94,"""沒、沒沒、沒問題嗎!"""
BuffOther#94,"""要去輔助了!"""
QuestStart1#94,"""前、前輩!<br>我會加油的!"""
QuestStart2#66,"""如果前輩也一起的話<br>我就沒問題!"""
QuestEnd1#94,"""成功了、成功了！"""
QuestEnd2#66,"""都是多虧了前輩！"""
IncidentStart#96,"""這、這個是什麼東西"""
IncidentSuccess#96,"""前、前輩能一起來真是太好了<br>如果是一個人的話不知道會怎麼樣......"""
IncidentFailure#96,"""抱、抱歉......<br>我技巧不好......"""
PSE#96,"""呃......難道這就是<br>PSE那東西嗎?"""
PSELevelUp#96,"""好酷、好酷!<br>就像資料上看到的一樣!"""
PSEBurst#96,"""這就是PSE爆發......<br>好酷......比想像的還厲害!"""
HP30#96,"""嗚嗚、還、還沒還沒......"""
HP10#96,"""......再繼續下去就沒辦法了"""
ItemRare#96,"""那還真是很好的東西呢!"""
DamageSmall#98,"""呀！"""
DamageMiddle#98,"""好痛！"""
DamageLarge#98,"""討厭!"""
Trap#96,"""竟然在這種地方有陷阱......!"""
ThankTrapRescue#96,"""謝、謝謝您!"""
TrapRescueOther#94,"""你、你沒問題嗎!?"""
MemberDamaged#94,"""回復!"""
MemberDead#96,"""竟、竟然......<br>竟然這樣......!"""
AbilityExe#94,"""/toge 身體好輕<br>現在的話我也可以的！"""
AbilitySpecial#94,"""/toge 交給我吧！"""
Resurrect#94,"""還差一點，加油!"""
PartyJoin#94,"""/ci1 1 哇嗚、不加油不行......！"""
Marvelous#94,"""我也會加油的，前輩!"""
IncidentJsApcBegin#82,"""/mn6 /ci2 2 前、前輩！ 請幫我一下！<br>但是，請盡量不要看我這裡！<br>……嗚嗚，好害羞哦。"""
IncidentJsApcFailure#82,"""/mn7 嗚嗚......抱歉......<br>沒辦法再繼續下去了......"""
IncidentJsApcSuccess#82,"""/mn15 /ci2 1 呼、總算還是做到了......<br>前輩、謝謝您！"""
IncidentJsApcBeginEvo#62,"""/mn35 /ci1 1 哇哇、哇哇哇……！<br>不覺得好像，又有出來的氣息……"""
EnemyWeak#95,"""こ、このぐらいの敵なら<br>わたしでもなんとか……"""
EnemyLarge#95,"""お、大きい……<br>これが本物の迫力"""
EnemyBoss#95,"""わ、わわっ、すごいのが<br>出てきましたよ！"""
EnemyRare#95,"""あれ、珍しい種類のやつです<br>資料で見たことあります"""
EnemyBoost#95,"""……なんだか、怖い感じです"""
DestroyEnemy1#95,"""やりました！"""
DestroyEnemy2#95,"""わたしにもできました！"""
DestroyEnemy3#95,"""先輩のおかげです！"""
CondFreeze#95,"""うう……さむいです……"""
CondBurn#95,"""うう……熱いです……"""
CondShock#95,"""うう……痺れが……"""
CondPoison#95,"""うう……毒が……"""
CondPanic#95,"""うう……世界がぐらぐらです"""
CondStan#95,"""うう……身体が動かない……"""
CondMirage#95,"""うう……目がちかちかして……"""
Die#99,"""やだ……こんなの……"""
ThankHeal#97,"""ありがとうございます！"""
ThankBuff#95,"""助かりました！"""
ThankCure#95,"""お手数をおかけします！"""
DefeatEnemy#95,"""な、なんとかなりました……"""
LevelUp#95,"""先輩はすごいなぁ……"""
InvokeSkill1#83,"""これでっ！"""
InvokeSkill2#73,"""わたしにもできるはず！"""
InvokeSkill3#71,"""やっちゃいます！"""
TechFire#37,"""燃えてください！"""
TechIce#43,"""凍ってください！"""
TechThunder#43,"""痺れちゃってっ！"""
TechWind#37,"""吹き飛んじゃえーっ！"""
TechLight#43,"""お願いしますっ！"""
TechDark#41,"""これならどうですかっ！"""
PBFull#95,"""とっておきの出番ですっ！"""
PBRelease#95,"""がんばってねっ！"""
TacticsFree#97,"""自由って……え、ええと<br>わ、わかりました！"""
TacticsGuard#97,"""守勢って……あの、えっと<br>わ、わかりました！"""
TacticsMassedAttack#97,"""集中って……え、あの<br>わ、わかりました！"""
TacticsAttack#95,"""囮って……え、ええっ！<br>わたしが、ですか！？"""
Avoid#95,"""えいっ！"""
HealSelf#95,"""危なかった……"""
BuffSelf#95,"""ほ、補助しないと……"""
HealOther#95,"""だ、だだっ、大丈夫ですか！"""
BuffOther#95,"""補助、いきますね！"""
QuestStart1#95,"""せ、先輩！<br>わたし、がんばります！"""
QuestStart2#67,"""先輩がいっしょなら<br>わたし、大丈夫です！"""
QuestEnd1#95,"""やった、やりました！"""
QuestEnd2#67,"""先輩のおかげです！"""
IncidentStart#97,"""な、なんでしょうか、これ"""
IncidentSuccess#97,"""せ、先輩がいてくれてよかったです<br>ひとりだったらどうなってたか……"""
IncidentFailure#97,"""す、すみません……<br>わたしの手際が悪くて……"""
PSE#97,"""えっと、これってもしかして<br>ＰＳＥってやつですか？"""
PSELevelUp#97,"""すごい、すごい！<br>資料で見たとおりです！"""
PSEBurst#97,"""これがＰＳＥバースト……<br>すごい……想像以上です！"""
HP30#97,"""ううっ、ま、まだまだ……"""
HP10#97,"""……これ以上は無理です"""
ItemRare#97,"""それって、いいものですよね！"""
DamageSmall#99,"""きゃっ！"""
DamageMiddle#99,"""痛っ！"""
DamageLarge#99,"""やだぁっ！"""
Trap#97,"""そ、そんな……<br>こんなところに罠なんて……！"""
ThankTrapRescue#97,"""あ、ありがとうございます！"""
TrapRescueOther#95,"""だ、だいじょうぶですか！？"""
MemberDamaged#95,"""か、回復をっ！"""
MemberDead#97,"""そ、そんな……<br>こんなことって……！"""
AbilityExe#95,"""/toge 身体が軽いです<br>いまなら、わたしでも！"""
AbilitySpecial#95,"""/toge 任せてください！"""
Resurrect#95,"""もう少しだけ、がんばります！"""
PartyJoin#95,"""/ci1 1 わわ、がんばらなくっちゃ……！"""
Marvelous#95,"""わたしもがんばりますね、先輩！"""
IncidentJsApcBegin#83,"""/mn6 /ci2 2 せ、先輩っ！\u3000助けて下さい！<br>でも、あんまり見ないでください！<br>……うう、恥ずかしいです。"""
IncidentJsApcFailure#83,"""/mn7 うう……すみません……<br>これ以上は無理です……"""
IncidentJsApcSuccess#83,"""/mn15 /ci2 1 ふぅ、なんとかなりました……<br>先輩、ありがとうございました！"""
IncidentJsApcBeginEvo#63,"""/mn35 /ci1 1 わわっ、わわわっ……！<br>なんだか、また出てくる気配が……"""
EnemyWeak#96,"""這點程度的對手，我也對付得了......！"""
EnemyLarge#96,"""怎、怎麼這麼大啊！"""
EnemyBoss#96,"""不可以逃，對吧？"""
EnemyRare#96,"""啊，那個傢伙是不是滿稀奇的啊？"""
EnemyBoost#96,"""......好、好有魄力啊"""
DestroyEnemy1#96,"""太棒了！"""
DestroyEnemy2#96,"""打倒了！\u3000......對吧？"""
DestroyEnemy3#96,"""別小看我<br>我也辦得到！"""
CondFreeze#96,"""好冰！"""
CondBurn#96,"""很燙耶！"""
CondShock#96,"""觸、觸電了！？"""
CondPoison#96,"""嗚......我，中毒了......？"""
CondPanic#96,"""頭好暈......"""
CondStan#96,"""快、快動啊，我的身體！"""
CondMirage#96,"""咦，咦，敵人在哪裡？"""
Die#100,"""我......又......"""
ThankHeal#98,"""......謝謝！"""
ThankBuff#96,"""謝謝你的輔助！"""
ThankCure#96,"""呼，終於解脫了"""
DefeatEnemy#96,"""總算是撐過去了......吧？"""
LevelUp#96,"""啊，好好喔！"""
InvokeSkill1#84,"""盡我所能試試看！"""
InvokeSkill2#74,"""這樣就行了吧！"""
InvokeSkill3#72,"""我記得應該是這樣！"""
TechIce#44,"""至少也要拖延時間！"""
TechThunder#44,"""可別以為我什麼都做不到！"""
PBFull#96,"""給我差不多一點！"""
PBRelease#96,"""你惹火我了！"""
TacticsFree#98,"""那我要照我的想法打囉！"""
TacticsGuard#98,"""保護自己！等待機會！"""
TacticsMassedAttack#98,"""只要大家齊心協力，一定能成功！"""
TacticsAttack#96,"""要、要我引開敵人嗎？<br>真沒辦法......"""
Avoid#96,"""你在打哪裡啊？"""
HealSelf#96,"""我還不想死呢！"""
BuffSelf#96,"""沒有輔助可是很危險的"""
HealOther#96,"""沒事吧？\u3000我來恢復"""
BuffOther#96,"""強化術！<br>我就只會這一招呢"""
QuestStart1#96,"""我要上了─！"""
QuestStart2#68,"""一起加油吧<br><%me>"""
QuestEnd1#96,"""結束了吧？"""
QuestEnd2#68,"""<%me>，<br>我也沒什麼大礙。<br>嗯，很好很好！"""
IncidentStart#98,"""發、發生什麼事了？"""
IncidentSuccess#98,"""太棒了！"""
