Name_00000#0,"""初級打擊武器Lv.1"""
Name_20045#3,"""雷迅のナ・ゾンデレシピ１"""
Name_20046#3,"""雷迅のナ・ゾンデレシピ２"""
Name_20047#3,"""雷迅のナ・ゾンデレシピ３"""
Name_20048#3,"""集中のナ・ゾンデレシピ１"""
Name_20049#3,"""集中のナ・ゾンデレシピ２"""
Name_20050#3,"""集中のナ・ゾンデレシピ３"""
Name_20051#3,"""ナ・ゾンデレシピ１"""
Name_20052#3,"""ナ・ゾンデレシピ２"""
Name_20053#3,"""ナ・ゾンデレシピ３"""
Name_20054#3,"""雷迅のイル・ゾンデレシピ１"""
Name_20055#3,"""雷迅のイル・ゾンデレシピ２"""
Name_20056#3,"""雷迅のイル・ゾンデレシピ３"""
Name_20057#3,"""集中のイル・ゾンデレシピ１"""
Name_20058#3,"""集中のイル・ゾンデレシピ２"""
Name_20059#3,"""集中のイル・ゾンデレシピ３"""
Name_20060#3,"""イル・ゾンデレシピ１"""
Name_20061#3,"""イル・ゾンデレシピ２"""
Name_20062#3,"""イル・ゾンデレシピ３"""
Name_30000#3,"""集中のザンレシピ１"""
Name_30001#3,"""集中のザンレシピ２"""
Name_30002#3,"""集中のザンレシピ３"""
Name_30003#3,"""風斬のザンレシピ１"""
Name_30004#3,"""風斬のザンレシピ２"""
Name_30005#3,"""風斬のザンレシピ３"""
Name_30006#3,"""ザンレシピ１"""
Name_30007#3,"""ザンレシピ２"""
Name_30008#3,"""ザンレシピ３"""
Name_30009#3,"""風斬のギ・ザンレシピ１"""
Name_30010#3,"""風斬のギ・ザンレシピ２"""
Name_30011#3,"""風斬のギ・ザンレシピ３"""
Name_30012#3,"""集中のギ・ザンレシピ１"""
Name_30013#3,"""集中のギ・ザンレシピ２"""
Name_30014#3,"""集中のギ・ザンレシピ３"""
Name_30015#3,"""ギ・ザンレシピ１"""
Name_30016#3,"""ギ・ザンレシピ２"""
Name_30017#3,"""ギ・ザンレシピ３"""
Name_30018#3,"""数多のラ・ザンレシピ１"""
Name_30019#3,"""数多のラ・ザンレシピ２"""
Name_30020#3,"""数多のラ・ザンレシピ３"""
Name_30021#3,"""風斬のラ・ザンレシピ１"""
Name_30022#3,"""風斬のラ・ザンレシピ２"""
Name_30023#3,"""風斬のラ・ザンレシピ３"""
Name_30024#3,"""ラ・ザンレシピ１"""
Name_30025#3,"""ラ・ザンレシピ２"""
Name_30026#3,"""ラ・ザンレシピ３"""
Name_30027#3,"""効率のサ・ザンレシピ１"""
Name_30028#3,"""効率のサ・ザンレシピ２"""
Name_30029#3,"""効率のサ・ザンレシピ３"""
Name_30030#3,"""風斬のサ・ザンレシピ１"""
Name_30031#1,"""風斬のサ・ザンレシピ２"""
Name_30032#1,"""風斬のサ・ザンレシピ３"""
Name_30033#1,"""サ・ザンレシピ１"""
Name_30034#1,"""サ・ザンレシピ２"""
Name_30035#1,"""サ・ザンレシピ３"""
Name_30036#1,"""風斬のナ・ザンレシピ１"""
Name_30037#1,"""風斬のナ・ザンレシピ２"""
Name_30038#1,"""風斬のナ・ザンレシピ３"""
Name_30039#1,"""集中のナ・ザンレシピ１"""
Name_30040#1,"""集中のナ・ザンレシピ２"""
Name_30041#1,"""集中のナ・ザンレシピ３"""
Name_30042#1,"""ナ・ザンレシピ１"""
Name_30043#1,"""ナ・ザンレシピ２"""
Name_30044#1,"""ナ・ザンレシピ３"""
Name_30045#1,"""集中のザンバースレシピ１"""
Name_30046#1,"""集中のザンバースレシピ２"""
Name_30047#1,"""集中のザンバースレシピ３"""
Name_30048#1,"""効率のザンバースレシピ１"""
Name_30049#1,"""効率のザンバースレシピ２"""
Name_30050#1,"""効率のザンバースレシピ３"""
Name_30051#1,"""ザンバースレシピ１"""
Name_30052#1,"""ザンバースレシピ２"""
Name_30053#1,"""ザンバースレシピ３"""
Name_30054#1,"""広域のイル・ザンレシピ１"""
Name_30055#1,"""広域のイル・ザンレシピ２"""
Name_30056#1,"""広域のイル・ザンレシピ３"""
Name_30057#1,"""集中のイル・ザンレシピ１"""
Name_30058#1,"""集中のイル・ザンレシピ２"""
Name_30059#1,"""集中のイル・ザンレシピ３"""
Name_30060#1,"""イル・ザンレシピ１"""
Name_30061#1,"""イル・ザンレシピ２"""
Name_30062#1,"""イル・ザンレシピ３"""
Name_40000#3,"""効率のグランツレシピ１"""
Name_40001#3,"""効率のグランツレシピ２"""
Name_40002#3,"""効率のグランツレシピ３"""
Name_40003#3,"""閃光のグランツレシピ１"""
Name_40004#3,"""閃光のグランツレシピ２"""
Name_40005#3,"""閃光のグランツレシピ３"""
Name_40006#3,"""グランツレシピ１"""
Name_40007#3,"""グランツレシピ２"""
Name_40008#3,"""グランツレシピ３"""
Name_40009#3,"""閃光のギ・グランツレシピ１"""
Name_40010#3,"""閃光のギ・グランツレシピ２"""
Name_40011#3,"""閃光のギ・グランツレシピ３"""
Name_40012#3,"""集中のギ・グランツレシピ１"""
Name_40013#3,"""集中のギ・グランツレシピ２"""
Name_40014#3,"""集中のギ・グランツレシピ３"""
Name_40015#3,"""ギ・グランツレシピ１"""
Name_40016#3,"""ギ・グランツレシピ２"""
Name_40017#3,"""ギ・グランツレシピ３"""
Name_40018#3,"""閃光のラ・グランツレシピ１"""
Name_40019#3,"""閃光のラ・グランツレシピ２"""
Name_40020#3,"""閃光のラ・グランツレシピ３"""
Name_40021#3,"""集中のラ・グランツレシピ１"""
Name_40022#3,"""集中のラ・グランツレシピ２"""
Name_40023#3,"""集中のラ・グランツレシピ３"""
Name_40024#3,"""ラ・グランツレシピ１"""
Name_40025#3,"""ラ・グランツレシピ２"""
Name_40026#3,"""ラ・グランツレシピ３"""
Name_40027#3,"""数多のレスタレシピ１"""
Name_40028#3,"""数多のレスタレシピ２"""
Name_40029#3,"""数多のレスタレシピ３"""
Name_40030#3,"""閃光のレスタレシピ１"""
Name_40031#1,"""閃光のレスタレシピ２"""
Name_40032#1,"""閃光のレスタレシピ３"""
Name_40033#1,"""レスタレシピ１"""
Name_40034#1,"""レスタレシピ２"""
Name_40035#1,"""レスタレシピ３"""
Name_40036#1,"""集中のアンティレシピ１"""
Name_40037#1,"""集中のアンティレシピ２"""
Name_40038#1,"""集中のアンティレシピ３"""
Name_40039#1,"""効率のアンティレシピ１"""
Name_40040#1,"""効率のアンティレシピ２"""
Name_40041#1,"""効率のアンティレシピ３"""
Name_40042#1,"""アンティレシピ１"""
Name_40043#1,"""アンティレシピ２"""
Name_40044#1,"""アンティレシピ３"""
Name_40045#1,"""数多のナ・グランツレシピ１"""
Name_40046#1,"""数多のナ・グランツレシピ２"""
Name_40047#1,"""数多のナ・グランツレシピ３"""
Name_40048#1,"""閃光のナ・グランツレシピ１"""
Name_40049#1,"""閃光のナ・グランツレシピ２"""
Name_40050#1,"""閃光のナ・グランツレシピ３"""
Name_40051#1,"""ナ・グランツレシピ１"""
Name_40052#1,"""ナ・グランツレシピ２"""
Name_40053#1,"""ナ・グランツレシピ３"""
Name_40054#1,"""加速のイル・グランツレシピ１"""
Name_40055#1,"""加速のイル・グランツレシピ２"""
Name_40056#1,"""加速のイル・グランツレシピ３"""
Name_40057#1,"""閃光のイル・グランツレシピ１"""
Name_40058#1,"""閃光のイル・グランツレシピ２"""
Name_40059#1,"""閃光のイル・グランツレシピ３"""
Name_40060#1,"""イル・グランツレシピ１"""
Name_40061#1,"""イル・グランツレシピ２"""
Name_40062#1,"""イル・グランツレシピ３"""
Name_50000#3,"""深闇のメギドレシピ１"""
Name_50001#3,"""深闇のメギドレシピ２"""
Name_50002#3,"""深闇のメギドレシピ３"""
Name_50003#3,"""効率のメギドレシピ１"""
Name_50004#3,"""効率のメギドレシピ２"""
Name_50005#3,"""効率のメギドレシピ３"""
Name_50006#3,"""メギドレシピ１"""
Name_50007#3,"""メギドレシピ２"""
Name_50008#3,"""メギドレシピ３"""
Name_50009#3,"""集中のギ・メギドレシピ１"""
Name_50010#3,"""集中のギ・メギドレシピ２"""
Name_50011#3,"""集中のギ・メギドレシピ３"""
Name_50012#3,"""深闇のギ・メギドレシピ１"""
Name_50013#3,"""深闇のギ・メギドレシピ２"""
Name_50014#3,"""深闇のギ・メギドレシピ３"""
Name_50015#3,"""ギ・メギドレシピ１"""
Name_50016#3,"""ギ・メギドレシピ２"""
Name_50017#3,"""ギ・メギドレシピ３"""
Name_50018#3,"""集中のラ・メギドレシピ１"""
Name_50019#3,"""集中のラ・メギドレシピ２"""
Name_50020#3,"""集中のラ・メギドレシピ３"""
Name_50021#3,"""深闇のラ・メギドレシピ１"""
Name_50022#3,"""深闇のラ・メギドレシピ２"""
Name_50023#3,"""深闇のラ・メギドレシピ３"""
Name_50024#3,"""ラ・メギドレシピ１"""
Name_50025#3,"""ラ・メギドレシピ２"""
Name_50026#3,"""ラ・メギドレシピ３"""
Name_50027#3,"""深闇のサ・メギドレシピ１"""
Name_50028#3,"""深闇のサ・メギドレシピ２"""
Name_50029#3,"""深闇のサ・メギドレシピ３"""
Name_50030#3,"""集中のサ・メギドレシピ１"""
Name_50031#1,"""集中のサ・メギドレシピ２"""
Name_50032#1,"""集中のサ・メギドレシピ３"""
Name_50033#1,"""サ・メギドレシピ１"""
Name_50034#1,"""サ・メギドレシピ２"""
Name_50035#1,"""サ・メギドレシピ３"""
Name_50036#1,"""集中のメギバースレシピ１"""
Name_50037#1,"""集中のメギバースレシピ２"""
Name_50038#1,"""集中のメギバースレシピ３"""
Name_50039#1,"""効率のメギバースレシピ１"""
Name_50040#1,"""効率のメギバースレシピ２"""
Name_50041#1,"""効率のメギバースレシピ３"""
Name_50042#1,"""メギバースレシピ１"""
Name_50043#1,"""メギバースレシピ２"""
Name_50044#1,"""メギバースレシピ３"""
Name_50045#1,"""深闇のナ・メギドレシピ１"""
Name_50046#1,"""深闇のナ・メギドレシピ２"""
Name_50047#1,"""深闇のナ・メギドレシピ３"""
Name_50048#1,"""広域のナ・メギドレシピ１"""
Name_50049#1,"""広域のナ・メギドレシピ２"""
Name_50050#1,"""広域のナ・メギドレシピ３"""
Name_50051#1,"""ナ・メギドレシピ１"""
Name_50052#1,"""ナ・メギドレシピ２"""
Name_50053#1,"""ナ・メギドレシピ３"""
Name_50054#1,"""効率のイル・メギドレシピ１"""
Name_50055#1,"""効率のイル・メギドレシピ２"""
Name_50056#1,"""効率のイル・メギドレシピ３"""
Name_50057#1,"""深闇のイル・メギドレシピ１"""
Name_50058#1,"""深闇のイル・メギドレシピ２"""
Name_50059#1,"""深闇のイル・メギドレシピ３"""
Name_50060#1,"""イル・メギドレシピ１"""
Name_50061#1,"""イル・メギドレシピ２"""
Name_50062#1,"""イル・メギドレシピ３"""
Name_00000#6,"""術能客製化經驗1"""
Name_00001#6,"""術能客製化經驗2"""
Name_00002#6,"""術能客製化經驗3"""
Name_00003#6,"""術能客製化經驗4"""
Name_00004#6,"""炎屬性客製化經驗1"""
Name_00005#6,"""炎屬性客製化經驗2"""
Name_00006#6,"""炎屬性客製化經驗3"""
Name_00007#6,"""炎屬性客製化經驗4"""
Name_00008#6,"""炎屬性客製化經驗5"""
Name_00009#6,"""炎屬性客製化經驗6"""
Name_00010#6,"""炎屬性客製化經驗7"""
Name_00011#6,"""炎屬性客製化經驗8"""
Name_00012#6,"""炎屬性客製化經驗9"""
Name_00013#6,"""火球客製化經驗1"""
Name_00014#6,"""火球客製化經驗2"""
Name_00015#6,"""火球客製化經驗3"""
Name_00016#6,"""火環客製化經驗1"""
Name_00017#6,"""火環客製化經驗2"""
Name_00018#6,"""火環客製化經驗3"""
Name_00019#6,"""炎爆客製化經驗1"""
Name_00020#6,"""炎爆客製化經驗2"""
Name_00021#6,"""炎爆客製化經驗3"""
Name_00022#6,"""焰浪客製化經驗1"""
Name_00023#6,"""焰浪客製化經驗2"""
Name_00024#6,"""焰浪客製化經驗3"""
Name_00025#6,"""攻擊結界客製化經驗1"""
Name_00026#6,"""攻擊結界客製化經驗2"""
Name_00027#6,"""攻擊結界客製化經驗3"""
Name_00028#6,"""熾火球客製化經驗1"""
Name_00029#6,"""熾火球客製化經驗2"""
Name_00030#6,"""熾火球客製化經驗3"""
Name_00031#6,"""伊魯．火球客製化經驗1"""
Name_00032#6,"""伊魯．火球客製化經驗2"""
Name_00033#6,"""伊魯．火球客製化經驗3"""
Name_00034#6,"""冰屬性客製化經驗1"""
Name_00035#6,"""冰屬性客製化經驗2"""
Name_00036#6,"""冰屬性客製化經驗3"""
Name_00037#6,"""冰屬性客製化經驗4"""
Name_00038#6,"""冰屬性客製化經驗5"""
Name_00039#6,"""冰屬性客製化經驗6"""
Name_00040#6,"""冰屬性客製化經驗7"""
Name_00041#6,"""冰屬性客製化經驗8"""
Name_00042#6,"""冰屬性客製化經驗9"""
Name_00043#6,"""冰刃客製化經驗1"""
Name_00044#6,"""冰刃客製化經驗2"""
Name_00045#6,"""冰刃客製化經驗3"""
Name_00046#6,"""冰波客製化經驗1"""
Name_00047#6,"""冰波客製化經驗2"""
Name_00048#6,"""冰波客製化經驗3"""
Name_00049#6,"""冰風暴客製化經驗1"""
Name_00050#6,"""冰風暴客製化經驗2"""
Name_00051#6,"""冰風暴客製化經驗3"""
Name_00052#6,"""冰晶落客製化經驗1"""
Name_00053#6,"""冰晶落客製化經驗2"""
Name_00054#6,"""冰晶落客製化經驗3"""
Name_00055#6,"""防禦結界客製化經驗1"""
Name_00056#6,"""防禦結界客製化經驗2"""
Name_00057#6,"""防禦結界客製化經驗3"""
Name_00058#6,"""冰矢狂舞客製化經驗1"""
Name_00059#6,"""冰矢狂舞客製化經驗2"""
Name_00060#6,"""冰矢狂舞客製化經驗3"""
Name_00061#6,"""伊魯．冰刃客製化經驗1"""
Name_00062#6,"""伊魯．冰刃客製化經驗2"""
Name_00063#4,"""伊魯．冰刃客製化經驗3"""
Name_00064#4,"""雷屬性客製化經驗1"""
Name_00065#4,"""雷屬性客製化經驗2"""
Name_00066#4,"""雷屬性客製化經驗3"""
Name_00067#4,"""雷屬性客製化經驗4"""
Name_00068#4,"""雷屬性客製化經驗5"""
Name_00069#4,"""雷屬性客製化經驗6"""
Name_00070#4,"""雷屬性客製化經驗7"""
Name_00071#4,"""雷屬性客製化經驗8"""
Name_00072#4,"""雷屬性客製化經驗9"""
Name_00073#4,"""落雷客製化經驗1"""
Name_00074#4,"""落雷客製化經驗2"""
Name_00075#4,"""落雷客製化經驗3"""
Name_00076#2,"""連鎖閃電客製化經驗1"""
Name_00077#2,"""連鎖閃電客製化經驗2"""
Name_00078#2,"""連鎖閃電客製化經驗3"""
Name_00079#2,"""雷獄客製化經驗1"""
Name_00080#2,"""雷獄客製化經驗2"""
Name_00081#2,"""雷獄客製化經驗3"""
Name_00082#2,"""雷光球客製化經驗1"""
Name_00083#2,"""雷光球客製化經驗2"""
Name_00084#2,"""雷光球客製化經驗3"""
Name_00085#2,"""強電磁場客製化經驗1"""
Name_00086#2,"""強電磁場客製化經驗2"""
Name_00087#2,"""強電磁場客製化經驗3"""
Name_00088#2,"""天怒連擊客製化經驗1"""
Name_00089#2,"""天怒連擊客製化經驗2"""
Name_00090#2,"""天怒連擊客製化經驗3"""
Name_00091#2,"""伊魯．落雷客製化經驗1"""
Name_00092#2,"""伊魯．落雷客製化經驗2"""
Name_00093#2,"""伊魯．落雷客製化經驗3"""
Name_00094#2,"""風屬性客製化經驗1"""
Name_00095#2,"""風屬性客製化經驗2"""
Name_00096#2,"""風屬性客製化經驗3"""
Name_00097#2,"""風屬性客製化經驗4"""
Name_00098#2,"""風屬性客製化經驗5"""
Name_00099#2,"""風屬性客製化經驗6"""
Name_00100#2,"""風屬性客製化經驗7"""
Name_00101#2,"""風屬性客製化經驗8"""
Name_00102#2,"""風屬性客製化經驗9"""
Name_00103#2,"""風刃客製化經驗1"""
Name_00104#2,"""風刃客製化經驗2"""
Name_00105#2,"""風刃客製化經驗3"""
Name_00106#2,"""環風刃客製化經驗1"""
Name_00107#2,"""環風刃客製化經驗2"""
Name_00108#2,"""環風刃客製化經驗3"""
Name_00109#2,"""旋風柱客製化經驗1"""
Name_00110#2,"""旋風柱客製化經驗2"""
Name_00111#2,"""旋風柱客製化經驗3"""
Name_00112#2,"""龍捲柱客製化經驗1"""
Name_00113#2,"""龍捲柱客製化經驗2"""
Name_00114#2,"""龍捲柱客製化經驗3"""
Name_00115#2,"""烈風衝擊客製化經驗1"""
Name_00116#2,"""烈風衝擊客製化經驗2"""
Name_00117#2,"""烈風衝擊客製化經驗3"""
Name_00118#2,"""風痕結界客製化經驗1"""
Name_00119#2,"""風痕結界客製化經驗2"""
Name_00120#2,"""風痕結界客製化經驗3"""
Name_00121#2,"""伊魯．風刃客製化經驗1"""
Name_00122#2,"""伊魯．風刃客製化經驗2"""
Name_00123#2,"""伊魯．風刃客製化經驗3"""
Name_00124#2,"""光屬性客製化經驗1"""
Name_00125#2,"""光屬性客製化經驗2"""
Name_00126#2,"""光屬性客製化經驗3"""
Name_00127#2,"""光屬性客製化經驗4"""
Name_00128#2,"""光屬性客製化經驗5"""
Name_00129#2,"""光屬性客製化經驗6"""
Name_00130#2,"""光屬性客製化經驗7"""
Name_00131#2,"""光屬性客製化經驗8"""
Name_00132#2,"""光屬性客製化經驗9"""
Name_00133#2,"""光箭客製化經驗1"""
Name_00134#2,"""光箭客製化經驗2"""
Name_00135#2,"""光箭客製化經驗3"""
Name_00136#2,"""旋光劍客製化經驗1"""
Name_00137#2,"""旋光劍客製化經驗2"""
Name_00138#2,"""旋光劍客製化經驗3"""
Name_00139#2,"""光之槍客製化經驗1"""
Name_00140#2,"""光之槍客製化經驗2"""
Name_00141#2,"""光之槍客製化經驗3"""
Name_00142#2,"""回復結界客製化經驗1"""
Name_00143#2,"""回復結界客製化經驗2"""
Name_00144#2,"""回復結界客製化經驗3"""
Name_00145#2,"""淨化結界客製化經驗1"""
Name_00146#2,"""淨化結界客製化經驗2"""
Name_00147#2,"""淨化結界客製化經驗3"""
Name_00148#2,"""光之立場客製化經驗1"""
Name_00149#2,"""光之立場客製化經驗2"""
Name_00150#2,"""光之立場客製化經驗3"""
Name_00151#2,"""伊魯．光箭客製化經驗1"""
Name_00152#2,"""伊魯．光箭客製化經驗2"""
Name_00153#2,"""伊魯．光箭客製化經驗3"""
Name_00154#2,"""闇屬性客製化經驗1"""
Name_00155#2,"""闇屬性客製化經驗2"""
Name_00156#2,"""闇屬性客製化經驗3"""
Name_00157#2,"""闇屬性客製化經驗4"""
Name_00158#2,"""闇屬性客製化經驗5"""
Name_00159#2,"""闇屬性客製化經驗6"""
Name_00160#2,"""闇屬性客製化經驗7"""
Name_00161#2,"""闇屬性客製化經驗8"""
Name_00162#2,"""闇屬性客製化經驗9"""
Name_00163#2,"""闇影彈客製化經驗1"""
Name_00164#2,"""闇影彈客製化經驗2"""
Name_00165#2,"""闇影彈客製化經驗3"""
Name_00166#2,"""闇光陣客製化經驗1"""
Name_00167#2,"""闇光陣客製化經驗2"""
Name_00168#2,"""闇光陣客製化經驗3"""
Name_00169#2,"""闇影之雨客製化經驗1"""
Name_00170#2,"""闇影之雨客製化經驗2"""
Name_00171#2,"""闇影之雨客製化經驗3"""
Name_00172#2,"""闇影追跡客製化經驗1"""
Name_00173#2,"""闇影追跡客製化經驗2"""
Name_00174#2,"""闇影追跡客製化經驗3"""
Name_00175#2,"""吸血結界客製化經驗1"""
Name_00176#2,"""吸血結界改造經驗2"""
Name_00177#2,"""吸血結界改造經驗3"""
Name_00178#2,"""死亡漫延改造經驗1"""
Name_00179#2,"""死亡漫延改造經驗2"""
Name_00180#2,"""死亡漫延改造經驗3"""
Name_00181#2,"""伊魯．闇影彈改造經驗1"""
Name_00182#2,"""伊魯．闇影彈改造經驗2"""
Name_00183#2,"""伊魯．闇影彈改造經驗3"""
Name_00184#2,"""術能訂製大成功經驗1"""
Name_00185#2,"""術能訂製大成功經驗2"""
Name_00186#2,"""術能訂製大成功經驗3"""
Name_00187#2,"""術能訂製大成功經驗4"""
Name_00188#2,"""術能訂製大成功經驗5"""
Name_00189#2,"""術能訂製大成功經驗6"""
Name_00190#2,"""術能訂製大成功經驗7"""
Name_00191#2,"""術能訂製大成功經驗8"""
Name_00192#2,"""術能訂製受理經驗1"""
Name_00193#2,"""術能訂製受理經驗2"""
Name_00194#2,"""術能訂製受理經驗3"""
Name_00195#2,"""術能訂製受理經驗4"""
Name_00196#2,"""術能客製化受託經驗5"""
Name_00197#2,"""術能客製化受託經驗6"""
Name_00198#2,"""術能客製化受託經驗7"""
Name_00199#2,"""術能客製化受託經驗8"""
Name_00200#2,"""Tech實績名稱00200"""
Name_00201#2,"""術能實績名00201"""
Name_00202#2,"""術能實績名00202"""
Name_00203#2,"""術能實績名00203"""
Name_00204#2,"""術能實績名00204"""
Name_00205#2,"""術能實績名00205"""
Name_00206#2,"""術能實績名00206"""
Name_00207#2,"""術能實績名00207"""
Name_00208#2,"""術能實績名00208"""
Name_00209#2,"""術能實績名00209"""
Name_00210#2,"""術能實績名00210"""
Name_00211#2,"""術能實績名00211"""
Name_00212#2,"""術能實績名00212"""
Name_00213#2,"""術能實績名00213"""
Name_00214#2,"""術能實績名00214"""
Name_00215#2,"""術能實績名00215"""
Name_00216#2,"""術能實績名00216"""
Name_00217#2,"""術能實績名00217"""
Name_00218#2,"""術能實績名00218"""
Name_00219#2,"""術能實績名00219"""
Name_00220#2,"""術能實績名00220"""
Name_00221#2,"""術能實績名00221"""
Name_00222#2,"""術能實績名00222"""
Name_00223#2,"""術能實績名00223"""
Name_00224#2,"""術能實績名00224"""
Name_00225#2,"""術能實績名00225"""
Name_00226#2,"""術能實績名00226"""
Name_00227#2,"""術能實績名00227"""
Name_00228#2,"""術能實績名00228"""
Name_00229#2,"""術能實績名00229"""
Name_00230#2,"""術能實績名00230"""
Name_00231#2,"""術能實績名00231"""
Name_00232#2,"""術能實績名00232"""
Name_00233#2,"""術能實績名00233"""
Name_00234#2,"""術能實績名00234"""
Name_00235#2,"""術能實績名00235"""
Name_00236#2,"""術能實績名00236"""
Name_00237#2,"""術能實績名00237"""
Name_00238#2,"""術能實績名00238"""
Name_00239#2,"""術能實績名00239"""
Name_00240#2,"""術能實績名00240"""
Name_00241#2,"""術能實績名00241"""
Name_00242#2,"""術能實績名00242"""
Name_00243#2,"""術能實績名00243"""
Name_00244#2,"""術能實績名00244"""
Name_00245#2,"""術能實績名00245"""
Name_00246#2,"""術能實績名00246"""
Name_00247#2,"""術能實績名00247"""
Name_00248#2,"""術能實績名00248"""
Name_00249#2,"""術能實績名00249"""
Name_00000#7,"""テクニックカスタマイズ経験１"""
Name_00001#7,"""テクニックカスタマイズ経験２"""
Name_00002#7,"""テクニックカスタマイズ経験３"""
Name_00003#7,"""テクニックカスタマイズ経験４"""
Name_00004#7,"""炎属性カスタマイズ経験１"""
Name_00005#7,"""炎属性カスタマイズ経験２"""
Name_00006#7,"""炎属性カスタマイズ経験３"""
Name_00007#7,"""炎属性カスタマイズ経験４"""
Name_00008#7,"""炎属性カスタマイズ経験５"""
Name_00009#7,"""炎属性カスタマイズ経験６"""
Name_00010#7,"""炎属性カスタマイズ経験７"""
Name_00011#7,"""炎属性カスタマイズ経験８"""
Name_00012#7,"""炎属性カスタマイズ経験９"""
Name_00013#7,"""フォイエカスタマイズ経験１"""
Name_00014#7,"""フォイエカスタマイズ経験２"""
Name_00015#7,"""フォイエカスタマイズ経験３"""
Name_00016#7,"""ギ・フォイエカスタマイズ経験１"""
Name_00017#7,"""ギ・フォイエカスタマイズ経験２"""
Name_00018#7,"""ギ・フォイエカスタマイズ経験３"""
Name_00019#7,"""ラ・フォイエカスタマイズ経験１"""
Name_00020#7,"""ラ・フォイエカスタマイズ経験２"""
Name_00021#7,"""ラ・フォイエカスタマイズ経験３"""
Name_00022#7,"""サ・フォイエカスタマイズ経験１"""
Name_00023#7,"""サ・フォイエカスタマイズ経験２"""
Name_00024#7,"""サ・フォイエカスタマイズ経験３"""
Name_00025#7,"""シフタカスタマイズ経験１"""
Name_00026#7,"""シフタカスタマイズ経験２"""
Name_00027#7,"""シフタカスタマイズ経験３"""
Name_00028#7,"""ナ・フォイエカスタマイズ経験１"""
Name_00029#7,"""ナ・フォイエカスタマイズ経験２"""
Name_00030#7,"""ナ・フォイエカスタマイズ経験３"""
Name_00031#7,"""イル・フォイエカスタマイズ経験１"""
Name_00032#7,"""イル・フォイエカスタマイズ経験２"""
Name_00033#7,"""イル・フォイエカスタマイズ経験３"""
Name_00034#7,"""氷属性カスタマイズ経験１"""
Name_00035#7,"""氷属性カスタマイズ経験２"""
Name_00036#7,"""氷属性カスタマイズ経験３"""
Name_00037#7,"""氷属性カスタマイズ経験４"""
Name_00038#7,"""氷属性カスタマイズ経験５"""
Name_00039#7,"""氷属性カスタマイズ経験６"""
Name_00040#7,"""氷属性カスタマイズ経験７"""
Name_00041#7,"""氷属性カスタマイズ経験８"""
Name_00042#7,"""氷属性カスタマイズ経験９"""
Name_00043#7,"""バータカスタマイズ経験１"""
Name_00044#7,"""バータカスタマイズ経験２"""
Name_00045#7,"""バータカスタマイズ経験３"""
Name_00046#7,"""ギ・バータカスタマイズ経験１"""
Name_00047#7,"""ギ・バータカスタマイズ経験２"""
Name_00048#7,"""ギ・バータカスタマイズ経験３"""
Name_00049#7,"""ラ・バータカスタマイズ経験１"""
Name_00050#7,"""ラ・バータカスタマイズ経験２"""
Name_00051#7,"""ラ・バータカスタマイズ経験３"""
Name_00052#7,"""サ・バータカスタマイズ経験１"""
Name_00053#7,"""サ・バータカスタマイズ経験２"""
Name_00054#7,"""サ・バータカスタマイズ経験３"""
Name_00055#7,"""デバンドカスタマイズ経験１"""
Name_00056#7,"""デバンドカスタマイズ経験２"""
Name_00057#7,"""デバンドカスタマイズ経験３"""
Name_00058#7,"""ナ・バータカスタマイズ経験１"""
Name_00059#7,"""ナ・バータカスタマイズ経験２"""
Name_00060#7,"""ナ・バータカスタマイズ経験３"""
Name_00061#7,"""イル・バータカスタマイズ経験１"""
Name_00062#7,"""イル・バータカスタマイズ経験２"""
Name_00063#5,"""イル・バータカスタマイズ経験３"""
Name_00064#5,"""雷属性カスタマイズ経験１"""
Name_00065#5,"""雷属性カスタマイズ経験２"""
Name_00066#5,"""雷属性カスタマイズ経験３"""
Name_00067#5,"""雷属性カスタマイズ経験４"""
Name_00068#5,"""雷属性カスタマイズ経験５"""
Name_00069#5,"""雷属性カスタマイズ経験６"""
Name_00070#5,"""雷属性カスタマイズ経験７"""
Name_00071#5,"""雷属性カスタマイズ経験８"""
Name_00072#5,"""雷属性カスタマイズ経験９"""
Name_00073#5,"""ゾンデカスタマイズ経験１"""
Name_00074#5,"""ゾンデカスタマイズ経験２"""
Name_00075#5,"""ゾンデカスタマイズ経験３"""
Name_00076#3,"""ギ・ゾンデカスタマイズ経験１"""
Name_00077#3,"""ギ・ゾンデカスタマイズ経験２"""
Name_00078#3,"""ギ・ゾンデカスタマイズ経験３"""
Name_00079#3,"""ラ・ゾンデカスタマイズ経験１"""
Name_00080#3,"""ラ・ゾンデカスタマイズ経験２"""
Name_00081#3,"""ラ・ゾンデカスタマイズ経験３"""
Name_00082#3,"""サ・ゾンデカスタマイズ経験１"""
Name_00083#3,"""サ・ゾンデカスタマイズ経験２"""
Name_00084#3,"""サ・ゾンデカスタマイズ経験３"""
Name_00085#3,"""ゾンディールカスタマイズ経験１"""
Name_00086#3,"""ゾンディールカスタマイズ経験２"""
Name_00087#3,"""ゾンディールカスタマイズ経験３"""
Name_00088#3,"""ナ・ゾンデカスタマイズ経験１"""
Name_00089#3,"""ナ・ゾンデカスタマイズ経験２"""
Name_00090#3,"""ナ・ゾンデカスタマイズ経験３"""
Name_00091#3,"""イル・ゾンデカスタマイズ経験１"""
Name_00092#3,"""イル・ゾンデカスタマイズ経験２"""
