PartyJoin#0,"""/toge /ci2 1 ボク、がんばります！"""
HealOther#55,"""大丈夫？"""
BuffOther#55,"""がんばって……。"""
ItemRare#55,"""ついてるね。"""
DestroyEnemy1#56,"""さすがです！"""
DestroyEnemy2#56,"""僕も見習わなきゃ！"""
DestroyEnemy3#56,"""すごいすごい！"""
ThankHeal#56,"""助かりました！"""
InvokeSkill1#54,"""はっ！"""
InvokeSkill2#54,"""やっ！"""
InvokeSkill3#54,"""これでっ！"""
PBFull#56,"""いつでもやれます！"""
PBRelease#56,"""これが僕の全力です！"""
Avoid#56,"""よっと！"""
HealSelf#42,"""これでまだ戦えます！"""
BuffSelf#42,"""よし！"""
HealOther#56,"""大丈夫ですか!?"""
BuffOther#56,"""援護します！"""
ItemRare#56,"""やりましたね！"""
DestroyEnemy1#57,"""いいですね。"""
DestroyEnemy2#57,"""さすがです。"""
DestroyEnemy3#57,"""その調子で頼みます。"""
ThankHeal#57,"""気配りに感謝します。"""
InvokeSkill1#55,"""喰らいなさい！"""
InvokeSkill2#55,"""逃がさない！"""
InvokeSkill3#55,"""見くびらないで！"""
TechFire#24,"""燃えなさい！"""
TechIce#24,"""凍りなさい！"""
TechThunder#24,"""雷はどうです？"""
TechWind#24,"""吹き飛びなさい！"""
TechLight#24,"""光の力で！"""
TechDark#24,"""闇の力で！"""
PBFull#57,"""覚悟しなさい。"""
PBRelease#57,"""私の力……見せてあげます！"""
Avoid#57,"""遅いっ！"""
HealSelf#43,"""まだまだ、負けません。"""
BuffSelf#43,"""まだ戦えます。"""
HealOther#57,"""油断しすぎです。"""
BuffOther#57,"""貴方の力、見せてください。"""
ItemRare#57,"""羨ましくなんて……ありません。"""
DestroyEnemy1#58,"""やるね！"""
DestroyEnemy2#58,"""さすが！"""
DestroyEnemy3#58,"""いいね！"""
ThankHeal#58,"""ありがとう！"""
InvokeSkill1#56,"""くらえ！"""
InvokeSkill2#56,"""どうだ！"""
InvokeSkill3#56,"""当たれ！"""
PBFull#58,"""準備完了！"""
PBRelease#58,"""補給隊だって、やるときはやるよ！"""
Avoid#58,"""おっと！"""
HealSelf#44,"""補給は戦いの生命線！"""
BuffSelf#44,"""まだまだいけるよ！"""
HealOther#58,"""補給なら任せて！"""
BuffOther#58,"""負けないで！"""
ItemRare#58,"""やったね！"""
DestroyEnemy1#59,"""さすがだ。"""
DestroyEnemy2#59,"""すばらしい。"""
DestroyEnemy3#59,"""まるで、ラッピーのような身のこなし！"""
ThankHeal#59,"""ありがとう。"""
InvokeSkill1#57,"""はっ！"""
InvokeSkill2#57,"""ふっ！"""
InvokeSkill3#57,"""はあっ！"""
PBFull#59,"""この力、ラッピーのために……。"""
PBRelease#59,"""ラッピーは、私が守る！"""
Avoid#59,"""はっ！"""
HealSelf#45,"""ほっと一息。"""
BuffSelf#45,"""これしきのことで！"""
HealOther#59,"""大丈夫かい？"""
BuffOther#59,"""ラッピーとともに、あらんことを。"""
ItemRare#59,"""これは、ラッピー！<br>……いや、ラッキーだね。"""
