CorrectionAssignMapTitle#0,"""操作設定の修復"""
Config_Reb_121_Hint#0,"""グループチャットで、<br>シンボルアートを表示するかを選択します。<br><br><yellow>※“表示しない”を選ぶと、<br>\u3000自分のシンボルアートも<br>\u3000他プレイヤーのシンボルアートも<br>\u3000表示されなくなります。<c>"""
Config_Reb_055_Name#0,"""チャットの発言者名表示"""
Config_Reb_055_Hint#0,"""チームチャット、ウィスパーチャット、<br>グループチャットの発言者名表示を設定します。"""
Config_Reb_055_Select_0#0,"""プレイヤーIDネーム"""
Config_Reb_055_Select_1#0,"""キャラクター名"""
Config_Reb_056_Name#0,"""チャット入力欄の背景色"""
Config_Reb_056_Hint#0,"""チャット入力欄の背景色を、<br>パーティーチャット、チームチャットなどの<br>項目ごとに変更するかを設定します。"""
Config_Reb_056_Select_0#0,"""色を変えない"""
Config_Reb_056_Select_1#0,"""色を変える"""
Config_Reb_057_Name#0,"""BGM音量"""
Config_Reb_057_Hint#0,"""BGMの音量を設定します。"""
Config_Reb_058_Name#0,"""SE音量"""
Config_Reb_058_Hint#0,"""SEの音量を設定します。"""
Config_Reb_059_Name#0,"""ボイス音量：プレイヤーキャラクター"""
Config_Reb_153_Name#0,"""ボイス音量：その他のキャラクター"""
Config_Reb_059_Hint#0,"""プレイヤーキャラクターの<br>ボイス音量を設定します。"""
Config_Reb_153_Hint#0,"""その他のキャラクターの<br>ボイス音量を設定します。"""
Config_Reb_060_Name#0,"""ゲーム内動画音量"""
Config_Reb_060_Hint#0,"""ゲーム内再生動画の音量を設定します。"""
Config_Reb_061_Name#0,"""サラウンド"""
Config_Reb_061_Hint#0,"""サラウンド効果のON/OFFを切り替えます。"""
Config_Reb_061_Select_0#0,"""OFF"""
Config_Reb_061_Select_1#0,"""ON"""
Config_Reb_062_Name#0,"""グローバルフォーカスサウンド"""
Config_Reb_062_Hint#0,"""ゲーム画面がアクティブになっていない時に、<br>サウンドを再生するかを設定します。"""
Config_Reb_062_Select_0#0,"""OFF"""
Config_Reb_062_Select_1#0,"""ON"""
Config_Reb_063_Name#0,"""スクリーンショットの保存形式"""
Config_Reb_063_Hint#0,"""スクリーンショットの保存形式を設定します。"""
Config_Reb_063_Select_0#0,"""JPEG"""
Config_Reb_063_Select_1#0,"""PNG"""
Config_Reb_063_Select_2#0,"""BMP"""
Config_Reb_064_Name#0,"""スクリーンショット撮影時のUI表示設定"""
Config_Reb_064_Hint#0,"""スクリーンショットを保存する時に、<br>UI（ウィンドウなどのインターフェイス）を<br>表示するかを設定します。<br><br><yellow>※ゲーム内の撮影機能にのみ適用されます。<c>"""
Config_Reb_064_Select_0#0,"""すべて表示する"""
Config_Reb_064_Select_1#0,"""フキダシのみ表示する"""
Config_Reb_064_Select_2#0,"""表示しない"""
Config_Reb_065_Name#0,"""エフェクト光源"""
Config_Reb_065_Hint#0,"""エフェクトに関係するライティングの<br>ON/OFFを切り替えます。<br><br>OFFにすると処理がやや軽くなります。"""
Config_Reb_065_Select_0#0,"""OFF"""
Config_Reb_065_Select_1#0,"""ON"""
Config_Reb_066_Name#0,"""地形光源"""
Config_Reb_066_Hint#0,"""地形に関係するライティングの<br>ON/OFFを切り替えます。<br><br>OFFにすると処理がやや軽くなります。"""
Config_Reb_066_Select_0#0,"""OFF"""
Config_Reb_066_Select_1#0,"""ON"""
Config_Reb_138_Name#0,"""ブルーム処理"""
Config_Reb_138_Hint#0,"""明るい部分にフィルターをかけ、<br>画面全体をよりきれいに見せる効果を設定します。<br><br>数値を０にすることで処理がやや軽くなります。"""
Config_Reb_067_Name#0,"""ブルーム処理"""
Config_Reb_067_Hint#0,"""明るい部分にフィルターをかけ、<br>画面全体をよりきれいに見せる効果の<br>ON/OFFを切り替えます。<br><br>OFFにすると処理がやや軽くなります。"""
Config_Reb_067_Select_0#0,"""OFF"""
Config_Reb_067_Select_1#0,"""ON"""
Config_Reb_068_Name#0,"""被写界深度"""
Config_Reb_068_Hint#0,"""一部のイベントシーンなどで、<br>背景をぼかす効果のON/OFFを切り替えます。<br><br>OFFにすると処理がやや軽くなります。"""
Config_Reb_068_Select_0#0,"""OFF"""
Config_Reb_068_Select_1#0,"""ON"""
Config_Reb_137_Name#0,"""ブラー"""
Config_Reb_137_Hint#0,"""カメラやキャラクターなどの動きに、<br>残像のような効果を付ける設定をします。<br><br>数値を０にすることで処理がやや軽くなります。"""
Config_Reb_069_Name#0,"""ブラー"""
Config_Reb_069_Hint#0,"""カメラやキャラクターなどの動きに、<br>残像のような効果を付ける機能の<br>ON/OFFを切り替えます。<br><br>OFFにすると処理がやや軽くなります。"""
Config_Reb_069_Select_0#0,"""OFF"""
Config_Reb_069_Select_1#0,"""ON"""
Config_Reb_070_Name#0,"""ライトシャフト"""
Config_Reb_070_Hint#0,"""光が太陽を中心に拡散する表現の<br>ON/OFFを切り替えます。<br><br>OFFにすると処理がやや軽くなります。"""
Config_Reb_070_Select_0#0,"""OFF"""
Config_Reb_070_Select_1#0,"""ON"""
Config_Reb_071_Name#0,"""アンチエイリアシング"""
Config_Reb_071_Hint#0,"""曲線や斜めの線を滑らかに描写する機能の<br>ON/OFFを切り替えます。<br>設定によって処理負荷が異なり、<br>OFFにすると処理がやや軽くなります。<br><br><yellow>※TAAを含む設定にすると、<br>\u3000『PSO2』の一部アイテムなどの<br>\u3000見た目が変わる場合があります。<c>"""
Config_Reb_071_Select_0#0,"""OFF"""
Config_Reb_071_Select_1#0,"""FXAA"""
Config_Reb_071_Select_2#0,"""TAA"""
Config_Reb_071_Select_3#0,"""TAA + FXAA"""
Config_Reb_072_Name#0,"""ボイスチャット音量"""
Config_Reb_072_Hint#0,"""ボイスチャットの音量を設定します。"""
Config_Reb_072_Select_0#0,"""-"""
Config_Reb_072_Select_1#0,"""-"""
Config_Reb_073_Name#0,"""他プレイヤーのグループチャット表示"""
Config_Reb_073_Hint#0,"""他プレイヤーのグループチャットを<br>表示するかを設定します。"""
Config_Reb_073_Select_0#0,"""-"""
Config_Reb_073_Select_1#0,"""-"""
Config_Reb_074_Name#0,"""アンビエントオクルージョン"""
Config_Reb_074_Hint#0,"""物体の外縁部にできる影を、<br>より精密に描写する機能の<br>ON/OFFを切り替えます。<br><br>OFFにすると処理がやや軽くなります。"""
Config_Reb_074_Select_0#0,"""OFF"""
Config_Reb_074_Select_1#0,"""ON"""
Config_Reb_075_Name#0,"""周辺減光"""
Config_Reb_075_Hint#0,"""画面の外縁部を暗めにする機能の<br>ON/OFFを切り替えます。<br><br>OFFにすると処理がやや軽くなります。"""
Config_Reb_075_Select_0#0,"""OFF"""
Config_Reb_075_Select_1#0,"""ON"""
Config_Reb_076_Name#0,"""色調トーンカーブ"""
Config_Reb_076_Hint#0,"""画面全体の色調やコントラスト、明るさを<br>フィールドごとに調整する機能の<br>ON/OFFを切り替えます。<br><br>OFFにすると処理がやや軽くなります。"""
Config_Reb_076_Select_0#0,"""OFF"""
Config_Reb_076_Select_1#0,"""ON"""
Config_Reb_077_Name#0,"""-"""
Config_Reb_077_Hint#0,"""-"""
Config_Reb_077_Select_0#0,"""-"""
Config_Reb_077_Select_1#0,"""-"""
Config_Reb_078_Name#0,"""解像度の自動縮小機能"""
Config_Reb_078_Hint#0,"""負荷が高い時に解像度を下げて、<br>フレームレートを維持する機能の<br>ON/OFFを切り替えます。<br><br>OFFにすると戦闘中などの時に、<br>フレームレートが低くなる場合があります。"""
Config_Reb_078_Select_0#0,"""OFF"""
Config_Reb_078_Select_1#0,"""ON"""
Config_Reb_079_Name#0,"""詳細に描写するキャラクター表示数"""
Config_Reb_079_Hint#0,"""武器などを詳細に描写する<br>キャラクターの最大数を設定します。<br><br>数値を下げると処理がやや軽くなります。"""
Config_Reb_080_Name#0,"""他プレイヤーのエフェクト不透明度"""
Config_Reb_080_Hint#0,"""他プレイヤーの周囲に発生するエフェクトを、<br>どの程度はっきりと表示するかを設定します。<br><br>数値を下げるとエフェクトが薄くなります。"""
Config_Reb_081_Name#0,"""影品質"""
Config_Reb_081_Hint#0,"""物体に落ちる影を、<br>どの程度精密に描写するかを設定します。<br><br>数値を下げると処理がやや軽くなります。"""
Config_Reb_082_Name#0,"""カメラライト"""
Config_Reb_082_Hint#0,"""キャラクターなどに当たる<br>カメラライトの光量を設定します。<br><br>数値を0にすることで処理がやや軽くなります。<br><br><yellow>※カスタムライト有効時は<br>\u3000その設定が優先されます。<c>"""
Config_Reb_083_Name_old#0,"""エネミーガイドの表示"""
Config_Reb_083_Hint_old#0,"""レーダーマップのエネミーガイドの表示を設定します。"""
Config_Reb_083_Select_0#0,"""表示しない"""
Config_Reb_083_Select_1#0,"""切り替え時のみ表示する"""
Config_Reb_084_Name#0,"""戦闘用ガイドアイコンの表示"""
Config_Reb_084_Hint#0,"""Ｔマーカー（トライアルマーカー）、<br>Ｅマーカー（エネミーマーカー）などの<br>ガイドアイコンを表示するかを設定します。"""
Config_Reb_084_Select_0#0,"""表示する"""
Config_Reb_084_Select_1#0,"""一時表示"""
Config_Reb_084_Select_2#0,"""表示しない"""
Config_Reb_085_Name#0,"""ウォールキックの実行"""
Config_Reb_085_Hint#0,"""ウォールキックを自動的に行うか、<br>手動で行うかを設定します。"""
Config_Reb_085_Select_0#0,"""自動"""
Config_Reb_085_Select_1#0,"""手動"""
Config_Reb_083_Name#0,"""画面の振動"""
Config_Reb_083_Hint#0,"""エネミーの攻撃などによるカメラの振動を、<br>画面に反映するかを設定します。<br><br><yellow>※イベントシーンの演出には適用されません。<c>"""
Config_Reb_086_Name#0,"""大型エネミーカメラ"""
Config_Reb_086_Hint#0,"""大型エネミーとの戦闘中に、<br>カメラを広角にするかを設定します。"""
Config_Reb_086_Select_0#0,"""OFF"""
Config_Reb_086_Select_1#0,"""ON"""
Config_Reb_089_Name#0,"""ロックオンの優先対象"""
Config_Reb_089_Select_0#0,"""カメラの方向"""
Config_Reb_089_Select_1#0,"""キャラクターの方向1"""
Config_Reb_089_Select_2#0,"""キャラクターの方向2"""
Config_Reb_089_Hint#0,"""ロックオンする対象の優先度を設定します。<br><br>【カメラの方向】<br>カメラの向いた側にいる対象を優先します。<br>【キャラクターの方向1】<br>キャラクターの向いた側にいる<br>対象を優先します。<br>【キャラクターの方向2】<br>キャラクターの向いた側に加えて、<br>エネミーの弱点部位や、<br>距離が近い部位を優先します。"""
Config_Reb_090_Name#0,"""スタンプの効果音再生"""
Config_Reb_090_Hint#0,"""スタンプの効果音や音声を<br>再生するかを設定します。<br><br><yellow>※“再生しない”を選ぶと、<br>\u3000自分のスタンプも他プレイヤーのスタンプも<br>\u3000効果音や音声が再生されなくなります。<c>"""
Config_Reb_090_Select_0#0,"""再生する"""
Config_Reb_090_Select_1#0,"""“周囲”のみ再生しない"""
Config_Reb_090_Select_2#0,"""再生しない"""
Config_Reb_108_Name#0,"""スクリーンスペースリフレクション"""
Config_Reb_108_Hint#0,"""一部地形への映り込みを、<br>より精密に描写する機能の<br>ON/OFFを切り替えます。<br><br>OFFにすると処理がやや軽くなります。"""
Config_Reb_106_Name#0,"""スクリーンスペースシャドウ"""
Config_Reb_106_Hint#0,"""物体に落ちる一部の影を、<br>より精密に描写する機能の<br>ON/OFFを切り替えます。<br><br>OFFにすると処理がやや軽くなります。"""
Config_Reb_093_Name#0,"""雲品質"""
Config_Reb_093_Hint#0,"""雲を、<br>どの程度精密に描写するかを設定します。<br><br>数値を下げると処理がやや軽くなります。"""
Config_Reb_093_Select_0#0,"""低"""
Config_Reb_093_Select_1#0,"""中"""
Config_Reb_093_Select_2#0,"""高"""
Config_Reb_094_Name#0,"""パーティクル品質"""
Config_Reb_094_Hint#0,"""エフェクトのパーティクル（粒子）を、<br>どの程度精密に描写するかを設定します。<br><br>数値を下げると処理がやや軽くなります。"""
Config_Reb_095_Name#0,"""ファー表現"""
Config_Reb_095_Hint#0,"""一部コスチュームやキャラクターの<br>毛皮や毛髪などを、より精密に描写する機能の<br>ON/OFFを切り替えます。<br><br>OFFにすると処理がやや軽くなります。"""
Config_Reb_096_Name#0,"""アンチスペキュラエイリアシング"""
Config_Reb_096_Hint#0,"""光沢表現のノイズを抑えて、<br>より鮮明に描写する機能の<br>ON/OFFを切り替えます。<br><br>OFFにすると処理がやや軽くなります。"""
Config_Reb_097_Name#0,"""グローバルイルミネーション"""
Config_Reb_097_Hint#0,"""自然な照明効果によって、<br>画面全体をよりきれいに見せる効果の<br>ON/OFFを切り替えます。<br><br>OFFにすると処理がやや軽くなります。<br><br><yellow>※再ログイン後に変更が適用されます。<c>"""
Config_Reb_098_Name#0,"""テッセレーション"""
Config_Reb_098_Hint#0,"""一部地形の起伏などを、<br>より精密に描写する機能の<br>ON/OFFを切り替えます。<br><br>OFFにすると処理がやや軽くなります。"""
Config_Reb_099_Name#0,"""V-Sync"""
Config_Reb_099_Hint#0,"""画面描画のズレを抑える機能です。<br><br>ディスプレイのリフレッシュレートよりも<br>ゲームの処理時間が長い場合は<br>自動的に無効になります。<br><br><yellow>※“強制ON”を選択すると、<br>\u3000ゲームの処理時間が長い場合も<br>\u3000無効化されなくなります。<c>"""
Config_Reb_099_Select_0#0,"""OFF"""
Config_Reb_099_Select_1#0,"""ON"""
Config_Reb_099_Select_2#0,"""強制ON"""
Config_Reb_100_Name#0,"""テクスチャフィルタリング"""
Config_Reb_100_Hint#0,"""テクスチャの滑らかさを設定します。<br><br>設定によって処理負荷が異なり、<br>“バイリニア”にすると処理がやや軽くなります。<br><br><yellow>※再ログイン後に変更が適用されます。<c>"""
Config_Reb_100_Select_0#0,"""バイリニア"""
Config_Reb_100_Select_1#0,"""トライリニア"""
Config_Reb_100_Select_2#0,"""異方性×4"""
Config_Reb_100_Select_3#0,"""異方性×8"""
Config_Reb_100_Select_4#0,"""異方性×16"""
Config_Reb_101_Name#0,"""テクスチャ解像度"""
Config_Reb_101_Hint#0,"""テクスチャの解像度を設定します。<br><br>設定を“低”にすると処理がやや軽くなります。<br><br><yellow>※再ログイン後に変更が適用されます。<c>"""
Config_Reb_101_Select_0#0,"""低"""
Config_Reb_101_Select_1#0,"""中"""
Config_Reb_101_Select_2#0,"""高"""
Config_Reb_101_Select_3#0,"""最高"""
Config_Reb_102_Name#0,"""最大フレームレート"""
Config_Reb_102_Hint#0,"""最大フレームレートを設定します。"""
Config_Reb_102_Select_0#0,"""無制限"""
Config_Reb_102_Select_1#0,"""30fps"""
Config_Reb_102_Select_2#0,"""60fps"""
Config_Reb_102_Select_3#0,"""90fps"""
Config_Reb_102_Select_4#0,"""120fps"""
Config_Reb_102_Select_5#0,"""144fps"""
Config_Reb_102_Select_6#0,"""165fps"""
Config_Reb_103_Name#0,"""地形等の表示距離"""
Config_Reb_103_Hint#0,"""詳細な地形や、<br>エネミーなどの表示距離を設定します。<br><br>数値を下げると処理がやや軽くなります。<br><br><yellow>※再ログイン後に変更が適用されます。<c>"""
Config_Reb_104_Name#0,"""非アクティブ時のフレームレート制限"""
Config_Reb_104_Hint#0,"""ゲーム画面がアクティブになっていない時に、<br>フレームレートを下げて処理を軽くする機能の<br>ON/OFFを切り替えます。"""
Config_Reb_104_Choices_0#0,"""無効"""
Config_Reb_104_Choices_1#0,"""有効"""
Config_Reb_105_Name#0,"""画面の明るさ"""
Config_Reb_105_Hint#0,"""画面の明るさを設定します。<br>数値を下げると画面全体の明るさを<br>おさえることができます。"""
Config_Reb_107_Name#0,"""周囲に装備を見せる"""
Config_Reb_107_Hint#0,"""周囲に装備が見えるようにするか設定します。"""
Config_Reb_107_Select_0#0,"""見えない"""
Config_Reb_107_Select_1#0,"""見える"""
Config_Reb_109_Name#0,"""簡易グラフィック設定"""
Config_Reb_109_Hint#0,"""グラフィック設定を一括設定します。"""
Config_Reb_109_Select_0#0,"""変更する"""
Config_Reb_043_Name#0,"""ダイブアタックの同時押し発動"""
Config_Reb_043_Select_0#0,"""使用しない"""
Config_Reb_043_Select_1#0,"""使用する"""
Config_Reb_043_Hint#0,"""ダイブアタックを<%Jump>＋<%NormalAttack>で発動するかを設定します。<br>※ダイブアタックは、サブパレットに設定して<br>\u3000使用することもできます。"""
Config_Reb_110_Name#0,"""対象キャラクターのアクセサリー非表示"""
Config_Reb_110_Select_0#0,"""使用しない"""
Config_Reb_110_Select_1#0,"""ブロックリスト対象者"""
Config_Reb_110_Select_2#0,"""すべてのキャラクター"""
Config_Reb_110_Hint#0,"""他キャラクターのアクセサリーを、<br><yellow>非表示<c>にするかを設定します。"""
Config_Reb_111_Name#0,"""フォトンブラスト表示数"""
Config_Reb_111_Hint#0,"""フォトンブラストの表示数を設定します。<br>数値を下げると処理が多少軽くなります。<br>"""
Config_Reb_112_Name#0,"""エフェクトの歪み表現"""
Config_Reb_112_Hint#0,"""エフェクトが空間を歪ませる効果の<br>ON/OFFを切り替えます。<br><br>OFFにすると処理がやや軽くなります。"""
Config_Reb_113_Name#0,"""3Dレンダリング解像度"""
Config_Reb_113_Hint#0,"""3D表示の解像度を設定します。<br><br>設定を“低”にすると処理がやや軽くなります。"""
Config_Reb_113_Select_0#0,"""低"""
Config_Reb_113_Select_1#0,"""中"""
Config_Reb_113_Select_2#0,"""高（標準）"""
Config_Reb_115_Name#0,"""エステでの体型変更の同期設定２"""
Config_Reb_115_Choices_0#0,"""自動的に切り替える"""
Config_Reb_115_Choices_1#0,"""個別に編集する"""
Config_Reb_115_Hint#0,"""エステで、コスチュームや<br>キャストのパーツなどを変更する時に、<br><yellow>『PSO2：NGS』と『PSO2』の体型<c>を<br>自動的に切り替えるか、<br>個別に編集するかを設定します。"""
Config_Reb_116_Name#0,"""タスク受注時のガイド切り替え"""
Config_Reb_116_Hint#0,"""NPCからタスクを受注した時に、<br>ガイド情報を自動的に切り替えるかを設定します。"""
Config_Reb_116_Select_0#0,"""切り替えない"""
Config_Reb_116_Select_1#0,"""切り替える"""
Config_Reb_045_Name#0,"""通常視点：マウスの回転速度補正"""
Config_Reb_045_Hint#0,"""マウス操作時のカメラの回転速度を設定します。<br>数値を下げることで回転速度が遅くなります。<br><br><yellow>※通常視点にのみ適用されます。<c>"""
Config_Reb_046_Name#0,"""肩越し視点：マウスの回転速度補正"""
Config_Reb_046_Hint#0,"""マウス操作時のカメラの回転速度を設定します。<br>数値を下げることで回転速度が遅くなります。<br><br><yellow>※肩越し視点にのみ適用されます。<c>"""
Config_Reb_088_Name#0,"""グループチャットの招待"""
Config_Reb_088_Hint#0,"""グループチャットの招待を受けるかを設定します。<br><br><yellow>※“受けない”を選ぶと、<br>\u3000他のプレイヤーからの<br>\u3000“招待”が届かなくなります。<c>"""
Config_Reb_088_Select_0#0,"""受ける"""
Config_Reb_088_Select_1#0,"""受けない"""
Config_Reb_122_Name#0,"""ログウィンドウ“すべて表示”への表示：周囲"""
Config_Reb_122_Hint#0,"""ログウィンドウの“すべて表示”のタブに、<br>“周囲”のチャンネルでの発言を<br>表示するかを設定します。"""
Config_Reb_123_Name#0,"""ログウィンドウ“すべて表示”への表示：パーティー"""
Config_Reb_123_Hint#0,"""ログウィンドウの“すべて表示”のタブに、<br>“パーティー”のチャンネルでの発言を<br>表示するかを設定します。"""
Config_Reb_124_Name#0,"""ログウィンドウ“すべて表示”への表示：チーム"""
Config_Reb_124_Hint#0,"""ログウィンドウの“すべて表示”のタブに、<br>“チーム”のチャンネルでの発言を<br>表示するかを設定します。"""
Config_Reb_125_Name#0,"""ログウィンドウ“すべて表示”への表示：ウィスパー"""
Config_Reb_125_Hint#0,"""ログウィンドウの“すべて表示”のタブに、<br>“ウィスパー”のチャンネルでの発言を<br>表示するかを設定します。"""
Config_Reb_126_Name#0,"""ログウィンドウ“すべて表示”への表示：システム"""
Config_Reb_126_Hint#0,"""ログウィンドウの“すべて表示”のタブに、<br>“システム”のチャンネルでの発言を<br>表示するかを設定します。"""
Config_Reb_127_Name#0,"""ログウィンドウ“すべて表示”への表示：キャラクター"""
Config_Reb_127_Hint#0,"""ログウィンドウの“すべて表示”のタブに、<br>“キャラクター”のチャンネルでの発言を<br>表示するかを設定します。"""
Config_Reb_128_Name#0,"""ログウィンドウ“すべて表示”への表示：グループ"""
Config_Reb_128_Hint#0,"""ログウィンドウの“すべて表示”のタブに、<br>“グループ（グループチャット）”の<br>チャンネルでの発言を表示するかを設定します。"""
Config_Reb_130_Name#0,"""グループチャットの招待通知"""
Config_Reb_130_Hint#0,"""グループチャットに招待された時に、<br>参加選択ウィンドウを表示するかを設定します。"""
Config_Reb_131_Name#0,"""スタンプの表示"""
Config_Reb_131_Hint#0,"""スタンプを表示するかを設定します。"""
Config_Reb_131_Select_0#0,"""表示しない"""
Config_Reb_131_Select_1#0,"""表示する"""
Config_Reb_131_Select_2#0,"""フキダシのみ表示する"""
Config_Reb_131_Select_3#0,"""チャットログのみ表示する"""
Config_Reb_132_Name#0,"""他プレイヤーの周囲チャット表示"""
Config_Reb_132_Hint#0,"""他プレイヤーの周囲チャットを<br>表示するかを設定します。"""
Config_Reb_132_Select_0#0,"""表示する"""
Config_Reb_132_Select_1#0,"""表示しない"""
Config_Reb_133_Name#0,"""他プレイヤーのパーティーチャット表示"""
Config_Reb_133_Hint#0,"""他プレイヤーのパーティーチャットを<br>表示するかを設定します。"""
Config_Reb_133_Select_0#0,"""表示する"""
Config_Reb_133_Select_1#0,"""表示しない"""
Config_Reb_134_Name#0,"""フリーメッセージ表示設定"""
Config_Reb_134_Hint#0,"""他プレイヤーが設定している<br>オンラインステータスのフリーメッセージを<br>表示するかを設定します。"""
Config_Reb_134_Select_0#0,"""表示する"""
Config_Reb_134_Select_1#0,"""表示しない"""
Config_Reb_135_Name#0,"""他プレイヤーのウィスパーチャット表示"""
Config_Reb_135_Hint#0,"""他プレイヤーのウィスパーチャットを<br>表示するかを設定します。"""
Config_Reb_135_Select_0#0,"""表示する"""
Config_Reb_135_Select_1#0,"""表示しない"""
Config_Reb_136_Name#0,"""他プレイヤーのグループチャット表示"""
Config_Reb_136_Hint#0,"""他プレイヤーのグループチャットを<br>表示するかを設定します。"""
Config_Reb_136_Select_0#0,"""表示する"""
Config_Reb_136_Select_1#0,"""表示しない"""
Config_Reb_137_Select_0#0,"""表示する"""
Config_Reb_137_Select_1#0,"""表示しない"""
Config_Reb_139_Name#0,"""NVIDIA DLSS"""
Config_Reb_139_Hint#0,"""NVIDIA Deep Learning Super Samplingを、<br>有効にするかを設定します。<br><br>DLSSを有効にすると、<br>画像処理負荷を低減したうえで、<br>最大のグラフィック設定で可能な限り最高の<br>フレームレートを達成するように調整されます。<br><br><yellow>※DLSSを使用するには、NVIDIA社製の<br>\u3000RTXグラフィックカードが必要です。<c>"""
Config_Reb_139_Select_0#0,"""OFF"""
Config_Reb_139_Select_1#0,"""オート"""
Config_Reb_139_Select_2#0,"""クオリティー"""
Config_Reb_139_Select_3#0,"""バランス"""
Config_Reb_139_Select_4#0,"""パフォーマンス"""
Config_Reb_140_Name#0,"""素材倉庫への自動送り"""
Config_Reb_140_Hint#0,"""“素材”カテゴリーのアイテムを取得した際、<br>素材倉庫が有効な場合に自動で素材倉庫へ<br>送るかを設定します。<br><br>【対象となる主な取得方法】<br>・ドロップアイテム<br>・ギャザリング<br>・トライアル報酬<br>・タスク/クエストの報酬<br>・ミッションパスの報酬<br>・スクラッチ回数ボーナス報酬"""
Config_Reb_141_Name#0,"""AMD FSR 1.0"""
Config_Reb_141_Hint#0,"""AMD FidelityFX Super Resolution 1.0を、<br>有効にするかを設定します。<br><br>FSR 1.0を有効にすると、<br>画像処理負荷を低減したうえで、<br>最大のグラフィック設定で可能な限り最高の<br>フレームレートを達成するように調整されます。<br><br><yellow>※FSR 1.0を使用するには、<br>\u3000対応するグラフィックカードが必要です。<c>"""
Config_Reb_141_Select_0#0,"""OFF"""
Config_Reb_141_Select_1#0,"""オート"""
Config_Reb_141_Select_2#0,"""ウルトラクオリティー"""
Config_Reb_141_Select_3#0,"""クオリティー"""
Config_Reb_141_Select_4#0,"""バランス"""
Config_Reb_141_Select_5#0,"""パフォーマンス"""
Config_Reb_142_Name#0,"""新規/復帰プレイヤーアイコンの表示"""
Config_Reb_142_Hint#0,"""新規/復帰プレイヤーアイコンを<br>表示するかを設定します。"""
Config_047_Hint_Streamer#0,"""パーティーに招待された時に、<br>新着通知のウィンドウを表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_048_Hint_Streamer#0,"""フレンド登録を申し込まれた時に、<br>新着通知のウィンドウを表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_049_Hint_Streamer#0,"""チームにスカウトされた時に、<br>新着通知のウィンドウを表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_058_Hint_Streamer#0,"""プレミアムセットの<br>有効期限が切れる７日より前に、<br>ログイン時にその旨を通知するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_059_Hint_Streamer#0,"""自分がログインした時に、<br>フレンドにログインコールを送るかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_070_Hint_Streamer#0,"""グループチャットの招待を受けるか設定を行います。<br>受けない設定にした場合、招待が届かなくなります。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_049_Hint_Streamer#0,"""他プレイヤーのオートワード“イベント”を、<br>表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_091_Hint_Streamer#0,"""他プレイヤーのオートワード“メンバー”を、<br>表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_092_Hint_Streamer#0,"""他プレイヤーのオートワード“アクション”を、<br>表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_050_Hint_Streamer#0,"""オートワードをログに表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_088_Hint_Streamer#0,"""グループチャットの招待を受けるかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_118_Hint_Streamer#0,"""“周囲”へのチャットで、<br>シンボルアートを表示するかを選択します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_120_Hint_Streamer#0,"""チームチャットで、<br>シンボルアートを表示するかを選択します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_121_Hint_Streamer#0,"""グループチャットで、<br>シンボルアートを表示するかを選択します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_122_Hint_Streamer#0,"""ログウィンドウの“すべて表示”のタブに、<br>“周囲”のチャンネルでの発言を<br>表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_124_Hint_Streamer#0,"""ログウィンドウの“すべて表示”のタブに、<br>“チーム”のチャンネルでの発言を<br>表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_125_Hint_Streamer#0,"""ログウィンドウの“すべて表示”のタブに、<br>“ウィスパー”のチャンネルでの発言を<br>表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_128_Hint_Streamer#0,"""ログウィンドウの“すべて表示”のタブに、<br>“グループ（グループチャット）”の<br>チャンネルでの発言を表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_132_Hint_Streamer#0,"""他プレイヤーの周囲チャットを<br>表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_053_Hint_Streamer#0,"""他プレイヤーのチームチャットを<br>表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
