TitleLogo_Enter#0,"""กดเพื่อเริ่มเกม"""
LoginIdSelect_GameEnd#3,"""ゲームを終了します"""
ShipStatus_0#0,"""ปิดปรับปรุง"""
ShipStatus_1#0,"""ปกติ"""
ShipStatus_2#0,"""หนาแน่น"""
ShipStatus_3#0,"""เต็ม"""
ShipStatus_4#0,"""ออฟไลน์"""
ShipStatus#0,"""สถานะ Ship"""
CharaMax#0,"""การสร้างตัวละครถูกหยุด<br>เนื่องจาก Ship ถึงขีดจำกัดแล้ว"""
TitleEpochLag#0,"""ประกาศ"""
NotifyEpochLag#0,"""มีปัญหาเนื่องจากการค่าเวลาที่ตั้งอยู่ในขณะนี้<br>ไม่สอดคล้องกับระบบ <br><br>อาจส่งผลกระทบกับท่านขณะเล่นเกมได้ <br><br>ขอแนะนำให้ท่านตั้งค่าเวลาใหม่<br>แล้วกลับเข้ามาเล่นเกมอีกครั้ง <br><br>[No.2305]"""
ShipStatus_0#1,"""メンテナンス中"""
ShipStatus_1#1,"""標準"""
ShipStatus_2#1,"""混雑"""
ShipStatus_3#1,"""満員"""
ShipStatus_4#1,"""休止中"""
ShipStatus#1,"""混雑状況"""
CharaMax#1,"""このシップは定員に達したため<br>キャラクターの新規作成を停止しています"""
TitleEpochLag#1,"""お知らせ"""
NotifyEpochLag#1,"""ご利用中の環境の時刻設定と<br>現在の日時に、大幅な差があります。<br><br>ゲーム内の各種機能や表示など<br>一部の動作に影響する恐れがあります。<br><br>時刻を正しくご設定いただいた後、<br>ゲームを再起動されることを<br>おすすめいたします。<br><br>[No.2305]"""
FormName#0,"""ใส่รหัสรักษาความปลอดภัยที่ท่านได้รับใน e-mail"""
Message#0,"""ท่านไม่เคยเล่นเกมด้วย PC เครื่องนี้มาก่อน<br><br>หากต้องการเล่นด้วยเครื่องนี้ <br>ท่านจำเป็นต้องลงทะเบียนรหัสรักษาความปลอดภัย<br>ที่จะได้รับจาก e-mail """
