OrderList#0,"""Daily Craft List"""
CraftErrorOrderSlotNotFound#1,"""発注書のステータスが変更されたため、<br>操作を中断しました。"""
CraftErrorOrderSlotInvalidState#1,"""依頼を受注することができませんでした。<br>しばらく時間をあけて、再度お試しください。<br>[No.2407]"""
CraftErrorOrderDBAccess#1,"""依頼を受注することができませんでした。<br>しばらく時間をあけて、再度お試しください。<br>[No.2408]"""
CraftErrorOrderReceiveMax#1,"""クラフターの受注可能数が最大に達したため<br>発注を取りやめました。"""
CraftErrorOrderBackpackFull#1,"""アイテムパックの空き容量不足、<br>または所持数の限界を超える可能性があるため<br>受け取ることができません。"""
CraftErrorGeneral#1,"""クラフトを実行することができませんでした。<br>しばらく時間をあけて、再度お試しください。<br>[No.2409]"""
CraftErrorNoData#1,"""クラフトを実行することができませんでした。<br>しばらく時間をあけて、再度お試しください。<br>[No.2410]"""
CraftErrorMesetaExceedMax#1,"""メセタを持ちきれないため、<br>依頼を受注することができませんでした。"""
CraftErrorParameter#1,"""実績情報を取得することができませんでした。<br>しばらく時間をあけて、再度お試しください。"""
CraftErrorExecuteParamCheck#1,"""クラフトを実行することができませんでした。<br>しばらく時間をあけて、再度お試しください。<br>[No.2411]"""
CraftErrorNpcOrderExpire#1,"""選択した依頼の受注期限が過ぎているため、<br>実行することができませんでした。"""
CraftErrorNpcOrderInvalidOrderId#1,"""依頼を受注することができませんでした。<br>[No.2412]"""
CraftErrorNpcOrderAlreadyCrafted#1,"""選択された依頼は、すでに達成されています。"""
CraftErrorNpcOrderBackpackFull#1,"""アイテムパックの空き容量不足、<br>または所持数の限界を超える可能性があるため<br>実行することができません。"""
CraftErrorEnchantInvalid#1,"""クラフトを実行することができませんでした。<br>[No.2413]"""
CraftErrorEnchantParameterInvalid#1,"""クラフトを実行することができませんでした。<br>しばらく時間をあけて、再度お試しください。<br>[No.2414]"""
CraftErrorEnchantNoStamp#1,"""対象のデータドライブが見つかりません。"""
CraftErrorEnchantTemporaryStampExists#1,"""保存を保留している時限能力データドライブが<br>あるため、新しい時限能力データドライブを<br>作成できません。"""
CraftErrorEnchantNoTemporaryStamp#1,"""保存を保留している時限能力データドライブは<br>ありません。"""
CraftErrorEnchantExpire#1,"""「選ばれやすいメイン効果」が更新されているため、<br>データドライブを更新することができませんでした。"""
YesText#0,"""ใช่"""
NoText#0,"""ไม่"""
CloseText#0,"""ปิด"""
OpenText#0,"""เปิด"""
Sort#0,"""เรียง"""
Copy#0,"""คัดลอก"""
Peaste#0,"""วาง"""
NextText#0,"""ถัดไป"""
PrevText#0,"""ย้อนกลับ"""
DecideText#0,"""OK"""
CancelText#0,"""ยกเลิก"""
OKText#0,"""OK"""
ReturnText#0,"""กลับ"""
Switch_Vita#0,"""สลับ <pict Sign_TRIANGLE>"""
Undistribution#0,"""ยังไม่ได้ส่ง"""
YesText#1,"""はい"""
NoText#1,"""いいえ"""
CloseText#1,"""閉じる"""
OpenText#1,"""開く"""
Sort#1,"""ソート"""
Copy#1,"""コピー"""
Peaste#1,"""貼りつけ"""
NextText#1,"""次へ"""
PrevText#1,"""前へ"""
DecideText#1,"""決定"""
CancelText#1,"""キャンセル"""
OKText#1,"""OK"""
ReturnText#1,"""戻る"""
Switch_Vita#1,"""<pict Sign_TRIANGLE>切替"""
Undistribution#1,"""未配信"""
EnchantDetails#2,"""ข้อมูล Recipe (Ability Install)"""
TodayEffect#0,"""Easy Choice Main Effect"""
EnchantRecipeMake#0,"""Reload Data Drive"""
EnchantResult#0,"""Ability Install Effect"""
EnchantSavedMenu#0,"""รายการ Craft Recipe ที่รับงานได้"""
Recipe#2,"""เนื้อหา Recipe"""
RecipeResult#0,"""ผลการ Update Data Drive"""
RecipeSave#0,"""ข้อมูลการ Save Data Drive"""
UnitType#0,"""เลือก Data Drive"""
ChipMake#0,"""สร้าง Ability Data"""
ChipSupport#0,"""ยืนยันการใช้งาน Boost Item"""
ChipResult#0,"""ผลการสร้าง Ability Data"""
EnchantSaved01#0,"""Saved Data Drive 1"""
EnchantSaved02#0,"""Saved Data Drive 2"""
EnchantSaved03#0,"""Saved Data Drive 3"""
Item#2,"""หัวข้อ"""
Before#2,"""Data Drive ปัจจุบัน"""
After#2,"""Data Drive ใหม่"""
TypeRear#0,"""Rear Data Recipe"""
TypeArm#0,"""Arms Data Recipe"""
TypeLeg#0,"""Legs Data Recipe"""
TypeAddon#0,"""ตำแหน่งที่รองรับ"""
Effect01#0,"""Main Effect"""
Effect02#0,"""Sub Effect"""
Effect03#0,"""Additional Effect"""
Effect01_Announce#0,"""บันทึกไว้ด้านขวา"""
EffectScope#0,"""เงื่อนไข Effect Display"""
EffectUpData#0,"""อัพเดตวันที่"""
Rise#0,"""ค่าที่เพิ่มขึ้น"""
Area#0,"""เงื่อนไขการแสดงผล"""
Days#0,"""ระยะเวลาที่มีผล"""
EnchantSaved#0,"""ทำการบันทึก"""
Save#0,"""บันทึก"""
Destroy#0,"""ลบ"""
Return#0,"""กลับสู่หน้า Craft Line"""
ReturnMenu#0,"""กลับ"""
ReturnRecipeRegister#0,"""กลับสู่หน้าเลือกประเภท Craft Line"""
ExplainEnchantMenu#0,"""<c f0df60>โปรดตรวจสอบ Data Drive ที่มีอยู่ก่อนทำการสร้าง Data Drive หรือ Ability Data<c>"""
ExplainRecipeSelect#0,"""<c f0df60>โปรดเลือก Data Drive ที่จะทำการ Update<c>"""
ExplainEnchantStampConfirm#0,"""<c f0df60>หน้าสำหรับยืนยันการ Update Data Drive คุณสามารถเลือกใช้ Boost Item เพื่อเพิ่มประสิทธิภาพได้<c>"""
ExplainStampSelect#0,"""<c f0df60>โปรดเลือก Data Drive เพื่อดำเนินการสร้าง Ability Data<c>"""
ExplainEnchantStampItemConfirm#0,"""<c f0df60>หน้าสำหรับยืนยันการสร้าง Ability Drive คุณสามารถเลือกใช้ Boost Item เพื่อยืดระยะเวลาได้<c>"""
TabItemAll#0,"""Unit ทั้งหมด"""
TabItemRear#0,"""Rear"""
TabItemArm#0,"""Arms"""
TabItemLeg#0,"""Legs"""
EffectRateUpdateText#0,"""อัพเดททุก 13 ชั่วโมง"""
CompareItemRandom#0,"""Random"""
CompareItemRandomLevel#0,"""Random (Lv.$(0))"""
CompareItemRate#0,"""% ที่จะติด"""
RecipeParam#0,"""$(0)$(1)"""
RecipeParamRange#0,"""$(0)$(1)-$(2)"""
StampConfirmMessage#0,"""เริ่มดำเนินการ Update Data Drive ยืนยันการ Update หรือไม่?<br>Cooldown Time: $(0)"""
StampItemConfirmMessage#0,"""เริ่มดำเนินการสร้าง Ability Data ยืนยันการสร้างหรือไม่?<br>Cooldown Time: $(0)"""
EnchantStampSuccessMessage#0,"""Update Data Drive <green>Success<c>"""
EnchantStampSpecialSuccessMessage#0,"""Update Data Drive <c ff007f>Great Success !<c>"""
StampNoData#0,"""Data Drive ไม่ได้รับการบันทึก"""
StampSaveConfirmWindowMessage#0,"""ดำเนินการบันทึก Update Data Drive<br>ยืนยันการบันทึกหรือไม่?"""
StampSaveConfirmMessage#0,"""ดำเนินการบันทึก Update Data Drive<br>ยืนยันการบันทึกหรือไม่?"""
StampSaveCancelConfirmMessage#0,"""ดำเนินการลบ Update Data Drive<br>ยืนยันการลบหรือไม่?"""
StampSaveResultTitle#0,"""ผลการบันทึก Data Drive"""
StampSaveResultMessage#0,"""Data Drive ได้รับการบันทึกแล้ว"""
StampSaveCancelResultMessage#0,"""Data Drive ถูกลบแล้ว"""
EnchantStampItemSuccessMessage#0,"""การสร้าง Ability Data <green>Success<c>"""
EnchantStampItemSpecialSuccessMessage#0,"""การสร้าง Ability Data <c ff007f>Great Success !<c>"""
StampGreatSuccessSubParamMax#0,"""Sub Effect เพิ่มขึ้นถึงระดับสูงสุด"""
StampGreatSuccessAddEffect#0,"""ได้รับ Additional Effect"""
ItemGreatSuccessAddTime#0,"""ระยะเวลาเพิ่มขึ้น"""
CreateStampItemDisable#0,"""ไม่สามารถสร้าง Ability Data ได้<br>เนื่องจากเนื้อที่ในช่องเก็บของไม่พอ"""
RecipeSelectItemErrorMessage#2,"""มีวัตถุดิบไม่เพียงพอ<br><br>คุณสามารถหาวัตถุดิบได้จากการ [Disassembly] ไอเทมประเภท Unit ระดับ Rare 7 ขึ้นไป<br>หรือจากการกำจัดมอนสเตอร์บนดาวต่างๆ"""
StampSelectItemErrorMessage#0,"""มีวัตถุดิบไม่เพียงพอ<br><br>คุณสามารถหาวัตถุดิบได้จากการ [Disassembly] ไอเทมประเภท Unit ระดับ Rare 7 ขึ้นไป<br>กำจัดมอนสเตอร์บนดาวต่างๆ<br>หรือแลกเปลี่ยนที่ Recycle Shop ในหัวข้อ [Crafter Shop]<br>"""
StampSaveSignboardUpdateMessage#0,"""ได้รับการอัพเดทป้ายประกาศเป็น Data Drive ล่าสุดเรียบร้อยแล้ว"""
AchieveEnchantTypeAll#0,"""ไม่มีเงื่อนไข"""
AchieveEnchantTypeStampCreate#0,"""ประเภทการสร้าง: Update Data Drive"""
AchieveEnchantTypeItemCreate#0,"""ประเภทการสร้าง: สร้าง Ability Data"""
AchieveEnchantEffectLevel#0,"""Main Effect Level: $(0) ขึ้นไป"""
AchieveEnchantEffectRange#0,"""เงื่อนไขการแสดงผล: $(0)"""
EnchantDetails#3,"""レシピ情報（時限能力インストール）"""
TodayEffect#1,"""選ばれやすいメイン効果"""
EnchantRecipeMake#1,"""データドライブを更新"""
EnchantResult#1,"""時限能力インストール結果"""
EnchantSavedMenu#1,"""受注できるクラフトレシピ登録メニュー"""
Recipe#3,"""レシピ内容"""
RecipeResult#1,"""データドライブ更新結果"""
RecipeSave#1,"""データドライブの保存確認"""
UnitType#1,"""データドライブ選択"""
ChipMake#1,"""時限能力データ作成"""
ChipSupport#1,"""補助アイテム使用確認"""
ChipResult#1,"""時限能力データ作成結果"""
EnchantSaved01#1,"""保存されているデータドライブ1"""
EnchantSaved02#1,"""保存されているデータドライブ2"""
EnchantSaved03#1,"""保存されているデータドライブ3"""
Item#3,"""項目"""
Before#3,"""現在のデータドライブ"""
After#3,"""新しいデータドライブ"""
TypeRear#1,"""リアデータレシピ"""
TypeArm#1,"""アームデータレシピ"""
TypeLeg#1,"""レッグデータレシピ"""
TypeAddon#1,"""対応箇所"""
Effect01#1,"""メイン効果"""
Effect02#1,"""サブ効果"""
Effect03#1,"""追加効果"""
Effect01_Announce#1,"""右記いずれか"""
EffectScope#1,"""効果発揮条件"""
EffectUpData#1,"""更新日時"""
Rise#1,"""上昇値"""
Area#1,"""効果発揮条件"""
Days#1,"""効果時間"""
EnchantSaved#1,"""保存する"""
Save#1,"""保存"""
Destroy#1,"""破棄"""
Return#1,"""クラフトライン選択に戻る"""
ReturnMenu#1,"""戻る"""
ReturnRecipeRegister#1,"""クラフトレシピ種類選択に戻る"""
ExplainEnchantMenu#1,"""<c f0df60>データドライブや時限能力データの作成、所持しているデータドライブの確認がおこなえます。<c>"""
ExplainRecipeSelect#1,"""<c f0df60>データドライブを更新するレシピを選択してください。<c>"""
ExplainEnchantStampConfirm#1,"""<c f0df60>データドライブ更新の最終確認画面です。補助アイテムでそれぞれの効果を固定化できます。<c>"""
ExplainStampSelect#1,"""<c f0df60>時限能力データを作成するデータドライブを選択してください。<c>"""
ExplainEnchantStampItemConfirm#1,"""<c f0df60>時限能力データ作成の最終確認画面です。補助アイテムで効果時間を延長できます。<c>"""
TabItemAll#1,"""全ユニット"""
TabItemRear#1,"""リア"""
TabItemArm#1,"""アーム"""
TabItemLeg#1,"""レッグ"""
EffectRateUpdateText#1,"""毎日１３時更新"""
CompareItemRandom#1,"""ランダム"""
CompareItemRandomLevel#1,"""ランダム（Lv.$(0)）"""
CompareItemRate#1,"""確率で付与"""
RecipeParam#1,"""$(0)$(1)"""
RecipeParamRange#1,"""$(0)$(1)～$(2)"""
StampConfirmMessage#1,"""データドライブの更新を実行します。よろしいですか？<br>発生クールタイム：$(0)"""
StampItemConfirmMessage#1,"""時限能力データ作成を実行します。よろしいですか？<br>発生クールタイム：$(0)"""
EnchantStampSuccessMessage#1,"""データドライブの更新に <green>成功<c> しました。"""
EnchantStampSpecialSuccessMessage#1,"""データドライブの更新に <c ff007f>大成功！<c> しました。"""
StampNoData#1,"""データドライブが保存されていません"""
StampSaveConfirmWindowMessage#1,"""更新したデータドライブを保存します。<br>よろしいですか？"""
StampSaveConfirmMessage#1,"""更新したデータドライブを保存します。<br>本当によろしいですか？"""
StampSaveCancelConfirmMessage#1,"""更新したデータドライブを破棄します。<br>本当によろしいですか？"""
StampSaveResultTitle#1,"""データドライブ保存結果"""
StampSaveResultMessage#1,"""データドライブを保存しました。"""
StampSaveCancelResultMessage#1,"""データドライブを破棄しました。"""
EnchantStampItemSuccessMessage#1,"""時限能力データ作成に <green>成功<c> しました。"""
EnchantStampItemSpecialSuccessMessage#1,"""時限能力データ作成に <c ff007f>大成功！<c> しました。<br>以下の効果が発生しました。"""
StampGreatSuccessSubParamMax#1,"""サブ効果値最大化"""
StampGreatSuccessAddEffect#1,"""追加効果付与"""
ItemGreatSuccessAddTime#1,"""効果時間増加"""
CreateStampItemDisable#1,"""アイテムパックの空き容量不足のため<br>時限能力データ作成を行えません。"""
RecipeSelectItemErrorMessage#3,"""必要素材が不足しています。<br><br>素材アイテムは、レアリティ★７以上のユニットを<br>「アイテム分解」したり、各惑星ごとに出現する<br>エネミーからのドロップなどで入手できます。"""
StampSelectItemErrorMessage#1,"""必要素材が不足しています。<br><br>素材アイテムは、レアリティ★７以上のユニットを<br>「アイテム分解」したり、エネミーからのドロップ、<br>リサイクルショップの「クラフト関連ショップ」で<br>交換することなどで入手できます。"""
StampSaveSignboardUpdateMessage#1,"""看板設定を最新のデータドライブに更新しました。"""
AchieveEnchantTypeAll#1,"""条件なし"""
AchieveEnchantTypeStampCreate#1,"""作成種別： データドライブを更新"""
AchieveEnchantTypeItemCreate#1,"""作成種別： 時限能力データ作成"""
AchieveEnchantEffectLevel#1,"""メイン効果レベル： $(0)以上"""
AchieveEnchantEffectRange#1,"""効果発揮条件： $(0)"""
