YesText#0,"""はい"""
MultiParty#0,"""マルチパーティーのプレイヤー"""
Employ#0,"""自分をフレンドパートナー利用"""
Name#1,"""キャラクター名/プレイヤーIDネーム"""
Time#1,"""時間/ブロック"""
TimePlace#0,"""時間/送信場所"""
Empty#0,"""履歴がありません"""
TabItemPlaceAll#0,"""0．指定なし"""
TabItemPlaceMenu#0,"""1．『PSO2』メニュー"""
TabItemPlaceShop#0,"""2．『PSO2』マイショップ"""
TabItemPlaceMyRoom#0,"""3．マイルーム"""
TabItemPlaceTeamRoom#0,"""4．チームルーム"""
TabItemPlaceQuestResult#0,"""5．リザルト"""
TabItemPlaceCraft#0,"""6．クラフト"""
TabItemFashionCat#0,"""7．コーデカタログ"""
TabItemPlaceRebMenu#0,"""8．『PSO2：NGS』メニュー"""
TabItemPlaceRebMyShop#0,"""9．『PSO2：NGS』マイショップ"""
PlaceMenu#0,"""『PSO2』メニュー"""
PlaceShop#0,"""『PSO2』マイショップ"""
PlaceRoom#0,"""マイルーム"""
PlaceTeamRoom#0,"""チームルーム"""
PlaceQuestResult#0,"""リザルト"""
PlaceCraft#0,"""クラフト"""
PlaceFashionCat#0,"""コーデカタログ"""
PlaceRebMenu#0,"""『PSO2：NGS』メニュー"""
PlaceRebMyShop#0,"""『PSO2：NGS』マイショップ"""
Nice#0,"""<pict like_icon>いいね！"""
Cute#0,"""<pict cute_icon>かわいいね！"""
Cool#0,"""<pict cool_icon>かっこいいね！"""
Interesting#0,"""<pict funny_icon>おもしろいね！"""
DBError#0,"""履歴の取得に失敗しました。時間をおいてリトライしてください。"""
OrderPlace#0,"""クラフト発注したプレイヤー"""
OrderReceive#0,"""クラフト受注したプレイヤー"""
Esthetic_Title#0,"""エステカウンター"""
Esthetic_Enter#0,"""エステに入店する"""
Esthetic_Partner#0,"""サポートパートナーエステ"""
Esthetic_Exit#0,"""エステカウンターを出る"""
Esthetic_Help#0,"""エステでは、外見やボイスなどを変更できます。一部機能のご利用には「エステ利用パス」が必要です。"""
EnterConfirmMessage#0,"""エステ内ではチャットができません。<br>※受信した内容はログウィンドウに残ります。<br><br>また、パーティーやクエスト関連の通知が行われず、<br>クエストのマッチング対象からも外れます。<br><br><yellow>アイテムパックに必要な空き容量がない場合<br>キャラ倉庫内のコスチュームには変更できません。<c><br><br>エステに入店しますか？<br><br><red>※エステ内の表記はSGになっていますが<br>ACで購入したエステパスもご利用いただけます。<c>"""
EnterConfirmMessage2#0,"""エステに入店しますか？<br><br>エステ内ではチャットを行うことはできません。<br><yellow>※受信した内容はログウィンドウに残ります。<c><br>また、パーティーやクエスト関連の通知も行われず、<br>クエストのマッチング対象外となります。<br>アイテムパックに必要な空き容量がない場合、<br><yellow>キャラ倉庫内のコスチューム<c>には変更できません。<br><br>＜エステ利用パス使用状況＞<br>編集可能残り時間：$(0)"""
EnterConfirmMessage3#0,"""エステに入店しますか？<br><br>エステ内ではチャットを行うことはできません。<br><yellow>※受信した内容はログウィンドウに残ります。<c><br>また、パーティーやクエスト関連の通知も行われず、<br>クエストのマッチング対象外となります。<br>アイテムパックに必要な空き容量がない場合、<br><yellow>キャラ倉庫内のコスチューム<c>には変更できません。<br><br>＜カラーチェンジ系パス使用状況＞<br>再編集中アイテム：<yellow>$(0)個<c><br><yellow>$(2)<c><br>編集可能残り時間：<yellow>$(1)<c>"""
EnterConfirmMessage4#0,"""エステに入店しますか？<br><br>エステ内ではチャットを行うことはできません。<br><yellow>※受信した内容はログウィンドウに残ります。<c><br>また、パーティーやクエスト関連の通知も行われず、<br>クエストのマッチング対象外となります。<br>アイテムパックに必要な空き容量がない場合、<br><yellow>キャラ倉庫内のコスチューム<c>には変更できません。<br><br>＜エステ利用パス使用状況＞<br>編集可能残り時間：$(0)<br>＜カラーチェンジ系パス使用状況＞<br>再編集中アイテム：<yellow>$(1)個<c><br><yellow>$(3)<c><br>編集可能残り時間：<yellow>$(2)<c>"""
EnterConfirmMessage5#0,"""エステに入店しますか？<br><br>エステ内ではチャットを行うことはできません。<br><yellow>※受信した内容はログウィンドウに残ります。<c><br>また、パーティーやクエスト関連の通知も行われず、<br>クエストのマッチング対象外となります。<br>アイテムパックに必要な空き容量がない場合、<br><yellow>キャラ倉庫内のコスチューム<c>には変更できません。<br><br>＜キャラクター作成状況＞<br>編集可能残り時間：$(0)"""
EnterConfirmMessage6#0,"""エステに入店しますか？<br><br>エステ内ではチャットを行うことはできません。<br><yellow>※受信した内容はログウィンドウに残ります。<c><br>また、パーティーやクエスト関連の通知も行われず、<br>クエストのマッチング対象外となります。<br>アイテムパックに必要な空き容量がない場合、<br><yellow>キャラ倉庫内のコスチューム<c>には変更できません。<br><br>＜キャラクター作成状況＞<br>編集可能残り時間：$(0)<br>＜カラーチェンジ系パス使用状況＞<br>再編集中アイテム：<yellow>$(1)個<c><br><yellow>$(3)<c><br>編集可能残り時間：<yellow>$(2)<c>"""
Esthetic_More#0,"""残り$(0)分"""
Esthetic_Less#0,"""残り 1分未満"""
Esthetic_None#0,"""時間切れ"""
Charamake_SP_Nothing#0,"""サポートパートナーを取得していないため、<br>サポートパートナーエステを利用できません。"""
Charamake_SP_Message#0,"""サポートパートナーのキャラクターメイクを<br>行っている間はチャットの送信ができません。<br>受信した内容はログウィンドウに残ります。<br><br>サポートパートナーの<br>キャラクターメイクを行いますか？"""
Esthetic_SP_Title#0,"""サポートパートナーエステ"""
Esthetic_SP_Help#0,"""エステでは、外見やボイスなどを変更できます。一部機能のご利用には「エステ利用パス」が必要です。"""
Esthetic_SP_FormTitle#0,"""エステメニュー"""
Esthetic_Menu_Enter#0,"""エステに入店する"""
Esthetic_Menu_PartnerStatus#0,"""パートナー情報を見る"""
Esthetic_Menu_PopTitle#0,"""各種手続き"""
Esthetic_Pop_PartnerInitialization#0,"""性格と好感度をリセットする"""
Esthetic_Pop_PartnerPrimeField#0,"""サポートパートナークリエイトをやり直す<pict Arcscash>"""
Esthetic_CharaMake#0,"""キャラクターメイクする"""
Esthetic_Back#0,"""戻る"""
EnterConfirm_SP_Message#0,"""サポートパートナーをエステに行かせている間は<br>チャットの送信ができません。<br>受信した内容はログウィンドウに残ります。<br><br><yellow>アイテムパックに必要な空き容量がない場合<br>キャラ倉庫内のコスチュームには変更できません。<c><br><br>サポートパートナーをエステに行かせますか？<br><br><red>※エステ内の表記はSGになっていますが<br>ACで購入したエステパスもご利用いただけます。<c>"""
EnterConfirm_SP_Message2#0,"""サポートパートナーをエステに行かせますか？<br><br>サポートパートナーをエステに行かせている間は<br>チャットの送信ができません。<br><yellow>※受信した内容はログウィンドウに残ります。<c><br>アイテムパックに必要な空き容量がない場合<br><yellow>キャラ倉庫内のコスチューム<c>には変更できません。<br><br>＜エステ利用パス使用状況＞<br>編集可能残り時間：$(0)"""
EnterConfirm_SP_Message3#0,"""サポートパートナーをエステに行かせますか？<br><br>サポートパートナーをエステに行かせている間は<br>チャットの送信ができません。<br><yellow>※受信した内容はログウィンドウに残ります。<c><br>アイテムパックに必要な空き容量がない場合<br><yellow>キャラ倉庫内のコスチューム<c>には変更できません。<br><br>＜カラーチェンジ系パス使用状況＞<br>再編集中アイテム：<yellow>$(0)個<c><br><yellow>$(2)<c><br>編集可能残り時間：<yellow>$(1)<c>"""
EnterConfirm_SP_Message4#0,"""サポートパートナーをエステに行かせますか？<br><br>サポートパートナーをエステに行かせている間は<br>チャットの送信ができません。<br><yellow>※受信した内容はログウィンドウに残ります。<c><br>アイテムパックに必要な空き容量がない場合<br><yellow>キャラ倉庫内のコスチューム<c>には変更できません。<br><br>＜エステ利用パス使用状況＞<br>編集可能残り時間：$(1)<br>＜カラーチェンジ系パス使用状況＞<br>再編集中アイテム：<yellow>$(0)個<c><br><yellow>$(2)<c><br>編集可能残り時間：<yellow>$(1)<c>"""
EnterConfirm_SP_Message5#0,"""サポートパートナーをエステに行かせますか？<br><br>サポートパートナーをエステに行かせている間は<br>チャットの送信ができません。<br><yellow>※受信した内容はログウィンドウに残ります。<c><br>アイテムパックに必要な空き容量がない場合<br><yellow>キャラ倉庫内のコスチューム<c>には変更できません。<br><br>＜キャラクター作成状況＞<br>編集可能残り時間：$(0)"""
EnterConfirm_SP_Message6#0,"""サポートパートナーをエステに行かせますか？<br><br>サポートパートナーをエステに行かせている間は<br>チャットの送信ができません。<br><yellow>※受信した内容はログウィンドウに残ります。<c><br>アイテムパックに必要な空き容量がない場合<br><yellow>キャラ倉庫内のコスチューム<c>には変更できません。<br><br>＜キャラクター作成状況＞<br>編集可能残り時間：$(1)<br>＜カラーチェンジ系パス使用状況＞<br>再編集中アイテム：<yellow>$(0)個<c><br><yellow>$(2)<c><br>編集可能残り時間：<yellow>$(1)<c>"""
Standard_Result_OK#0,"""処理が成功しました。"""
Standard_Result_NoFlag#0,"""サポートパートナー取得条件が未達成の為、<br>失敗しました。"""
Standard_Result_SystemError#0,"""システムエラーにより処理が失敗しました。"""
Standard_Result_DBError#0,"""データベースエラーにより処理が失敗しました。"""
Standard_Result_Error#0,"""処理が失敗しました。"""
Charamake_NewCreate#0,"""エステに入店している間は<br>チャットの送信ができません。<br>受信した内容はログウィンドウに残ります。<br><br>また、パーティー関連やクエスト関連の<br>通知も行われませんので、ご了承ください。<br> <br>エステに入店して、<br>サポートパートナーの新規作成を行いますか？<br><br><yellow>・サポートパートナーは<br>\u3000「キャラクター」単位で保存されます。<c><br><br>・作成したサポートパートナーを使用するには、<br>\u3000次回も同じキャラクターでログインしてください。"""
Charamake_Message#0,"""エステに入店している間は<br>チャットの送信ができません。<br>受信した内容はログウィンドウに残ります。<br><br>また、パーティー関連やクエスト関連の<br>通知も行われませんので、ご了承ください。<br> <br>エステに入店して、<br>サポートパートナーの新規作成を行いますか？<br><br><yellow>・サポートパートナーは<br>\u3000「キャラクター」単位で保存されます。<c><br><br>・作成したサポートパートナーを使用するには、<br>\u3000次回も同じキャラクターでログインしてください。"""
Charamake_Num#0,"""あと$(0)体"""
Charamake_UseInfo#0,"""<pict Arcscash><c 5fdf00>購入済アイテムの使用<c><br>サポートパートナーを追加で作成するには、<br><yellow>「パートナー追加パス」<c>が必要です。<br><br><yellow>・サポートパートナーは<br>\u3000「キャラクター」単位で保存されます。<c><br><br>・作成したサポートパートナーを使用するには、<br>\u3000次回も同じキャラクターでログインしてください。<br><br><yellow>「パートナー追加パス」<c>を消費して<br>新規にサポートパートナーを追加しますか？<br><br><yellow>作成可能数： $(1)<c>(1キャラクターに$(0)体まで)"""
Charamake_BuyInfo#0,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>サポートパートナーを追加するには、<br><yellow>「パートナー追加パス」<c>が必要です。<br><br><yellow>・サポートパートナーは<br>\u3000「キャラクター」単位で保存されます。<c><br><br>・作成したサポートパートナーを使用するには、<br>\u3000次回も同じキャラクターでログインしてください。<br><br>300ACで<yellow>「パートナー追加パス」<c>を購入して<br>新規にサポートパートナーを追加しますか？<br><br><yellow>所持AC：$(0)<br>作成可能数： $(2)<c>(1キャラクターに$(1)体まで)"""
Charamake_Result_OK#0,"""サポートパートナーを追加しました。"""
Charamake_Result_NoFlag#0,"""サポートパートナーの取得条件を満たしていません。"""
Charamake_Result_NumMaxError#0,"""サポートパートナーを<br>これ以上追加することはできません。"""
Charamake_Result_GetError#0,"""「パートナー追加パス」の取得に失敗しました。"""
Charamake_Result_SystemError#0,"""システムエラーにより、<br>サポートパートナーの新規作成に失敗しました。"""
Charamake_Result_DBError#0,"""データベースエラーにより、<br>サポートパートナーの新規作成に失敗しました。"""
Charamake_Result_Error#0,"""サポートパートナーの新規作成に失敗しました。"""
Buy_Result_OK#0,"""「パートナー追加パス」の購入に成功しました。"""
Buy_Result_PointError#0,"""AC不足により、<br>「パートナー追加パス」の購入に失敗しました。"""
Buy_Result_SystemError#0,"""システムエラーにより、<br>「パートナー追加パス」の購入に失敗しました。"""
Buy_Result_Error#0,"""「パートナー追加パス」の購入に失敗しました。"""
Reset_Message#0,"""サポートパートナーの<br>性格と好感度を初期の状態に戻します。<br><br>パートナーを無垢な状態に戻しますか？"""
Reset_Result_OK#0,"""サポートパートナーの性格と好感度をリセットしました。"""
Reset_Result_SystemError#0,"""システムエラーにより、<br>サポートパートナーのリセットに失敗しました。"""
Reset_Result_DBError#0,"""データベースエラーにより、<br>サポートパートナーのリセットに失敗しました。"""
Reset_Result_Error#0,"""サポートパートナーのリセットに失敗しました。"""
DirectUse_Title#0,"""アイテム使用確認"""
DirectBuy_Title#0,"""パス購入確認"""
Remake_Message#0,"""エステに入店している間は<br>チャットの送信ができません。<br>受信した内容はログウィンドウに残ります。<br><br>また、パーティー関連やクエスト関連の<br>通知も行われませんので、ご了承ください。<br><br>エステに入店して、<br>サポートパートナークリエイトをやり直します。<br>よろしいですか？<br><br><red>※サポートパートナークリエイトをやり直すと、<br>サポートパートナーの容姿、性格、好感度、<br>クラスレベル全てがリセットされます。<c>"""
Remake_BuyMessage#0,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>サポートパートナークリエイトをやり直すには、<br><yellow>「パートナーリセットパス」<c>が必要です。<br><br>500ACで<yellow>「パートナーリセットパス」<c>を購入して、<br>サポートパートナークリエイトをやり直します。<br>よろしいですか？<br><br><red>※サポートパートナークリエイトをやり直すと、<br>サポートパートナーの容姿、性格、好感度、<br>クラスレベル全てがリセットされます。<c><br><br><yellow>所持AC：$(0)<c>"""
Remake_UseMessage#0,"""<pict Arcscash><c 5fdf00>購入済みアイテムの使用<c><br><yellow>「パートナーリセットパス」<c>を使用して、<br>サポートパートナークリエイトをやり直します。<br>よろしいですか？<br><br><red>※サポートパートナークリエイトをやり直すと、<br>サポートパートナーの容姿、性格、好感度、<br>クラスレベル全てがリセットされます。<c>"""
Remake_OK#0,"""サポートパートナーを素体に戻しました。"""
Remake_PointError#0,"""AC不足により、<br>サポートパートナーを素体に<br>戻すことができません。"""
Remake_ErrorNoPartner#0,"""指定したサポートパートナーが見つからなかったため、<br>サポートパートナーを素体に<br>戻すことができません。"""
Remake_ErrorNoSpace#0,"""サポートパートナーの装備品が、<br>プレイヤーの所持品枠を超えるため、<br>サポートパートナーを素体に<br>戻すことができません。"""
Remake_ErrorDB#0,"""データベースエラーにより、<br>サポートパートナーを素体に<br>戻すことができません。"""
Remake_Error#0,"""サポートパートナーを素体に<br>戻すことができません。"""
Cast_color#0,"""パーツカラー設定"""
Item_EnterConfirmMessage#0,"""マイルームを退出して、エステに入店しますか？<br>※エステ内ではチャットができません。<br>\u3000また、各種ゲーム内通知も行われません。"""
Item_EnterConfirmMessage2#0,"""マイルームを退出して、エステに入店しますか？<br>※エステ内ではチャットができません。<br>\u3000また、各種ゲーム内通知も行われません。<br><br>＜エステ利用パス使用状況＞<br>編集可能残り時間：$(0)"""
Item_EnterConfirmMessage3#0,"""マイルームを退出して、エステに入店しますか？<br>※エステ内ではチャットができません。<br>\u3000また、各種ゲーム内通知も行われません。<br><br>＜カラーチェンジ系パス使用状況＞<br>再編集中アイテム：<yellow>$(0)個<c><br><yellow>$(2)<c><br>編集可能残り時間：<yellow>$(1)<c>"""
Item_EnterConfirmMessage4#0,"""マイルームを退出して、エステに入店しますか？<br>※エステ内ではチャットができません。<br>\u3000また、各種ゲーム内通知も行われません。<br><br>＜エステ利用パス使用状況＞<br>編集可能残り時間：$(1)<br>＜カラーチェンジ系パス使用状況＞<br>再編集中アイテム：<yellow>$(0)個<c><br><yellow>$(2)<c><br>編集可能残り時間：<yellow>$(1)<c>"""
Item_EnterConfirmMessage5#0,"""マイルームを退出して、エステに入店しますか？<br>※エステ内ではチャットができません。<br>\u3000また、各種ゲーム内通知も行われません。<br><br>＜キャラクター作成状況＞<br>編集可能残り時間：$(0)"""
Item_EnterConfirmMessage6#0,"""マイルームを退出して、エステに入店しますか？<br>※エステ内ではチャットができません。<br>\u3000また、各種ゲーム内通知も行われません。<br><br>＜キャラクター作成状況＞<br>編集可能残り時間：$(1)<br>＜カラーチェンジ系パス使用状況＞<br>再編集中アイテム：<yellow>$(0)個<c><br><yellow>$(2)<c><br>編集可能残り時間：<yellow>$(1)<c>"""
Esthetic_CampaignTimeHead#0,"""キャンペーン期間"""
Esthetic_CampaignTime#0,"""$(0)まで"""
Esthetic_CampaignTitle#0,"""キャンペーン情報"""
Esthetic_CampaignText#0,"""アイテム消費不要で、何度でもエステを利用できます。<br><br>【消費不要となるアイテム】<br>・エステ無料パス<br>・エステ利用パス<br>・エステ利用パスS"""
LoginCall#0,"""$(0)がログインしました。"""
Title#13,"""称号カウンター"""
License#0,"""称号報酬受取"""
LicenseDetail#0,"""称号詳細"""
ItemDetail#0,"""アイテム詳細"""
Reward#0,"""報酬"""
Condition#0,"""取得条件"""
NoLicense#0,"""称号がありません"""
NoLicense2#0,"""報酬受け取り可能な称号がありません"""
Hide#0,"""？？？？？？"""
Clear#0,"""称号を外す"""
Category00#0,"""0.報酬あり"""
Category10#0,"""1.プレイヤー"""
Category20#0,"""2.アイテム"""
Category30#0,"""3.クエスト"""
Category40#0,"""4.キャラクター"""
Category50#0,"""5.コミュニティ/カジノ"""
Category60#0,"""6.クラフト"""
Category70#0,"""7.ギャザリング"""
Category80#0,"""8.スキルリング"""
Category90#0,"""その他"""
RewardSuccess#0,"""$(0)を取得しました。"""
RewardSuccessStack#0,"""$(0)×$(1)個を取得しました。"""
RewardSuccess2#0,"""$(0)を倉庫に送りました。"""
RewardSuccess2Stack#0,"""$(0)×$(1)個を倉庫に送りました。"""
RewardFailed#0,"""アイテムを持ちきれません。"""
RewardError#0,"""報酬の取得に失敗しました。"""
RewardAsk#0,"""報酬を受け取ります。<br>よろしいですか？"""
LicenseGet#0,"""称号取得"""
LicenseGetMessage#0,"""以下の称号を取得しました。"""
Help#1,"""<c f0df60>取得済みの称号から、一度だけ報酬を受け取ることができます。称号を選択してください。<c>"""
LicenseTitle#0,"""取得した称号リスト"""
RewardTitle#0,"""「$(0)」の報酬"""
RewardSet#0,"""<yellow>「$(0)」<c>をセットしました。<br><br>クイックメニューの「キャラクター頭上表示切り替え」で<br>「セット中の称号/キャラクター名」を選択すると<br>表示することができます。"""
RewardClear#0,"""称号を外しました。"""
RewardSetTitle#0,"""称号設定"""
ActivityMsg#0,"""「$(0)」の報酬を受け取りました！"""
Div#0,"""$(0)/$(1)"""
Sub100#0,"""称号取得"""
Sub101#0,"""エキスパート条件"""
Sub102#0,"""エネミー討伐"""
Sub103#0,"""クラスレベル"""
Sub104#0,"""ペットレベル"""
Sub105#0,"""ペット育成"""
Sub106#0,"""キャンディー"""
Sub107#0,"""レアエネミー討伐"""
Sub108#0,"""ボスエネミー討伐"""
Sub109#0,"""アークスシップ対抗戦"""
Sub110#0,"""周年記念"""
Sub111#0,"""複合テクニック"""
Sub112#0,"""アークスダンスフェス"""
Sub113#0,"""シーズナルイベント"""
Sub114#0,"""アークス訓練所"""
Sub115#0,"""トレジャーショップ"""
Sub116#0,"""ライドロイド"""
Sub117#0,"""ライセンス"""
Sub118#0,"""ダークブラスト"""
Sub119#0,"""アークスハンドブック"""
Sub195#0,"""ネットカフェ接続時間"""
Sub196#0,"""アークスミッション"""
Sub200#0,"""レアアイテム取得"""
Sub201#0,"""ソード＋１０強化"""
Sub202#0,"""ワイヤードランス＋１０強化"""
Sub203#0,"""パルチザン＋１０強化"""
Sub204#0,"""ツインダガー＋１０強化"""
Sub205#0,"""ダブルセイバー＋１０強化"""
Sub206#0,"""ナックル＋１０強化"""
Sub207#0,"""ガンスラッシュ＋１０強化"""
Sub208#0,"""アサルトライフル＋１０強化"""
Sub209#0,"""ランチャー＋１０強化"""
Sub210#0,"""ツインマシンガン＋１０強化"""
Sub211#0,"""ロッド＋１０強化"""
Sub212#0,"""タリス＋１０強化"""
Sub213#0,"""ウォンド＋１０強化"""
Sub214#0,"""★７武器＋１０強化"""
Sub215#0,"""★８武器＋１０強化"""
Sub216#0,"""★９武器＋１０強化"""
Sub217#0,"""★１０武器＋１０強化"""
Sub218#0,"""★１１武器＋１０強化"""
Sub219#0,"""★１２武器＋１０強化"""
Sub220#0,"""★１３武器＋１０強化"""
Sub221#0,"""★１４武器＋１０強化"""
Sub222#0,"""★１５武器＋１０強化"""
Sub223#0,"""ユニット＋１０強化"""
Sub224#0,"""武器図鑑登録"""
Sub225#0,"""武器図鑑クラス別登録"""
Sub226#0,"""新世武器"""
Sub227#0,"""コレクトファイル"""
Sub228#0,"""特定武器シリーズ強化"""
Sub300#0,"""クエストクリア"""
Sub301#0,"""クライアントオーダー"""
Sub302#0,"""Ｅトライアル"""
Sub303#0,"""ＰＳＥバースト"""
Sub304#0,"""ＰＳＥバーストコンボ"""
Sub305#0,"""マターボード入手"""
Sub306#0,"""マターボードクリア"""
Sub307#0,"""全マターボードをクリア"""
Sub308#0,"""マターボードコンプリート"""
Sub309#0,"""全マターボードをコンプリート"""
Sub310#0,"""ストーリークエスト【EP4】"""
Sub311#0,"""ストーリークエスト"""
Sub312#0,"""アドバンスクエスト"""
Sub313#0,"""アブダクション"""
Sub314#0,"""エクストリームクエスト"""
Sub315#0,"""ステージオーダー"""
Sub316#0,"""チャレンジクエスト踏破"""
Sub317#0,"""チャレンジクエストクリア"""
Sub318#0,"""メッセージパック"""
Sub319#0,"""アークスグランプリ"""
Sub320#0,"""タイムアタック"""
Sub321#0,"""クエストトリガー"""
Sub322#0,"""討伐・討滅戦"""
Sub323#0,"""ライディングクエスト"""
Sub324#0,"""防衛戦"""
Sub325#0,"""アルティメットクエスト"""
Sub326#0,"""ソロ緊急クエスト"""
Sub327#0,"""バトルアリーナ"""
Sub328#0,"""バスタークエスト"""
Sub329#0,"""アークスブーストラリー"""
Sub330#0,"""ストーリークエスト【EP5】"""
Sub331#0,"""ストーリークエスト【EP1~EP3】"""
Sub332#0,"""エネミーラッシュクエスト"""
Sub333#0,"""フリーフィールド"""
Sub334#0,"""エンドレスクエスト"""
Sub335#0,"""討伐・撃退戦"""
Sub336#0,"""ストーリークエスト"""
Sub337#0,"""ストーリークエスト【EP1~EP3】"""
Sub338#0,"""ストーリークエスト【EP4】"""
Sub339#0,"""ストーリークエスト【EP5】"""
Sub340#0,"""ストーリークエスト【EP6】"""
Sub341#0,"""艦隊迎撃戦"""
Sub342#0,"""緊急クエスト"""
Sub343#0,"""ディバイドクエスト"""
Sub344#0,"""チャレンジクエストボスエネミー討伐"""
Sub400#0,"""パートナーカード入手"""
Sub401#0,"""パートナーと協力"""
Sub500#0,"""チャット"""
Sub501#0,"""チーム"""
Sub502#0,"""フレンド"""
Sub503#0,"""所持カジノコイン"""
Sub504#0,"""カジノ施設利用時間"""
Sub505#0,"""メセタンシューター"""
Sub506#0,"""ラッピースロット"""
Sub507#0,"""隠れリリーパ"""
Sub508#0,"""ブラックニャック"""
Sub509#0,"""リーリールーレット"""
Sub510#0,"""アークマスロット"""
Sub511#0,"""コーデカタログ"""
Sub600#0,"""クラフトレベル"""
Sub601#0,"""武装エクステンド：レベル"""
Sub602#0,"""テクニックカスタマイズ：レベル"""
Sub603#0,"""時限能力インストール：レベル"""
Sub604#0,"""ＰＡカスタマイズ：レベル"""
Sub605#0,"""武装エクステンド：受注"""
Sub606#0,"""テクニックカスタマイズ：受注"""
Sub607#0,"""時限能力インストール：受注"""
Sub608#0,"""ＰＡカスタマイズ：受注"""
Sub609#0,"""武装エクステンド：実行"""
Sub610#0,"""テクニックカスタマイズ：実行"""
Sub611#0,"""時限能力インストール：実行"""
Sub612#0,"""ＰＡカスタマイズ：実行"""
Sub613#0,"""アイテム分解：実行"""
Sub614#0,"""武装エクステンド：大成功"""
Sub615#0,"""テクニックカスタマイズ：大成功"""
Sub616#0,"""時限能力インストール：大成功"""
Sub617#0,"""ＰＡカスタマイズ：大成功"""
Sub618#0,"""アイテム分解：大成功"""
Sub619#0,"""クラフトエネルギー"""
Sub620#0,"""武装エクステンド：デイリー"""
Sub621#0,"""テクニックカスタマイズ：デイリー"""
Sub622#0,"""時限能力インストール：デイリー"""
Sub623#0,"""ＰＡカスタマイズ：デイリー"""
Sub700#0,"""採取"""
Sub701#0,"""釣り"""
Sub702#0,"""フィーバー"""
Sub703#0,"""実績"""
Sub704#0,"""ギャザリングレベル"""
Sub705#0,"""フランカ’s カフェ"""
Sub706#0,"""図鑑"""
Sub800#0,"""スキルリングレベル"""
Sub801#0,"""スキルリング装備"""
Menu_Licence_Profile#0,"""称号/アークスカード"""
Menu_Licence_List#0,"""称号リスト"""
Menu_Profile#0,"""アークスカード編集"""
RewardPlatformError#0,"""この報酬は以下のプラットフォームから<br>ログイン中のみ受け取りが可能です。<br>$(0)"""
RewardPlatformPC#0,"""・PC"""
RewardPlatformSwitch#0,"""・Nintendo Switch™"""
RewardPlatformPS4#0,"""・PlayStation®4"""
RewardPlatformVita#0,"""・PlayStation®Vita"""
RewardBondPlatform#0,"""$(0)<br>$(1)"""
BoostItemMessage#0,"""「$(0)」の効果が切れました。"""
BoostLiveEvent#0,"""今から一定時間、ステージライブ効果が発生します。"""
BoostItemDrop#0,"""今から一定時間、クエスト達成ブーストが発生！"""
PotalUnit_Title#0,"""移動先の選択"""
PotalUnit_Menu_MoveShopArea#0,"""ショップエリアへ移動"""
PotalUnit_Menu_MoveGateArea#0,"""ゲートエリアへ移動"""
PotalUnit_Menu_MoveAmusement#0,"""カジノエリアへ移動"""
PotalUnit_Menu_MoveBridgeArea#0,"""艦橋へ移動"""
PotalUnit_Menu_MoveCafe#0,"""フランカ’s カフェへ移動"""
PotalUnit_Menu_MoveMyRoom#0,"""自分のマイルームへ移動"""
PotalUnit_Menu_MoveGuildRoom#0,"""所属のチームルームへ移動"""
PotalUnit_Menu_Cancel#0,"""戻る"""
Block_help_ClassicBlock#0,"""『PSO2』のブロックに移動します。"""
Block_help_Beginner#0,"""ビギナーとそのお手伝いをしてくれる方向けのブロックです。<br>エアリオリージョンのクエストのみが受注できます。<br>また、ポータブルホログラムの配置が制限されます。<br>※マッチングはビギナーブロック限定で行なわれます。"""
Block_help_Normal#0,"""$(0)リージョンで冒険をしたい方どうしが<br>集まるためのブロックです。<br>"""
Block_help_Stream#0,"""$(0)リージョンで撮影・配信を行う場合に利用を推奨。<br>プレイ中のキャラクターがメディアで公開される場合があります。<br>※マッチングは撮影推奨ブロック限定で行なわれます。"""
Block_help_Chat#0,"""$(0)リージョンで冒険以外の目的で集まったり<br>コミュニケーションを楽しむことを目的としたブロックです。<br>※マッチングは交流推奨ブロック限定で行なわれます。"""
Block_help_PF_CloudPC#0,"""【“クラウド”＆“PC”共用】"""
Block_help_PF_CloudOnly#0,"""【“クラウド”専用】"""
Block_help_myroom#0,"""各種ルームグッズによって自分だけの<br>飾り付けができる、あなたの部屋です。"""
Block_help_teamroom#0,"""所属するチームのチームメンバーだけが<br>入ることができるルームです。<br>チームがチームルームを入手しないと<br>移動できません。"""
Block_help_publicship#0,"""別シップの方と一緒にプレイできるシップです。"""
Block_help_publicship_poka#0,"""別シップの方と一緒にプレイできるシップです。<br>このロビーでは、アークスどうしで戦って<br>他のプレイヤーと腕を競い合う訓練、<br>「バトルアリーナ」をプレイできます。"""
Block_help_publicship_challenge#0,"""別シップの方と一緒にプレイできるシップです。<br>このロビーでは、共闘でさまざまな試練を<br>乗り越え、ステージのクリアを目指す<br>「チャレンジ」がプレイできます。"""
Block_help_publicship_to_challenge_block#0,"""このロビーでは、共闘でさまざまな試練を<br>乗り越え、ステージのクリアを目指す<br>「チャレンジ」がプレイできます。"""
Block_help_publicship_to_poka_block#0,"""このロビーでは、アークスどうしで戦って<br>他のプレイヤーと腕を競い合う訓練、<br>「バトルアリーナ」をプレイできます。"""
Block_help_myship#0,"""自分が所属するシップです。"""
