EnemyWeak#0,"""단숨에 쓸어 버린다"""
AbilitySpecial#62,"""좋아, 절호조다냥!"""
Resurrect#62,"""기운 가득!\u3000부활이다냥!"""
PartyJoin#62,"""/ci2 1 잘 부탁한다냥!"""
Marvelous#62,"""대단하다냥!"""
IncidentJsApcBegin#60,"""/toge /ci2 1 냣, 마침 잘 왔다냥!<br>강한 적에게 포위돼서 곤란하다냥!<br>도와줬으면 한다냥!"""
IncidentJsApcFailure#60,"""그, 그럴 수가냥……<br>실패다냥, 미안하다냥……"""
IncidentJsApcSuccess#60,"""/ci2 1 고맙다냥!\u3000이 기세로<br>에너미를 퇴치하고 화이트데이에는<br>3배로 답례받을 거다냥!"""
IncidentJsApcBeginEvo#54,"""/ci5 2 이 기척……<br>아직 더 온다냥!"""
EnemyWeak#63,"""편하게 가자!"""
EnemyLarge#63,"""뜨거운 세션을 할 수 있겠어!"""
EnemyBoss#63,"""기합 넣고 가자!"""
EnemyRare#63,"""운이 좋군!"""
EnemyBoost#63,"""위험하군……!"""
DestroyEnemy1#63,"""그레이트!"""
DestroyEnemy2#63,"""해치웠나!?"""
DestroyEnemy3#61,"""끝내 주지!"""
CondFreeze#63,"""열기가 부족했나!?"""
CondBurn#63,"""너무 뜨거워졌나!"""
CondShock#63,"""쇼크!"""
CondPoison#63,"""독이 대수냐!"""
CondPanic#63,"""진정해!"""
CondStan#63,"""스턴!"""
CondMirage#63,"""보이지 않아도 노래는 닿아!"""
Die#63,"""모두……나머지는 맡긴다……"""
ThankHeal#63,"""생큐!!"""
ThankBuff#63,"""살았어!"""
ThankCure#63,"""최악의 상태에서 최고조다!"""
DefeatEnemy#63,"""좋아, 다음으로 가자!"""
LevelUp#63,"""퍼펙트!"""
InvokeSkill1#61,"""받아라!"""
InvokeSkill2#60,"""끝내 주지!"""
InvokeSkill3#60,"""버닝!"""
PBFull#63,"""준비됐나!"""
PBRelease#63,"""JUST\u3000DO\u3000IT！"""
Avoid#63,"""이얏!"""
HealSelf#63,"""셀프 회복이다!"""
BuffSelf#63,"""셀프 보조다!"""
HealOther#63,"""괜찮나?"""
BuffOther#63,"""보조도 필요해!"""
QuestEnd1#63,"""최고다!\u3000생큐!"""
IncidentStart#63,"""분위기가 달아오를 것 같은 예감이야!"""
IncidentSuccess#63,"""그레이트!\u3000대성공이다!"""
IncidentFailure#63,"""다음엔 성공시키자!"""
PSE#63,"""분위기가 달아올랐군!!"""
PSELevelUp#63,"""이대로 계속 간다!"""
PSEBurst#63,"""PSE 버어어스트으으!"""
HP30#63,"""아직은 괜찮아!"""
HP10#63,"""SOS!\u3000헬프 미!"""
ItemRare#63,"""좋은 걸 손에 넣었군!"""
DamageSmall#63,"""아직 멀었어!"""
DamageMiddle#63,"""이 정도쯤!"""
DamageLarge#63,"""제법 하는군!"""
Trap#63,"""트래애애앱!"""
ThankTrapRescue#63,"""친구여, 수고를 끼쳤군!"""
TrapRescueOther#63,"""친구여, 조심해!"""
MemberDamaged#63,"""무리는 금물이다!"""
MemberDead#63,"""죽지 마!\u3000넌<br>이런 곳에서 쓰러질 녀석이 아니야!<br>나와 함께 세계를 노리기로 했잖아!?"""
AbilityExe#63,"""분위기가 달아오른다!"""
AbilitySpecial#63,"""맡겨 둬!"""
Resurrect#63,"""생큐우우우우우!<br>베리 머치!"""
Marvelous#63,"""마블러스!"""
IncidentJsApcBegin#61,"""/toge /ci2 1 예에이!<br>다들, 신나게 즐기고 있나!?<br>내 노래도 듣고 가라고!"""
IncidentJsApcFailure#61,"""HEY!\u3000HEY!<br>열기가 부족했던 모양이군!<br>다음엔 더 뜨거워지자!"""
IncidentJsApcSuccess#61,"""/ci2 1 모두 생큐!\u3000베리 머치!<br>화이트데이도, 내 라이브도!<br>마음껏 즐기고 가!"""
IncidentJsApcBeginEvo#55,"""더 뜨거워질 것 같군!<br>신나게 달아올라 보자!"""
EnemyWeak#64,"""좋아, 한꺼번에<br>해치울까!"""
EnemyLarge#64,"""크, 크다……"""
EnemyBoss#64,"""강적 등장, 이란 건가!"""
EnemyRare#64,"""응?\u3000저건 뭐지?<br>뭔가 희귀한 게 있어."""
EnemyBoost#64,"""이 녀석……뭔가 달라!"""
DestroyEnemy1#64,"""좋아!"""
DestroyEnemy2#64,"""해냈다!"""
DestroyEnemy3#62,"""어떠냐!"""
CondFreeze#64,"""헉, 동결인가!"""
CondBurn#64,"""우왓, 연소!?"""
CondShock#64,"""저, 저려어어어……"""
CondPoison#64,"""큭……독이냐……!"""
CondPanic#64,"""머리가 빙빙 돌아……"""
CondStan#64,"""모, 몸이 안 움직여……!"""
CondMirage#64,"""뭐, 뭐야, 시야가……!"""
Die#64,"""아, 당해 버렸나……"""
ThankHeal#64,"""고마워!"""
ThankBuff#64,"""고맙다!"""
ThankCure#64,"""후우, 살았다……!"""
DefeatEnemy#64,"""이걸로 전부지!"""
LevelUp#64,"""축하한다!"""
InvokeSkill1#62,"""받아라!"""
InvokeSkill2#61,"""이건 어떠냐!"""
InvokeSkill3#61,"""이건 어때!"""
TechFire#31,"""가라!"""
TechIce#35,"""이건 어때!"""
TechThunder#30,"""이거라면!"""
TechWind#30,"""그렇게 둘까 보냐!"""
TechLight#31,"""받아라!"""
TechDark#30,"""이건 어떠냐!"""
PBFull#64,"""너무 제멋대로잖아!"""
PBRelease#64,"""오……느낌 좋잖아!"""
Avoid#64,"""흥!"""
HealSelf#64,"""위험해, 위험해!"""
BuffSelf#64,"""보조도 중요하지"""
HealOther#64,"""위험해!"""
BuffOther#64,"""서로 도와야지!"""
QuestStart1#63,"""좋아, 힘내자!"""
QuestEnd1#64,"""후우, 어떻게든 클리어했나"""
IncidentStart#64,"""뭔가 이상한 느낌이야"""
IncidentSuccess#64,"""잘돼서 다행이다"""
IncidentFailure#64,"""이런……실패인가……"""
PSE#64,"""뭐, 뭔가 포톤이 엄청나!"""
PSELevelUp#64,"""좀 더 계속해 보자!"""
PSEBurst#64,"""우와……<br>이게 PSE 버스트인가……"""
HP30#64,"""위, 위험해……"""
HP10#64,"""더는 무리야!"""
ItemRare#64,"""앗, 그거<br>희귀한 거 아니에요?"""
DamageSmall#64,"""큭"""
DamageMiddle#64,"""위험해!"""
DamageLarge#64,"""우와앗!"""
Trap#64,"""뭐, 함정!?"""
ThankTrapRescue#64,"""후우, 고마워!"""
TrapRescueOther#64,"""괘, 괜찮아!?"""
MemberDamaged#64,"""물러나 있어!"""
MemberDead#64,"""……감히 이런 짓을!"""
AbilityExe#64,"""이 기세라면 할 수 있어!"""
AbilitySpecial#64,"""지금이라면 뭐든 할 수 있어!"""
Resurrect#64,"""후우, 다음엔 당하지 말아야지!"""
PartyJoin#63,"""/ci2 1 잘 부탁드립니다!"""
Marvelous#64,"""역시 대단해!"""
IncidentJsApcBegin#62,"""/ci2 1 앗, 마침 잘 왔어!<br>적이 조금 많아서<br>도와줄 수 있을까?"""
IncidentJsApcFailure#62,"""아야……저질렀네……<br>미안, 먼저 물러날게."""
IncidentJsApcSuccess#62,"""/ci2 1 좋아, 대성공!<br>정말 감사합니다!"""
IncidentJsApcBeginEvo#56,"""/ci5 2 이걸로 끝……날 것 같은<br>분위기는 아닌 것 같아……!"""
EnemyWeak#65,"""이 정도면 여유롭겠어요!"""
EnemyLarge#65,"""납작하게 깔리지 않도록<br>조심해서 가요……!"""
EnemyBoss#65,"""만만치 않은 상대 같네요!<br>기운 내서 가요!"""
EnemyRare#65,"""와, 희귀한 에너미네요!"""
EnemyBoost#65,"""이 분위기……<br>평범한 에너미가 아니에요……!"""
DestroyEnemy1#65,"""해냈어요!"""
DestroyEnemy2#65,"""아직 더 할 수 있어요!"""
DestroyEnemy3#63,"""깔끔하게 쓰러뜨렸어요!"""
CondFreeze#65,"""에취!<br>너, 너무 추워요!"""
CondBurn#65,"""뜨, 뜨거워!<br>뜨거워요!"""
CondShock#65,"""저, 저려……요……!"""
CondPoison#65,"""으으<br>기, 기분이 안 좋아요……"""
CondPanic#65,"""어라라……?<br>시야가 빙글빙글 돌아요~"""
CondStan#65,"""우, 움직일 수 없어……!"""
CondMirage#65,"""호오오……!<br>뭔가 세상이<br>흐릿하게 보여요!"""
Die#65,"""해야 할 일이……<br>있는데……"""
ThankHeal#65,"""감사합니다!"""
ThankBuff#65,"""살았어요!"""
ThankCure#65,"""후우……진정됐어요……"""
DefeatEnemy#65,"""계속 나아가요!"""
LevelUp#65,"""와아!<br>축하합니다!"""
InvokeSkill1#63,"""갑니다!"""
InvokeSkill2#62,"""이 일격으로!"""
InvokeSkill3#62,"""/toge 비장의……갑니다!!"""
PBFull#65,"""언제든 갈 수 있어요!"""
PBRelease#65,"""/toge 제 포톤……받아 주세요!!"""
Avoid#65,"""히얏!"""
HealSelf#65,"""아직 더 할 수 있어요!"""
BuffSelf#65,"""준비 완료예요!"""
HealOther#65,"""괜찮으신가요?"""
BuffOther#65,"""이걸로 완벽하네요!"""
QuestStart1#64,"""기운 내서 가요!"""
QuestEnd1#65,"""퀘스트 클리어예요!<br>에헤헷, 해냈네요!"""
IncidentStart#65,"""왠지 불길한 예감이 들어요……!"""
IncidentSuccess#65,"""하아……하아……<br>리더 덕분에<br>어떻게든 해냈어요!"""
IncidentFailure#65,"""죄송해요……제가<br>리더의 발목을 잡아서……"""
PSE#65,"""이건……PSE일까요?"""
PSELevelUp#65,"""레벨이 올랐어요!"""
PSEBurst#65,"""PSE 버스트!<br>몇 번을 봐도 아름답네요……!"""
HP30#65,"""하아……하아……<br>조금 지치기 시작했어요……"""
HP10#65,"""이제……쓰러질 것 같아요……"""
ItemRare#65,"""희귀한 아이템이네요!<br>축하합니다!"""
DamageSmall#65,"""으윽……!"""
DamageMiddle#65,"""꺅!"""
DamageLarge#65,"""우와아앗!!"""
Trap#65,"""으악!<br>함정에 걸렸어요!"""
ThankTrapRescue#65,"""살았어요!<br>감사합니다!"""
TrapRescueOther#65,"""괘, 괜찮으세요?"""
MemberDamaged#65,"""저에게 맡겨 주세요!"""
MemberDead#65,"""용서 못 해요……!"""
AbilityExe#65,"""힘이 넘쳐흘러요!"""
AbilitySpecial#65,"""왠지 저,<br>지금이라면 뭐든<br>할 수 있을 것 같아요!"""
Resurrect#65,"""저……아직 죽을 수 없어요."""
PartyJoin#64,"""/toge /ci2 1 잘 부탁드립니다!"""
Marvelous#65,"""역시 대단하세요!"""
IncidentJsApcBegin#63,"""/ci1 1 죄송합니다!<br>적이 너무 많아서 애먹고 있어요.<br>도와주시겠어요?"""
IncidentJsApcFailure#63,"""으윽, 죄송합니다.<br>제 힘이 부족한 탓에……"""
IncidentJsApcSuccess#63,"""/ci2 2 에헤헷, 해냈네요!<br>도와주셔서<br>감사합니다!"""
IncidentJsApcBeginEvo#57,"""/ci2 1 새로운 에너미군요.<br>방심하지 말고 가요!"""
EnemyWeak#66,"""어떤 적이더라도<br>백성의 평안을 위해 지지 않겠습니다!"""
EnemyLarge#66,"""적이 아무리 크더라도<br>백성을 위해 물러설 수는 없습니다!"""
EnemyBoss#66,"""아무래도 강적인 듯하군요……<br>마음을 다잡고 가시죠!"""
EnemyRare#66,"""보기 드문 적이네요……<br>주의해서 가시죠"""
EnemyBoost#66,"""이 적……<br>무척 불길한 느낌이 듭니다."""
DestroyEnemy1#66,"""그렇게는 못 합니다!"""
DestroyEnemy2#66,"""저도 조금은 싸울 줄 압니다!"""
DestroyEnemy3#64,"""백성에게 해를 끼치는 자는<br>누구든 용서하지 않겠습니다!"""
CondFreeze#66,"""크윽, 얼어붙어 움직일 수가……"""
CondBurn#66,"""이 몸이 불타더라도<br>백성을 위해서라면……!"""
CondShock#66,"""으윽, 저, 저려서……!"""
CondPoison#66,"""독이 퍼져서……<br>하지만 이 정도로 쓰러질 수는……"""
CondPanic#66,"""혼란에 빠지면 모두를<br>불안하게 만들고 말아요……!"""
CondStan#66,"""우, 움직일 수 없게 됐습니다……"""
CondMirage#66,"""시야가……!<br>하지만 우리가 나아갈 내일은<br>보지 않아도 마음에 새겨져 있습니다!"""
Die#66,"""저는……여기서 죽을 수 없습니다……"""
ThankHeal#66,"""상처가 아물어 가요……!<br>살았습니다!"""
ThankBuff#66,"""도와주셔서 감사합니다!"""
ThankCure#66,"""이상이 사라지고 있어요……<br>이걸로 저도 아직 싸울 수 있습니다!"""
DefeatEnemy#66,"""아무래도 이 근처 적은<br>모두 쓰러뜨린 것 같네요"""
LevelUp#66,"""그 빛, 이 눈에 새기겠습니다."""
InvokeSkill1#64,"""이걸로!"""
InvokeSkill2#63,"""미약한 힘이나마 보탬이 되기를!"""
InvokeSkill3#63,"""제가 해야 합니다!"""
TechFire#32,"""타올라라!"""
TechIce#36,"""얼어붙으세요!"""
TechThunder#31,"""꿰뚫리세요!"""
TechWind#31,"""베여 쓰러지세요!"""
TechLight#32,"""빛이여, 나의 검이 되어라!"""
TechDark#31,"""어둠이여, 나의 화살이 되어라!"""
PBFull#66,"""백성의 뜻이 있는 한 물러서지 않습니다!"""
PBRelease#66,"""이 몸과 목숨!<br>백성을 위해 바치겠습니다!"""
Avoid#66,"""맞지 않습니다!"""
HealSelf#66,"""쓰러지는 건 용납되지 않으니까요!"""
BuffSelf#66,"""이걸로 조금은 도움이 될 겁니다!"""
HealOther#66,"""괜찮으신가요?"""
BuffOther#66,"""유용하게 써 주세요"""
QuestStart1#65,"""하리에트, 갑니다!"""
QuestEnd1#66,"""훌륭했습니다. 역시 대단하군요"""
IncidentStart#66,"""이 기척은……!<br>뭔가 옵니다!\u3000<br>조심하세요!"""
IncidentSuccess#66,"""어떻게든 해냈군요"""
IncidentFailure#66,"""죄송합니다.<br>실수했습니다……"""
PSE#66,"""공기가 술렁입니다만……<br>나쁜 느낌은 아닙니다. 계속 가시죠!"""
PSELevelUp#66,"""술렁임이 커져서……?<br>마치 등을 밀어 주는 것 같아요……"""
PSEBurst#66,"""대단해……!<br>축복의 노래가 들리는 것 같습니다!"""
HP30#66,"""크윽……<br>이 정도로 멈춰 설 수는……"""
HP10#66,"""이 몸이 썩어 사라지더라도<br>백성을 위해……"""
ItemRare#66,"""좋은 물건을 얻으셨군요"""
DamageSmall#66,"""큿"""
DamageMiddle#66,"""크윽!"""
DamageLarge#66,"""꺄악!"""
Trap#66,"""이런 곳에 함정이……!"""
ThankTrapRescue#66,"""아, 감사합니다.<br>살았습니다"""
TrapRescueOther#66,"""무사하신가요?<br>지금 도와드리겠습니다!"""
MemberDamaged#66,"""무리하지 마세요!"""
MemberDead#66,"""아아……그럴 수가……<br>제가 부족한 탓에……"""
AbilityExe#66,"""왠지 힘이 넘쳐흐르는 것 같아요!"""
AbilitySpecial#66,"""힘이 차오릅니다!"""
Resurrect#66,"""이 영혼이 남아 있는 한 죽지 않습니다!"""
PartyJoin#65,"""온 힘을 다하겠습니다!"""
Marvelous#66,"""역시 수호휘사입니다!"""
IncidentJsApcBegin#64,"""/ci2 1 <%me> 님!<br>기다리고 있었습니다!<br>먼저 마물부터 쓰러뜨리죠!"""
IncidentJsApcFailure#64,"""…죄송해요오.<br>먼저 물러나겠습니다."""
IncidentJsApcSuccess#64,"""/ci2 2 역시 훌륭하십니다!<br>강력한 반응은 이 앞에 있습니다.<br>둘로 나뉘어 나아가시죠!"""
IncidentJsApcBeginEvo#58,"""이걸로 끝이군요, 살았……<br>아니, 아직 뭔가 옵니다!<br>조심하세요!"""
EnemyWeak#67,"""어이, 겁도 없는 녀석이군!<br>그저 무모한 건가?"""
EnemyLarge#67,"""난 덩치 큰 녀석이 좋다!<br>쓰러뜨리는 보람이 있으니까!"""
EnemyBoss#67,"""이제부터가 진짜다!<br>신나기 시작했군, 하하하!"""
EnemyRare#67,"""오오!?<br>엄청 보기 드문 녀석이다!"""
EnemyBoost#67,"""이상한 게 왔지만<br>쓰러뜨리는 건 똑같다!"""
DestroyEnemy1#67,"""다음, 다음!<br>계속 가자!"""
DestroyEnemy2#67,"""후하하하핫!<br>역시 나는 강하다!"""
DestroyEnemy3#65,"""제대로 들어갔군!"""
CondFreeze#67,"""동결됐지만, 뭐 괜찮아!<br>곧 어떻게든 되겠지!"""
CondBurn#67,"""연소됐지만, 뭐 괜찮아!<br>곧 어떻게든 되겠지!"""
CondShock#67,"""감전됐지만, 뭐 괜찮아!<br>곧 어떻게든 되겠지!"""
CondPoison#67,"""독에 걸렸지만, 뭐 괜찮아!<br>곧 어떻게든 되겠지!"""
CondPanic#67,"""혼란에 빠졌지만, 뭐 괜찮아!<br>곧 어떻게든 되겠지!"""
CondStan#67,"""움직일 수 없지만, 뭐 괜찮아!<br>곧 어떻게든 되겠지!"""
CondMirage#67,"""환혹에 빠졌지만, 뭐 괜찮아!<br>곧 어떻게든 되겠지!"""
Die#67,"""이 내가……!?"""
ThankHeal#67,"""고마워!"""
ThankBuff#67,"""난 절호조다!"""
ThankCure#67,"""난 회복했다!"""
DefeatEnemy#67,"""나, 초최강!"""
LevelUp#67,"""성장은 아름답다!"""
InvokeSkill1#65,"""내게서 도망칠 순 없다!"""
InvokeSkill2#64,"""하하하하하!"""
InvokeSkill3#64,"""멋지게!\u3000끝낸다!"""
PBFull#67,"""훗!<br>불타오르는 상황이다!"""
Avoid#67,"""훤히 보인다!"""
HealSelf#67,"""근성으로 회복!"""
BuffSelf#67,"""기합으로 보조!"""
HealOther#67,"""괜찮아!?"""
BuffOther#67,"""자, 간다!"""
QuestStart1#66,"""내게 맡겨 둬!"""
QuestEnd1#67,"""좋아!\u3000끝이다!"""
IncidentStart#67,"""음, 뭔가 일어날 예감!"""
IncidentSuccess#67,"""대성공이군!"""
IncidentFailure#67,"""아직도 미숙하군…"""
PSE#67,"""음, 포톤이 시끄럽다!<br>이건 PSE의 예감이다!"""
PSELevelUp#67,"""PSE의 힘이 올랐다!"""
PSEBurst#67,"""PSE 버스트다!"""
HP30#67,"""이 정도 상처는 핥으면 낫는다!"""
HP10#67,"""죽음 속에서 살길을 찾는다!"""
ItemRare#67,"""오, 좋은 물건 아닌가!<br>가져라, 가져!"""
DamageSmall#67,"""큭"""
DamageMiddle#67,"""뭐라고!"""
DamageLarge#67,"""으윽!"""
Trap#67,"""함정이라니 비겁하군!"""
ThankTrapRescue#67,"""감사한다!"""
TrapRescueOther#67,"""기다리게 했군!"""
MemberDamaged#67,"""내게 맡기고 물러서 있어!"""
MemberDead#67,"""…용서하지 않겠다, 절대로!"""
AbilityExe#67,"""/toge 나, 절호조!"""
AbilitySpecial#67,"""/toge 후하하!\u3000나한테 맡겨 둬라!"""
Resurrect#67,"""근성으로 부활!"""
PartyJoin#66,"""/ci1 1 맡겨만 주게!"""
Marvelous#67,"""바로 그 기세다!"""
IncidentJsApcBegin#65,"""/toge /ci2 1 곤란해하는 포톤을 감지하고!<br>나, 수영복 차림으로 화려하게 등장!<br>나머지는 이 휴이에게 맡겨라!"""
IncidentJsApcFailure#65,"""/toge /ci2 1 조금 너무 신났나!<br>잘 들어!\u3000방심은 금물이다!"""
IncidentJsApcSuccess#65,"""/toge /ci2 1 훗… 나를 막고 싶다면<br>지금의 백 배는 데려오도록!"""
IncidentJsApcBeginEvo#59,"""/toge /ci2 아직도 오는가!<br>하하하, 제법 근성 있는 녀석들이군!<br>…하지만 난 멈추지 않는다!"""
EnemyWeak#68,"""한꺼번에 쓸어 버린다!"""
EnemyLarge#68,"""덩치만 큰 녀석 따위!"""
EnemyBoss#68,"""아무리 강대한 상대라도<br>난 절대 포기하지 않아!"""
EnemyRare#68,"""저거, 희귀한 녀석이지!"""
EnemyBoost#68,"""정말 불길한 기운이야……<br>내가 정화하겠어!"""
DestroyEnemy1#68,"""다음!"""
DestroyEnemy2#68,"""이 정도론 멈추지 않아!"""
DestroyEnemy3#66,"""고마워, 아메노무라쿠모!"""
CondFreeze#68,"""차, 차가워!\u3000잠깐, 이게 뭐야!"""
CondBurn#68,"""부, 불타고 있어!?\u3000불 꺼, 불 꺼!"""
CondShock#68,"""저, 저려어어어……!"""
CondPoison#68,"""도, 독……?\u3000기분 나빠……"""
CondPanic#68,"""아하하하!<br>저기가 여기고 여기가 어디지?"""
CondStan#68,"""모, 몸이 안 움직여……!"""
CondMirage#68,"""누, 눈이……번쩍거려서……!"""
Die#68,"""실수했어……모두 미안해……!"""
ThankHeal#68,"""고마워!"""
ThankBuff#68,"""살았어!"""
ThankCure#68,"""후우, 진정됐어."""
DefeatEnemy#68,"""자, 다음 장소로 가자!"""
LevelUp#68,"""질 수 없지!"""
InvokeSkill1#66,"""망설임을 끊어 낸다!"""
InvokeSkill2#65,"""나와 아메노무라쿠모라면!"""
InvokeSkill3#65,"""일섬!"""
PBFull#68,"""난 이제 자신을 속이지 않아!"""
PBRelease#67,"""이것이 나의……선택이다!"""
Avoid#68,"""흥!"""
HealSelf#68,"""회복은 제대로 해야지"""
BuffSelf#68,"""봐주기도, 사정도 일절 없어!"""
HealOther#68,"""괜찮아?\u3000회복할게!"""
BuffOther#68,"""만전의 상태로 맞서자!"""
QuestStart1#67,"""가자, 아메노무라쿠모"""
QuestEnd1#68,"""제법 잘된 것 같아?"""
IncidentStart#68,"""이 기척……뭔가 올 것 같아!"""
IncidentSuccess#68,"""좋아, 잘됐네!"""
IncidentFailure#68,"""으음……안 됐나"""
PSE#68,"""이 느낌……PSE 아니야?"""
PSELevelUp#68,"""계속 가자!"""
PSEBurst#68,"""우와, 예뻐……!<br>이게 PSE 버스트구나……"""
HP30#68,"""이 정도론 꺾이지 않아!"""
HP10#68,"""아직 난 포기하지 않아!"""
ItemRare#68,"""레어 드롭이다, 좋겠다!"""
DamageSmall#68,"""큭!"""
DamageMiddle#68,"""아직 멀었어!"""
DamageLarge#68,"""위험한가……!"""
Trap#68,"""헉, 함정!?"""
ThankTrapRescue#68,"""살았다, 고마워!"""
TrapRescueOther#68,"""함정이라니 고전적이네……!<br>금방 도와줄게!"""
MemberDamaged#68,"""무리하지 마!"""
MemberDead#68,"""……지키지 못했지만<br>아직 끝이 아니야!"""
AbilityExe#68,"""힘이 넘쳐흘러……<br>이건 에테르?\u3000포톤?"""
AbilitySpecial#68,"""지금이라면 뭐든 일도양단!<br>농담이야!"""
Resurrect#68,"""……쉬고 있을 때가 아니라니까!"""
PartyJoin#67,"""/ci2 1 좋아, 힘내 볼까."""
Marvelous#68,"""여전하네!"""
IncidentJsApcBegin#66,"""/ci2 1 앗, <%me>!<br>마침 잘 왔어!<br>조금 실수했는데 도와줄래?"""
IncidentJsApcFailure#66,"""으음……실수투성이라 미안해.<br>많이 반성해야겠네……<br>미안, 먼저 퇴각할게."""
IncidentJsApcSuccess#66,"""/ci2 1 끝났다, 끝났어!<br><%me>!<br>도와줘서 고마워!"""
IncidentJsApcBeginEvo#60,"""/ci5 1 끝났다……고 믿고 싶지만<br>그런 분위기는 아닌 것 같네.<br>미안, 조금만 더 도와줘!"""
EnemyWeak#69,"""이 정도 상대는<br>얼른 해치우죠!"""
EnemyLarge#69,"""우와……조금 클지도……"""
EnemyBoss#69,"""가, 강해 보여……<br>그래도 어떻게든 되겠죠!"""
EnemyRare#69,"""앗, 보세요!<br>희귀한 게 있어요!"""
EnemyBoost#69,"""뭔가 위험해 보이는 분위기가<br>엄청나게 느껴지는데요……"""
DestroyEnemy1#69,"""잘됐나요?"""
DestroyEnemy2#69,"""해냈다!\u3000해냈다!"""
DestroyEnemy3#67,"""후우, 어떻게든!"""
CondFreeze#69,"""코오리가 꽁꽁 얼었어……<br>아니, 이럴 때가 아니지!"""
CondBurn#69,"""코오리가 불타고 있다니……<br>아니, 아니, 도와주세요!"""
CondShock#69,"""모모모몸이이이이<br>저저저저려어어어……!"""
CondPoison#69,"""으으……독은 아픈 걸 떠나서<br>일단 기분 나빠……!"""
CondPanic#69,"""뭔가 엄청<br>빙글빙글 몽글몽글해"""
CondStan#69,"""모, 몸이 안 움직여……?<br>앗!\u3000이거 정말 위험한 상황이야!"""
CondMirage#69,"""와아, 알 군이 잔뜩 보여……!<br>꿈만 같아……그런데 이거<br>정상은 아니란 거지!"""
Die#69,"""아우……당해 버렸어……"""
ThankHeal#69,"""앗, 감사합니다!"""
ThankBuff#69,"""왠지 힘이 솟아나요!"""
ThankCure#69,"""후우, 기분 상쾌해!"""
DefeatEnemy#69,"""대충 다 쓰러뜨린 것 같나요?"""
LevelUp#69,"""엣, 아직 더 강해지는 건가요!"""
InvokeSkill1#67,"""싹둑!"""
InvokeSkill2#66,"""와와왓!"""
InvokeSkill3#66,"""싹 베어 버릴게!"""
TechIce#37,"""얼어 버려!"""
PBFull#69,"""좋아, 비장의 수단 같은 걸<br>써 버릴게!"""
PBRelease#68,"""에잇, 이젠 될 대로 돼라!"""
Avoid#69,"""네!"""
HealSelf#69,"""이 틈에 바로 회복!"""
BuffSelf#69,"""만전의 상태로 맞서겠어!"""
HealOther#69,"""틈을 찾아 회복할게요!"""
BuffOther#69,"""이런 것도 있어요!"""
QuestStart1#68,"""발목 잡지 마, 발목 잡지 마<br>발목 잡지 마……좋아!"""
QuestEnd1#69,"""힘낸 보람이 있을지도!"""
IncidentStart#69,"""음, 뭔가 이상한 분위기……<br>이거, 무슨 일 생기는 거죠?"""
IncidentSuccess#69,"""잘돼서 다행이다……!"""
IncidentFailure#69,"""……이거 실패네요.<br>뭐, 뭐, 기분 전환하죠!"""
PSE#69,"""뭔가 세상이 술렁술렁<br>하지 않나요?\u3000그렇죠?"""
PSELevelUp#69,"""오오오!\u3000술렁임이 커지고 있어요!"""
PSEBurst#69,"""우와, 정말 예뻐……<br>그런데 이게 뭐죠?"""
HP30#69,"""으으, 흔히 말하는 위기일지도……"""
HP10#69,"""이, 이건 너무하잖아요!"""
ItemRare#69,"""앗, 그거 알아요!<br>레어 아이템이죠, 좋겠다!"""
DamageSmall#69,"""아파!"""
DamageMiddle#69,"""꺄악!"""
DamageLarge#69,"""너무해!"""
Trap#69,"""어라……혹시 나<br>함정에 걸린 건가……?"""
ThankTrapRescue#69,"""사, 살았다……"""
TrapRescueOther#69,"""괜찮아요? 지금 도와줄게요!"""
MemberDamaged#69,"""무리는 금물!"""
MemberDead#69,"""……아, 저질렀네.<br>그람은 분노의 검이라고?"""
AbilityExe#69,"""왠지 나, 절호조일지도!"""
AbilitySpecial#69,"""지금이라면 뭐든 잘 풀릴 것<br>같기도 해!"""
Resurrect#69,"""……조금만 더,<br>힘내 볼까……<br>싶기도 하고."""
PartyJoin#68,"""/ci2 1 잘 부탁드립니다"""
Marvelous#69,"""우와……대단하다……"""
IncidentJsApcBegin#67,"""/ci2 1 앗, 마침 잘 왔어요!<br>갑자기 적에게 포위돼서<br>도와주시겠어요!"""
IncidentJsApcFailure#67,"""으으……발목 잡고 싶진 않았는데<br>……미안해요, 먼저 물러날게요."""
IncidentJsApcSuccess#67,"""/ci2 1 해냈다, 해냈어요!<br>완전무결한 승리라는 거예요!<br>감사합니다!"""
IncidentJsApcBeginEvo#61,"""/ci1 1 이걸로 일단락!<br>……이란 느낌은 아닌 것 같네요.<br>조금만 더 도와주시겠어요?"""
EnemyWeak#70,"""이 정도면 여유롭겠어요!"""
EnemyLarge#70,"""납작하게 깔리지 않도록<br>조심해서 가요……!"""
EnemyBoss#70,"""만만치 않은 상대 같네요!<br>기운 내서 가요!"""
EnemyRare#70,"""와, 희귀한 에너미네요!"""
EnemyBoost#70,"""이 분위기……<br>평범한 에너미가 아니에요……!"""
DestroyEnemy1#70,"""해냈어요!"""
DestroyEnemy2#70,"""아직 더 할 수 있어요!"""
DestroyEnemy3#68,"""깔끔하게 쓰러뜨렸어요!"""
CondFreeze#70,"""에취!<br>너, 너무 추워요!"""
CondBurn#70,"""뜨, 뜨거워!<br>뜨거워요!"""
CondShock#70,"""저, 저려……요……!"""
CondPoison#70,"""으으<br>기, 기분이 안 좋아요……"""
