EnemyWeak#0,"""試し斬りにもならないの……"""
IncidentJsApcSuccess#29,"""/ci2 5 ……その、なんていうか<br>ごめんなさい。あと、ありがとう。"""
IncidentJsApcBeginEvo#29,"""/moya /ci5 2 ……まだだ。<br>まだ、終わりじゃない。"""
AbilityExeRareU#8,"""(仮)レアユニット装備時のポテンシャル発動"""
EnemyLargeRareW#8,"""(仮)レア武器装備時に大型エネミーが出現した"""
EnemyBossRareW#8,"""(仮)レア武器装備時にボスが出現した"""
EnemyRareRareW#8,"""(仮)レア武器装備時にレアエネミーが出現した"""
EnemyBoostRareW#8,"""(仮)レア武器装備時にブーストEが出現した"""
EnemyWeak#21,"""おっ、こいつは弱そうだな"""
EnemyLarge#21,"""うわー、でっけぇ……"""
EnemyBoss#21,"""おいおいおい<br>こんなのいるなんて聞いてねえよ！"""
EnemyRare#21,"""んー、なんだありゃ<br>あんまり見ないヤツじゃないか？"""
EnemyBoost#21,"""……なんかやばい雰囲気だぞ！"""
DestroyEnemy1#21,"""よっしゃ！"""
DestroyEnemy2#21,"""やったぜ！"""
DestroyEnemy3#20,"""決まったあっ！"""
CondFreeze#21,"""さささささ寒っ！"""
CondBurn#21,"""あちっ、あちちっ！"""
CondShock#21,"""し、しびびびびび！"""
CondPoison#21,"""うう……毒……？<br>気持ち悪い……"""
CondPanic#21,"""せ、世界が回ってるううう"""
CondStan#21,"""身体が動かねえ……<br>なんだよこれ！"""
CondMirage#21,"""なんだあ？<br>世界がぼやけてるぞ？"""
Die#21,"""こんなとこで……"""
ThankHeal#21,"""ふー、助かったぁ"""
ThankBuff#21,"""よっしゃ、頑張るぜ！"""
ThankCure#21,"""スッキリしたぜ<br>ありがとな"""
DefeatEnemy#21,"""ふー、なんとかなったか？"""
LevelUp#21,"""先越されたっ！"""
InvokeSkill1#21,"""動くなよっ！"""
InvokeSkill2#20,"""おれだってなぁ！"""
InvokeSkill3#19,"""見えた、そこだっ！"""
TechThunder#7,"""牽制程度にはなるだろ！"""
PBFull#20,"""いい加減にしろよなっ！"""
PBRelease#21,"""奥の手発動ッ！"""
TacticsFree#7,"""自由にやっていいんだよな！"""
TacticsGuard#7,"""逃げ足には自信あるぜ！"""
TacticsMassedAttack#7,"""集中砲火だっ！"""
TacticsAttack#7,"""お、おれがひきつける！<br>……早めに助けてくれよ？"""
Avoid#21,"""うわっと！"""
HealSelf#21,"""死ぬかと思った"""
BuffSelf#21,"""準備はしっかりと！"""
HealOther#21,"""おいおい、大丈夫か？"""
BuffOther#21,"""補助、忘れんなよ！"""
QuestStart1#21,"""よっしゃ行こうぜ！"""
QuestStart2#4,"""一緒に頑張ろうぜ、相棒！"""
QuestEnd1#21,"""終わったあ！"""
QuestEnd2#7,"""やったな相棒！<br>カンペキだろ！"""
IncidentStart#21,"""な、なんだなんだぁ？"""
IncidentSuccess#21,"""よーっし！"""
IncidentFailure#21,"""げげっ……"""
PSE#21,"""よっしゃ始まった！"""
PSELevelUp#21,"""どんどん続けようぜ！"""
PSEBurst#21,"""きたきたきたきた！"""
HP30#21,"""待て待て、落ち着けって！<br>マジ痛いんだから！"""
HP10#21,"""もう逃げたい……"""
ItemRare#21,"""おれも欲しいなぁ"""
DamageSmall#21,"""うっ"""
DamageMiddle#21,"""ぐっ"""
DamageLarge#21,"""うあっ！"""
Trap#21,"""罠かよっ！？"""
ThankTrapRescue#21,"""さ、サンキュー"""
TrapRescueOther#21,"""危ないところだったな！"""
MemberDamaged#21,"""無理すんなよ！"""
MemberDead#21,"""……どういうことだよ<br>クソッ！"""
AbilityExe#21,"""/toge へへっ、調子がよくなってきた！"""
AbilitySpecial#21,"""/toge 任せとけって！"""
Resurrect#21,"""諦められるかよ！"""
PartyJoin#30,"""/ci1 1 よろしくな、相棒"""
Marvelous#21,"""やるぅ！"""
IncidentJsApcBegin#30,"""/toge /ci2 2 ああっ、相棒！\u3000いいとこに！<br>ヤバイ数のエネミーがいるんだよ<br>ちょっと協力してくれ！"""
IncidentJsApcFailure#30,"""こ、これ以上はきつい……<br>すまん相棒、おれ撤退させてもらうわ。"""
IncidentJsApcSuccess#30,"""/ci2 1 ふぃー、なんとか終わったかぁ。<br>ありがとな相棒。お前のおかげで<br>なんとかなったよ。"""
IncidentJsApcBeginEvo#30,"""/toge /ci3 2 ななっ、なんだよ！<br>すっげー巨大な敵性反応！？<br>相棒、気をつけろよ！"""
IncidentJsMultiApcBegin#0,"""/ci2 1 /mn9 おっ、フーリエさん、あれ見ろ！<br>相棒が来てくれたぞ！<br>へへっ、タイミングばっちりだな！"""
IncidentJsMultiApcSuccess#0,"""/ci2 1 /mn15 よーしよーし、<br>なんとかなったぁー！<br>サンキューな相棒、助かったぜ"""
EnemyWeak#22,"""……雑魚か"""
EnemyLarge#22,"""図体がでかいだけでは<br>この俺は倒せん"""
EnemyBoss#22,"""ククク……<br>せいぜい楽しませてくれよ？"""
EnemyRare#22,"""お前は、まさか……！"""
EnemyBoost#22,"""チッ、油断ならんな……"""
DestroyEnemy1#22,"""……邪魔だ。失せろ"""
DestroyEnemy2#22,"""影に抱かれて、闇に沈め"""
DestroyEnemy3#21,"""俺に出逢った<br>己の運命を呪うがいい"""
CondFreeze#22,"""無駄だ<br>心まで凍らせることはできん"""
CondBurn#22,"""ぐ……<br>炎が、身を焦がす……"""
CondShock#22,"""この俺を封じようというのか"""
CondPoison#22,"""フッ、この俺を蝕むか"""
CondPanic#22,"""クッ！\u3000《機関》の手がここまで！？<br>まさか……いや、奴が黒幕だと考えれば<br>すべての辻褄が……む、幻か"""
CondStan#22,"""これで足止めしたつもりか……？"""
CondMirage#22,"""くっ……俺の右眼が……！"""
Die#22,"""ここが、俺の死に場所とはな。<br>クク……"""
ThankHeal#22,"""助かる"""
ThankBuff#22,"""力が満ちる……"""
ThankCure#22,"""礼を言う"""
DefeatEnemy#22,"""フン、これで終わりか？"""
LevelUp#22,"""まだ強くなる、だと……？"""
InvokeSkill1#22,"""影よ、闇よりも昏き者よ。<br>我が力となり彼の者を喰らい尽くせ！"""
InvokeSkill2#21,"""“黒き狼”の牙は<br>どこへ逃れようとも必ず仕留める……！"""
InvokeSkill3#20,"""無様に朽ち果てるがいい……！"""
TechFire#6,"""業火よ、灼き尽くせ……！"""
TechIce#7,"""氷獄よ、砕け……！"""
TechThunder#8,"""迅雷よ、貫け……！"""
TechWind#6,"""暴風よ、切り刻め……！"""
TechLight#8,"""光よ、俺に従え……！"""
TechDark#7,"""闇に、飲まれろ……！"""
PBFull#21,"""時は満ちた……"""
PBRelease#22,"""目的の為なら、手段は選ばん……"""
Avoid#22,"""ぬるいな"""
HealSelf#22,"""問題ない"""
BuffSelf#22,"""覚悟はいいか"""
HealOther#22,"""お前に死なれては困る"""
BuffOther#22,"""力が、欲しいか……？"""
QuestStart1#22,"""全てを、闇に葬る"""
QuestEnd1#22,"""これで終わりか"""
IncidentStart#22,"""始まったか……"""
IncidentSuccess#22,"""造作も無い"""
IncidentFailure#22,"""しくじった、だと……！？"""
PSE#22,"""風が哭いている……"""
PSELevelUp#22,"""これは、まさか……"""
PSEBurst#22,"""さあ、愉しい時間の始まりだ"""
HP30#22,"""ふん、この程度……"""
HP10#22,"""ぐっ、影が闇に飲まれるなど……"""
ItemRare#22,"""ほう、奇跡に愛されたか"""
DamageSmall#22,"""効かん"""
DamageMiddle#22,"""ぐっ……"""
DamageLarge#22,"""チィッ……"""
Trap#22,"""罠……か！"""
ThankTrapRescue#22,"""……借りは返す"""
TrapRescueOther#22,"""何をしている、莫迦が"""
MemberDamaged#22,"""その痛みが、お前を強くする"""
MemberDead#22,"""安らかに眠るがいい"""
AbilityExe#22,"""俺の中の、影が疼く……！"""
AbilitySpecial#22,"""全てを、影で飲み込んでやる……！"""
Resurrect#22,"""俺にはまだ、やるべき事がある……！"""
PartyJoin#31,"""/ci1 1 ……ぐずぐずするな。置いていくぞ"""
Marvelous#22,"""ふん、そのぐらいは当然だ"""
IncidentJsApcBegin#31,"""/ci3 1 力を貸してやろう……<br>“黒き狼”が一瞬でこいつらを<br>冥府の彼方へと消し去ってくれる。"""
IncidentJsApcFailure#31,"""チッ。<br>まさか失敗するなど……"""
IncidentJsApcSuccess#31,"""/ci1 2 お前が力を欲するなら、いつでも<br>闇を……《亡霊》を求めるがいい。<br>……さらばだ。"""
IncidentJsApcBeginEvo#31,"""/ci3 2 ……気づいているな？<br>まだ来るぞ。しかもコイツは……"""
EnemyWeak#23,"""雑魚が、邪魔すんなっての！"""
EnemyLarge#23,"""デカブツか、いい的だぜ！"""
EnemyBoss#23,"""なかなか骨のありそうなヤツじゃねえか"""
EnemyRare#23,"""ん、なんだありゃ？<br>珍しいヤツなんじゃないか？"""
EnemyBoost#23,"""ヤバそうな空気出してやがんな……"""
DestroyEnemy1#23,"""一丁上がり！"""
DestroyEnemy2#23,"""さ、次行こうぜ！"""
DestroyEnemy3#22,"""相手じゃねえな"""
CondFreeze#23,"""ちっ、凍結かよ……！"""
CondBurn#23,"""名前の通りに燃えてるとか言うな！"""
CondShock#23,"""身体が痺れてやがる……！"""
CondPoison#23,"""くそ、毒か……！"""
CondPanic#23,"""頭がこんがらがってきやがった……！"""
CondStan#23,"""身体が動かねえ……だと……！？"""
CondMirage#23,"""ち、視界が定まらねえ……！"""
Die#23,"""マジか……ありえねーだろ……こんなの"""
ThankHeal#23,"""悪いな！"""
ThankBuff#23,"""おっ、気が利くな！"""
ThankCure#23,"""助かったぜ！"""
DefeatEnemy#23,"""ここいらは終わりだな"""
LevelUp#23,"""こりゃ負けてられねーな！"""
InvokeSkill1#23,"""おらおら吹っ飛べッ！"""
InvokeSkill2#22,"""逃がさねーよ！"""
InvokeSkill3#21,"""残念だったな！"""
PBFull#22,"""出し惜しみなしだ！\u3000全部持ってけ！"""
PBRelease#23,"""これはオレが選んだ道、邪魔はさせねーよ！"""
Avoid#23,"""よっ！"""
HealSelf#23,"""危ねぇ危ねぇ"""
BuffSelf#23,"""準備は怠らないタチでね"""
HealOther#23,"""油断は禁物だぜ！"""
BuffOther#23,"""一気に決めちまおうぜ！"""
QuestStart1#23,"""手っ取り早く終わらせようぜ"""
QuestEnd1#23,"""やっぱ並じゃねーな"""
IncidentStart#23,"""この気配……何か来やがるな！"""
IncidentSuccess#23,"""よーっし、悪くない悪くない！"""
IncidentFailure#23,"""あーっくそ、しくじった！"""
PSE#23,"""こりゃあ……PSEってヤツか？"""
PSELevelUp#23,"""続けていこうぜ！"""
PSEBurst#23,"""よっしゃ、上手くいったな！"""
HP30#23,"""ったく、面倒になってきやがった"""
HP10#23,"""まだ終わりじゃねーよ"""
ItemRare#23,"""おっ、それいいものじゃねーか？"""
DamageSmall#23,"""ちっ"""
DamageMiddle#23,"""ぐあっ！"""
DamageLarge#23,"""やるじゃねえか……！"""
Trap#23,"""おいおい罠かよ！"""
ThankTrapRescue#23,"""悪い、油断してた"""
TrapRescueOther#23,"""今日び罠とか洒落てんな！<br>今助ける！"""
MemberDamaged#23,"""大丈夫か！\u3000無理すんなよ！"""
MemberDead#23,"""……テメェ、やりやがったな！"""
AbilityExe#23,"""さーって、死にたいのはどいつだ？"""
AbilitySpecial#23,"""どこから片付けてやろうかな？"""
Resurrect#23,"""･･････ったく、面倒なことになってんな！"""
PartyJoin#32,"""/ci2 1 よろしく頼むぜ"""
Marvelous#23,"""ヒュウ、やるう"""
IncidentJsApcBegin#32,"""/ci1 1 よう、また面倒に巻き込まれてんのか。<br>あんたには恩もある事だし、良かったら<br>手伝わせてくれ！"""
IncidentJsApcSuccess#32,"""/ci1 1 相変わらず、見事だったぜ。<br>さて、とっとと片付けを終わらせて<br>お返し考えねーと……じゃあな！"""
IncidentJsApcBeginEvo#32,"""/ci1 1 これで終わり……って雰囲気じゃねーな<br>次から次へと飽きないことだな！<br>すまん、もうちょい付き合ってくれ！"""
EnemyWeak#24,"""このぐらいなら大丈夫"""
EnemyLarge#24,"""わっ、大きいね！"""
EnemyBoss#24,"""強そう……だけど、負けない！"""
EnemyRare#24,"""わわっ、希少種だ！"""
EnemyBoost#24,"""……すごく、イヤな感じの敵"""
WeatherChange#1,"""大気のフォトンが騒いでる？"""
DestroyEnemy1#24,"""うん、うまくいった！"""
DestroyEnemy2#24,"""よし、いい感じ！"""
DestroyEnemy3#23,"""やったね！"""
CondFreeze#24,"""こ、凍っちゃった！？"""
CondBurn#24,"""あちっ、あちちっ！"""
CondShock#24,"""か、かか身体がしびれててて……！"""
CondPoison#24,"""うう……毒かな、気持ち悪い……"""
CondPanic#24,"""えっと、えっと、ええっとお！<br>何をどうすればいいんだっけ！<br>手当たり次第吹っ飛ばす？"""
CondStan#24,"""か、身体の自由がきかない……！"""
CondMirage#24,"""なんだか視界がぽわぽわー……"""
Die#24,"""失敗しちゃった、ごめんなさい……"""
ThankHeal#24,"""あ……ありがとう"""
ThankBuff#24,"""ふふっ、ありがとう"""
ThankCure#24,"""うう、ごめん、ありがとう"""
DefeatEnemy#24,"""終わったって感じだね"""
LevelUp#24,"""あっ、おめでとう！"""
InvokeSkill1#24,"""思い切り、いくよっ！"""
InvokeSkill2#23,"""はああああっ！"""
InvokeSkill3#22,"""これで終わらせるから！"""
TechFire#7,"""できることを、精一杯！"""
TechIce#8,"""負けないからっ！"""
TechThunder#9,"""手加減、しないからねっ！"""
TechWind#7,"""切り裂いてっ！"""
TechLight#9,"""光よ"""
TechDark#8,"""撃ち抜けっ！"""
PBFull#23,"""<%me>！<br>わたしたちも準備できてるよ！"""
PBRelease#24,"""わたしはもう……ひとりじゃないからっ！"""
TacticsFree#8,"""うん、わかった！<br>自由に動いてみるね！"""
TacticsGuard#8,"""ここは辛抱のしどころってことだね<br>まかせて、待つのは得意だよ！"""
TacticsMassedAttack#8,"""狙いを集中させる……<br>うん、わかったよ！"""
TacticsAttack#8,"""わたしが囮になるから<br>その隙にお願い！"""
Avoid#24,"""それっ！"""
HealSelf#24,"""回復回復っと"""
BuffSelf#24,"""補助を忘れちゃダメだよね"""
HealOther#24,"""大丈夫？<br>無理はしないでね"""
BuffOther#24,"""あ、待ってて<br>補助もかけちゃうから"""
QuestStart1#24,"""よーっし、がんばるよー！"""
QuestStart2#5,"""貴方と一緒なら……うん<br>ぜったいに、大丈夫！"""
QuestEnd1#24,"""すっごい頼もしかったよ！"""
QuestEnd2#8,"""すごいすごい！\u3000すごいよ！"""
IncidentStart#24,"""えっ、何、何が起きてるの？"""
IncidentSuccess#24,"""よかった、なんとかなったね"""
IncidentFailure#24,"""うう……ごめんなさい……<br>足、ひっぱっちゃった……"""
PSE#24,"""フォトンの感じが変わった……<br>PSEってやつなのかな？"""
PSELevelUp#24,"""なんだか続いてるみたいだね！<br>もっともっと、がんばろう！"""
PSEBurst#24,"""わぁ……これがPSEバーストって<br>やつなんだね、すごい！"""
HP30#24,"""うっ……ま、まだまだ<br>まだ大丈夫だよ、わたし！"""
HP10#24,"""……ううっ！<br>ごめん、ちょっとまずいかも……"""
ItemRare#24,"""あっ、それって<br>珍しいものだよね？"""
DamageSmall#24,"""いたっ！"""
DamageMiddle#24,"""痛っ！"""
DamageLarge#24,"""わわわっ！"""
Trap#24,"""えっ、えっ、罠っ！？"""
ThankTrapRescue#24,"""ごめんなさい……<br>すっごく助かった"""
TrapRescueOther#24,"""大丈夫？<br>罠には気をつけてね"""
MemberDamaged#24,"""無理せず下がって！<br>大丈夫、わたしもいるから！"""
MemberDead#24,"""そんなっ！<br>こんなことになるなんて……！"""
AbilityExe#24,"""うん、がんばっちゃうからね！"""
AbilitySpecial#24,"""よーし、がんばっちゃうぞー！"""
Resurrect#24,"""今度は頑張るよー！"""
PartyJoin#33,"""/ci1 1 よろしくね！"""
Marvelous#24,"""すごい！\u3000わたしもがんばらないと！"""
IncidentJsApcBegin#33,"""/mn2 /ci4 2 あ、<%me>！<br>来てくれたんだね。早速だけど<br>手伝ってもらえるかな？"""
IncidentJsApcSuccess#33,"""/mn37 /ci1 2 手伝ってくれて、ありがとう！<br>なんとか倒せたけど、油断しないように<br>おたがい、がんばろうね！"""
EnemyWeak#25,"""なんだ、拍子抜けだな"""
EnemyLarge#25,"""姿は大きいようだが<br>力はどうかな……？"""
EnemyBoss#25,"""ちっ、面倒な敵が現れたな！"""
EnemyRare#25,"""おや、珍しいヤツだな"""
EnemyBoost#25,"""なんだ、この雰囲気は……"""
DestroyEnemy1#25,"""決まりだ！"""
DestroyEnemy2#25,"""終わりだ！"""
DestroyEnemy3#24,"""次！"""
CondFreeze#25,"""凍結だと……おのれ！"""
CondBurn#25,"""燃焼だと……おのれ！"""
CondShock#25,"""感電だと……おのれ！"""
CondPoison#25,"""毒だと……おのれ！"""
CondPanic#25,"""混乱だと……おのれ！"""
CondStan#25,"""身動きがとれんだと……おのれ！"""
CondMirage#25,"""幻惑だと……おのれ！"""
Die#25,"""この……オレが……"""
ThankHeal#25,"""助かる！"""
ThankBuff#25,"""いい判断だ！"""
ThankCure#25,"""感謝するぞ！"""
DefeatEnemy#25,"""よし、一段落だな！"""
LevelUp#25,"""努力が実ったな"""
InvokeSkill1#25,"""こいつで終わりだ！"""
InvokeSkill2#24,"""この一撃で！"""
InvokeSkill3#23,"""とどめだっ！"""
PBFull#24,"""いい加減にしろ！"""
PBRelease#25,"""力を解放する！"""
TacticsFree#9,"""自由にやらせてもらう！"""
TacticsGuard#9,"""守りを固めるぞ！"""
TacticsMassedAttack#9,"""一点突破だ！"""
TacticsAttack#9,"""オレが敵をひきつける！"""
Avoid#25,"""よっと！"""
HealSelf#25,"""回復する！"""
BuffSelf#25,"""手抜きはなしだ"""
HealOther#25,"""危ないところだったな"""
BuffOther#25,"""援護するぞ！"""
QuestStart1#25,"""さて、行くか"""
QuestStart2#6,"""お前が一緒なら安心だな"""
QuestEnd1#25,"""これで終わりだな"""
QuestEnd2#9,"""流石、安心の内容だ"""
IncidentStart#25,"""何か起きるぞ！"""
IncidentSuccess#25,"""成功したようだ"""
IncidentFailure#25,"""……すまん"""
PSE#25,"""む、始まったようだ"""
PSELevelUp#25,"""続けていくぞ！"""
PSEBurst#25,"""ここまでの効果になるか！"""
HP30#25,"""まだだ！"""
HP10#25,"""このままでは……"""
ItemRare#25,"""いいものを見つけたな！"""
DamageSmall#25,"""ぐっ"""
DamageMiddle#25,"""うあっ"""
DamageLarge#25,"""ぐあっ"""
Trap#25,"""この程度の罠に……！"""
ThankTrapRescue#25,"""助かった！"""
TrapRescueOther#25,"""気をつけろ！"""
MemberDamaged#25,"""大丈夫か？"""
MemberDead#25,"""おのれ……許さん！"""
AbilityExe#25,"""/toge 調子が出てきたぜ！"""
AbilitySpecial#25,"""/toge オレに任せろ！"""
Resurrect#25,"""……まだ行ける！"""
PartyJoin#34,"""/ci1 1 よろしく頼むぞ"""
Marvelous#25,"""流石だな！"""
EnemyWeak#26,"""……弱そう"""
EnemyLarge#26,"""……おっきいわね"""
EnemyBoss#26,"""……ちょっと、面倒"""
EnemyRare#26,"""……あ、珍しい"""
EnemyBoost#26,"""……何、この雰囲気"""
DestroyEnemy1#26,"""……終わり"""
DestroyEnemy2#26,"""……次"""
DestroyEnemy3#25,"""……おしまい"""
CondFreeze#26,"""……く、凍結<br>動けない……"""
CondBurn#26,"""……すごく、熱い"""
CondShock#26,"""……身体が、しびれる"""
CondPoison#26,"""……くっ、これ、毒"""
CondPanic#26,"""……ふらふらして、視界が"""
CondStan#26,"""……動いて、私の身体"""
CondMirage#26,"""……目が、かすんでる"""
Die#26,"""こんなの……いやだ……"""
ThankHeal#26,"""……ありがと"""
ThankBuff#26,"""……いい判断ね"""
ThankCure#26,"""……感謝する"""
DefeatEnemy#26,"""……一段落ね"""
LevelUp#26,"""……努力の結果ね"""
TechFire#8,"""……燃えて"""
TechIce#9,"""……凍って"""
TechThunder#10,"""……痺れて"""
TechWind#8,"""……吹き飛べ"""
TechLight#10,"""……光よ"""
TechDark#9,"""……闇よ"""
PBFull#25,"""……いい加減にして"""
PBRelease#26,"""……解き放つわ"""
TacticsFree#10,"""……自由にやるわね"""
TacticsGuard#10,"""……守りをしっかり"""
TacticsMassedAttack#10,"""……集中的に狙うわ"""
TacticsAttack#10,"""……私が囮になる"""
Avoid#26,"""……危ないわね"""
HealSelf#26,"""……回復、っと"""
BuffSelf#26,"""……手抜きはなしよ"""
HealOther#26,"""……回復、忘れないで"""
BuffOther#26,"""……補助、するから"""
QuestStart1#26,"""……行きましょう"""
QuestStart2#7,"""……あなたが一緒なら安心"""
QuestEnd1#26,"""……お疲れ様"""
QuestEnd2#10,"""……安心感が違うわね"""
IncidentStart#26,"""……何か、起きそう"""
IncidentSuccess#26,"""……成功したみたい"""
IncidentFailure#26,"""……ごめんなさい"""
PSE#26,"""……何か、始まったわ"""
PSELevelUp#26,"""……続けていきましょう"""
PSEBurst#26,"""……これほどの効果があるなんて"""
HP30#26,"""……まだ"""
HP10#26,"""……このままじゃあ"""
ItemRare#26,"""……それ、いいものよ"""
DamageSmall#26,"""……うっ"""
DamageMiddle#26,"""……くうっ"""
DamageLarge#26,"""……あうっ！"""
Trap#26,"""……罠にひっかかるなんて"""
ThankTrapRescue#26,"""……ありがとう"""
TrapRescueOther#26,"""……気をつけて"""
MemberDamaged#26,"""……大丈夫？"""
MemberDead#26,"""……許さない"""
AbilityExe#26,"""/toge ……調子、出てきた"""
AbilitySpecial#26,"""/toge ……私に任せて"""
Resurrect#26,"""……まだ、いけるから"""
PartyJoin#35,"""/ci1 1 ……よろしく"""
Marvelous#26,"""……さすがね"""
EnemyWeak#27,"""ふふふ……このぐらいの相手なら<br>私一人でも十分ですわ！"""
EnemyLarge#27,"""大きければいいというものでは<br>ないんですからね！"""
EnemyBoss#27,"""うう……なんだか強そう……<br>見なかったことにしたいですわ"""
EnemyRare#27,"""あら？\u3000あちらにいらっしゃるのは<br>希少種というやつでは？"""
EnemyBoost#27,"""むむむ……<br>なんとも気味悪い気配をした<br>エネミーですわね……"""
WeatherChange#2,"""環境変化もなんのその、ですわ！"""
DestroyEnemy1#27,"""やりましたわ！"""
DestroyEnemy2#27,"""いかがです！"""
DestroyEnemy3#26,"""見ていただけました？"""
CondFreeze#27,"""水もしたたるいい女……<br>って違っ、これ凍ってる！\u3000冷たっ！"""
CondBurn#27,"""燃え上がるような情熱……<br>じゃなくてすっごく熱いんですけど！"""
CondShock#27,"""痺れるほどに、刺激的……<br>というか本当に痺れが……！"""
CondPoison#27,"""ふふっ、美女は毒を隠し持つ……<br>……私、美女じゃなくていいから<br>解毒を、解毒をー！"""
CondPanic#27,"""ふふふ……<br>今なら何にも出来なさそうな<br>そんな気がしますわ！"""
CondStan#27,"""なんと言われようとも<br>私この場を一歩も動きませんわ！<br>というか動けませんわ！"""
CondMirage#27,"""いつも夢見がちな私に幻覚なんて！<br>……あら？\u3000あそこに<br>とってもおいしそうなケーキが……"""
Die#27,"""もうだめ……休ませてください……"""
ThankHeal#27,"""感謝しますわ！"""
ThankBuff#27,"""強くなった気分ですわ！"""
ThankCure#27,"""気分爽快、というやつですわ！"""
DefeatEnemy#27,"""これにて一件落着、ですわ！<br>ささ、次の場所へ行きましょう"""
LevelUp#27,"""私にも分けていただけません？"""
InvokeSkill1#26,"""見とれてもいいですよ？"""
InvokeSkill2#25,"""これで、終わりですわ！"""
InvokeSkill3#24,"""やるときはやります！"""
PBFull#26,"""こちらは準備オッケーですわ！"""
PBRelease#27,"""力を貸してくださいね"""
TacticsFree#11,"""おまかせあれ！<br>今以上に自由に動いて<br>みせますわ！"""
TacticsGuard#11,"""おまかせあれ！<br>しっかり耐えてみせますわ！"""
TacticsMassedAttack#11,"""おまかせあれ！<br>集中攻撃といきましょう！"""
TacticsAttack#11,"""おまかせあれ！<br>って、私が囮なのですか！？"""
Avoid#27,"""華麗に回避！"""
HealSelf#27,"""まだ死にたくありませんので"""
BuffSelf#27,"""足りない力は補助でフォロー！"""
HealOther#27,"""無理はなさらないで！"""
BuffOther#27,"""能力強化もお忘れなく！"""
QuestStart1#27,"""よろしくお願いいたします"""
QuestStart2#8,"""貴方様と一緒なら<br>私、何でも出来そうな気がします！<br>まあたぶん気のせいですけど！"""
QuestEnd1#27,"""ずっと、貴方様に<br>おんぶにだっこでしたけど……<br>終わりよければ、です！"""
QuestEnd2#11,"""これにて任務完了、ですわね！"""
IncidentStart#27,"""障害を乗り越えてこその成長！<br>どんなものでもどんとこい、ですわ！"""
IncidentSuccess#27,"""やりましたね！<br>貴方様と一緒だったから楽……<br>じゃなくて、貴方様のおかげですわ！"""
IncidentFailure#27,"""うう……<br>私、足を引っ張っちゃいましたね……"""
PSE#27,"""むむっ、むむむっ！<br>これはPSEの感じですよ！"""
PSELevelUp#27,"""やりました！<br>どんどん続けていきましょう！"""
PSEBurst#27,"""お見事ですわ！<br>これが、PSEバーストです！"""
HP30#27,"""なんだかすっごく集中的に<br>狙われている気が……"""
HP10#27,"""戦力分析、出来ていますわね。<br>もっとも弱い私を叩いてくるなんて<br>……た、助けてくださーい！"""
ItemRare#27,"""いいもの拾えましたか？"""
DamageSmall#27,"""痛っ！"""
DamageMiddle#27,"""わわわっ！"""
DamageLarge#27,"""ひどいですわ……"""
Trap#27,"""ちょっ、罠とか！<br>なんでそんなのあるんです！？"""
ThankTrapRescue#27,"""た、助かりましたわ……"""
TrapRescueOther#27,"""罠に気をつけてくださいね！<br>私もさっきひっかかりそうに<br>なりましたから！"""
MemberDamaged#27,"""無理はなさらないで！"""
MemberDead#27,"""……許せません。<br>絶対に、許せませんわ！"""
AbilityExe#27,"""ふふふ、ここからが<br>私のターン、ですわ！"""
AbilitySpecial#27,"""私におまかせ、ですわ！"""
Resurrect#27,"""そろそろ起きましょうか"""
PartyJoin#36,"""/ci1 1 私、参上ですわ！"""
Marvelous#27,"""素晴らしいお手前です！"""
EnemyWeak#28,"""力試しにもならんな"""
EnemyLarge#28,"""少しは手応えがありそうだ"""
EnemyBoss#28,"""試験相手には十分だ"""
EnemyRare#28,"""……希少種か"""
EnemyBoost#28,"""禍々しい気を発しているな"""
WeatherChange#3,"""風向きが変わったか"""
DestroyEnemy1#28,"""次だ"""
DestroyEnemy2#28,"""良いデータが取れたな"""
DestroyEnemy3#27,"""次の目標に移る"""
CondFreeze#28,"""凍結状態か……"""
CondBurn#28,"""燃焼状態か……"""
CondShock#28,"""感電状態か……"""
CondPoison#28,"""これは……毒か……"""
CondPanic#28,"""ち、正常な判断ができん……"""
CondStan#28,"""身体の自由がきかん……"""
CondMirage#28,"""ち、幻覚が……"""
Die#28,"""継続戦闘は不可能……か"""
ThankHeal#28,"""すまない"""
ThankBuff#28,"""感謝する"""
ThankCure#28,"""手間をかけた"""
DefeatEnemy#28,"""制圧、完了"""
LevelUp#28,"""強くなるのは良いことだ"""
InvokeSkill1#27,"""これで終わりだ"""
InvokeSkill2#26,"""ここで決める"""
InvokeSkill3#25,"""逃しはしない"""
TechFire#9,"""燃えろ"""
TechIce#10,"""凍れ"""
TechThunder#11,"""雷よ"""
TechWind#9,"""風よ"""
TechLight#11,"""光よ"""
TechDark#10,"""闇よ"""
PBFull#27,"""準備は出来たようだ"""
PBRelease#28,"""フォトンブラストを起動する"""
TacticsFree#12,"""では、自由に動くとしよう"""
TacticsGuard#12,"""では、防御を固めるとしよう"""
TacticsMassedAttack#12,"""では、一点突破といこう"""
TacticsAttack#12,"""囮は任せてもらおう"""
Avoid#28,"""遅い"""
HealSelf#28,"""惜しかったな"""
BuffSelf#28,"""手加減はなしだ"""
HealOther#28,"""油断が過ぎるぞ"""
BuffOther#28,"""援護を行う"""
QuestStart1#28,"""任務を開始する"""
QuestStart2#9,"""頼らせてもらうぞ"""
QuestEnd1#28,"""流石だな"""
QuestEnd2#12,"""この結果は、お前のおかげだ"""
