YesText#0,"""Да"""
Item_EnterConfirmMessage4#0,"""Желаете покинуть свою комнату<br>и отправиться в салон?<br>※Во время нахождения в салоне чат<br>будет отключён.<br>Также вы не будете получать<br>внутриигровые уведомления.<br><br>Время работы билета изменения: $(0)<br>Предметов для изменения цвета: $(1).<br>Времени осталось: $(2)<br>                    $(3)"""
Item_EnterConfirmMessage5#0,"""Желаете покинуть свою комнату<br>и отправиться в салон?<br>※Во время нахождения в салоне чат<br>будет отключён.<br>Также вы не будете получать<br>внутриигровые уведомления.<br><br>Времени для изменения персонажа: $(0)"""
Item_EnterConfirmMessage6#0,"""Желаете покинуть свою комнату<br>и отправиться в салон?<br>※Во время нахождения в салоне чат<br>будет отключён.<br>Также вы не будете получать<br>внутриигровые уведомления.<br><br>Времени для изменения персонажа: $(0)<br>Предметов для изменения цвета: $(1).<br>Времени осталось: $(2)<br>                    $(3)"""
Esthetic_CampaignTimeHead#0,"""Период кампании"""
Esthetic_CampaignTime#0,"""ещё $(0)"""
Esthetic_CampaignTitle#0,"""Инфо кампании"""
Esthetic_CampaignText#0,"""Можете использовать салон сколько<br>хотите без траты предметов.<br><br>【Не расходуемые предметы】<br>・Бесплатный пропуск в салон<br>・Пропуск в салон<br>・Пропуск в салон S"""
LoginCall#0,"""$(0) вошёл(ла) в игру."""
Title#13,"""Координатор титулов"""
License#0,"""Собор наград за титулы"""
LicenseDetail#0,"""Информация о титуле"""
ItemDetail#0,"""Информация о предмете"""
Reward#0,"""Награда"""
Condition#0,"""Необходимое условие"""
NoLicense#0,"""У вас нет титулов."""
NoLicense2#0,"""Вы не претендовали на награду за титул."""
Hide#0,"""？？？？？？"""
Clear#0,"""Снять титул"""
Category00#0,"""0. С наградой"""
Category10#0,"""1. Игрок"""
Category20#0,"""2. Предметный"""
Category30#0,"""3. Квестовый"""
Category40#0,"""4. Персонажный"""
Category50#0,"""5. Общен-е / Казино"""
Category60#0,"""6. Крафт"""
Category70#0,"""7. Добыча"""
Category80#0,"""8. Кольца умений"""
Category90#0,"""Прочее"""
RewardSuccess#0,"""Получено $(0)."""
RewardSuccessStack#0,"""Вы получили $(0) x$(1)."""
RewardSuccess2#0,"""$(0) отправлено в ваше хранилище."""
RewardSuccess2Stack#0,"""$(0)x $(1) отправлено в ваше хранилище."""
RewardFailed#0,"""Вы не можете держать больше предметов."""
RewardError#0,"""Не удалось получить награду."""
RewardAsk#0,"""Сбор награды.<br>Вы уверены?"""
LicenseGet#0,"""Пролучен титул"""
LicenseGetMessage#0,"""Вы получили следующие титулы:"""
Help#1,"""<c f0df60>Вы можете получить вознаграждение за титулы лишь один раз. Пожалуйста, выберите титул.<c>"""
LicenseTitle#0,"""Список полученных титулов"""
RewardTitle#0,"""Награда за $(0)'"""
RewardSet#0,"""Вы выбрали титул <yellow>'$(0)'<c>.<br><br>Вы можете посмотреть на него над головой<br>выбрав \""текущий титул / имя персонажа\""<br>под \""изменить отображение персонажей\""<br>в быстром меню."""
RewardClear#0,"""Титул убран."""
RewardSetTitle#0,"""Настройки титула"""
ActivityMsg#0,"""Получена награда: $(0)!"""
Div#0,"""$(0)/$(1)"""
Sub100#0,"""Полученные титулы"""
Sub101#0,"""Требования для эксперта"""
Sub102#0,"""Уничтожение врагов"""
Sub103#0,"""Уровень класса"""
Sub104#0,"""Уровень питомца"""
Sub105#0,"""Выращивание питомца"""
Sub106#0,"""Конфеты"""
Sub107#0,"""Уничт-е редких врагов"""
Sub108#0,"""Уничтожение боссов"""
Sub109#0,"""Гран-при корабля ARKS"""
Sub110#0,"""Годовщины"""
Sub111#0,"""Комб-е техники"""
Sub112#0,"""Танцевальные фестивали ARKS"""
Sub113#0,"""Сезонное событие"""
Sub114#0,"""Тренировочный центр ARKS"""
Sub115#0,"""Магазин ценностей"""
Sub116#0,"""Стикеры райдроида"""
Sub117#0,"""Лицензии"""
Sub118#0,"""Dark Blast'ы"""
Sub119#0,"""Справочная ARKS"""
Sub195#0,"""Время соед-я из NetCafe"""
Sub196#0,"""ARKS миссии"""
Sub200#0,"""Коллекция редких предметов"""
Sub201#0,"""Меч заточен до +10"""
Sub202#0,"""Цепные лэнсы заточены до +10"""
Sub203#0,"""Протазан заточен до +10"""
Sub204#0,"""Парные кинжалы заточены до +10"""
Sub205#0,"""Двойная глефа заточена до +10"""
Sub206#0,"""Кастеты заточены до +10"""
Sub207#0,"""Ганслеш заточен до +10"""
Sub208#0,"""Винтовка заточена до +10"""
Sub209#0,"""П. установка заточенная до +10"""
Sub210#0,"""Парные ПП заточены до +10"""
Sub211#0,"""Род заточен до +10"""
Sub212#0,"""Талис заточен до +10"""
Sub213#0,"""Ванд заточен до +10"""
Sub214#0,"""★7 оружие заточено до +10"""
Sub215#0,"""★8 оружие заточено до +10"""
Sub216#0,"""★9 оружие заточено до +10"""
Sub217#0,"""★10 оружие заточено до +10"""
Sub218#0,"""★11 оружие заточено до +10"""
Sub219#0,"""★12 оружие заточено до +10"""
Sub220#0,"""★13 оружие заточено до +10"""
Sub221#0,"""★14 оружие заточено до +10"""
Sub222#0,"""★15 оружие заточено до +10"""
Sub223#0,"""Юнит заточен до +10"""
Sub224#0,"""Энциклопедия оружия"""
Sub225#0,"""Журнал характерного для класса оружия"""
Sub226#0,"""Оружия нового типа"""
Sub227#0,"""Коллекция файлов"""
Sub228#0,"""Улучшения для оружия"""
Sub300#0,"""Квест завершен"""
Sub301#0,"""Клиентский заказ"""
Sub302#0,"""Срочные задания"""
Sub303#0,"""PSE Burst"""
Sub304#0,"""Комбо PSE Burst"""
Sub305#0,"""Получение карт событий"""
Sub306#0,"""Прохождение карт событий"""
Sub307#0,"""Прохождение всех карт событий"""
Sub308#0,"""Завершение карт событий"""
Sub309#0,"""Завершение всех карт событий"""
Sub310#0,"""Карта истории"""
Sub311#0,"""Сюжетные квесты"""
Sub312#0,"""Адванц квест"""
Sub313#0,"""Похищение"""
Sub314#0,"""Экстрим-квесты"""
Sub315#0,"""Задачи этапов"""
Sub316#0,"""Прохождение челлендж-квестов"""
Sub317#0,"""Завершение челлендж-квестов"""
Sub318#0,"""Сообщения"""
Sub319#0,"""Гран-при ARKS"""
Sub320#0,"""Квесты на время"""
Sub321#0,"""Триггер квесты"""
Sub322#0,"""Подавление и уничтожение"""
Sub323#0,"""Райдинг-квесты"""
Sub324#0,"""Оборонительные бои"""
Sub325#0,"""Ультимейт-квесты"""
Sub326#0,"""Одиночный срочный квест"""
Sub327#0,"""Боевая арена"""
Sub328#0,"""Бастер квесты"""
Sub329#0,"""アークスブーストラリー"""
Sub330#0,"""Сюжетные квесты [Эп. 5]"""
Sub331#0,"""Омнибус квест"""
Sub332#0,"""Квест пробежки по врагам"""
Sub333#0,"""Свободное исследование"""
Sub334#0,"""Бесконечные квесты"""
Sub335#0,"""Укращение / Отпор"""
Sub336#0,"""Сюжетные квесты"""
Sub337#0,"""Сюжетные квесты [Эп. 1-3]"""
Sub338#0,"""Сюжетные квесты [Эп. 4]"""
Sub339#0,"""Сюжетные квесты [Эп. 5]"""
Sub340#0,"""Сюжетные квесты [Эп. 6]"""
Sub341#0,"""Армада Конца"""
Sub342#0,"""Срочные квесты"""
Sub343#0,"""Квест разделения"""
Sub344#0,"""Челлендж Квест: Покорение босса"""
Sub400#0,"""Карточка партнёра получена"""
Sub401#0,"""Карточка партнёра"""
Sub500#0,"""Чат"""
Sub501#0,"""Команда"""
Sub502#0,"""Друг"""
Sub503#0,"""Монеты казино"""
Sub504#0,"""Время использования казино"""
Sub505#0,"""Месетан-тир"""
Sub506#0,"""Рэппи слот"""
Sub507#0,"""Спрятавшиеся лилипаны"""
Sub508#0,"""Блэк Няк"""
Sub509#0,"""Лии лии рулетка"""
Sub510#0,"""Акума-слот"""
Sub511#0,"""Каталог стиля"""
Sub600#0,"""Уровень крафта"""
Sub601#0,"""Расширение оружия: Уровень"""
Sub602#0,"""Кастомизация техник: Уровень"""
Sub603#0,"""Временные способности: Уровень"""
Sub604#0,"""Кастомизация PA: Уровень"""
Sub605#0,"""Расширение оружия: Принято"""
Sub606#0,"""Кстомизация техник: Принято"""
Sub607#0,"""Временные способности: Принято"""
Sub608#0,"""Кастомизация PA: Заказы"""
Sub609#0,"""Расширение оружия: Выполнено"""
Sub610#0,"""Кастомизация техник: Выполнено"""
Sub611#0,"""Временные способности: Выполнено"""
Sub612#0,"""Кастомизация PA: Выполнено"""
Sub613#0,"""Разбор предмета: Выполнено"""
Sub614#0,"""Расширение оружия: Очень успешно"""
Sub615#0,"""Кастомизация техник: Очень успешно"""
Sub616#0,"""Временные способности: Очень успешно"""
Sub617#0,"""Кастомизация PA: Очень успешно"""
Sub618#0,"""Разбор предмета: Очень успешно"""
Sub619#0,"""Энергия крафта"""
Sub620#0,"""Расширение оружия: Ежедневная"""
Sub621#0,"""Кастомизация техник: Ежедневная"""
Sub622#0,"""Временные способности: Ежедневная"""
Sub623#0,"""Кастомизация PA: Ежедневная"""
Sub700#0,"""Коллекция"""
Sub701#0,"""Рыбалка"""
Sub702#0,"""Лихорадка"""
Sub703#0,"""Достижение"""
Sub704#0,"""Уровень добычи"""
Sub705#0,"""Кафе Франки"""
Sub706#0,"""Энциклопедия"""
Sub800#0,"""Уровень кольца умений"""
Sub801#0,"""Кольцо умений экипировано"""
Menu_Licence_Profile#0,"""Титулы / Карта ARKS"""
Menu_Licence_List#0,"""Список титулов"""
Menu_Profile#0,"""Ред. карту ARKS"""
RewardPlatformError#0,"""Получить эти призы можно только,<br>войдя в следующие системы:<br>$(0)"""
RewardPlatformPC#0,"""・PC"""
RewardPlatformSwitch#0,"""・Nintendo Switch™"""
RewardPlatformPS4#0,"""・PlayStation®4"""
RewardPlatformVita#0,"""・PlayStation®Vita"""
RewardBondPlatform#0,"""$(0)<br>$(1)"""
BoostItemMessage#0,"""Эффект $(0) закончился."""
BoostLiveEvent#0,"""Временно запущен бонусный эффект концерта!"""
BoostItemDrop#0,"""Вы временно получили бонус за прохождение квеста!"""
PotalUnit_Title#0,"""Выберите пункт назначения"""
PotalUnit_Menu_MoveShopArea#0,"""В торговую зону"""
PotalUnit_Menu_MoveGateArea#0,"""В зону врат"""
PotalUnit_Menu_MoveAmusement#0,"""В зону казино"""
PotalUnit_Menu_MoveBridgeArea#0,"""На командный мостик"""
PotalUnit_Menu_MoveCafe#0,"""В кафе Франки"""
PotalUnit_Menu_MoveMyRoom#0,"""В вашу комнату"""
PotalUnit_Menu_MoveGuildRoom#0,"""В командную комнату"""
PotalUnit_Menu_Cancel#0,"""Вернуться"""
Block_help_myroom#0,"""Ваша комната, где вы можете разместить<br>ваши личные предметы и украшения.<br>Так же вы можете настроить своего<br>партнёра поддержки."""
Block_help_teamroom#0,"""Комната команды - место для вас и<br>членов вашей команды. Вы сможете<br>воспользоваться ею только после<br>разблокировки этой функции с помощью<br>координатора команд."""
Block_help_publicship#0,"""Корабль, где вы можете играть<br>с другими игроками с других кораблей."""
Block_help_publicship_poka#0,"""Лобби разделяющее все корабли.<br>Здесь вы можете участвовать в битве<br>на арене, соревноваться<br>и сражаться с другими игроками."""
Block_help_publicship_challenge#0,"""Лобби разделяющее все корабли.<br>В этом лобби вы можете участвовать<br>в испытаниях, миссиях с специальными<br>заданиями и правилами."""
Block_help_publicship_to_challenge_block#0,"""В этом лобби вы можете участвовать<br>в испытаниях, миссиях с специальными<br>заданиями и правилами."""
Block_help_publicship_to_poka_block#0,"""Здесь вы можете участвовать в битве<br>на арене, соревноваться<br>и сражаться с другими игроками."""
Block_help_myship#0,"""Корабль, на котором вы живете."""
Block_help_Message_001#0,"""Блок для начинающих игроков, для<br>улучшения ваших навыков. Ветераны так же<br>могут оказать здесь свою помощь."""
Block_help_Message_002#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности, для игры<br>на разных местностях."""
Block_help_Message_003#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности, для игры<br>на разных местностях."""
Block_help_Message_004#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности, для<br>игры на разных местностях."""
Block_help_Message_005#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>игры в Лесу."""
Block_help_Message_006#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>игры в Вулканических пещерах."""
Block_help_Message_007#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>игры в Пустыне."""
Block_help_Message_008#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>игры в Тундре."""
Block_help_Message_009#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>игры в Подземных тоннелях."""
Block_help_Message_010#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>игры на Парящем континенте."""
Block_help_Message_011#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>игры в Руинах."""
Block_help_Message_012#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>игры в Лесу."""
Block_help_Message_013#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>игры в Вулканических пещерах."""
Block_help_Message_014#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>игры в Пустыне."""
Block_help_Message_015#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>игры в Тундре."""
Block_help_Message_016#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>игры в Подземных тоннелях."""
Block_help_Message_017#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>игры на Парящем континенте."""
Block_help_Message_018#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>игры в Руинах."""
Block_help_Message_019#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>для игры в Лесу."""
Block_help_Message_020#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>для игры в Вулканических пещерах."""
Block_help_Message_021#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>для игры в Пустыне."""
Block_help_Message_022#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>для игры в Тундре."""
Block_help_Message_023#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>для игры в Подземных тоннелях."""
Block_help_Message_024#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>для игры на Парящем континенте."""
Block_help_Message_025#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>для игры в Руинах."""
Block_help_Message_026#0,"""Блок предназначенный для помощи<br>другим игрокам с выполнением<br>квестов на время."""
Block_help_Message_027#0,"""Блок предназначенный для помощи<br>другим игрокам с выполнением<br>адванц квестов."""
Block_help_Message_028#0,"""Данный блок предназначен для<br>игроков-одиночек. Если вы проходите<br>сюжетный режим, то не стесняйтесь<br>им пользоваться."""
Block_help_Message_029#0,"""Блок для людей, которые хотят<br>расслабиться и пообщаться. Так же<br>используется для поиска друзей<br>и найма членов команды."""
Block_help_Message_030#0,"""Блок для торговцев предметами.<br>Также для тех, кто хочет долгое время<br>пробыть в магазине."""
Block_help_Message_031#0,"""Блок для любых целей и миссий."""
Block_help_Message_032#0,"""Этот блок доступен только премиум игрокам."""
Block_help_Message_033#0,"""Блок для начинающих игроков, для<br>улучшения ваших навыков. Ветераны так же<br>могут оказать здесь свою помощь.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_034#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности, для игры<br>на разных местностях.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_035#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности, для игры<br>на разных местностях.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_036#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности, для<br>игры на разных местностях.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_037#0,"""Блок предназначенный для помощи<br>другим игрокам с выполнением<br>квестов на время.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_038#0,"""Блок предназначенный для помощи<br>другим игрокам с выполнением<br>адванц квестов.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_039#0,"""Данный блок предназначен для<br>игроков-одиночек. Если вы проходите<br>сюжетный режим, то не стесняйтесь<br>им пользоваться.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_040#0,"""Блок для людей, которые хотят<br>расслабиться и пообщаться. Так же<br>используется для поиска друзей<br>и найма членов команды.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_041#0,"""Блок для торговцев предметами.<br>Также для тех, кто хочет долгое время<br>пробыть в магазине.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_042#0,"""Блок для любых целей и миссий.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_043#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>игры на Dragon Altar area."""
Block_help_Message_044#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>игры на Dragon Altar area."""
Block_help_Message_045#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>для игры на Dragon Altar area."""
Block_help_Message_046#0,"""Блок для помощи игрокам с экстрим<br>квестами."""
Block_help_Message_047#0,"""Блок для поиска других игроков<br>с целью помощи выполнения<br>миссий Гран-При 2013."""
Block_help_Message_048#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>игры на Dragon Altar area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_049#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>игры на Dragon Altar area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_050#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>для игры на Dragon Altar area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_051#0,"""Блок для помощи игрокам с экстрим<br>квестами.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_052#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>игры на Побережье."""
Block_help_Message_053#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>игры на Побережье."""
Block_help_Message_054#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>для игры на Побережье."""
Block_help_Message_055#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>игры на Побережье.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_056#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>игры на Побережье.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_057#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>для игры на Побережье.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_058#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности<br>на планете Набериус."""
Block_help_Message_059#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности<br>на планете Набериус."""
Block_help_Message_060#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>на планете Набериус."""
Block_help_Message_061#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности<br>на планете Лиллипа."""
Block_help_Message_062#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности<br>на планете Лиллипа."""
Block_help_Message_063#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>на планете Лиллипа."""
Block_help_Message_064#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности<br>на планете Амдуския."""
Block_help_Message_065#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности<br>на планете Амдуския."""
Block_help_Message_066#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>на планете Амдуския."""
Block_help_Message_067#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности<br>на планете Вопар."""
Block_help_Message_068#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности<br>на планете Вопар."""
Block_help_Message_069#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>на планете Вопар."""
Block_help_Message_070#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности<br>на планете Набериус.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_071#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности<br>на планете Набериус.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_072#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>на планете Набериус.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_073#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности<br>на планете Лиллипа.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_074#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности<br>на планете Лиллипа.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_075#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>на планете Лиллипа.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_076#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности<br>на планете Амдуския.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_077#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности<br>на планете Амдуския.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_078#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>на планете Амдуския.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_079#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности<br>на планете Вопар.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_080#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности<br>на планете Вопар.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_081#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>на планете Вопар.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_082#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>в Карьере."""
Block_help_Message_083#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>в Карьере."""
Block_help_Message_084#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>для игры в Карьере."""
Block_help_Message_085#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>игры в Карьере.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_086#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>в Карьере.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_087#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>для игры в Карьере.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_088#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>на разных местностях."""
Block_help_Message_089#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Лесу."""
Block_help_Message_090#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Вулканических пещерах."""
Block_help_Message_091#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Пустыне."""
Block_help_Message_092#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Тундре."""
Block_help_Message_093#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Подземных тоннелях."""
Block_help_Message_094#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>на Парящем континенте."""
Block_help_Message_095#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Руинах."""
Block_help_Message_096#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>Dragon Altar area."""
Block_help_Message_097#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>на Побережье."""
Block_help_Message_098#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Карьере."""
Block_help_Message_099#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>на планете Набериус."""
Block_help_Message_100#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>на планете Лиллипа."""
Block_help_Message_101#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>на планете Амдуския."""
Block_help_Message_102#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>на планете Вопар."""
Block_help_Message_103#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>на разных местностях.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_104#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Лесу.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_105#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Вулканических пещерах.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_106#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Пустыне.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_107#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Тундре.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_108#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Подземных тоннелях.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_109#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>на Парящем континенте.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_110#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Руинах.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_111#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>Dragon Altar area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_112#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>на Побережье.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_113#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Карьере.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_114#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>на планете Набериус.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_115#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>на планете Лиллипа.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_116#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>на планете Амдуския.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_117#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>на планете Вопар.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_118#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>на Морском дне."""
Block_help_Message_119#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>на Морском дне."""
Block_help_Message_120#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>для игры на Морском дне."""
Block_help_Message_121#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>для игры на Морском дне."""
Block_help_Message_122#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>на Морском дне.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_123#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>на Морском дне.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_124#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>для игры на Морском дне.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_125#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>для игры на Морском дне.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_126#0,"""Блок для поиска напарника на миссии<br>временных квестов фестиваля ARKS 2014."""
