TEST#0,"""Тест."""
LobbyActionCategoryTab_16#0,"""$(0). Дополнительные 13"""
LobbyActionCategoryTab_17#0,"""$(0). Дополнительные 14"""
LobbyActionCategoryTab_18#0,"""$(0). Дополнительные 15"""
LobbyActionCategoryTab_34#0,"""$(0). Дополнительные 16"""
LobbyActionCategoryTab_36#0,"""$(0). Дополнительные 17"""
LobbyActionCategoryTab_19#0,"""$(0). Позы 1"""
LobbyActionCategoryTab_20#0,"""$(0). Позы 2"""
LobbyActionCategoryTab_21#0,"""$(0). Позы 3"""
LobbyActionCategoryTab_22#0,"""$(0). Позы 4"""
LobbyActionCategoryTab_35#0,"""$(0). Позы 5"""
LobbyActionCategoryTab_23#0,"""$(0). Позы NPC 1"""
LobbyActionCategoryTab_24#0,"""$(0). Позы NPC 2"""
LobbyActionCategoryTab_25#0,"""$(0). Позы NPC 3"""
LobbyActionCategoryTab_26#0,"""$(0). Позы NPC 4"""
LobbyActionCategoryTab_27#0,"""$(0). Перфоманс 1"""
LobbyActionCategoryTab_28#0,"""$(0). Перфоманс 2"""
LobbyActionCategoryTab_29#0,"""$(0). Перфоманс 3"""
LobbyActionCategoryTab_30#0,"""$(0). Перфоманс 4"""
LobbyActionCategoryTab_31#0,"""$(0). Коллборация 1"""
LobbyActionCategoryTab_32#0,"""$(0). Коллборация 2"""
LobbyActionCategoryTab_33#0,"""$(0). Коллборация 3"""
LobbyActionCategoryTab_37#0,"""$(0).コラボ4"""
LobbyActionCategoryTab_2#0,"""$(0). Ростовая буква"""
LobbyActionCategoryTab_3#0,"""$(0). Фотонные кресла"""
LobbyActionCategoryTab_Used#0,"""Недавно использованные"""
LobbyActionSex_0#0,"""Мужская поза"""
LobbyActionSex_1#0,"""Женская поза"""
LobbyAction_Random#0,"""Случайный"""
LobbyAction_None#0,"""Не выбран"""
LobbyAction_cancel#0,"""По умолчанию"""
LobbyAction_Favorite_Add#0,"""Добавить в избранное"""
LobbyAction_Favorite_Delete#0,"""Убрать из избранного"""
LobbyAction_Favorite_Up#0,"""Поднять вверх до 1"""
LobbyAction_Favorite_Down#0,"""Опустить вниз до 1"""
LobbyAction_Favorite_Top#0,"""Поднять вверх"""
LobbyAction_Favorite_Bottom#0,"""Опустить вниз"""
LobbyAction_Favorite_Add_Msg#0,"""Лобби-экшен [$(0)] стал избранным（$(1)/$(2)）"""
LobbyAction_Favorite_Add_ErrorMsg#0,"""Неудалось зарегистрировать, поскольку вы достигли лимита списка избранного（$(0)/$(1)）"""
LobbyAction_Favorite_Delete_Msg#0,"""Лобби-экшен [$(0)] убран из избранного（$(1)/$(2)）"""
LobbyActionText#0,"""<%NextTabDetails><yellow>Избранное (доб/убр)<c>"""
VITA_LobbyActionText#0,"""<pict Sign_select><yellow>Избранное (доб/убр)<c>"""
VITA_FavoritesSwitching#0,"""<pict Sign_select>Просмотреть всё избранное"""
LobbyAction_TypeA#0,"""<pict Key_SHIFT>+Кнп. мыши<yellow>Альтернативное действие<c>"""
LobbyActionLogWindow_TypeA#0,"""<pict Key_SHIFT>+Кнп. мыши<yellow>Альтернативное действие<c>"""
LobbyAction_TypeB#0,"""<%Function>+<%Decide><yellow>Альтернативное действие<c>"""
LobbyActionLogWindow_TypeB#0,"""<%Function>+<%Decide><yellow>Альтернативное действие<c>"""
LobbyAction_TypeC#0,"""<pict Sign_TRIANGLE>+<pict Sign_CIRCLE><yellow>Альтернативное действие<c>"""
LobbyActionLogWindow_TypeC#0,"""<pict Sign_TRIANGLE>+<pict Sign_CIRCLE><yellow>Альтернативное действие<c>"""
ChangeCtrWindow#0,"""<%ChangeCtrlWindowForward><yellow>Смена раб-го окна<c>"""
LobbyAction_Disable_Toast#0,"""Этот лобби-экшн нельзя использовать в салоне."""
LobbyAction_EmotionType_Display#0,"""$(0)（$(1)）"""
LobbyAction_Unsupported_Toast#0,"""Данный лобби-экшн не совместим с блоком PSO2."""
Term_Area#0,"""$(0)/$(1)"""
Term_Positon#0,"""($(0),$(1),$(2))"""
Term_Hp#0,"""$(0)/$(1)"""
Term_Pp#0,"""$(0)/$(1)"""
Term_ClassSub#0,"""$(0) $(2)ур./$(1) $(3)ур."""
Term_Class#0,"""$(0) $(1)ур."""
BlockForm_Title#0,"""Смена блока"""
BlockForm_Title2#0,"""Описание блока"""
BlockForm_MyRoom#0,"""В свою комнату"""
BlockForm_GuildRoom#0,"""В комнату команды"""
BlackForm_Cancel#0,"""Вернуться"""
BlackForm_Explanation#0,"""Пояснение"""
BlackForm_PremiumSpace#0,"""Премиум-место"""
BlockForm_Move_Exp#0,"""Вы перейдёте в другой блок.<br>Вы автоматически покините свою группу и все<br>активные квесты будут отменены.<br><br>Любые эффекты усиления из<br>\""Медицинского центра\"" будут сброшены."""
BlockForm_MyRoom_Exp#0,"""Желаете перейти в свою комнату?"""
BlockForm_GuildRoom_Exp#0,"""Желаете перейти в комнату команды?"""
BlockForm_Move_Que#0,"""Перейти в <br>$(0)?"""
BlockForm_BlockName#0,"""Целевой блок"""
BlockForm_Error_Full#0,"""Блок переполнен, невозможно<br>перейти."""
BlockForm_Error_NotFound#0,"""Выбранный блок не найден.<br><br>[No.1000]"""
BlockForm_Error_Unknown#0,"""Ошибка, невозможно перейти<br>в блок.<br><br>[No.1001]"""
BlockForm_Error_Default#0,"""Неизвестная ошибка, невозможно<br>перейти в блок.<br><br><br>[No.1002]"""
BlockForm_Error_Premium#0,"""Попытка перейти в премиум-блок.<br>Нет премиум-билета, либо срок<br>действия премиума истёк.<br>Невозможно перейти в блок.<br><br>[No.1003］"""
BlockForm_Error_Platform#0,"""Вы находитесь на неподходящей платформе.<br>Невозможно перейти в блок.<br><br>[No.1004］"""
BlockForm_PublicShip#0,"""На общий корабль"""
BlockForm_PublicShip_Poka#0,"""В лобби битв общего корабля"""
BlockForm_PublicShip_Challenge#0,"""В лобби челенджей общего корабля"""
BlockForm_PokaLobby#0,"""В лобби битв"""
BlockForm_ChallengeLobby#0,"""В лобби челенджей"""
BlockForm_MyShip#0,"""На свой корабль"""
BlockForm_PublicShip_Exp#0,"""После перехода на общий корабль вы<br>автоматически покинете группу<br>и откажетесь от текущих квестов.<br><br>Эффекты, полученные в ходе выполнения<br>квестов, тоже исчезнут.<br><br>Перейти на общий корабль?"""
BlockForm_PublicShip_Exp_TriggerQuest#0,"""<yellow>トリガークエストを受注中です！<c><br><br>共通シップへ移動すると、パーティーから<br>自動的に脱退し、マルチパーティーも含め<br><yellow>クエスト参加者全員がクエスト破棄となります。<c><br>※トリガークエストの再受注可能時間<br>\u3000または回数が残っている場合に限ります。<br><br>また、クエスト内で得られる効果も<br>すべて消えてしまいます。<br><br><red>クエストを開始するために消費した<br>メセタやアイテムは返却されませんので、<br>トラブルの原因になる可能性があります。<br>ご注意ください。<c><br><br>共通シップに移動しますか？"""
BlockForm_MyShip_Exp#0,"""После перехода на свой корабль вы<br>автоматически покинете группу<br>и откажетесь от текущих квестов.<br><br>Эффекты, полученные в ходе выполнения<br>квестов, тоже исчезнут.<br><br>Перейти на свой корабль?"""
BlockForm_MyShip_Exp_TriggerQuest#0,"""<yellow>トリガークエストを受注中です！<c><br><br>所属シップへ移動すると、パーティーから<br>自動的に脱退し、マルチパーティーも含め<br><yellow>クエスト参加者全員がクエスト破棄となります。<c><br>※トリガークエストの再受注可能時間<br>\u3000または回数が残っている場合に限ります。<br><br>また、クエスト内で得られる効果も<br>すべて消えてしまいます。<br><br><red>クエストを開始するために消費した<br>メセタやアイテムは返却されませんので、<br>トラブルの原因になる可能性があります。<br>ご注意ください。<c><br><br>所属シップに移動しますか？"""
BlockForm_Move_Exp_TriggerQuest#0,"""<yellow>トリガークエストを受注中です！<c><br><br>ブロックを移動すると、パーティーから<br>自動的に脱退し、マルチパーティーも含め<br><yellow>クエスト参加者全員がクエスト破棄となります。<c><br>※トリガークエストの再受注可能時間<br>\u3000または回数が残っている場合に限ります。<br><br>また、クエスト内で得られる効果も<br>すべて消えてしまいます。<br><br><red>クエストを開始するために消費した<br>メセタやアイテムは返却されませんので、<br>トラブルの原因になる可能性があります。<br>ご注意ください。<c>"""
BlockForm_ToMyShip_Exp#0,"""В случае перехода на свой корабль матч будет отменён.<br><br><br>Перейти на свой корабль?"""
BlockForm_ToChallengeLobby_Exp#0,"""В случае перехода в Лобби челенджей матч будет отменён.<br><br><br>Перейти в Лобби челенджей?"""
BlockForm_ToBattleLobby_Exp#0,"""После перехода в лобби битв вы<br>автоматически покинете группу<br>и откажетесь от текущих квестов.<br><br>Эффекты, полученные в ходе выполнения<br>квестов, тоже исчезнут.<br><br>Перейти в лобби битв?"""
BlockForm_BattleLobbyToBattleLobby_Exp#0,"""В случае перехода в блок битв матч будет отменён.<br><br>Перейти в другой блок?"""
BlockForm_BattleLobbyToBattleLobby_Exp_NoMatching#0,"""Вы собираетесь перейти в другой блок битв.<br>Уверены?<br><br><c c0c0c0>※Матчинг распространяется на все блоки,<br>поэтому переход на другой блок ничего не изменит.<c>"""
AreaForm_BridgeArea_Exp#0,"""Перейти на командный мостик?"""
AreaForm_CafeArea_Exp#0,"""Перейти в кафе Франки?"""
Bond_message#0,"""$(0)<br><br>$(1)"""
InPublicShipToast#0,"""Данные персонажа временно изменены."""
InChallengeShipToast#0,"""Данные персонажа временно изменены."""
InPokaShipToast#0,"""Данные персонажа временно изменены."""
BlockForm_Move_Exp_HighLevelQuest#0,"""<red>受注中のクエストは<br>「破棄ペナルティー」対象です！<c><br><br>破棄すると他のプレイヤーに迷惑がかかるため、<br>発生中の緊急クエストを再受注できなくなります。<br>また、強制的に別ブロックへの移動が行われます。<br><br>ブロックを移動すると、パーティーから<br>自動的に脱退して、受注中のクエストが破棄されます。"""
BlockForm_PublicShip_Exp_HighLevelQuest#0,"""<red>受注中のクエストは<br>「破棄ペナルティー」対象です！<c><br><br>破棄すると他のプレイヤーに迷惑がかかるため、<br>発生中の緊急クエストを再受注できなくなります。<br>また、強制的に別ブロックへの移動が行われます。<br><br>共通シップに移動すると、パーティーから<br>自動的に脱退して、受注中のクエストが破棄されます。<br><br>「破棄ペナルティー」を受け、共通シップに移動します。<br>よろしいですか？"""
BlockForm_MyShip_Exp_HighLevelQuest#0,"""<red>受注中のクエストは<br>「破棄ペナルティー」対象です！<c><br><br>破棄すると他のプレイヤーに迷惑がかかるため、<br>発生中の緊急クエストを再受注できなくなります。<br>また、強制的に別ブロックへの移動が行われます。<br><br>所属シップに移動すると、パーティーから<br>自動的に脱退して、受注中のクエストが破棄されます。<br><br>「破棄ペナルティー」を受け、所属シップに移動します。<br>よろしいですか？"""
BlockForm_RebootBlock#0,"""Переход в блок 『PSO2：NGS』"""
BlockForm_Reboot_Exp#0,"""При смене блока, вы автоматически выйдете<br>из группы, в которой находитесь, а также<br>покинете текущий квест.<br><br>Кроме того, эффекты квеста пропадут."""
BlockForm_Reboot_Que#0,"""Желаете перейти в блок 『PSO2：NGS』?"""
BlockForm_NotOnlyBlock_Exp_PS4#0,"""\""PS4\""専用ブロックから移動します。<br><br>専用ブロックから移動をすると<br>他のプラットフォームのプレイヤーとも<br>パーティーを組むなどコミュニケーションが<br>可能になります。<br><br>移動してもよろしいですか？"""
BlockForm_Error_IllegalMember#0,"""選択したブロックに移動できないパーティーメンバーが<br>いるため、移動できませんでした。"""
Master#0,"""Глава команды"""
Manager#0,"""Менеджер"""
Common#0,"""Член команды"""
Visitor#0,"""Гость"""
Unknown#0,"""Нет команды"""
NewMail#0,"""Новое письмо"""
NewFriendLIst#0,"""Новый запрос в друзья"""
NewParty#0,"""Новое приглашение в группу"""
NewTeam#0,"""Новое приглашение в команду"""
NewTrade#0,"""Новый запрос на сделку"""
NewExpMail#0,"""Письмо доставлено"""
NewExpTrade#0,"""Запрос на сделку отправлен"""
NewExpFriendLIst#0,"""Запрос в друзья отправлен"""
NewExpParty#0,"""Приглашение в группу отправлено"""
NewExpTeam#0,"""Приглашение в команду отправлено"""
NewTitleParty#0,"""Ответить на приглашение в группу"""
NewTitleFriend#0,"""Ответить на запрос в друзья"""
NewTitleTeam#0,"""Ответить на приглашение в команду"""
NewTitleTrade#0,"""Ответить на запрос о торговле"""
NewCheckMail#0,"""Ответить"""
NewCheckFriendList#0,"""$(0) отправил вам запрос в друзья.<br>Открыть список друзей, чтобы ответить?<br><br>※Вы можете ответить на запрос позже<br>в окне списка друзей."""
NewCheckParty#0,"""$(0) отправил вам приглашение в группу.<br>Открыть окно группы, чтобы ответить?<br><br>※Вы можете ответить на запрос позже<br>в окне группы."""
NewCheckTrade#0,"""$(0) отправил вам запрос на сделку. Открыть окно сделки?"""
NewCheckTeam#0,"""$(0) отправил вам приглашение в команду.<br>Открыть окно команды, чтобы ответить?<br><br>※Вы можете ответить на запрос позже<br>в окне команды."""
PremiumEnd#0,"""Срок действия вашего премиума скоро истечёт."""
NewQuest#0,"""Принять квест"""
NewExpQuest#0,"""Приглашение на квест отправлено."""
Unavailable_ToastMessage1#0,"""このプラットフォームでは使用できないアイテムです。"""
Unavailable_ToastMessage2#0,"""このプラットフォームでは表示できないアイテムの外見を一時的に変更します。"""
Unavailable_ToastMessage3#0,"""このプラットフォームでは使用できないロビーアクションです。"""
Unavailable_ToastMessage4#0,"""このプラットフォームでは選択できないマグフォルムです。"""
Unavailable_ToastMessage5#0,"""このプラットフォームでは表示できないアイテムを展示しているため外見を一時的に変更しています。"""
AccessConfirm_Vita#0,"""Webページへ移動します。<br>ログアウトしてゲームを終了しますが<br>よろしいですか？"""
AccessConfirmTitle_Vita#0,"""ブラウザー起動確認"""
Broken_Vita#0,"""ロードに失敗しました。<br>$(0)データが破損していた為<br>新しいセーブデータを上書きしました。"""
Type_1#0,"""Опции"""
Type_2#0,"""Система"""
Type_3#0,"""Создать"""
Type_4#0,"""Изображение"""
Initialize#0,"""Обработка данных... $(0)%"""
Type_5#0,"""Настройки отображения"""
title#0,"""История входов (последние 50)"""
login_history_date#0,"""Дата входа"""
login_history_ip#0,"""IP-адрес"""
login_history_status#0,"""Статус"""
login_history_supplement#0,"""※Если видите <yellow>дату<c> или <yellow>IP-адрес,<c> которых здесь быть не должно, свяжитесь с тех-поддержкой.※"""
State_OK#0,"""<green>Вход выполнен.<c>"""
State_OK_PcAuth#0,"""<red>Адрес почты подтверждён.<c>"""
State_Error_Account#0,"""<yellow>Ошибка входа<c>"""
State_Error_PcAuth#0,"""<yellow>Ошибка подтверждения адреса почты<c>"""
State_Error_PcAuth_send#0,"""<yellow>Письмо для подтверждения адреса выслано.<c>"""
State_Error_OTP#0,"""<yellow>Ошибка одноразового пароля<c>"""
State_Reject_Maintenance#0,"""Ведутся технические работы."""
State_Reject_System#0,"""Не удалось войти."""
NoDataError#0,"""Не удалось восстановить данные."""
IPAddress#0,"""$(0).$(1).$(2).$(3)"""
DateWeek#0,"""$(0)/$(1)/$(2)/($(3))"""
DateWeek_v#0,"""$(0)/$(1)/$(2)/($(3))"""
DateTime#0,"""$(0)時$(1)分"""
DateTime_v#0,"""$(0):$(1)"""
Sunday#0,"""ВС"""
Monday#0,"""ПН"""
Tuesday#0,"""ВТ"""
Wednesday#0,"""СР"""
Thursday#0,"""ЧТ"""
Friday#0,"""ПТ"""
Saturday#0,"""СБ"""
Notice_Title#0,"""Не задан пароль передачи предметов"""
Notice_Text#0,"""[Пароль передачи предметов] исползуется для<br>Предотвращения переноса предметов в случае<br>кражи вашего аккаунта.<br><br>Чтобы использовать некоторые функции (например,<br>торговля), вам необходимо установить пароль.<br><br>Такая личная информация, как:<br>дата рождения, адрес, номер телефона,<br>серийные номера и т.д.<br><yellow>легко угадать и они не безопасны<c>.<br>Пожалуйста, не используйте их."""
Notice_Button1#0,"""Подтвердить"""
Notice_Button2#0,"""Отмена"""
Edit_Title#0,"""Регистрация пароля передачи предметов"""
Edit_Text#0,"""Введите пароль (<yellow>5 цифр<c>)"""
Edit_Menu1#0,"""Пароль:"""
Edit_Menu2#0,"""Повторите пароль:"""
Edit_Notice#0,"""Пароль передачи предметов необходим для торговли.<br>Введите пароль с помощью мышки и цифр справа.<br><br>Пожалуйста, введите пароль, используя<br>мышь либо соответствующие клавиши."""
Edit_NoticeV#0,"""Пароль передачи предметов необходим для торговли.<br>Введите пароль с помощью мышки и цифр справа."""
Edit_Button1#0,"""Подтвердить"""
Edit_Button2#0,"""Отмена"""
Edit_KeyShuffle#0,"""Перем-ть"""
Edit_KeyShow#0,"""Показать"""
Edit_KeyHide#0,"""Скрыть"""
Error_Title#0,"""Пароль передачи предметов"""
Error_Button1#0,"""OK"""
Input_Error_Text1#0,"""Убедитесь, что пароль и повтор пароля совпадают."""
Input_Error_Text2#0,"""Пожалуйста, убедитесь что новый пароль верен и введите его снова."""
Input_Error_Text3#0,"""Введён неверный пароль."""
Complete_Title#0,"""Регистрация пароля передачи предметов"""
Complete_Text#0,"""Пароль передачи предметов зарегистрирован."""
Complete_Button1#0,"""OK"""
Edit_Error_Title#0,"""Ошибка"""
Edit_Error_Button1#0,"""OK"""
Entry_Title#0,"""Пароль передачи предметов"""
Entry_Text#0,"""Введите пароль (<yellow>5 цифр<c>)"""
Entry_Menu1#0,"""Пароль"""
Entry_Notice#0,"""Для сохранности вашего аккаунта,<br>пожалуйста, ведите пароль для<br>торговли предметами.<br><br>Если вы введёте пароль не верно 6 раз,<br>функция торговли будет заблокирована.<br>Чтобы изменить или сбросить пароль,<br>выберите \""Изменить / Сбросить\""."""
Entry_NoticeV#0,"""Если вы введёте пароль не верно 6 раз,<br>функция торговли будет заблокирована.<br><yellow>Чтобы изменить или сбросить пароль, выберите<br>\""Изменить / Сбросить\"".<c>"""
Entry_Button1#0,"""Подтвердить"""
Entry_Button2#0,"""Отмена"""
Entry_Text2#0,"""Сменить или удалить пароль передачи предметов"""
Entry_Button3#0,"""Сменить / Сброс"""
Entry_Button4#0,"""Удалить"""
Lock_Title#0,"""Ошибка"""
Lock_Button1#0,"""OK"""
Change_Title#0,"""Смена пароля передачи предметов"""
Change_Text#0,"""Введите пароль (<yellow>5 цифр<c>)"""
Change_Menu1#0,"""Старый пароль:"""
Change_Menu2#0,"""Новый пароль:"""
Change_Menu3#0,"""Повторите пароль:"""
Change_Notice#0,"""Для сохранности вашего аккаунта,<br>пожалуйста, введите пароль передачи<br>предметов.<br>Для сброса пароля, пожалуйста,<br>выберите \""Сбросить пароль\""."""
Change_NoticeV#0,"""Пароль передачи предметов необходим<br>для торговли предметами.<br>Если вам нужно сбросить пароль,<br>то выберите \""Сбросить пароль\""."""
Change_Button2#0,"""Отменить"""
Change2_Title#0,"""Подтверждение"""
Change2_Text#0,"""Уверены, что хотите сменить пароль<br>передачи предметов?"""
Change2_Button1#0,"""Да"""
Change2_Button2#0,"""Нет"""
Changed_Title#0,"""Смена пароля передачи предметов"""
Changed_Text#0,"""пароль передачи предметов изменён."""
Changed_Button1#0,"""OK"""
Remove_Title#0,"""Удаление пароля передачи предметов"""
Remove_Text#0,"""Введите пароль (<yellow>5 символов<c>)"""
Remove_Menu1#0,"""Пароль"""
Remove_Notice#0,"""Введите пароль с помощью мышки<br>и кнопок справа.<br><br>При введении неверного пароля 6 раз<br>система будет заблокирована."""
Remove_NoticeV#0,"""Если вы введёте пароль неверно 6 раз,<br>то пароль передачи предметов заблокируется.<br><yellow>Для смены или сброса пароля, пожалуйста,<br>нажмите: \""Сменить / Сброс\""<c>"""
Remove_Button1#0,"""Удалить"""
Remove_Button2#0,"""Отмена"""
Remove2_Title#0,"""Подтверждение"""
Remove2_Text#0,"""Желаете удалить пароль<br>передачи предметов?"""
Remove2_Button1#0,"""Да"""
Remove2_Button2#0,"""Нет"""
Removed_Title#0,"""Удаление пароля передачи предметов"""
Removed_Text#0,"""Пароль передачи предметов удалён."""
Removed_Button1#0,"""OK"""
Edit_NoticePS4#0,"""登録したアイテム取引パスワードは<br>アイテムを取引する際に必要となります。<br><br>右に表示されているボタンから、マウスを使って<br>パスワードを入力することも可能です。"""
Entry_NoticePS4#0,"""右に表示されているボタンから、マウスを使って<br>パスワードを入力することも可能です。<br><br>正しくないパスワードが6回入力されると<br>アイテム取引パスワードがロックされます。<br><yellow>パスワードを忘れた場合は、オンラインマニュアルの<br>「アイテム取引パスワード」項目をご確認ください。<c>"""
Entry_Button5#0,"""Сбросить пароль"""
Change_NoticePS4#0,"""右に表示されているボタンから、マウスを使って<br>パスワードを入力することも可能です。<br>パスワードをリセットする場合は<br>「パスワードのリセット」を選択してください。"""
Remove_NoticePS4#0,"""右に表示されているボタンから、マウスを使って<br>パスワードを入力することも可能です。<br><br>正しくないパスワードが6回入力されると<br>アイテム取引パスワードがロックされます。"""
Erase_Title#0,"""Сброс пароля передачи предметов"""
Erase_Text#0,"""お客様のプレイ環境を確認し、変更がなければ<br>アイテム取引パスワードのリセットを行います。<br><br>リセットを行いますか？"""
Erased_Text#0,"""Пароль пароля передачи предметов сброшен."""
VitaOpenWeb_Title#0,"""ブラウザー起動確認"""
VitaOpenWeb_Text#0,"""Webページへ移動します。<br>ログアウトしてゲームを終了しますが<br>よろしいですか？"""
Erase_Error#0,"""お客様が現在プレイされている環境では、<br>アイテム取引パスワードをリセットできません。<br><br>アイテム取引パスワードのリセットは<br>サポートページでも、受け付けております。<br><br>サポートページより、リセット申請を行いますか？"""
TimeSaleMessage#0,"""現在、$(2)を実施中です！<br><br>$(0)<br><br>$(1)まで"""
GmMsg_000#0,"""予告：$(0)月$(1)日$(2)時$(3)分よりアークスシップ全艦を挙げての第$(4)回アークスシップ対抗戦を開催予定。多くのアークスの参加を期待している。以上。"""
GmMsg_001#0,"""通達：現在、第$(0)回アークスシップ対抗戦\u3000第$(1)ラウンドを開催中。参加するアークス各員は目標を確認し、状況を開始せよ。以上。"""
GmMsg_002#0,"""予告：$(0)月$(1)日$(2)時$(3)分より第$(4)ラウンドを開始する。参加するアークス各員は準備を整え待機せよ。以上。"""
GmMsg_003#0,"""通達：これより第$(0)ラウンドを開始する。参加するアークス各員は目標を確認し、状況を開始せよ。以上。"""
GmMsg_004#0,"""通達：第$(0)ラウンドの終了を宣言する。結果発表まで、しばし待機せよ。以上。"""
GmMsg_005#0,"""報告：$(0)月$(1)日$(2)時$(3)分よりショップエリア、巨大モニター前にて、先ほど終了した第$(4)ラウンドの結果発表を行う。以上。"""
GmMsg_006#0,"""通達：現時刻を以て、アークスシップ全艦を挙げての第$(0)回アークスシップ対抗戦を終了する。全アークスの健闘に感謝する。最終結果の発表まで、今しばし待機せよ。以上。"""
GmMsg_007#0,"""報告：$(0)月$(1)日$(2)時$(3)分より第$(4)回アークスシップ対抗戦最終結果の発表をショップエリア、巨大モニター前にて行う。至急集合されたし。以上。"""
GmMsgF_000#0,"""ご連絡：$(0)月$(1)日$(2)時$(3)分よりアークスシップ全艦をあげての第$(4)回アークスシップ対抗戦を開催いたします。"""
GmMsgF_001#0,"""お知らせ：現在、第$(0)回アークスシップ対抗戦\u3000第$(1)ラウンドを開催中となります。皆々様、ご健闘いただけると幸いです。"""
GmMsgF_002#0,"""ご連絡：$(0)月$(1)日$(2)時$(3)分より第$(4)ラウンドとなります。参加される皆々様につきましては、ご準備のほどを宜しくお願いいたします。"""
GmMsgF_004#0,"""お知らせ：第$(0)ラウンドは終了となります。皆々様、結果発表まで今しばしお待ちいただきますよう、宜しくお願いいたします。"""
GmMsgF_005#0,"""ご報告：$(0)月$(1)日$(2)時$(3)分よりショップエリア、巨大モニター前にて、先程終了いたしましたラウンドの結果発表を行います。皆々様、お集まりくださいませ。"""
GmMsgF_006#0,"""お知らせ：現時刻をもちまして、アークスシップ全艦をあげての第$(0)回アークスシップ対抗戦を終了とさせていただきます。皆々様の健闘に、心より感謝を申し上げます。"""
GmMsgF_007#0,"""ご報告：$(0)月$(1)日$(2)時$(3)分より第$(4)回アークスシップ対抗戦最終結果の発表をショップエリア、巨大モニター前にて行います。皆々様、お集まりくださいますよう、宜しくお願いいたします。"""
PetKind00001#0,"""Ванда"""
PetKind00002#0,"""Трим"""
PetKind00003#0,"""Салли"""
PetKind00004#0,"""Марон"""
PetKind00005#0,"""Мелон"""
PetKind00006#0,"""Виола"""
PetKind00007#0,"""Рэппи"""
PetKind00008#0,"""Синхро"""
PetKind00009#0,"""Джинга"""
PetKind00010#0,"""Аэро"""
PetKind00011#0,"""Поппура"""
PetKind00012#0,"""Ледран"""
PetKind00013#0,"""Грасс"""
PetKind00014#0,"""Вулкан"""
Ship01#0,"""Корабль 01: Феу"""
Ship02#0,"""Корабль 02: Ур"""
Ship03#0,"""Корабль 03: Торн"""
Ship04#0,"""Корабль 04: Ансур"""
Ship05#0,"""Корабль 05: Лагуз"""
Ship06#0,"""Корабль 06: Кен"""
Ship07#0,"""Корабль 07: Геофу"""
Ship08#0,"""Корабль 08: Винн"""
Ship09#0,"""Корабль 09: Хагаль"""
Ship10#0,"""Корабль 10: Наутиз"""
Self01_01#0,"""Персонаж01_01"""
Self01_02#0,"""Персонаж01_02"""
Self02_01#0,"""Персонаж02_01"""
Self02_02#0,"""Персонаж02_02"""
Ship01_01#0,"""Корабль01"""
Ship01_02#0,"""Корабль02"""
Ship01#1,"""Корабль01"""
Ship02#1,"""Корабль02"""
Ship03#1,"""Корабль03"""
Ship04#1,"""Корабль04"""
Ship05#1,"""Корабль05"""
Ship06#1,"""Корабль06"""
Ship07#1,"""Корабль07"""
Ship08#1,"""Корабль08"""
Ship09#1,"""Корабль09"""
Ship10#1,"""Корабль10"""
AcQuickChargeCoin#0,"""$(0)<pict Arcscash>"""
AcQuickChargePrice#0,"""￥$(0) (с налогом)"""
AcQuickChargeTitle#0,"""Быстрое пополнение AC"""
AcQuickChargeMessage#0,"""Указанная сумма будет списана<br>с вашей платёжной карты.<br>Продолжить?<br><br>Кол-во AC: $(0)<br>Стоимость: $(1)"""
AcQuickChargeCompTitle#0,"""Быстрое пополнение AC"""
AcQuickChargeComp#0,"""Быстрое пополнение AC завершено."""
AcChargeComp#0,"""<pict Arcscash>$(0)AC のチャージが完了しました。"""
AcQuickChargeErrorTitle#0,"""Ошибка быстрого пополнения AC"""
AcQuickChargeError#0,"""Быстрое пополнение AC не удалось."""
MenuCharge#0,"""Быстрое пополнение AC"""
MenuButtonChargeGo#0,"""Быстрое пополнение AC"""
MenuButtonChancel#0,"""Отмена"""
MenuButtonWebGo#0,"""Пополнение через веб-страницу"""
MenuButtonPsStoreGo#0,"""Пополнение AC через PlayStation®Store"""
MenuButtonLawConfirm#0,"""Отображать транзакцию согласно настройкам"""
Acnum#0,"""Кол-во AC"""
ACPrice#0,"""Стоимость"""
Quick_Guide#0,"""購入するACチャージ額を選択し<br>「ACクイックチャージする」を選択してください。<br><br>「Webページからチャージする」を選ぶと<br>Webで登録情報変更やACチャージができます。"""
Quick_Guide_PS4#0,"""購入するACチャージ額を選択し<br>「ACクイックチャージする」を選択してください。<br><br>「PlayStation®StoreからACチャージする」を<br>選ぶこともできます。"""
ACChargeSelect_Title#0,"""ACチャージ方法の選択"""
ACChargeSelect_Message#0,"""ACのチャージ方法を選択してください。<br><br><c ff4f3f>※こちらからチャージされたACは、<br>\u3000“PS4”版ではご利用いただけません。<br>\u3000詳細はプレイヤーズサイトをご確認ください。<c>"""
ACChargeSelect_Button_Quick#0,"""ACクイックチャージ"""
ACChargeSelect_Button_Web#0,"""SEGA IDでチャージ"""
ACChargeSelect_Button_LinePay#0,"""<pict linepay_icon>でチャージ"""
ACChargeSelect_Button_MerPay#0,"""<pict merpay_icon>でチャージ"""
ACChargeSelect_Button_NeShop#0,"""ニンテンドーeショップでチャージ"""
ACChargeSelect_Desc_Quick#0,"""「ACクイックチャージ」設定済のため、<br>ゲーム内でACをチャージできます。"""
