Gat_TitleStatus#0,"""Состояние сбора"""
Explain_F0109#0,"""<yellow>中型「ラスベガスバス」を3回、釣ろう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：中型釣り<br><c 73d882>\u3000※中型釣りは「遺跡エビのかき揚げ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0110#0,"""<yellow>火山洞窟で10回、釣りをしよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：すべて"""
Explain_F0111#0,"""<yellow>火山洞窟で20回、釣りをしよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：すべて"""
Explain_F0112#0,"""<yellow>火山洞窟で30回、釣りをしよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：すべて"""
Explain_F0113#0,"""<yellow>「火山洞窟ムール貝」を3回、釣ろう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：貝類<br><c 73d882>\u3000※貝類は「砂漠ヒラメのパスタ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0114#0,"""<yellow>「火山洞窟ムール貝」を15回、釣ろう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：貝類<br><c 73d882>\u3000※貝類は「砂漠ヒラメのパスタ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0115#0,"""<yellow>「火山洞窟ヨロイエビ」を3回、釣ろう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0116#0,"""<yellow>「火山洞窟ヨロイエビ」を15回、釣ろう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0117#0,"""<yellow>Поймать 3 Amduscia Coral!<c><br>\u3000※Область: V. Caves<br>\u3000※Категория: особое<br><c 73d882>\u3000※Повышение шансов на ловлю особых объектов во время<br>приготовления Roasted Seafood.<c>"""
Explain_F0118#0,"""<yellow>中型「火山洞窟イワナ」を3回、釣ろう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：中型釣り<br><c 73d882>\u3000※中型釣りは「遺跡エビのかき揚げ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0119#0,"""<yellow>凍土で10回、釣りをしよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：すべて"""
Explain_F0120#0,"""<yellow>凍土で20回、釣りをしよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：すべて"""
Explain_F0121#0,"""<yellow>凍土で30回、釣りをしよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：すべて"""
Explain_F0122#0,"""<yellow>「凍土ニシン」を3回、釣ろう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0123#0,"""<yellow>「凍土ニシン」を15回、釣ろう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0124#0,"""<yellow>「凍土ワカサギ」を3回、釣ろう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0125#0,"""<yellow>「凍土ワカサギ」を15回、釣ろう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0126#0,"""<yellow>Поймать 3 Naber Turtle!<c><br>\u3000※Область: Тундра<br>\u3000※Категория: особое<br><c 73d882>\u3000※Повышение шансов на ловлю особых объектов во время<br>приготовления Roasted Seafood.<c>"""
Explain_F0127#0,"""<yellow>大型「凍土カツオ」を3回、釣ろう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：大型釣り<br><c 73d882>\u3000※大型釣りは「森林アユのトマト煮」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0128#0,"""<yellow>Туннелиで10回、釣りをしよう！<c><br>\u3000※Область: Туннели<br>\u3000※Категория: общая"""
Explain_F0129#0,"""<yellow>Туннелиで20回、釣りをしよう！<c><br>\u3000※Область: Туннели<br>\u3000※Категория: общая"""
Explain_F0130#0,"""<yellow>Туннелиで30回、釣りをしよう！<c><br>\u3000※Область: Туннели<br>\u3000※Категория: общая"""
Explain_F0131#0,"""<yellow>「Туннелиシャコ」を3回、釣ろう！<c><br>\u3000※Область: Туннели<br>\u3000※Категория: ракообразные<br><c 73d882>\u3000※ракообразныеは「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0132#0,"""<yellow>「Туннелиシャコ」を15回、釣ろう！<c><br>\u3000※Область: Туннели<br>\u3000※Категория: ракообразные<br><c 73d882>\u3000※ракообразныеは「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0133#0,"""<yellow>「Туннелиマキガイ」を3回、釣ろう！<c><br>\u3000※Область: Туннели<br>\u3000※Категория: моллюски<br><c 73d882>\u3000※Моллюскは「凍土ニシンのカインチュア」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0134#0,"""<yellow>「Туннелиマキガイ」を15回、釣ろう！<c><br>\u3000※Область: Туннели<br>\u3000※Категория: моллюски<br><c 73d882>\u3000※Моллюскは「凍土ニシンのカインチュア」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0135#0,"""<yellow>「リリーパシェル」を3回、釣ろう！<c><br>\u3000※Область: Туннели<br>\u3000※Категория: моллюски<br><c 73d882>\u3000※Моллюскは「凍土ニシンのカインチュア」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0136#0,"""<yellow>中型「Туннелиカラシン」を3回、釣ろう！<c><br>\u3000※Область: Туннели<br>\u3000※Категория: рыба среднего размера<br><c 73d882>\u3000※Рыба среднего размераは「遺跡エビのかき揚げ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0137#0,"""<yellow>Широнияで10回、釣りをしよう！<c><br>\u3000※Область: Широния<br>\u3000※Категория: общая"""
Explain_F0138#0,"""<yellow>Широнияで20回、釣りをしよう！<c><br>\u3000※Область: Широния<br>\u3000※Категория: общая"""
Explain_F0139#0,"""<yellow>Широнияで30回、釣りをしよう！<c><br>\u3000※Область: Широния<br>\u3000※Категория: общая"""
Explain_F0140#0,"""<yellow>「Широнияフナ」を3回、釣ろう！<c><br>\u3000※Область: Широния<br>\u3000※Категория: рыба<br><c 73d882>\u3000※Fishは「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0141#0,"""<yellow>「Широнияフナ」を15回、釣ろう！<c><br>\u3000※Область: Широния<br>\u3000※Категория: рыба<br><c 73d882>\u3000※Fishは「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0142#0,"""<yellow>「Широнияタカアシガニ」を3回、釣ろう！<c><br>\u3000※Область: Широния<br>\u3000※Категория: ракообразные<br><c 73d882>\u3000※ракообразныеは「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0143#0,"""<yellow>「Широнияタカアシガニ」を15回、釣ろう！<c><br>\u3000※Область: Широния<br>\u3000※Категория: ракообразные<br><c 73d882>\u3000※ракообразныеは「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0144#0,"""<yellow>「リトルザクリ」を3回、釣ろう！<c><br>\u3000※Область: Широния<br>\u3000※Категория: другое<br><c 73d882>\u3000※Повышение шансов на ловлю другой рыбы во время<br>приготовления Boiled Shironia Carp.<c>"""
Explain_F0145#0,"""<yellow>中型「Shironiaイガイ」を3回、釣ろう！<c><br>\u3000※Область: Широния<br>\u3000※Категория: рыба среднего размера<br><c 73d882>\u3000※Рыба среднего размераは「遺跡エビのかき揚げ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0146#0,"""<yellow>Порыбачить 10 раз на Парящем континенте!<c><br>\u3000※Область:Парящий континент<br>\u3000※Категория: общая"""
Explain_F0147#0,"""<yellow>Порыбачит 20 раз на Парящем континенте!<c><br>\u3000※Область:Парящий континент<br>\u3000※Категория: общая"""
Explain_F0148#0,"""<yellow>Порыбачить 30 раз на Парящем континенте!<c><br>\u3000※Область:Парящий континент<br>\u3000※Категория: общая"""
Explain_F0149#0,"""<yellow>Поймать 3 Skyscape Kelp!<c><br>\u3000※Область:Парящий континент<br>\u3000※Категория: средние объекты<br><c 73d882>\u3000※Повышение шансов на ловлю средних объектов во время<br>приготовления Tunnels Mushroom and Crab Omelet.<c>"""
Explain_F0150#0,"""<yellow>Поймать 15 Skyscape Kelp!<c><br>\u3000※Область:Парящий континент<br>\u3000※Категория: средние объекты<br><c 73d882>\u3000※Повышение шансов на ловлю средних объектов во время<br>приготовления Tunnels Mushroom and Crab Omelet.<c>"""
Explain_F0151#0,"""<yellow>Поймать 3 Skyscape Tuna!<c><br>\u3000※Область:Парящий континент<br>\u3000※Категория: рыба<br><c 73d882>\u3000※Повышение шансов на ловлю рыбы во время<br>приготовления Roasted Seabed Oysters.<c>"""
Explain_F0152#0,"""<yellow>Поймать 15 Skyscape Tuna!<c><br>\u3000※Область:Парящий континент<br>\u3000※Категория: рыба<br><c 73d882>\u3000※Повышение шансов на ловлю рыбы во время<br>приготовления Roasted Seabed Oysters.<c>"""
Explain_F0153#0,"""<yellow>Поймать 3 Amduscia Coral!<c><br>\u3000※Область:Парящий континент<br>\u3000※Категория: особое<br><c 73d882>\u3000※Повышение шансов на ловлю особых объектов во время<br>приготовления Roasted Seafood.<c>"""
Explain_F0154#0,"""<yellow>Поймать 3 Medium Skyscape Blowfish!<c><br>\u3000※Область:Парящий континент<br>\u3000※Категория: рыба среднего размера<br><c 73d882>\u3000※Повышение шансов на ловлю рыбы среднего размера во время<br>приготовления Ruins Shrimp Tempura.<c>"""
Explain_F0155#0,"""<yellow>Порыбачить 10 раз на Морском дне!!<c><br>\u3000※Область: Морское дно<br>\u3000※Категория: общая"""
Explain_F0156#0,"""<yellow>Порыбачить 20 раз на Морском дне!!<c><br>\u3000※Область: Морское дно<br>\u3000※Категория: общая"""
Explain_F0157#0,"""<yellow>Порыбачить 30 раз на Морском дне!!<c><br>\u3000※Область: Морское дно<br>\u3000※Категория: общая"""
Explain_F0158#0,"""<yellow>Поймать 3 Oyster!<c><br>\u3000※Область: Морское дно<br>\u3000※Категория: моллюски<br><c 73d882>\u3000※Повышение шансов на ловлю моллюсков во время<br>приготовления Tundra Herring Canh Chua.<c>"""
Explain_F0159#0,"""<yellow>Поймать 15 Oyster!<c><br>\u3000※Область: Морское дно<br>\u3000※Категория: моллюски<br><c 73d882>\u3000※Повышение шансов на ловлю моллюсков во время<br>приготовления Tundra Herring Canh Chua.<c>"""
Explain_F0160#0,"""<yellow>Поймать 3 Octopus!<c><br>\u3000※Область: Морское дно<br>\u3000※Категория: моллюски<br><c 73d882>\u3000※Повышение шансов на ловлю моллюсков во время<br>приготовления Seafood Pumpkin Pie.<c>"""
Explain_F0161#0,"""<yellow>Поймать 15 Octopus!<c><br>\u3000※Область: Морское дно<br>\u3000※Категория: моллюски<br><c 73d882>\u3000※Повышение шансов на ловлю моллюсов во время<br>приготовления Seafood Pumpkin Pie.<c>"""
Explain_F0162#0,"""<yellow>Поймать 3 Vopar Shark!<c><br>\u3000※Область: Морское дно<br>\u3000※Категория: большая рыба<br><c 73d882>\u3000※Повышение шансов на ловлю большой рыбы во время<br>приготовления Facility Turnip Ravioli.<c>"""
Explain_F0163#0,"""<yellow>Поймать 3 Medium Seabed Monkfish!<c><br>\u3000※Область: Морское дно<br>\u3000※Категория: рыба среднего размера<br><c 73d882>\u3000※Повышение шансов на ловлю рыбы среднего размера во время<br>приготовления Ruins Shrimp Tempura.<c>"""
Explain_F0164#0,"""<yellow>Порыбачить 10 раз в Святилище!<c><br>\u3000※Область: Святилище<br>\u3000※Категория: общая"""
Explain_F0165#0,"""<yellow>Порыбачить 20 раз в Святилище!<c><br>\u3000※Область: Святилище<br>\u3000※Категория: общая"""
Explain_F0166#0,"""<yellow>Порыбачить 30 раз в Святилище!<c><br>\u3000※Область: Святилище<br>\u3000※Категория: общая"""
Explain_F0167#0,"""<yellow>Поймать 3 Sanctum Fiddler Crab!<c><br>\u3000※Область: Святилище<br>\u3000※Категория: ракообразные<br><c 73d882>\u3000※Повышение шансов на ловлю ракообразных во время<br>приготовления Tokyo Tuna Sashimi.<c>"""
Explain_F0168#0,"""<yellow>Поймать 15 Sanctum Fiddler Crab!<c><br>\u3000※Область: Святилище<br>\u3000※Категория: ракообразные<br><c 73d882>\u3000※Повышение шансов на ловлю ракообразных во время<br>приготовления Tokyo Tuna Sashimi.<c>"""
Explain_F0169#0,"""<yellow>Поймать 3 Sanctum Snakehead!<c><br>\u3000※Область: Святилище<br>\u3000※Категория: рыба<br><c 73d882>\u3000※Повышение шансов на ловлю рыбы во время<br>приготовления Roasted Seabed Oysters.<c>"""
Explain_F0170#0,"""<yellow>Поймать 15 Sanctum Snakehead!<c><br>\u3000※Область: Святилище<br>\u3000※Категория: рыба<br><c 73d882>\u3000※Повышение шансов на ловлю рыбы во время<br>приготовления Roasted Seabed Oysters.<c>"""
Explain_F0171#0,"""<yellow>Поймать 3 Amduscia Coral!<c><br>\u3000※Область: Святилище<br>\u3000※Категория: особое<br><c 73d882>\u3000※Повышение шансов на ловлю особых объектов во время<br>приготовления Roasted Seafood.<c>"""
Explain_F0172#0,"""<yellow>Поймать 3 Large Sanctum Marlin!<c><br>\u3000※Область: Святилище<br>\u3000※Категория: большая рыба<br><c 73d882>\u3000※Повышение шансов на ловлю большой рыбы во время<br>приготовления Facility Turnip Ravioli.<c>"""
Explain_F0173#0,"""<yellow>Порыбачить 10 раз в Куронии!<c><br>\u3000※Область: Курония<br>\u3000※Категория: общая"""
Explain_F0174#0,"""<yellow>Порыбачить 20 раз в Куронии!<c><br>\u3000※Область: Курония<br>\u3000※Категория: общая"""
Explain_F0175#0,"""<yellow>Порыбачить 30 раз в Куронии!<c><br>\u3000※Область: Курония<br>\u3000※Категория: общая"""
Explain_F0176#0,"""<yellow>Поймать 3 Kuron Squid!<c><br>\u3000※Область: Курония<br>\u3000※Категория: моллюски<br><c 73d882>\u3000※Повышение шансов на ловлю моллюсков во время<br>приготовления Seafood Pumpkin Pie.<c>"""
Explain_F0177#0,"""<yellow>Поймать 15 Kuron Squid!<c><br>\u3000※Область: Курония<br>\u3000※Категория: моллюски<br><c 73d882>\u3000※Повышение шансов на ловлю моллюсков во время<br>приготовления Seafood Pumpkin Pie.<c>"""
Explain_F0178#0,"""<yellow>Поймать 3 Kuron Needlefish!<c><br>\u3000※Область: Курония<br>\u3000※Категория: рыба<br><c 73d882>\u3000※Повышение шансов на ловлю рыбы во время<br>приготовления Roasted Seabed Oysters.<c>"""
Explain_F0179#0,"""<yellow>Поймать 15 Kuron Needlefish!<c><br>\u3000※Область: Курония<br>\u3000※Категория: рыба<br><c 73d882>\u3000※Повышение шансов на ловлю рыбы во время<br>приготовления Roasted Seabed Oysters.<c>"""
Explain_F0180#0,"""<yellow>Поймать 3 Little Zakuri!<c><br>\u3000※Область: Курония<br>\u3000※Категория: другое<br><c 73d882>\u3000※Повышение шансов на добычу других объектовво время<br>приготовления Boiled Shironia Carp.<c>"""
Explain_F0181#0,"""<yellow>Поймать 3 Small Kuron Abalone!<c><br>\u3000※Область: Курония<br>\u3000※Категория: маленькая рыба<br><c 73d882>\u3000※Повышение шансов на ловлю маленькой рыбы во время<br>приготовления Oil-Preserved Coast Mussels.<c>"""
SheetName_F0000#0,"""Ловля 1"""
SheetName_F0001#0,"""Ловля 2"""
SheetName_F0002#0,"""Ловля в Лесу 1"""
SheetName_F0003#0,"""Ловля в Руинах 1"""
SheetName_F0004#0,"""Ловля на Побережье 1"""
SheetName_F0005#0,"""Ловля в Токио 1"""
SheetName_F0006#0,"""Ловля в Пустыне 1"""
SheetName_F0007#0,"""Ловля в Карьере 1"""
SheetName_F0008#0,"""Ловля в Плав. сооруж. 1"""
SheetName_F0009#0,"""Ловля в Лас-Вегасе 1"""
SheetName_F0010#0,"""Ловля в Вул. пещерах 1"""
SheetName_F0011#0,"""Ловля в Тундре 1"""
SheetName_F0012#0,"""Ловля в Тоннелях 1"""
SheetName_F0013#0,"""Ловля в Широнии 1"""
SheetName_F0014#0,"""Ловля на Парящем Континенте 1"""
SheetName_F0015#0,"""Ловля на Морском Дне 1"""
SheetName_F0016#0,"""Ловля в Святилище 1"""
SheetName_F0017#0,"""Ловля в Куронии 1"""
RecipeName_0000#0,"""Недоступно"""
RecipeName_0001#0,"""Недоступно"""
RecipeName_0002#0,"""Недоступно"""
RecipeName_0003#0,"""Forest Tomato Salad Рецепт"""
RecipeName_0004#0,"""Sashimi Рецепт"""
RecipeName_0005#0,"""Grilled Fish Рецепт"""
RecipeName_0006#0,"""Forest Tuna Carpaccio Рецепт"""
RecipeName_0007#0,"""Forest Sweetfish In Stewed Tomatoes Рецепт"""
RecipeName_0008#0,"""Ruins Salmon in Fruit Sauce Рецепт"""
RecipeName_0009#0,"""Ruins Shrimp Tempura Рецепт"""
RecipeName_0010#0,"""Grilled Coast Filefish Рецепт"""
RecipeName_0011#0,"""Oil-Preserved Coast Mussels Рецепт"""
RecipeName_0012#0,"""Tokyo Madai Teriyaki Рецепт"""
RecipeName_0013#0,"""Tokyo Tuna Sashimi Рецепт"""
RecipeName_0014#0,"""Seafood Soup Рецепт"""
RecipeName_0015#0,"""Forest Amberjack Soup Рецепт"""
RecipeName_0016#0,"""Jerky Рецепт"""
RecipeName_0017#0,"""Stir-Fried Meat and Vegetables Рецепт"""
RecipeName_0018#0,"""Marinade Рецепт"""
RecipeName_0019#0,"""Delicious Burger Рецепт"""
RecipeName_0020#0,"""Tokyo-Style Hamburger Рецепт"""
RecipeName_0021#0,"""Desert Flounder Pasta Рецепт"""
RecipeName_0022#0,"""Broiled Quarry Eel Рецепт"""
RecipeName_0023#0,"""Desert Crab Croquette Рецепт"""
RecipeName_0024#0,"""Sauteed Quarry Beltfish Рецепт"""
RecipeName_0025#0,"""Facility Mint Meuniere Рецепт"""
RecipeName_0026#0,"""Facility Calamari Burrito Рецепт"""
RecipeName_0027#0,"""Facility Anchovy Salad Рецепт"""
RecipeName_0028#0,"""Facility Turnip Ravioli Рецепт"""
RecipeName_0029#0,"""から揚げのレシピ"""
RecipeName_0030#0,"""Недоступно"""
RecipeName_0031#0,"""Quarry Shark Soup Рецепт"""
RecipeName_0032#0,"""Steamed Facility Rainbow Shrimp Рецепт"""
RecipeName_0033#0,"""Seafood Fruit Confit Рецепт"""
RecipeName_0034#0,"""Seafood Pumpkin Pie Рецепт"""
RecipeName_0035#0,"""Tundra Onion Ajillo Рецепт"""
RecipeName_0036#0,"""Tundra Herring Canh Chua Рецепт"""
RecipeName_0037#0,"""Butter Roasted V. Cavern Char Рецепт"""
RecipeName_0038#0,"""Grilled Tunnels Mantis Shrimp Рецепт"""
RecipeName_0039#0,"""Tunnels Mushroom and Crab Omelet Рецепт"""
RecipeName_0040#0,"""Tunnels Snail Salad Рецепт"""
RecipeName_0041#0,"""Boiled Shironia Carp Рецепт"""
RecipeName_0042#0,"""Seafood Brochette Рецепт"""
RecipeName_0043#0,"""Seabed Octopus Fritter Рецепт"""
RecipeName_0044#0,"""Roasted Seabed Oysters Рецепт"""
RecipeName_0045#0,"""Braised Skyscape Tuna Рецепт"""
RecipeName_0046#0,"""Roasted Seafood Рецепт"""
RecipeName_0047#0,"""Seafood Hot Pot Рецепт"""
RecipeName_0048#0,"""Kuron Needlefish Galette Рецепт"""
RecipeName_0049#0,"""Kuron Squid Pie Рецепт"""
RecipeName_0050#0,"""Deep-Fried Sanctum Snakehead Рецепт"""
RecipeName_0051#0,"""Kuron Burdock Bisque Рецепт"""
RecipeName_0052#0,"""Seafood Smorgasbord Рецепт"""
Achieved#0,"""Достижение: Получено $(0)!"""
Achieved2#0,"""Достижение: Получено $(0), доступно $(1)!"""
ReleasedSheet#0,"""Новый список достижений разблокирован."""
ReleasedKey#0,"""Новое достижение разблокировано."""
ReleasedSheetAndKey#0,"""Новые достижения и список достижений разблокированы."""
LevelUpC#0,"""<c 99ff97>Повышение уровня сбора!<c> Выполнено <c f0df60>Lv.$(0)<c>."""
LevelUpF#0,"""<c 97fff2>Повышение уровня рыбалки!<c> Выполнено <c f0df60>Lv.$(0)<c>."""
