YesText#0,"""Да"""
Block_help_Message_134#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности<br>на планете Харкотан.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_135#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности<br>на планете Харкотан.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_136#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>на планете Харкотан.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_137#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>на планете Харкотан.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_138#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>игры в Широнии."""
Block_help_Message_139#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>игры в Широнии."""
Block_help_Message_140#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>игры в Широнии."""
Block_help_Message_141#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Широнии."""
Block_help_Message_142#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>игры в Широнии.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_143#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>игры в Широнии.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_144#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>игры в Широнии.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_145#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Широнии.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_146#0,"""Блок для тех, кто хочет насладиться<br>казино играми. Пожалуйста, будьте<br>внимательны к другим игрокам."""
Block_help_Message_147#0,"""Блок для тех, кто хочет насладиться<br>казино играми. Пожалуйста, будьте<br>внимательны к другим игрокам.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_148#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>игры в Всплывшем комплексе."""
Block_help_Message_149#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>игры в Всплывшем комплексе."""
Block_help_Message_150#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>игры в Всплывшем комплексе."""
Block_help_Message_151#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Всплывшем комплексе."""
Block_help_Message_152#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>игры в Всплывшем комплексе.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_153#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>игры в Всплывшем комплексе.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_154#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>игры в Всплывшем комплексе.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_155#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Всплывшем комплексе.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_156#0,"""Блок для поиска напарника на миссии<br>экстра сложного уровня сложности<br>на разных местностях."""
Block_help_Message_157#0,"""Блок, предназначенный для<br>помощи игрокам в прохождении<br>ультимейт-квестов."""
Block_help_Message_158#0,"""Блок для поиска напарника на миссии<br>экстра сложного уровня сложности<br>на разных местностях.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_159#0,"""Блок, предназначенный для<br>помощи игрокам в прохождении<br>ультимейт-квестов.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_160#0,"""Блок для поиска напарника на<br>ежедневные миссии вне зависимости от<br>местности и сложности."""
Block_help_Message_161#0,"""Блок для поиска напарника на<br>ежедневные миссии вне зависимости от<br>местности и сложности.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_162#0,"""Блок, предназначенный для<br>помощи игрокам в прохождении<br>ультимейт-квестов<br>на экстра сложной сложности."""
Block_help_Message_163#0,"""Блок, предназначенный для<br>помощи игрокам в прохождении<br>ультимейт-квестов<br>на экстра сложной сложности.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_164#0,"""Блок для поиска напарника на миссии<br>челлендж квестов. Челлендж квесты<br>могут быть запущены только<br>из лобби челленджей."""
Block_help_Message_165#0,"""Блок для поиска напарника на миссии<br>челлендж квестов. Челлендж квесты<br>могут быть запущены только<br>из лобби челленджей.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_166#0,"""Блок предназначенный<br>для режима испытаний.<br>Помощь ветеранов приветствуется."""
Block_help_Message_167#0,"""Блок предназначенный<br>для режима испытаний.<br>Помощь ветеранов приветствуется.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_168#0,"""Блок для поиска напарника на миссии<br>челлендж квестов на свободной основе."""
Block_help_Message_169#0,"""Блок для поиска напарника на миссии<br>челлендж квестов на свободной основе.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_170#0,"""Блок для пробования новых способов<br>прохождения челлендж квестов."""
Block_help_Message_171#0,"""Блок для пробования новых способов<br>прохождения челлендж квестов.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_172#0,"""Блок для прохождения челленджей<br>как можно быстрее.<br>Не для свободной основы!"""
Block_help_Message_173#0,"""Блок для прохождения челленджей<br>как можно быстрее.<br>Не для свободной основы!<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_174#0,"""Блок для поиска людей для общения<br>и фана а так же социальных<br>взаимодействий."""
Block_help_Message_175#0,"""Блок для поиска людей для общения<br>и фана а так же социальных<br>взаимодействий.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_176#0,"""Блок для поиска напарника на миссии<br>ультимейт-квестов<br>“Искаженная область:Набериус”<br>на экстра сложном уровне сложности."""
Block_help_Message_177#0,"""Блок для поиска напарника на миссии<br>ультимейт-квестов<br>“Искаженная область:Лиллипа”<br>на экстра сложном уровне сложности."""
Block_help_Message_178#0,"""Блок для поиска напарника на миссии<br>ультимейт-квестов<br>“Искаженная область:Набериус”<br>на экстра сложном уровне сложности.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_179#0,"""Блок для поиска напарника на миссии<br>ультимейт-квестов<br>“Искаженная область:Лиллипа”<br>на экстра сложном уровне сложности.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_180#0,"""Блок для поиска напарника на миссии<br>временных квестов фестиваля ARKS 2016."""
Block_help_Message_181#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>игры в Токио."""
Block_help_Message_182#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>игры в Токио."""
Block_help_Message_183#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>игры в Токио."""
Block_help_Message_184#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Токио."""
Block_help_Message_185#0,"""Блок для поиска напарника на миссии<br>экстра сложного уровня сложности<br>в Токио."""
Block_help_Message_186#0,"""Блок для поиска напарника на миссии<br>нормального уровня сложности для<br>игры в Токио.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_187#0,"""Блок для поиска напарника на миссии<br>сложного уровня сложности для<br>игры в Токио.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_188#0,"""Блок для поиска напарника на миссии<br>очень сложного уровня сложности<br>игры в Токио.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_189#0,"""Блок для поиска напарника на миссии<br>супер сложного уровня сложности<br>в Токио.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_190#0,"""Блок для поиска напарника на миссии<br>экстра сложного уровня сложности<br>в Токио.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_191#0,"""Блок для тех, кто хочет устроить<br>сбор с другими игроками.<br>В можете использовать этот<br>блок при сборе с друзьями."""
Block_help_Message_192#0,"""Блок для тех, кто хочет устроить<br>сбор с другими игроками.<br>В можете использовать этот<br>блок при сборе с друзьями.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_193#0,"""AGP2016クエスト用をプレイしたい方が集まる<br>ためのブロックです。AGP2016クエスト用は<br>チャレンジブロックでのみ受注可能です。"""
Block_help_Message_194#0,"""AGP2016クエスト用をプレイしたい方が集まる<br>ためのブロックです。AGP2016クエスト用は<br>チャレンジブロックでのみ受注可能です。<br>【“PS Vita”＆“PC”/“PS4”共用】"""
Block_help_Message_195#0,"""AGP2016クエスト用を始めたばかりの方が<br>集まるためのブロックです。<br>手助けしてくれるベテランの方も大歓迎！"""
Block_help_Message_196#0,"""AGP2016クエスト用を始めたばかりの方が<br>集まるためのブロックです。<br>手助けしてくれるベテランの方も大歓迎！<br>【“PS Vita”＆“PC”/“PS4”共用】"""
Block_help_Message_197#0,"""AGP2016クエスト用をのんびりと楽しみたい<br>方が集まるためのブロックです。"""
Block_help_Message_198#0,"""AGP2016クエスト用をのんびりと楽しみたい<br>方が集まるためのブロックです。<br>【“PS Vita”＆“PC”/“PS4”共用】"""
Block_help_Message_199#0,"""AGP2016クエスト用の攻略方法を<br>いろいろ試しながらクリアを目指す方が<br>集まるためのブロックです。"""
Block_help_Message_200#0,"""AGP2016クエスト用の攻略方法を<br>いろいろ試しながらクリアを目指す方が<br>集まるためのブロックです。<br>【“PS Vita”＆“PC”/“PS4”共用】"""
Block_help_Message_201#0,"""AGP2016クエスト用の最速クリアを目指して<br>突き詰めたい方が集まるための<br>ブロックです。手加減無用！"""
Block_help_Message_202#0,"""AGP2016クエスト用の最速クリアを目指して<br>突き詰めたい方が集まるための<br>ブロックです。手加減無用！<br>【“PS Vita”＆“PC”/“PS4”共用】"""
Block_help_Message_203#0,"""Блок для прохождения райдинг квестов."""
Block_help_Message_204#0,"""Блок для прохождения райдинг квестов.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_205#0,"""Блок для прохождения райдинг квестов<br>экстра сложного уровня сложности."""
Block_help_Message_206#0,"""Блок для прохождения райдинг квестов<br>экстра сложного уровня сложности.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_207#0,"""Блок для поиска напарника на миссии<br>в Лас-Вегасе."""
Block_help_Message_208#0,"""Блок для поиска напарника на миссии<br>в Лас-Вегасе.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_209#0,"""Блок для поиска напарника на миссии<br>экстра сложного уровня сложности<br>в Лас-Вегасе."""
Block_help_Message_210#0,"""Блок для поиска напарника на миссии<br>экстра сложного уровня сложности<br>в Лас-Вегасе.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_211#0,"""称号「独極の孤軍奮闘」を持つ方<br>どうしで、難易度の高いクエスト<br>へ挑戦するためのブロックです。"""
Block_help_Message_212#0,"""称号「独極の孤軍奮闘」を持つ方<br>どうしで、難易度の高いクエスト<br>へ挑戦するためのブロックです。<br>【“PS Vita”＆“PC”/“PS4”共用】"""
Block_help_Message_213#0,"""Блок посвященный боевой арене.<br>Поскольку матчи боевой арены проходят<br>во всех блоках, в блоках нет разницы."""
Block_help_Message_214#0,"""Блок для поиска напарника на<br>экстра сложного уровня сложности<br>квесты/триггеры редких врагов."""
Block_help_Message_215#0,"""Блок для поиска напарника на<br>экстра сложного уровня сложности<br>квесты/триггеры редких врагов.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_216#0,"""Блок для поиска напарника на миссии<br>экстра сложного уровня сложности<br>доступным только тем, кто выполнил<br>определённые условия."""
Block_help_Message_217#0,"""Блок для поиска напарника на миссии <br>экстра сложного уровня сложности<br>доступным только тем, кто выполнил<br>определённые условия.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_218#0,"""Блок для сбора на бастер квесты."""
Block_help_Message_219#0,"""Блок для сбора на бастер квесты.<br>【“PS Vita”＆“PC”/“PS4” общий блок】"""
Block_help_Message_220#0,"""Блок для стрима игры, записи видео или<br>съемки скриншотов. Блок для игроков,<br>у которых нет проблем с персонажем<br>и отображаемой информацией."""
Block_help_Message_221#0,"""Блок для игроков, использующих триггеры<br>квестов либо триггеры боссов."""
Block_help_Message_222#0,"""Блок для игроков, использующих триггеры<br>квестов либо триггеры боссов.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_223#0,"""Блок только для начинающих в челлендж-режимах.<br>Рекомендуется посещать ветеранам<br>для помощи!<br>※Подбор ограничен.<br>[Cloud Block]"""
Block_help_Message_224#0,"""Блок для поиска групп для выполнения<br>квестов нормальной сложности в любой области.<br>[Cloud Block]"""
Block_help_Message_225#0,"""Блок для поиска групп для выполнения<br>квестов сложной сложности в любой области.<br>[Cloud Block]"""
Block_help_Message_226#0,"""Блок для поиска групп для выполнения<br>квестов очень сложной сложности<br>в любой области.<br>[Cloud Block]"""
Block_help_Message_227#0,"""Блок для поиска групп для выполнения<br>квестов супер сложной сложности<br>в любой области.<br>[Cloud Block]"""
Block_help_Message_228#0,"""Блок для поиска групп для выполнения<br>квестов экстра сложной сложности<br>в любой области.<br>[Cloud Block]"""
Block_help_Message_229#0,"""Блок для сбора и похода<br>на Бастер квесты.<br>[Cloud Block]"""
Block_help_Message_230#0,"""Блок для сбора и похода<br>на Ультимейт квесты.<br>[Cloud Block]"""
Block_help_Message_231#0,"""Блок для игроков, использующих триггеры<br>квестов либо триггеры боссов.<br>[Cloud Block]"""
Block_help_Message_232#0,"""Блок для сбора и похода на экстра сложные<br>Райдинг-квесты квесты.<br>[Cloud Block]"""
Block_help_Message_233#0,"""Блок для тех, кто хочет насладиться<br>казино играми. Пожалуйста, будьте<br>внимательны к другим игрокам.<br>[Cloud Block]"""
Block_help_Message_234#0,"""Блок бля любых целей и квестов.<br>※Применяются ограничения подбора<br>мульти-блока.<br>[Cloud Block]"""
Block_help_Message_235#0,"""Блок для записи видео<br>и создания скриншотов."""
Block_help_Message_236#0,"""Блок, созданный для премиум игроков.<br>※Применяются ограничения подбора<br>мульти-блока.<br>[Cloud Block]"""
Block_help_Message_237#0,"""Блок для поиска группы на челлендж-квесты.<br>Челлендж-квесты можно запустить только<br>в лобби челленджей.<br>[Cloud Block]"""
Block_help_Message_238#0,"""Блок для записи видео<br>и создания скриншотов."""
Block_help_Message_239#0,"""Блок только для начинающих в челлендж-режимах.<br>Рекомендуется посещать ветеранам<br>для помощи!<br>[Cloud Block]"""
Block_help_Message_240#0,"""Блок для поиска групп с целью выполнения<br>квестовых заданий в непринуждённой<br>обстановке.<br>[Cloud Block]"""
Block_help_Message_241#0,"""Блок для поиска новых захватывающих<br>способ прохождения челлендж режимов.<br>[Cloud Block]"""
Block_help_Message_242#0,"""Блок для стрима игры, записи видео или<br>съемки скриншотов. Блок для игроков,<br>у которых нет проблем с персонажем<br>и отображаемой информацией."""
Block_help_Message_243#0,"""Блок для участия в боях на боевой арене.<br>Поскольку подбор идёт на все блоки,<br>разницы в блоках нет.<br>[Cloud Only]"""
Block_help_Message_244#0,"""Блок для людей, которых хотят общаться, дружить и набирать игроков в команду!<br>※Применяются ограничения подбора<br>мульти-блока.<br>[Cloud Block]"""
Block_help_Message_245#0,"""Блок бля любых целей и квестов.<br>※Применяются ограничения подбора<br>мульти-блока.<br>[Cloud Block]"""
Block_help_Message_246#0,"""Блок для поиска групп для выполнения<br>квестов ультра сложной сложности<br>в любой области."""
Block_help_Message_247#0,"""Блок для поиска групп для выполнения<br>квестов ультра сложной сложности<br>в любой области.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_248#0,"""Блок для поиска групп для выполнения<br>квестов ультра сложной сложности<br>в любой области.<br>[Cloud Block]"""
Block_help_Message_250#0,"""ヘルプメッセージ250"""
Block_help_Message_251#0,"""ヘルプメッセージ251"""
Block_help_Message_252#0,"""ヘルプメッセージ252"""
Block_help_RebootBlock#0,"""Отправиться в 『PSO2：NGS』 блок."""
Error_Title#0,"""Сообщение"""
Error_InstalledItem#0,"""Не удалось установить выбранный предмет."""
Error_UsedItem#0,"""Невозможно использовать выбранный предмет."""
Error_MoveBackPack#0,"""Не удалось перейти к набору предметов."""
Error_MoveWarehouse#0,"""Не удалось переместить предмет в хранилище."""
Error_RoomSize#0,"""Размер комнаты был изменён."""
Error_CostCheck#0,"""У вас недостаточно места для размещения<br>данного предмета комнаты."""
Error_NotInstaled_Area#0,"""Вы не можете поставить предмет комнаты здесь."""
Error_ItemPackMax#0,"""Вы не можете убрать предмет комнаты из-за<br>нехватки свободного места на вашем складе."""
Error_ReformChicket#0,"""Никаких изменений не было сделано."""
Error_MoveRoomGoods#0,"""Невожно установить предмет в помещении,<br>поскольку игрок заградил место."""
Error_DeleteRoomGoods#0,"""Невозможно убрать предмет,<br>поскольку игрок мешается."""
Error_Irregular#0,"""処理に失敗しました。<br>少し時間を置いて再度実行してください。<br><br>[No.1100］"""
Error_MesetaCheck_Over#0,"""Невозможно снять месету, поскольку вы несёте<br>максимально возможное количество. Пожалуйста,<br>внесите часть в своё хранилище и попробуйте<br>снова."""
Error_MesetaCheck_DB_Delete#0,"""Проблема обновления вашей месеты.<br>Передача предмета комнаты не удалась.<br><br>[No.1103］"""
Error_MyRoomDB_MissMatch#0,"""一部のグッズに問題があったため、自動でアイテムに戻しました。"""
Error_MyRoomDB_MissMatch_NG#0,"""一部のグッズに問題がありました。リフォーム後にアイテムが戻ります。"""
Error_Custom_Installed#0,"""既に設置されているルームグッズがあったため、<br>設置できませんでした。<br><br>[No.1105］"""
Error_Consume_Item#0,"""アイテムの消費に失敗したため、実行できませんでした。<br><br>[No.1106］"""
Error_MesetaCheck_DB_Present#0,"""メセタの更新に問題が発生しました。<br>ルームグッズに格納できませんでした。<br><br>[No.1107］"""
Error_RoomGoods_Reform#0,"""リフォーム中のため、<br>ルームグッズを設置できませんでした。"""
Error_RoomGoods_Update_False#0,"""ルームグッズの更新に失敗しました。<br>ルームグッズが正しく表示されない場合は、<br>ゲストを退出させ、再入室してください。<br>再入室時にルームグッズの表示、<br>もしくはアイテムパックか倉庫へ移動を行います。<br><br>[No.1109]"""
Error_RoomGoods_PhotoGachan_PrizeItemNone#0,"""Поскольку в Photogachan нет предметов,<br>вы не можете его использовать."""
Error_RoomGoods_PhotoGachan_MesetaNone#0,"""Поскольку у вас нет месеты, вы не можете<br>использовать Photogachan."""
Error_RoomGoods_PhotoGachan_MesetaNone_Serever#0,"""メセタが足りないため、<br>フォトガチャンを回すことが<br>できませんでした。<br><br>[No.1108]"""
Error_RoomGoods_PhotoGachan_MyRoomDB#0,"""景品取得の処理で失敗しました。<br><br>[No.1111]"""
Error_RoomGoods_PhotoGachan_Access#0,"""他のプレイヤーが使用しているため、<br>現在アクセスすることができません。"""
Error_RoomGoods_PhotoGachan_PrizeItemMax#0,"""これ以上のアイテムは追加出来ません。"""
Error_RoomGoods_PresentBox_Not_PremiumUser#0,"""Поскольку у вас нет премиума, вы не можете<br>поставить Present Box."""
Error_RoomGoods_PresentBoxInReform#0,"""プレゼントボックスが設置されているため、<br>ルームリフォームによる部屋のサイズ変更、<br>もしくはルームグッズ全撤去を実行できません。<br>プレゼントボックスを撤去して再度実行してください。"""
Error_RoomGoods_MusicDisc_Same#0,"""Данный Music Disc уже установлен."""
Error_RoomGoodsNone#0,"""撤去するルームグッズがありません。"""
Error_LayoutChange_FreeRoom#0,"""レイアウト変更に失敗しました。<br>プレミアム有効期間、マイルーム利用期間<br>を過ぎている可能性があります。<br><br>[No.1112]"""
Error_ReformChicket_Premiere#0,"""リフォームに失敗しました。<br>プレミアム有効期間、マイルーム利用期間<br>を過ぎている可能性があります。<br><br>[No.1113]"""
Error_MaxSetOver#0,"""選択したルームグッズの設置数、<br>または同じ機能のルームグッズの<br>設置数制限により、<br>置くことができませんでした。"""
Error_PresentBoxMesetaOver#0,"""プレゼントボックスに入れるメセタが不正のため、<br>格納できませんでした。<br><br>[No.1114]"""
Error_RoomGoods_PhotoGachanInReform#0,"""フォトガチャンが設置されているため、<br>ルームリフォームによる部屋のサイズ変更、<br>もしくはルームグッズ全撤去を実行できません。<br>フォトガチャンを撤去して再度実行してください。"""
Error_RoomGoods_PhotoGachanInPrizeItem#0,"""フォトガチャンに景品用のアイテムが残っているため、<br>撤去が出来ません。<br>撤去する場合は、<br>景品のアイテムを全て取り出してください。"""
Error_RoomGoods_PhotoGachan_MissMatchMeseta#0,"""Количество месеты было обновлено.<br>Пожалуйста, попробуйте снова."""
Error_RoomGoods_PhotoGachan_Not_PremiumUser#0,"""Поскольку у вас нет премиума, вы не можете<br>управлять Photogachan."""
Error_RoomGoods_SupportPartner_Entry#0,"""サポートパートナーの呼び出しに失敗しました。"""
Error_RoomGoods_MiniRoomNG#0,"""選択したルームグッズは、<br>ミニルームでは設置できません。<br><br>マイルーム レイアウトA、レイアウトBで<br>設置することができます。"""
Error_RoomGoods_PhotoGachan_PlayerItemMax#0,"""Невозможно воспроизвести Photon Gacha,<br>поскольку нет свободного места в вашем наборе<br>предметов или хранилище.<br><br>Расширьте пространство в вашем наборе предметов<br>или хранилище и попробуйте снова."""
Error_RoomGoods_PhotoGachan_PrizeItem_DeleteItemMax#0,"""アイテムパックおよび<br>倉庫の空き容量が不足しているため、<br>アイテムを取り下げることが<br>できませんでした。<br><br>アイテムパックおよび<br>倉庫に空きを用意してから<br>再度実行してください。"""
Power#1,"""Сила: """
DexRate#0,"""DEX: """
NeedPP#0,"""Стоим. РР: """
Effect#0,"""Эффект: """
PartnerTitle#0,"""Инфо партнёра"""
PartnerStatus#0,"""Статус"""
PartnerEquipInfo#0,"""Инфо экипировки"""
PartnerClassInfo#0,"""Инфо класса"""
PartnerName#0,"""Имя партнёра"""
MasterName#0,"""Имя мастера"""
Race#0,"""Раса"""
Sex#0,"""Пол"""
Personality#0,"""Личность"""
GoodWill#0,"""Уровень друга"""
Class#2,"""Основной класс"""
ClassLevel#3,"""Ур."""
SubClass#1,"""Подкласс"""
ClassDetails#0,"""Подроб-ти класса"""
PartnerListTitle#0,"""Список партнёров поддержки"""
PartnerList_Menu_NewCreate#0,"""Создать нового партнёра поддержки"""
PartnerList1#0,"""Выдать клиентские заказы"""
PartnerList2#0,"""Отменить клиентские заказы"""
PartnerList3#0,"""Статус партнёра поддержки"""
PartnerList4#0,"""Позвать в комнату"""
PartnerList5#0,"""Пересоздать партнёра"""
PartnerCallBackMessage#0,"""Вы можете отменить заказ и вернуть партнёра.<br><br>Однако вы не получите предметы или опыт,<br>накопленные за это время.<br><br>Вы действительно хотите отменить заказ?"""
UniqueState_Init#0,"""Вхолостую"""
UniqueState_MyRoom#0,"""Ваша комната"""
UniqueState_InOrder#0,"""Поиск"""
UniqueState_OrderResult#0,"""Готов(а) отчитаться"""
UniqueState_Wait#0,"""Ожидание"""
UniqueState_Invalid#0,"""---"""
UniqueState_Error#0,"""？？？"""
PartnerPersonality1#0,"""Чистый"""
PartnerPersonality2#0,"""Красноречивый"""
PartnerPersonality3#0,"""Робкий"""
PartnerPersonality4#0,"""Крутой"""
PartnerPersonality5#0,"""Непослушный"""
PartnerPersonality6#0,"""Учтивый"""
PartnerPersonality7#0,"""Наивный"""
PartnerPersonality8#0,"""Неуклюжий"""
PartnerPersonality9#0,"""Мальчиковатый"""
PartnerFriendLevel1#0,"""Нервный"""
PartnerFriendLevel2#0,"""Надежный"""
PartnerFriendLevel3#0,"""Благонадежный"""
PartnerFriendLevel4#0,"""Дружелюбный"""
PartnerFriendLevel5#0,"""Привязчивый"""
LeaveTime#0,"""- Оставил: $(0)"""
PartnerList_Non#0,"""Нет партнёра поддержки"""
PartnerList_Error#0,"""Невозможно отобразить информацию."""
PartnerList_Error_Title#0,"""Сводка партнёра поддержки"""
PartnerList_Error_MyRoomNotCreate#0,"""サポートパートナーの情報を表示できません。<br><br>一度マイルームを訪れ、<br>サポートパートナーと会ってください。"""
PartnerList_Error_System#0,"""При попытке получить список партнёров<br>поддержки произошла системная ошибка."""
PartnerList_Error_DB#0,"""При попытке получить список партнёров<br>поддержки произошла ошибка базы данных."""
PartnerList_Error_Etc#0,"""サポートパートナー一覧のデータが取得できませんでした。"""
EquipNone#0,"""Нет экипировки"""
ListErrorTitle#0,"""Сводка партнёра поддержки"""
ListError#0,"""Не удалось получить сводку партнёра поддержки."""
DetailErrorTitle#0,"""Инфо партнёра поддержки"""
DetailError#0,"""Не удалось получить информацию о партнёре поддержки."""
ClassList#2,"""Список классов"""
ClassLevelMax#0,"""Ур.(МАКС.)"""
Window_Titletelop_Loginbonus#0,"""Бонус за вход"""
Window_Title_LoginbonusInfo#0,"""Инфо бонуса за вход"""
Label_DeliveryPeriod#0,"""Продолжительность"""
Label_Progress#0,"""Прогресс"""
Content_DeliveryPeriod#0,"""От $(1)～$(0)"""
Content_Progress#0,"""$(1)/$(0)"""
Mes_Loginbonus#0,"""Описание бонуса за вход в игру."""
ItemDetail_Title#0,"""Инфо предмета"""
LoginBonusTabName_Normal#0,"""Обычный: $(0)"""
LoginBonusTabName_Limited#0,"""Временный: $(0)"""
LoginBonusTabName_Beginner#0,"""Новичок: $(0)"""
LoginBonusTabName_Comeback#0,"""Вернувшийся: $(0)"""
LoginBonusTabName_Inherit#0,"""Наследник: $(0)"""
StampCard#0,"""Просм. карточку печатей."""
Reward#1,"""Подтвердить награды"""
LoginStampTitle#1,"""Штампы входа"""
RewardTitle#1,"""Награды"""
StampNumber#0,"""Штампы"""
PresentNumber#0,"""Текущие штампы"""
RewardList#0,"""Список наград"""
StampNumberTitle#0,"""Номер штампа"""
RewardItemTitle#0,"""Предм. награды"""
slash#0,"""/"""
RewardList_Number#0,"""$(0) шт"""
LoginStampToast_Normal#0,"""Получен штамп входа!"""
LoginStampToast_Bonus#0,"""Бонус компании!"""
LoginStampToast_Premium#0,"""Премиум бонус!"""
RewardGetMessage#0,"""Получена награда штампа<br>входа<br><yellow>[$(0) x $(1)]<c>."""
RewardGetMessage_1#0,"""Получена награда штампа<br>входа<br><yellow>[$(0)]<c>."""
RewardGetMessage_2#0,"""Получена награда штампа<br>входа<br><yellow>[$(0)]<c> и <br><yellow>[$(1)]<c>."""
RewardGetMessage_3#0,"""Получена награда штампа<br>входа<br><yellow>[$(0)]<c>,<br><yellow>[$(1)] и <c><br><yellow>[$(2)]<c>."""
RewardGetMessage_4#0,"""Получена награда штампа<br>входа<br><yellow>[$(0)]<c>,<br><yellow>[$(1)]<c>,<br><yellow>[$(2)] и <c><br><yellow>[$(3)]<c>."""
RewardGetMessage_5#0,"""Получена награда штампа<br>входа<br><yellow>[$(0)]<c>,<br><yellow>[$(1)]<c>,<br><yellow>[$(2)]<c>,<br><yellow>[$(3)]<c> и <br><yellow>[$(4)]<c>."""
RewardGetMessage_6#0,"""Получена награда штампа<br>входа<br><yellow>[$(0)]<c>,<br><yellow>[$(1)]<c>,<br><yellow>[$(2)]<c>,<br><yellow>[$(3)]<c>,<br><yellow>[$(4)]<c> и <br><yellow>[$(5)]<c>."""
RewardGetMessage_7#0,"""Получена награда штампа<br>входа<br><yellow>[$(0)]<c>,<br><yellow>[$(1)]<c>,<br><yellow>[$(2)]<c>,<br><yellow>[$(3)]<c>,<br><yellow>[$(4)]<c>,<br><yellow>[$(5)]<c> и <br><yellow>[$(6)]<c>."""
RewardGetMessage_Warehouse#0,"""Награда штампа входа<br><yellow>[$(0) x $(1)]<c><br>отправлена в $(2)."""
NextGetRewardMessage#0,"""Следующая награда за вход<br><yellow>[$(0) x $(1)]<c>."""
RewardItemName#0,"""$(0) ×$(1)"""
ResultInfo#0,"""Подробности достижения"""
CraftResult#0,"""Достижения крафта"""
ResultName#0,"""Название достижения"""
