YesText#0,"""Si"""
Contents_World_Trial_Clear#0,"""WORLD TRIAL CLEAR!!"""
Contents_Season_Quest#0,"""SEASON QUEST"""
Contents_Season_Quest_Start#0,"""SEASON QUEST START!!"""
Contents_Season_Quest_Clear#0,"""SEASON QUEST CLEAR!!"""
Contents_Emergency_Trial_Difficult_Start#0,"""CHAOS TRIAL START!!"""
Contents_Emergency_Trial_Difficult_Clear#0,"""CHAOS TRIAL CLEAR!!"""
EquipTitle#0,"""Equipment Menu"""
Title_WeaponPallet#0,"""Weapon Palette"""
Title_UnitPallet#0,"""Armor Palette"""
Menu_Weapon#0,"""Weapons"""
Menu_Unit#0,"""Armor"""
Menu_Fashion#0,"""Fashion"""
Menu_Other#0,"""Other"""
Menu_Close#0,"""Close"""
Menu_WeaponAvatar#0,"""Weapon Camos"""
WeaponAvatar_NoEquip#0,"""Unequipped"""
Weapon_Label1#0,"""Weapon"""
Weapon_Label2#0,"""Front"""
Weapon_Label3#0,"""Back"""
Unit_Label1#0,"""Slot 1"""
Unit_Label2#0,"""Slot 2"""
Unit_Label3#0,"""Slot 3"""
11100#0,"""Central City """
11101#0,"""Central Aerio """
11102#0,"""Western Aerio """
11103#0,"""Lake Halphiria """
11104#0,"""Vanford Laboratory Ruins """
11105#0,"""Mt. Magnus """
11106#0,"""Southern Aerio """
11109#0,"""Northern Aerio """
11111#0,"""Resol Forest """
11199#0,"""Zonas prohibidas (es un error si puedes entrar aquí)"""
11200#0,"""Retem City"""
11201#0,"""West Retem"""
11202#0,"""North Retem"""
11203#0,"""Central Retem"""
11204#0,"""South Retem"""
11205#0,"""Retem Alnothe"""
11206#0,"""Maqead Lower Level"""
11207#0,"""Rwh Maqead"""
11208#0,"""リージョン2-11208ダミーテキスト"""
11209#0,"""リージョン2-11209ダミーテキスト"""
11210#0,"""リージョン2-11210ダミーテキスト"""
11211#0,"""リージョン2-11211ダミーテキスト"""
11212#0,"""リージョン2-11212ダミーテキスト"""
11213#0,"""リージョン2-11213ダミーテキスト"""
11300#0,"""リージョン3-11300ダミーテキスト"""
11301#0,"""リージョン3-11301ダミーテキスト"""
11302#0,"""リージョン3-11302ダミーテキスト"""
11303#0,"""リージョン3-11303ダミーテキスト"""
11304#0,"""リージョン3-11304ダミーテキスト"""
11305#0,"""リージョン3-11305ダミーテキスト"""
11306#0,"""リージョン3-11306ダミーテキスト"""
11307#0,"""リージョン3-11307ダミーテキスト"""
11308#0,"""リージョン3-11308ダミーテキスト"""
11309#0,"""リージョン3-11309ダミーテキスト"""
11310#0,"""リージョン3-11310ダミーテキスト"""
11311#0,"""リージョン3-11311ダミーテキスト"""
11312#0,"""リージョン3-11312ダミーテキスト"""
11313#0,"""リージョン3-11313ダミーテキスト"""
11400#0,"""リージョン4-11400ダミーテキスト"""
11401#0,"""リージョン4-11401ダミーテキスト"""
11402#0,"""リージョン4-11402ダミーテキスト"""
11403#0,"""リージョン4-11403ダミーテキスト"""
11404#0,"""リージョン4-11404ダミーテキスト"""
11405#0,"""リージョン4-11405ダミーテキスト"""
11406#0,"""リージョン4-11406ダミーテキスト"""
11407#0,"""リージョン4-11407ダミーテキスト"""
11408#0,"""リージョン4-11408ダミーテキスト"""
11409#0,"""リージョン4-11409ダミーテキスト"""
11410#0,"""リージョン4-11410ダミーテキスト"""
11411#0,"""リージョン4-11411ダミーテキスト"""
11412#0,"""リージョン4-11412ダミーテキスト"""
11413#0,"""リージョン4-11413ダミーテキスト"""
HelpMenuTitle#0,"""Menú de ayuda"""
HelpMenuHelp#0,"""Aquí puede obtener ayuda e información útil"""
HelpMenu_GamesGuide#0,"""Ayuda"""
HelpMenu_UsefulInformation#0,"""Información útil"""
HelpMenu_Close#0,"""Cerrar"""
HelpMenuTitle#1,"""Menú de ayuda"""
HelpMenu_GamesGuide#1,"""Guía del juego"""
HelpMenu_UsefulInformation#1,"""Información útil"""
HelpMenu_Close#1,"""Cerrar"""
LocalQuestCounter_Access1#0,"""Mantenga pulsado para iniciar el menú de misiones"""
LocalQuestCounter_Access2#0,"""Acceptar"""
LocalQuestCounter_WindowTitle1#0,"""Misiones disponibles en la sección"""
LocalQuestCounter_WindowTitle2#0,"""$(0):$(1) hasta que esté disponible"""
LocalQuestCounter_WindowTitle3#0,"""<red>No cumple los requisitos<c>"""
LocalQuestCounter_WindowTitle4#0,"""Misiones disponibles"""
LocalQuestCounter_QuestName#0,""" $(0)"""
LocalQuestCounter_QuestOrder#0,""" Nivel de poder recomendado: $(0) ~"""
LocalQuestCounter_QuestReturn#0,"""Mantenga pulsado para volver a Ciudad Central"""
LocalQuestCounter_QuestReturn_menber#0,"""Mantenga pulsado para volver a Ciudad Central"""
LocalQuestCounter_QuestReturn_BattleTrigger#0,"""長押しでトリガーポータルの前に帰還"""
LocalQuestCounter_QuestReturn_BattleTrigger_member#0,"""長押しでトリガーポータルの前に帰還"""
LocalQuestCounter_CountDown#0,"""Saliendo en $(0):$(1).$(2)"""
LocalQuestCounter_Quest_Accept_NG#0,"""<red>límite máximo completado, no puede continuar.<c>"""
Title#15,"""Mag"""
Explanation1#0,"""Mostrar u ocultar el Mag. Puede configurar cómo se muestra."""
Menu_MagTitle#0,"""Mag"""
Menu_Mag#0,"""Mag Settings"""
Mag_ListTitle#0,"""Mag"""
Mag_SubTitle1#0,"""Mag Display Settings"""
Mag_InfoTitle#0,"""Mag Information"""
Mag_SubTitle2#0,"""Selected Form"""
Mag_SubTitle3#0,"""Applicable Forms"""
Mag_SubTitle4#0,"""Mag Form Settings"""
Mag_ShowType0#0,"""Mostrar"""
Mag_ShowType1#0,"""Ocultar"""
Mag_ModelSort1#0,"""Standard Sort"""
Mag_ModelSort2#0,"""Favoritos"""
Mag_ModelSort3#0,"""By Name"""
Mag_NoEquip#0,"""No equipped Form"""
Mag_MenuPopup1#0,"""Select Form"""
Mag_MenuPopup2#0,"""Añadir a favoritos"""
Mag_MenuPopup3#0,"""Eliminar de favoritos"""
Mag_ListMenu1#0,"""Change Mag Form"""
Mag_ListMenu2#0,"""Register New Form"""
Mag_DeviceSelectTitle#0,"""Lista de opciones"""
Mag_DeviceMessage1#0,"""¿Quiere utilizar $(0) para registrar un nuevo formulario?"""
Mag_DeviceMessage2#0,"""¿Desea aplicar el formulario registrado inmediatamente?"""
UseDeviceMsg#0,"""$(0)を使用しました。"""
Mag_ListMenu3#0,"""Mag Color Settings"""
Mag_DefaultColorCheck#0,"""Utilizar el color por defecto"""
Mag_Color1#0,"""Color 1"""
Mag_Color2#0,"""Color 2"""
Mag_Color2_Unsupported#0,"""Color 2<yellow>No se puede sincronizar<c>"""
Mag_ColorInfo_UnsupportedForm#0,"""Los cambios de color no son compatibles con este formulario."""
Mag_ColorInfo1#0,"""Sincronización con el equipo"""
Mag_ColorInfo2#0,"""Utilizar el color por defecto"""
Mag_Color_EsthePalette#0,"""Elija entre los colores del salón"""
Mag_Color_ColorPalette#0,"""Elija entre la paleta de colores"""
Mag_Color_Unselected#0,"""No seleccionado"""
Mag_ColorChangeError#0,"""Color no cambiado.<br>No se consumió un kit de cambio de color N-Mag."""
Mag_ColorChangeTitle#0,"""Cambiar el color del mag"""
Mag_ColorChangeMessage#0,"""N-Utilice el dispositivo de cambio de color de N-Mag<br>y cambie el color de su Mag.<br>¿Está seguro de que desea continuar?<br><br><yellow>Los ajustes de color cambiados se aplicarán a todas las formas de Mag.<c>"""
Mag_ColorSyncMessage#0,"""Utiliza el dispositivo de cambio de color de N-Mag<br>y sincroniza los colores de tu<br>Mag con tu vestimenta.<br>¿Estás seguro de que deseas continuar?<br><br><yellow>Los ajustes de color modificados se aplicarán a todas las formas de Mag.<c>"""
Mag_ColorSyncError#0,"""Este formulario ya es del mismo color que su traje."""
Mag_ColorDeviceError#0,"""No se puede utilizar el dispositivo.<br>El color de este formulario no puede ser cambiado."""
Mag_ListLabel#0,"""<%NextTabDetails><yellow>Add/Eliminar favoritos<c>"""
MagCategoryTab_99#0,"""0. Favoritos"""
MagCategoryTab_0#0,"""1. Mostrar todo"""
Mag_Favorite_Add#0,"""Añadir a favoritos"""
Mag_Favorite_Delete#0,"""Eliminar de favoritos"""
Mag_Favorite_Up#0,"""Subir un nivel"""
Mag_Favorite_Down#0,"""Bajar un nivel"""
Mag_Favorite_Top#0,"""Ir a la parte superior"""
Mag_Favorite_Bottom#0,"""Mover al fondo"""
Mag_Favorite_Add_Msg#0,"""El formulario \""$(0)\"" se ha añadido a tus favoritos. ($(1)/$(2))"""
Mag_Favorite_Add_ErrorMsg#0,"""No se ha podido añadir un favorito porque su lista de favoritos ha alcanzado el límite máximo. ($(0)/$(1))"""
Mag_Favorite_Delete_Msg#0,"""El formulario \""$(0)\"" fue eliminado de tus favoritos. ($(1)/$(2))"""
Mag_Search_Support#0,"""Ajustes de soporte del sonar"""
Mag_Search_Button#0,"""Ajustes del objetivo del sonar"""
Mag_Search_Title#0,"""Ajustes del objetivo del sonar"""
Mag_Search_Ore#0,"""Minerales"""
Mag_Search_Meet#0,"""Animales salvajes"""
Mag_Search_Vegetable#0,"""Vegetales"""
Mag_Search_Fruit#0,"""Frutas"""
Mag_Search_Seafood#0,"""Marisco"""
Mag_Search_Greencontainer#0,"""Contenedor: Verde"""
Mag_Search_Goldcontainer#0,"""Contenedor: Dorado"""
Mag_Search_Redcontainer#0,"""Contenedor: Rojo"""
Mag_Search_Others#0,"""Artículos de valor"""
Mag_Jukebox_Menu_001#0,"""マグジュークボックス"""
Mag_Jukebox_Menu_002#0,"""BGM設定"""
Mag_Jukebox_Menu_003#0,"""BGM設定"""
Mag_Jukebox_Menu_004#0,"""登録"""
Mag_Jukebox_Menu_005#0,"""再生"""
Mag_Jukebox_Register_001#0,"""候補リスト"""
Mag_Jukebox_Register_002#0,"""<%Function><pict 4space>でプレビュー<c>"""
Mag_Jukebox_Register_003#0,"""<%Function><pict 4space>で曲調変更できます。"""
Mag_Jukebox_Register_004#0,"""<%Function><pict 4space><gray>で曲調変更できません。<c>"""
Mag_Jukebox_Register_005#0,"""ミュージックディスクの使用"""
Mag_Jukebox_Register_006#0,"""“$(0)”<br>を使用して、ミュージックを<br>登録します。<br>よろしいですか？"""
Mag_Jukebox_Register_007#0,"""“$(0)”を、<br>登録しました。"""
Mag_Jukebox_Register_008#0,"""“$(0)”を、<br>登録に<red>失敗<c>しました。"""
Mag_Jukebox_Register_009#0,"""登録確認"""
Mag_Jukebox_Register_010#0,"""“$(0)”を<br>再生しますか？"""
Mag_Jukebox_Register_011#0,"""とじる"""
Mag_Jukebox_Register_012#0,"""はい"""
Mag_Jukebox_Register_013#0,"""いいえ"""
Mag_Jukebox_Register_014#0,"""“$(0)”を再生するには<br><yellow>『PSO2』の追加ダウンロード<c>が必要です。<br><br><yellow>追加ダウンロード<c>をせずに、登録をしますか？<br><br>※ダウンロード方法は、公式ホームページより<br>\u3000“機能”の項目をご確認ください。<br>\u3000https://pso2.jp/players/manual/gamestart/start/launcher/"""
Mag_Jukebox_Register_014_PS4#0,"""“$(0)”を再生するには<br><yellow>『PSO2』の追加ダウンロード<c>が必要です。<br><br><yellow>追加ダウンロード<c>をせずに、登録をしますか？<br><br>※ダウンロード方法は、公式ホームページより<br>\u3000ご確認ください。<br>\u3000https://pso2.jp/players/manual/setup/ps4/"""
Mag_Jukebox_Register_015#0,"""選択したミュージックディスクは、『NGS』ブロックでのみ再生ができます"""
Mag_Jukebox_Register_016#0,"""<gray>プレビューできません。<br>※追加ダウンロードが必要です。<c>"""
Mag_Jukebox_Register_017#0,"""<gray>プレビューできません。<br>※優先度の高いBGMを再生中です。<c>"""
Mag_Jukebox_Play_001#0,"""候補リスト"""
Mag_Jukebox_Play_002#0,"""1.すべて表示"""
Mag_Jukebox_Play_003#0,"""2.『NGS』シリーズ"""
Mag_Jukebox_Play_004#0,"""3.『PSO』シリーズ"""
Mag_Jukebox_Play_005#0,"""4.『ファンタシースター』シリーズ"""
Mag_Jukebox_Play_006#0,"""5.セガコラボ"""
Mag_Jukebox_Play_007#0,"""6.コラボ"""
Mag_Jukebox_Play_010#0,"""再生を止める"""
Mag_Jukebox_Play_011#0,"""曲調変更"""
Mag_Jukebox_Play_018#0,"""“$(0)”を再生するには<br><yellow>『PSO2』の追加ダウンロード<c>が必要です。<br><br>※ダウンロード方法は、公式ホームページより<br>\u3000“機能”の項目をご確認ください。<br>\u3000https://pso2.jp/players/manual/gamestart/start/launcher/"""
Mag_Jukebox_Play_018_PS4#0,"""“$(0)”を再生するには<br><yellow>『PSO2』の追加ダウンロード<c>が必要です。<br><br>※ダウンロード方法は、公式ホームページより<br>\u3000ご確認ください。<br>\u3000https://pso2.jp/players/manual/setup/ps4/"""
Mag_Jukebox_Play_019#0,"""選択したミュージックディスクは、『NGS』ブロックでのみ再生ができます"""
Mag_Jukebox_Play_020#0,"""イベントシーンや緊急クエストの発生中などでは、<br>ゲーム内のBGMが優先して再生されます。<br><br>これらのBGMの再生中は、<br>マグジュークボックスで設定したBGMを<br>再生することができません。"""
Mag_Jukebox_Play_022#0,"""$(0)"""
Mag_Jukebox_Play_023#0,"""$(0),$(1)"""
Mag_Jukebox_Play_024#0,"""<yellow>$(0)<c>"""
Mag_Jukebox_Play_025#0,"""<yellow>$(0),$(1)<c>"""
Mag_Jukebox_Play_026#0,"""未設定"""
Mag_Jukebox_Play_027#0,"""<yellow>未設定<c>"""
Mag_Jukebox_Play_028#0,"""再生優先度の高いBGMが再生中のため、指定したBGMの再生を開始できませんでした。"""
text001#0,"""￥＜今度のお休みに行きたい場所リスト＞<br><br>○１つめ<br>\u3000\u3000バルフロウの大滝！\u3000遊びに行くなら絶対外せないよね！<br>\u3000\u3000いっちばん高いところから飛び込むと、スリルがあって最高のリフレッシュ！<br><br>○２つめ<br>\u3000\u3000大滝に行ったら、その後は隣のピコット山でのんびりするのもいいかも。<br>\u3000\u3000逆隣のエアリオタウンは、お魚とか美味しいけど、<br>\u3000\u3000トンネルの向こうの海岸沿いのエリアって、セントラルよりジメジメするから、<br>\u3000\u3000高くて涼しい風が吹くピコット山の方がいいわよねえ……。<br><br>○３つめ<br>\u3000\u3000レゾルの森で森林浴とか。空気はきれいだし、水も澄んでるし。<br>\u3000\u3000もちろん一人で行ける所じゃないけど、誰かと一緒だったら……。<br>\u3000\u3000あーあ。誰かいつでも一緒に来てくれる人とか出来ないかなあー？<br><br>○おまけ<br>\u3000\u3000アルト・ラニ高原でピクニックとかも、もしかしていいかもね。<br>\u3000\u3000花でも摘んで、お店に飾ったらちょっとはお客さんにも喜んでもらえるかも。<br>\u3000\u3000あ。ついでに○○（マンゴー？）獲っておやつ替わりとか！<br><br>って書いたけど、万年人手不足でお休みなんてもらえないわよねえ……。<br>いざって時には、後方支援から出撃しなきゃならないし。<br>ああ！\u3000ゆっくり出来るおやすみと、優しくてかっこいい彼氏が欲しいよー!!<br><br>でもレゾルの森をちょっと入るぐらいは、一人でも大丈夫かな？<br>今度、少し時間が空いたらのぞいてみようかな……？"""
text002#0,"""￥ガロアのヤツから聞いたが、この前の襲撃でやられちまった<br>人員の補充がセントラルから明日来るらしい。<br>またセントラル育ちの甘ったれか、はたまた星渡りか……。<br>どちらにせよ、エアリオの流儀をみっちりとたたき込まないとな。<br>セントラルのアークスも頑張っちゃいるが、こっちは年中ドールズの上陸を<br>阻止しているんだ。俺達のやりかたでな。ルールは守ってもらわないとな。<br>そうする事で、俺達エアリオのアークスは血は繋がらないが家族になり<br>力を発揮出来る。まあ、ガロアのヤツからの受け売りだが、俺も心からそう思う。<br><br>まあまずは、新人がやってきたら宴会だな。盛大に出迎えて、存分に振る舞ってやろう。<br>ついこの前、ドールズのヤツらを撃退した祝いと<br>残念だがその戦いで死んじまったあいつらへの弔いで宴を開いたが、<br>宴はいつやっても、何回やってもいいし、まだまだやり足りないぐらいだ。<br>毎日クソドールズに襲われるのは勘弁だが、毎日宴で盛り上がるなら最高だ。<br>楽しくないと、人生何のために生きてるかわかんねえからな。<br>生きるために、ドールズを倒す。そして全員で宴を楽しむ。<br>それが、俺達エアリオの民の矜恃、生きる意味だ。<br><br>そうだ。新人どもに「布（名称あり？）」の作り方も教えないとな。<br>アレはエアリオの民にとって、大事なもんだからな。<br>ガロアや俺よりも上の、前の世代から受け継がれた、戦い以外の技術だ。<br>ただ布を模様を作って織る、だけじゃない。<br>願いや祈り、希望や失った悲しみも全部篭めて織る。<br>この布が、俺達エアリオの民の歴史であり、生きてきた証拠にもなる。<br>しっかりその辺、理解してもらわねえとな。<br>んで、「布」をうまく一人で織れるようになったら<br>その時はもうソイツは、立派な俺達の仲間。エアリオの民って訳だ。<br><br>とにかく、明日から新人の教育でまた忙しくなりそうだな。"""
text003#0,"""￥僕自身が情報を整理する為に、今の状態を書き出そうと思う。<br><br>ハルファ人が知る世界は、余りに狭い。<br>セントラル近くの山に登れば、遠くに『雪山（正式名）』や<br>『火山（正式名）』が見える。<br>でも、それ以上は僕らは知らない。知る術が無かった。<br>だからこそ、僕には幼い頃から夢があった。<br>ここから見えない、遙か彼方にきっとある、新たな世界を見つけたい。<br><br>後方支援アークスの技術士になった僕は、その夢を叶える為、まずは情報を集めた。<br>海の沖は、エアリオの人達が情報を持っていた。恐ろしい怪物が出ると言うのだ。<br>子供向けの言い聞かせかと思ったが、彼らは沖に出る事は絶対にせずに、<br>その話を語る表情は、絵空事と決めつけられない真剣味にあふれていた。<br><br>海が駄目なら空はどうか。「輸送カーゴ」の動力を流用しようと考えたけど、そもそも<br>「輸送カーゴ」の動力などは僕たちが作りだした物ではなく、解析も進んでいない。<br>なら、一から空を飛ぶ乗り物に耐える技術を身につければいいと思って研究を始めた。<br>だけどつい先日、研究の為に見つけた文献が、僕をどん底にたたき落とした。<br><br>過去のアークスにも僕のような空を飛ぶ乗り物を目指した人が居たらしい。<br>果たして空飛ぶ乗り物は完成した。でも、ハルファの空を悠然と飛ぶ事はなかった。<br>飛行そのものは成功したらしいが……撃墜された。ドールズに。<br>次は目立たない様に飛び立った。そして堕とされた。何度も、何度も。<br>文献には、設計図と共に、ドールズは空を飛ぶ物体に非常に敏感で、<br>何があろうとも必ず撃墜しに来る、防ぐことは不可能だ。と書かれていた。<br><br>僕は決断に迫られている。この文献の筆者が執念で書き上げた設計図が目の前にある。<br>そして、そんなアークスが諦めた程の、ドールズの執拗な妨害の様子も……<br><br>しばらくはこのメモを読み返しながら、僕がどうしたいか、を考えたいと思う。"""
text004#0,"""￥今日から俺もアークスだ。しかも、夢にまでみた戦闘団所属。<br>まだまだひよっこだけど、いつかあの人の横に並べるように精進しないとな。<br>せっかくだから、あの時の決意表明を書き写しておこう。いつでも読み返せるように。<br><br><br>けついひょうめい！！！<br><br>おれは、アークスになる！<br><br>きょう、ないしょでひみつきちにいったら、おれたちのひみつきちにウーダンがいて<br>おそわれそうになった。すっげえびびったし、うごけなかった<br><br>そしたら、いきなりずばばってやって、ほしわたりのおんなのひとがたすけてくれた<br>みんなないちゃってたけど（おれはなかなかったぞ）おねえさんはやさしく<br>おれたちをセントラルにつれてかえってくれた<br><br>やさしいのにすっげえつよくて、すごかった！\u3000ほしわたりすげーっておもった！<br>あと、おっぱいもすごかった！<br>とうさんにそのことをはなしたら、すっげえおこられたあとに<br>ほしわたりのおんなのひとは、なんかすっごいぎじゅつ？\u3000もおしえてくれたんだって！<br>つよくてやさしくて、きれいで、しかもあたまもいいなんてすげー！<br><br>おれもあんなふうになりたい！\u3000だから、アークスになる！<br>で、あの「ほしわたり」のおねえさんといっしょにたたかう！<br><br><br>……さすがにちょっとバカすぎるだろ、俺。自分でも笑っちゃうよ。<br>でも、この気持ちが俺をずっと引っ張ってきてくれたからな。<br>「星渡り」は俺達ハルファ人にとって大切な存在だけど、俺にはそれ以上の意味がある。<br>だからいつか、彼女の隣に立てるように……これからも気を引き締めていくぞ。"""
text005#0,"""￥<第３コクーン起動実験・調査任務\u3000報告書><br>セントラルの南西に位置する、３番目に近い謎の石碑にて実験する為、<br>戦闘団の護衛と共に、現地に到着。周囲を警戒しつつ、新人の星渡りと共に<br>彼が知っていると言う起動シーケンスを試みた。<br><br>結果、ごく簡単な手順で、彼は石碑を起動した。<br>今まで微動だにしなかった石碑は突然光を放ち、さらに扉のような模様が浮き上がった。<br>新人の星渡りは、さらにその扉に手を当てた。すると周囲に居た我々も全員が<br>突然、違う空間へと瞬時に移動していた。<br>星渡りの彼曰く、ここは先ほどの石碑の中だと。しかし私達が移動した空間は<br>明らかに石碑の内部には収まりきらない程の大きな空間だった。<br><br>我々の質問に対して、理由はわからないけど知っている、と他の星渡りと同じ事を言い、<br>空間の奥にあったテレポーターの様な装置を起動した。<br>次に転送されたのは、結論から言えば、すさまじく洗練された模擬訓練空間だった。<br><br>証拠に、後方支援団の私が、フォトンの扱いに長けた戦闘団のごく限られたアークスか<br>星渡りしか扱えない【フォトングライド】を、容易に扱えるようになったのだ。<br>護衛の戦闘団員も全員習得した。しかもごく短期間の訓練で、だ。<br>さらに驚くは、最奥にいたエネミーと戦った傷が、その後石碑から出てみると<br>なんの痕跡も無い事だった。おそらく中は、現実の世界ではないのだろう。<br><br>これほどに訓練に有用な物が今まであっただろうか。この石碑を扱えば格段に、<br>そして迅速にアークスは強化される。さらに星渡りが言うには、<br>他の石碑（彼はコクーンと呼んでいた）や、黒い塔（タワーと言うらしい）では<br>また別の技能を習得、訓練出来ると言うのだ。<br><br>上層部には、この報告書を持って、まずは早急なコクーンの解放を求める。<br>必要に応じて、新人の星渡りを連れていき、コクーンを起動するべきである。<br>同時に、黒い塔、タワーの調査許可を求める。こちらも早急に対処されたし。"""
text006#0,"""￥前に技術研究科が欲しがってたドールズの情報まとめといたから、送るねー。<br><br>そのいち。ドールズとの戦いで役立つこと！<br>まずどのドールズもそうなんだけど、回りにコシギンチャクみたいに<br>フワンが飛んでてうっとおしいから、気をつけること！<br>後、ペダスは結構な確率で、ソードとガンがセットでいるから<br>一体だけ見かけても、油断しないようにね！<br>後、よくわかんないけど、アイツら氷系に弱いみたい。なんでだろうね？<br><br>そのに。ドールズ攻略法！<br>って言っても、絶対に倒せるって訳じゃないんだけどさ。<br>別にセントラルやカーゴを襲ってきたとかじゃない限り、<br>無理に倒さなくったっていいと思うんだよねー。逃げるが勝ちって時もあるだろうし。<br>ただ、ブジンはすんごい素早く追いかけてくるから要注意！<br>普段はどんくさいゴロロンも、一気に突っ込んでくる時あるから気をつけて！<br><br>そのさん。ドールズって普段なにしてるの？<br>これなんだけど、個人的に気になっちゃってさー。<br>ちょっと遠目に見つけたダイダルを、樹に登ったり川に潜ったりして<br>一週間ほど監視してみたんだよねー。そしたらさ！\u3000あいつら寝てるんだよ！<br>いや、寝てるかどうかはわかんないけど、あのでっかい図体で大樹の根元に座って<br>ピクリとも動かなくなってさ！\u3000あたし、びっくりしたねー！<br>あ、でも寝てるならって近づいていったら、いきなり動き出してさー。<br>おしかったなー。もう少しで、近くでもっと観察出来たのになー。<br>すっごいゆっくり、一時間に10センチぐらいで動いてたのになー……。<br>って、こんな事言ってたら、また研究科のアイツに怒られちゃうかも。<br><br>でも、今までで一番近くで、あの赤くなった身体を見ちゃってさー……。<br>ほんと、キレイだったなあー……。"""
text007#0,"""￥セントラルの素晴らしさ、ねえ……。<br>まず、セントラルシティの素晴らしさを説明するのに、防御壁は外せないねえ。<br><br>かつて、セントラルの街とそこに住むアークス達を守る為に作られた城壁は<br>こんなにも大きくはなかったと伝え聞いている。<br>だがしかし！\u3000幾度ものドールズの襲撃に対抗しようとした結果、<br>こんなにも高く、そして丈夫になった！\u3000さらに白を基調にした美観も素晴らしい！<br>防御壁に登れば、この辺り一面を見渡せる程の高さで、ドールズ達も中型までなら<br>容易に追い返せる程だよ！\u3000まあ、大型だとやはりなかなか難しいけどねえ。<br>大型ドールズに壊されてしまう外壁を見るのは忍びないねえ……。<br>まあ、それはそれで壊れゆく美があるんだがね。<br><br>おっと。外壁の話ばかり書いてしまってすまない。セントラルの素晴らしい所だったね。<br>100年程前にこの地にたどり着いたアークス達が、打ち捨てられていた部材を元に<br>地道に、ドールズの脅威に怯え、時には幾度となく壊されながら築き上げたセントラル。<br>その繰り返しによって、今の形まで発展した事は、説明する必要もないだろうね。<br>少なくともセントラルシティ内のアークス達は強化に時間を使う事が出来たし<br>さらに戦闘に向かないアークス達は、それぞれおのおのの得意な分野を生かして<br>後方支援団を結成。非戦闘民が安全に暮らせるように、地下の区画に住んでもらって、<br>施設のテクノロジー解析や技術、食料確保や武装強化の面で大きく飛躍に貢献したね。<br>そのおかげで、建築技術も高まり、今の街並みが作られたわけだ。いやー、素晴らしい。<br><br>今や、外壁にさらに追加されたセンサーと迎撃兵器を備え、<br>さらにその外側を強力なフォトンシールドで覆い、盤石の防衛網になっているね。<br>上空からのドールズにも対応する防御策を備えたりして、発展めざましい！<br>このままだと、いずれドールズへの牽制にしかなり得ていない、<br>今配備されているセンサー式の自動機銃なんか目じゃないほどの兵器を<br>開発してしまうかもしれないね！<br>今や、ハルファの首都とも言えるセントラルのテクノロジーは、<br>アークス達の血と努力の結晶であるセントラルの素晴らしさだと、ボクは思うのよ！"""
text008#0,"""￥【アルタードビースト\u3000生態調査報告書\u3000No.03】<br>\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000報告者\u3000○○○○○○○（お名前）<br><br>前回の戦闘団に護衛してもらってのフィールドワークは、せっかく発見した<br>アルタードビーストに感づかれ、しかも襲われて調査にすらならなかった為、<br>今回は追跡、隠密性を重視しての、少人数でのフィールドワークを敢行した。<br>以下に結果を記す。<br><br>■アルタードビーストの行動について<br>発見した複数種のアルタードビーストの行動を、気取られるまでの間、観察。<br>数件のサンプルを複合した結果、包括的に以下の傾向が見られた。<br>・ハンティング、食事などの行動を確認。ただし、排泄は今回は確認できず。<br>・決められた地点の周回行動。テリトリーを巡視している様子にも見える。<br>・野生動物と、上記狩り以外では衝突を起こさず。並んで水を飲む様子を観測。<br><br>また、我々の存在に気づかれた際には、全ての場合に置いて<br>こちらに襲いかかって来た。我々から逃げると言う行動は確認出来なかった。<br><br>■アルタードビーストの外見変化について<br>以前から報告されていたが、同種とおぼしきアルタードビーストでも<br>その姿に大きな変化を持つ、亜種が存在する可能性が提示されていた。<br>だが、このたびの行動観察により、アルタードビーストに亜種がいるわけではなく<br>外見が短時間で変化している事を、直接観察できた。<br>見た目が変化する要因は、どうやら「時間帯」の様だ。<br>私達が観測出来た一例では、昼から夜に移り変わる間に、<br>おおよそ通常の生物とは思えない程の肉体変化、身体の増幅を遂げていた。<br>さらにその後、定点から観測していた私達をすぐさま発見した事から考察しても<br>見た目だけではなく、全ての感覚が強化されていると推測される。<br>サンプル事例が少ないため、こちらは今後の事例収集と研究を必要としたい。"""
