MenuTitle#0,"""Exchange Shop"""
item_PerfectLuck_3#1,"""低確率で以下効果を得る。<br>被弾時ダメージ軽減<br>ＰＡ使用時ＰＰ消費軽減<br>通常攻撃時ＰＰ回復上昇<br>攻撃命中時ＨＰ回復。"""
item_PerfectLuck_4#1,"""低確率で以下効果を得る。<br>被弾時ダメージ軽減<br>ＰＡ使用時ＰＰ消費軽減<br>通常攻撃時ＰＰ回復上昇<br>攻撃命中時ＨＰ回復。"""
item_PerfectLuck_5#1,"""低確率で以下効果を得る。<br>被弾時ダメージ軽減<br>ＰＡ使用時ＰＰ消費軽減<br>通常攻撃時ＰＰ回復上昇<br>攻撃命中時ＨＰ回復。"""
item_HeroWillHeal4_1#1,"""威力16％上昇。一度だけ<br>致命傷を受けても耐え<br>発動後徐々にＨＰ回復。"""
item_HeroWillHeal4_2#1,"""威力17％上昇。一度だけ<br>致命傷を受けても耐え<br>発動後徐々にＨＰ回復。"""
item_HeroWillHeal4_3#1,"""威力18％上昇。一度だけ<br>致命傷を受けても耐え<br>発動後徐々にＨＰ回復。"""
item_HeroWillHeal4_4#1,"""威力19％上昇。一度だけ<br>致命傷を受けても耐え<br>発動後徐々にＨＰ回復。"""
item_HeroWillHeal4_5#1,"""威力20％上昇。一度だけ<br>致命傷を受けても耐え<br>発動後徐々にＨＰ回復。"""
item_PetWillHeal2_1#1,"""威力6％上昇。<br>ペットが一度だけ<br>致命傷を受けても耐え<br>発動後徐々にＨＰ回復。"""
item_PetWillHeal2_2#1,"""威力7％上昇。<br>ペットが一度だけ<br>致命傷を受けても耐え<br>発動後徐々にＨＰ回復。"""
item_PetWillHeal2_3#1,"""威力8％上昇。<br>ペットが一度だけ<br>致命傷を受けても耐え<br>発動後徐々にＨＰ回復。"""
item_PetWillHeal2_4#1,"""威力9％上昇。<br>ペットが一度だけ<br>致命傷を受けても耐え<br>発動後徐々にＨＰ回復。"""
item_PetWillHeal2_5#1,"""威力10％上昇。<br>ペットが一度だけ<br>致命傷を受けても耐え<br>発動後徐々にＨＰ回復。"""
item_PpOverClock4_1#1,"""威力が15％上昇。<br>ＰＰが一定以下になった時<br>ＰＰが全回復し、一定時間<br>威力が更に3％上昇する。"""
item_PpOverClock4_2#1,"""威力が16％上昇。<br>ＰＰが一定以下になった時<br>ＰＰが全回復し、一定時間<br>威力が更に3％上昇する。"""
item_PpOverClock4_3#1,"""威力が17％上昇。<br>ＰＰが一定以下になった時<br>ＰＰが全回復し、一定時間<br>威力が更に3％上昇する。"""
item_PpOverClock4_4#1,"""威力が18％上昇。<br>ＰＰが一定以下になった時<br>ＰＰが全回復し、一定時間<br>威力が更に3％上昇する。"""
item_PpOverClock4_5#1,"""威力が19％上昇。<br>ＰＰが一定以下になった時<br>ＰＰが全回復し、一定時間<br>威力が更に3％上昇する。"""
item_PpOverClock4_Su_1#1,"""威力が6％上昇。<br>ＰＰが一定以下になった時<br>ＰＰが全回復し、一定時間<br>威力が更に3％上昇する。"""
item_PpOverClock4_Su_2#1,"""威力が7％上昇。<br>ＰＰが一定以下になった時<br>ＰＰが全回復し、一定時間<br>威力が更に3％上昇する。"""
item_PpOverClock4_Su_3#1,"""威力が8％上昇。<br>ＰＰが一定以下になった時<br>ＰＰが全回復し、一定時間<br>威力が更に3％上昇する。"""
item_PpOverClock4_Su_4#1,"""威力が9％上昇。<br>ＰＰが一定以下になった時<br>ＰＰが全回復し、一定時間<br>威力が更に3％上昇する。"""
item_PpOverClock4_Su_5#1,"""威力が10％上昇。<br>ＰＰが一定以下になった時<br>ＰＰが全回復し、一定時間<br>威力が更に3％上昇する。"""
item_UnionChange1_1#1,"""威力が10％上昇。<br>ＰＰ消費量軽減。<br>10秒毎にＰＰが20回復。"""
item_UnionChange1_2#1,"""威力が11％上昇。<br>ＰＰ消費量軽減。<br>10秒毎にＰＰが20回復。"""
item_UnionChange1_3#1,"""威力が12％上昇。<br>ＰＰ消費量軽減。<br>10秒毎にＰＰが20回復。"""
item_UnionChange1_4#1,"""威力が13％上昇。<br>ＰＰ消費量軽減。<br>10秒毎にＰＰが20回復。"""
item_UnionChange1_5#1,"""威力が14％上昇。<br>ＰＰ消費量軽減。<br>10秒毎にＰＰが20回復。"""
item_UnionChange1_Su_1#1,"""威力が9％上昇。<br>ＰＰ消費量軽減。<br>10秒毎にＰＰが20回復。"""
item_UnionChange1_Su_2#1,"""威力が10％上昇。<br>ＰＰ消費量軽減。<br>10秒毎にＰＰが20回復。"""
item_UnionChange1_Su_3#1,"""威力が11％上昇。<br>ＰＰ消費量軽減。<br>10秒毎にＰＰが20回復。"""
item_UnionChange1_Su_4#1,"""威力が12％上昇。<br>ＰＰ消費量軽減。<br>10秒毎にＰＰが20回復。"""
item_UnionChange1_Su_5#1,"""威力が13％上昇。<br>ＰＰ消費量軽減。<br>10秒毎にＰＰが20回復。"""
item_UnionChange2_1#1,"""通常攻撃3回使用で<br>「運命の輪廻」から<br>30秒間、性能が変化。<br>威力16％上昇<br>頑強、被ダメ30％軽減。"""
item_UnionChange2_2#1,"""通常攻撃3回使用で<br>「運命の輪廻」から<br>30秒間、性能が変化。<br>威力17％上昇<br>頑強、被ダメ30％軽減。"""
item_UnionChange2_3#1,"""通常攻撃3回使用で<br>「運命の輪廻」から<br>30秒間、性能が変化。<br>威力18％上昇<br>頑強、被ダメ30％軽減。"""
item_UnionChange2_4#1,"""通常攻撃3回使用で<br>「運命の輪廻」から<br>30秒間、性能が変化。<br>威力19％上昇<br>頑強、被ダメ30％軽減。"""
item_UnionChange2_5#1,"""通常攻撃3回使用で<br>「運命の輪廻」から<br>30秒間、性能が変化。<br>威力20％上昇<br>頑強、被ダメ30％軽減。"""
item_UnionChange2_Su_1#1,"""通常攻撃3回使用で<br>「運命の輪奏」から<br>30秒間、性能が変化。<br>威力13％上昇<br>頑強、被ダメ30％軽減。"""
item_UnionChange2_Su_2#1,"""通常攻撃3回使用で<br>「運命の輪奏」から<br>30秒間、性能が変化。<br>威力14％上昇<br>頑強、被ダメ30％軽減。"""
item_UnionChange2_Su_3#1,"""通常攻撃3回使用で<br>「運命の輪奏」から<br>30秒間、性能が変化。<br>威力15％上昇<br>頑強、被ダメ30％軽減。"""
item_UnionChange2_Su_4#1,"""通常攻撃3回使用で<br>「運命の輪奏」から<br>30秒間、性能が変化。<br>威力16％上昇<br>頑強、被ダメ30％軽減。"""
item_UnionChange2_Su_5#1,"""通常攻撃3回使用で<br>「運命の輪奏」から<br>30秒間、性能が変化。<br>威力17％上昇<br>頑強、被ダメ30％軽減。"""
item_AddAbnormal_1#1,"""威力が8％上昇。<br>状態異常の付与確率が<br>100％上昇し<br>武器属性に応じた<br>状態異常を付与する。"""
item_AddAbnormal_2#1,"""威力が9％上昇。<br>状態異常の付与確率が<br>100％上昇し<br>武器属性に応じた<br>状態異常を付与する。"""
item_AddAbnormal_3#1,"""威力が10％上昇。<br>状態異常の付与確率が<br>100％上昇し<br>武器属性に応じた<br>状態異常を付与する。"""
item_AddAbnormal_4#1,"""威力が11％上昇。<br>状態異常の付与確率が<br>100％上昇し<br>武器属性に応じた<br>状態異常を付与する。"""
item_AddAbnormal_5#1,"""威力が12％上昇。<br>状態異常の付与確率が<br>100％上昇し<br>武器属性に応じた<br>状態異常を付与する。"""
item_PpPurgeBurstRe_1#1,"""ＰＰが最大の状態で<br>ＰＡ・テクニック使用時<br>ＰＰが０に。ＰＰが<br>最大に戻るまで、ＰＰの<br>消費量軽減、超回復。"""
item_PpPurgeBurstRe_2#1,"""ＰＰが最大の状態で<br>ＰＡ・テクニック使用時<br>ＰＰが０に。ＰＰが<br>最大に戻るまで、ＰＰの<br>消費量軽減、超回復。"""
item_PpPurgeBurstRe_3#1,"""ＰＰが最大の状態で<br>ＰＡ・テクニック使用時<br>ＰＰが０に。ＰＰが<br>最大に戻るまで、ＰＰの<br>消費量軽減、超回復。"""
item_PpPurgeBurstRe_4#1,"""ＰＰが最大の状態で<br>ＰＡ・テクニック使用時<br>ＰＰが０に。ＰＰが<br>最大に戻るまで、ＰＰの<br>消費量軽減、超回復。"""
item_PpPurgeBurstRe_5#1,"""ＰＰが最大の状態で<br>ＰＡ・テクニック使用時<br>ＰＰが０に。ＰＰが<br>最大に戻るまで、ＰＰの<br>消費量軽減、超回復。"""
item_VoltagePpUp_1#1,"""Boosts damage by 10%.<br>Every 100 Voltage, current and max<br>PP is increased by 20.<br>Limit 100 Max PP."""
item_VoltagePpUp_2#1,"""Boosts damage by 12%.<br>Every 100 Voltage, current and max<br>PP is increased by 20.<br>Limit 100 Max PP."""
item_VoltagePpUp_3#1,"""Boosts damage by 14%.<br>Every 100 Voltage, current and max<br>PP is increased by 20.<br>Limit 100 Max PP."""
item_VoltagePpUp_4#1,"""Boosts damage by 16%.<br>Every 100 Voltage, current and max<br>PP is increased by 20.<br>Limit 100 Max PP."""
item_VoltagePpUp_5#1,"""Boosts damage by 18%.<br>Every 100 Voltage, current and max<br>PP is increased by 20.<br>Limit 100 Max PP."""
item_AutoShoot4_1#1,"""Automatically fire<br>at the target every<br>7 seconds while<br>unsheathed. For<br>every 10 million<br>damage, the auto-fire<br>hits twice."""
item_AutoShoot4_2#1,"""Automatically fire<br>at the target every<br>7 seconds while<br>unsheathed. For<br>every 10 million<br>damage, the auto-fire<br>hits twice."""
item_AutoShoot4_3#1,"""Automatically fire<br>at the target every<br>7 seconds while<br>unsheathed. For<br>every 10 million<br>damage, the auto-fire<br>hits twice."""
item_AutoShoot4_4#1,"""Automatically fire<br>at the target every<br>7 seconds while<br>unsheathed. For<br>every 10 million<br>damage, the auto-fire<br>hits twice."""
item_AutoShoot4_5#1,"""Automatically fire<br>at the target every<br>7 seconds while<br>unsheathed. For<br>every 10 million<br>damage, the auto-fire<br>hits twice."""
item_MarkOverDrain_1#1,"""Boosts damage by 10%.<br>Boosts the effect of Mark<br>PP Drain and Mark Heal<br>by 200%."""
item_MarkOverDrain_2#1,"""Boosts damage by 12%.<br>Boosts the effect of Mark<br>PP Drain and Mark Heal<br>by 200%."""
item_MarkOverDrain_3#1,"""Boosts damage by 14%.<br>Boosts the effect of Mark<br>PP Drain and Mark Heal<br>by 200%."""
item_MarkOverDrain_4#1,"""Boosts damage by 16%.<br>Boosts the effect of Mark<br>PP Drain and Mark Heal<br>by 200%."""
item_MarkOverDrain_5#1,"""Boosts damage by 18%.<br>Boosts the effect of Mark<br>PP Drain and Mark Heal<br>by 200%."""
item_StepDbCounter_1#1,"""Boosts damage by 11%.<br>Step Attacks fires a homing shot when<br>you successfully dodge using Step. """
item_StepDbCounter_2#1,"""Boosts damage by 13%.<br>Step Attacks fires a homing shot when<br>you successfully dodge using Step. """
item_StepDbCounter_3#1,"""Boosts damage by 15%.<br>Step Attacks fires a homing shot when<br>you successfully dodge using Step. """
item_StepDbCounter_4#1,"""Boosts damage by 17%.<br>Step Attacks fires a homing shot when<br>you successfully dodge using Step. """
item_StepDbCounter_5#1,"""Boosts damage by 19%.<br>Step Attacks fires a homing shot when<br>you successfully dodge using Step. """
item_ArtsMaster_1#1,"""Boosts damage by 10%.<br>Same Arts PP Save reduction<br>rate boosted by 5%. Tech<br>Arts Count Bonus duration<br>boosted by 2."""
item_ArtsMaster_2#1,"""Boosts damage by 12%.<br>Same Arts PP Save reduction<br>rate boosted by 5%. Tech<br>Arts Count Bonus duration<br>boosted by 2."""
item_ArtsMaster_3#1,"""Boosts damage by 14%.<br>Same Arts PP Save reduction<br>rate boosted by 5%. Tech<br>Arts Count Bonus duration<br>boosted by 2."""
item_ArtsMaster_4#1,"""Boosts damage by 16%.<br>Same Arts PP Save reduction<br>rate boosted by 5%. Tech<br>Arts Count Bonus duration<br>boosted by 2."""
item_ArtsMaster_5#1,"""Boosts damage by 18%.<br>Same Arts PP Save reduction<br>rate boosted by 5%. Tech<br>Arts Count Bonus duration<br>boosted by 2."""
item_NonCSatellite_1#1,"""Boosts damage by 11%.<br>Boosts uncharged Satellite Cannon<br>damage by 300%."""
item_NonCSatellite_2#1,"""Boosts damage by 13%.<br>Boosts uncharged Satellite Cannon<br>damage by 300%."""
item_NonCSatellite_3#1,"""Boosts damage by 15%.<br>Boosts uncharged Satellite Cannon<br>damage by 300%."""
item_NonCSatellite_4#1,"""Boosts damage by 17%.<br>Boosts uncharged Satellite Cannon<br>damage by 300%."""
item_NonCSatellite_5#1,"""Boosts damage by 19%.<br>Boosts uncharged Satellite Cannon<br>damage by 300%."""
item_TalisExplosion_1#1,"""Boosts damage by 6%.<br>Produces a follow-up attack when<br>you cast a charged Technique<br>from a Talis card."""
item_TalisExplosion_2#1,"""Boosts damage by 8%.<br>Produces a follow-up attack when<br>you cast a charged Technique<br>from a Talis card."""
item_TalisExplosion_3#1,"""Boosts damage by 10%.<br>Produces a follow-up attack when<br>you cast a charged Technique<br>from a Talis card."""
item_TalisExplosion_4#1,"""Boosts damage by 12%.<br>Produces a follow-up attack when<br>you cast a charged Technique<br>from a Talis card."""
item_TalisExplosion_5#1,"""Boosts damage by 14%.<br>Produces a follow-up attack when<br>you cast a charged Technique<br>from a Talis card."""
item_SpeedBoost1_1#1,"""未設定潜在能力"""
item_SpeedBoost1_2#1,"""未設定潜在能力"""
item_SpeedBoost1_3#1,"""未設定潜在能力"""
item_SpeedBoost1_4#1,"""未設定潜在能力"""
item_SpeedBoost1_5#1,"""未設定潜在能力"""
item_SpeedBoost2_1#1,"""Boosts damage by 6%.<br>Boosts Normal Attack speed<br>by 15%. Mate items recovery<br>effect is now instantaneous."""
item_SpeedBoost2_2#1,"""Boosts damage by 8%.<br>Boosts Normal Attack speed<br>by 15%. Mate items recovery<br>effect is now instantaneous."""
item_SpeedBoost2_3#1,"""Boosts damage by 10%.<br>Boosts Normal Attack speed<br>by 15%. Mate items recovery<br>effect is now instantaneous."""
item_SpeedBoost2_4#1,"""Boosts damage by 12%.<br>Boosts Normal Attack speed<br>by 15%. Mate items recovery<br>effect is now instantaneous."""
item_SpeedBoost2_5#1,"""Boosts damage by 14%.<br>Boosts Normal Attack speed<br>by 15%. Mate items recovery<br>effect is now instantaneous."""
item_SpeedBoost3_1#1,"""未設定潜在能力"""
item_SpeedBoost3_2#1,"""未設定潜在能力"""
item_SpeedBoost3_3#1,"""未設定潜在能力"""
item_SpeedBoost3_4#1,"""未設定潜在能力"""
item_SpeedBoost3_5#1,"""未設定潜在能力"""
item_DpsAchieve_1#1,"""Incrementa el daño un 9%.<br>Cuando golpeas a un enemigo:<br>incrementa otro 8% el daño,<br>reduce el daño recibido un 20%<br>e incrementa tu PP maximo<br>en 100 por 20 segundos.<br>Por cada 1,500,000 de daño,<br>el efecto es regenerado."""
item_DpsAchieve_2#1,"""Incrementa el daño un 11%.<br>Cuando golpeas a un enemigo:<br>incrementa otro 8% el daño,<br>reduce el daño recibido un 20%<br>e incrementa tu PP maximo<br>en 100 por 20 segundos.<br>Por cada 1,500,000 de daño,<br>el efecto es regenerado."""
item_DpsAchieve_3#1,"""Incrementa el daño un 13%.<br>Cuando golpeas a un enemigo:<br>incrementa otro 8% el daño,<br>reduce el daño recibido un 20%<br>e incrementa tu PP maximo<br>en 100 por 20 segundos.<br>Por cada 1,500,000 de daño,<br>el efecto es regenerado."""
item_DpsAchieve_4#1,"""Incrementa el daño un 15%.<br>Cuando golpeas a un enemigo:<br>incrementa otro 8% el daño,<br>reduce el daño recibido un 20%<br>e incrementa tu PP maximo<br>en 100 por 20 segundos.<br>Por cada 1,500,000 de daño,<br>el efecto es regenerado."""
item_DpsAchieve_5#1,"""Incrementa el daño un 17%.<br>Cuando golpeas a un enemigo:<br>incrementa otro 8% el daño,<br>reduce el daño recibido un 20%<br>e incrementa tu PP maximo<br>en 100 por 20 segundos.<br>Por cada 1,500,000 de daño,<br>el efecto es regenerado."""
item_DpsAchieve_Su_1#1,"""Incrementa el daño un 4%.<br>Cuando golpeas a un enemigo:<br>incrementa otro 5% el daño,<br>reduce el daño recibido un 20%<br>e incrementa tu PP maximo<br>en 100 por 20 segundos.<br>Por cada 1,500,000 de daño,<br>el efecto es regenerado."""
item_DpsAchieve_Su_2#1,"""Incrementa el daño un 6%.<br>Cuando golpeas a un enemigo:<br>incrementa otro 5% el daño,<br>reduce el daño recibido un 20%<br>e incrementa tu PP maximo<br>en 100 por 20 segundos.<br>Por cada 1,500,000 de daño,<br>el efecto es regenerado."""
item_DpsAchieve_Su_3#1,"""Incrementa el daño un 8%.<br>Cuando golpeas a un enemigo:<br>incrementa otro 5% el daño,<br>reduce el daño recibido un 20%<br>e incrementa tu PP maximo<br>en 100 por 20 segundos.<br>Por cada 1,500,000 de daño,<br>el efecto es regenerado."""
item_DpsAchieve_Su_4#1,"""Incrementa el daño un 10%.<br>Cuando golpeas a un enemigo:<br>incrementa otro 5% el daño,<br>reduce el daño recibido un 20%<br>e incrementa tu PP maximo<br>en 100 por 20 segundos.<br>Por cada 1,500,000 de daño,<br>el efecto es regenerado."""
item_DpsAchieve_Su_5#1,"""Incrementa el daño un 12%.<br>Cuando golpeas a un enemigo:<br>incrementa otro 5% el daño,<br>reduce el daño recibido un 20%<br>e incrementa tu PP maximo<br>en 100 por 20 segundos.<br>Por cada 1,500,000 de daño,<br>el efecto es regenerado."""
item_AllPowerUp4_1#1,"""Incrementa la pobrabilidad critica<br>en 10% y el daño en 19%.<br>El consumo de pp<br>se reduce en un 10%"""
item_AllPowerUp4_2#1,"""Incrementa la pobrabilidad critica<br>en 15% y el daño en 21%.<br>El consumo de pp<br>se reduce en un 12%"""
item_AllPowerUp4_3#1,"""Incrementa la pobrabilidad critica<br>en 20% y el daño en 23%.<br>El consumo de pp<br>se reduce en un 15%"""
item_AllPowerUp4_4#1,"""Incrementa la pobrabilidad critica<br>en 25% y el daño en 25%.<br>El consumo de pp<br>se reduce en un 19%"""
item_AllPowerUp4_5#1,"""Incrementa la pobrabilidad critica<br>en 30% y el daño en 27%.<br>El consumo de pp<br>se reduce en un 24%"""
item_AllPowerUp4_Su_1#1,"""Incrementa la pobrabilidad critica<br>en 10% y el daño en 9%.<br>El consumo de pp<br>se reduce en un 15%"""
item_AllPowerUp4_Su_2#1,"""Incrementa la pobrabilidad critica<br>en 15% y el daño en 10%.<br>El consumo de pp<br>se reduce en un 17%"""
item_AllPowerUp4_Su_3#1,"""Incrementa la pobrabilidad critica<br>en 20% y el daño en 11%.<br>El consumo de pp<br>se reduce en un 20%"""
item_AllPowerUp4_Su_4#1,"""Incrementa la pobrabilidad critica<br>en 25% y el daño en 12%.<br>El consumo de pp<br>se reduce en un 24%"""
item_AllPowerUp4_Su_5#1,"""Incrementa la pobrabilidad critica<br>en 30% y el daño en 13%.<br>El consumo de pp<br>se reduce en un 29%"""
pet_WeatherDamageUpFine#1,"""Aumenta el daño cuando<br>el clima está despejado<br>Nv.1 (4%) Nv.70 (10%) Nv.100 (12%)"""
pet_WeatherDamageUpFinePlus#1,"""Aumenta la caida de objetos raros<br>Aumenta el daño cuando<br>el clima está despejado<br>Nv.1 (4%) Nv.70 (10%) Nv.100 (12%)"""
pet_PPOverDrive3#1,"""Aumenta la cantidad de daño<br>y el consumo de PP."""
pet_PPOverDrive3Plus#1,"""Aumenta la caida de objetos raros<br>producción de daños,<br>y el consumo de PP."""
pet_AbnormalAdvance#1,"""Aumenta el daño contra<br>enemigos con estado anormal"""
pet_AbnormalAdvancePlus#1,"""Boosts item drop rate and<br>boosts damage output<br>against enemies suffering<br>from status conditions."""
pet_AttackPPRestraint#1,"""Aumenta la recuperación de PP<br>durante el ataque."""
pet_AttackPPRestraintPlus#1,"""Aumenta la probabilidad de obtener<br>objetos raros y aumenta<br>la recuperación de PP de los ataques."""
pet_SuperIronWill#1,"""Tienes la probabilidad de<br>sobrevivir a un golpe letal,<br>ganas invulnerabilidad durante <br>un período de tiempo."""
pet_SuperIronWillPlus#1,"""Aumenta la probabilidad de obtener<br>objetos raros y la probabilidad <br>de sobrevivir a un golpe letal,<br>ganas invulnerabilidad durante <br>un período de tiempo."""
pet_PetChangeHealBonus#1,"""recupera el HP<br>de la mascota anterior<br>cuando cambias de mascota,<br>despues de un período de tiempo."""
pet_PetChangeHealBonusPlus#1,"""Aumenta la probabilidad de obtener<br>objetos raros y recupera el HP<br>de la mascota anterior<br>cuando cambias de mascota,<br>durante un período de tiempo."""
pet_ReactiveHealing#1,"""Cuando se recibe daño,<br>tienes la pocibilidad<br>de recuperar HP"""
pet_ReactiveHealingPlus#1,"""Aumenta la probabilidad de obtener<br>objetos raros y al recibir daño,<br>tienes la pocibilidad<br>de recuperar HP"""
pet_DeadlineSlayer#1,"""Aumenta el daño cuando el HP<br>de la mascota está<br>por debajo de cierto nivel"""
pet_DeadlineSlayerPlus#1,"""Aumenta la probabilidad de obtener<br>objetos raros y aumenta el daño cuando el HP<br>de la mascota está<br>por debajo de cierto nivel"""
pet_AttackHateUp#1,"""Aumenta la acumulación de odio y reduce el daño recibido."""
pet_AttackHateUpPlus#1,"""Aumenta la probabilidad de obtener<br>objetos raros y aumenta la acumulación de odio y reduce el daño recibido."""
pet_SubPetRecoverUp#1,"""Aumenta la velocidad de curación<br>de la mascota cuando está guardado"""
pet_SubPetRecoverUpPlus#1,"""Aumenta la caida de objetos y<br>la velocidad de recuperación de HP<br>cuando está guardado"""
pet_EarlyBird#1,"""Aumenta la caida de objetos y<br>reduce el tiempo requerido para<br>revivir una mascota desmayada."""
pet_PiyoriChangeDamageUp#1,"""Aumenta el poder de tu<br>mascota cuando revive."""
pet_PiyoriChangeDamageUpPlus#1,"""Aumenta la caida de objetos raros y<br>el Poder de tu mascota cuando revive."""
pet_PiyoriChangePPSave#1,"""Reduce el consumo de PP de tu<br>mascota cuando revive."""
pet_PiyoriChangePPSavePlus#1,"""Aumenta la caida de objetos raros y<br>reduces PP consumption the<br>next time a fainted pet is used."""
pet_KillCountBonus#1,"""Aumenta el daño en base<br>a la cantidad de enemigos derrotados"""
pet_KillCountBonusPlus#1,"""Aumenta la caida de objetos raros<br>Aumenta el daño en base<br>a la cantidad de enemigos derrotados"""
pet_AroundEnemyBonus#1,"""Aumenta el daño infligido<br>según la cantidad de enemigos<br>dentro de un rango establecido"""
pet_AroundEnemyBonusPlus#1,"""Aumenta la caida de objetos raros.<br>Aumenta el daño infligido<br>según la cantidad de enemigos<br>dentro de un rango establecido"""
pet_MultiPersonality1#1,"""Aumenta la caida de objetos raros.<br>da los efectos de <br>\""Fervent\"" y \""Enjoys<br>Sun\""."""
pet_MultiPersonality2#1,"""Aumenta la caida de objetos raros.<br>da los efectos de <br>\""Docile\"" y \""Diligent\""."""
pet_MultiPersonality3#1,"""Aumenta la caida de objetos raros.<br>da los efectos de <br>\""Adept\"" y \""Serene\""."""
pet_MultiPersonality4#1,"""Aumenta la caida de objetos raros.<br>da los efectos de <br>\""Adverse\"" y \""Fierce\""."""
pet_MultiPersonality5#1,"""Aumenta la caida de objetos raros.<br>da los efectos de <br>\""Poser\"" y \""Soothing\""."""
pet_MultiPersonality6#1,"""Aumenta la caida de objetos raros.<br>da los efectos de <br>\""Devoted\"" y \""Cunning\""."""
pet_MultiPersonality7#1,"""Aumenta la caida de objetos raros.<br>da los efectos de <br>\""Rowdy\"" y \""Hawkish\""."""
pet_MultiPersonality8#1,"""Aumenta la caida de objetos raros.<br>Incrementa el daño infligido<br>a los jefes y la recuperación<br>de PP obtenida de los ataques normales."""
pet_MultiPersonality9#1,"""Aumenta la caida de objetos raros.<br>Reducción del daño recibido de la mascota.<br>Aumenta el daño crítico, <br>pero reduce la probabilidad crítica."""
item_NoAssign#1,"""Potencial sin establecer"""
ShopTitle#6,"""Tienda FUN"""
MenuGuide#9,"""<c f0df60>Al comerciar con FUN, puede comprar varios objetos. Por favor selecciona los elementos que te gusten.<c>"""
FunDenomination#0,"""FUN"""
CashTitle#3,"""FUN actual"""
TotalCashTitle#2,"""FUN total"""
PaperDoll#3,"""Previo"""
BuyTitle#5,"""Confirmación de compra"""
BuyCheck#5,"""Estos artículos costarán $(1) $(0).<br>¿Continuar con la compra?"""
CancelTitle#12,"""Confirmación de cancelación"""
CancelMessage#12,"""Esto cancelará la compra. ¿Continuar?"""
FunInsufficient#0,"""Insuficiente FUN. :c"""
PluralityMenuGuide#4,"""<c f0df60>Por favor selecciona una tienda.<c>"""
StarShopTitle#0,"""Tienda de premios"""
StarMenuTitle#0,"""Lista de premios"""
StarMenuGuide#0,"""<c f0df60>Puedes comprar artículos usando Star. Seleccione los artículos para comprar.<c>"""
StarDenomination#0,"""Star"""
StarCashTitle#0,"""Stars Actuales"""
StarTotalCashTitle#0,"""Stars Total"""
StarInsufficient#0,"""Stars Insuficientes"""
NoChangeItemMsg#0,"""No hay artículos disponibles para comprar."""
NoEventMsg#0,"""No se pudo continuar con la compra. El período de la tienda de premios ha pasado."""
EtcErrorMsg#0,"""Se ha producido un error. Intente comprar de nuevo."""
CPCashTitle#0,"""Actual CM"""
CPTotalCashTitle#0,"""CM Total"""
Npc_ShopReform2_a#0,"""Tienda FUN (Objetos consumibles)"""
Npc_ShopReform2_b#0,"""Tienda FUN (Lobby Actions)"""
Npc_ShopReform2_c#0,"""Tienda FUN (Bienes de cuarto)"""
BCCashTitle#0,"""BC Actual"""
BCTotalCashTitle#0,"""BC Total"""
ShopTitle#7,"""ARKS Unity Festival 2015 FUN Shop (~febrero 25, 2015, 11:00 JST)"""
MedalShopTitle#0,"""Intercambio de premios"""
MedalMenuTitle#0,"""Lista de premios"""
MedalMenuGuide#0,"""<c f0df60>Puedes usar medallas para comprar artículos. Seleccione los artículos para comprar.<c>"""
MedalDenomination#0,"""Medallas"""
MedalCashTitle#0,"""Medallas actuales"""
MedalTotalCashTitle#0,"""Todas las Medallas"""
MedalInsufficient#0,"""Insuficientes medallas"""
MenuEvent#0,"""Eventos"""
MenuBingo#0,"""ARKS Bingo Card"""
MenuChallenge#0,"""Competición"""
MenuChallengeInfo#0,"""Información del torneo"""
Name_00#0,"""Nada"""
Name_01#0,"""Poder"""
Name_02#0,"""Costo de PP"""
Name_03#0,"""Tasa de efecto Rareza"""
Name_04#0,"""Tasa de efecto Nv."""
Name_05#0,"""Tiempo de carga"""
Name_06#0,"""Intervalo de golpe"""
Name_07#0,"""Intervalo de golpe"""
Name_08#0,"""Hora de iniciación"""
Name_09#0,"""Ángulo de iniciación"""
Name_10#0,"""Gravedad"""
Name_11#0,"""Rango"""
Name_12#0,"""Duración"""
Name_13#0,"""Distancia"""
Name_14#0,"""Velocidad"""
Name_15#0,"""Velocidad"""
Name_16#0,"""Rango"""
Name_17#0,"""Rango"""
Name_18#0,"""Rango"""
Name_19#0,"""Rango"""
Name_20#0,"""Imitar acción"""
Name_21#0,"""Dejar de pegar"""
Name_22#0,"""Guardia"""
Name_23#0,"""Segundo carga"""
Name_24#0,"""Tiempo de efecto extiendo """
Name_25#0,"""Efecto de carga especial"""
PercentPlus#0,"""＋$(0)％"""
PercentMinus#0,"""－$(0)％"""
ParamPlus#0,"""＋$(0)"""
ParamMinus#0,"""－$(0)"""
LevelPlus#0,"""Nv.+$(0)"""
LevelMinus#0,"""Nv.-$(0)"""
SecondPlus#0,"""＋$(0)sec"""
SecondMinus#0,"""－$(0)sec"""
AnglePlus#0,"""＋$(0)度"""
AngleMinus#0,"""－$(0)度"""
MeterPlus#0,"""＋$(0)ｍ"""
MeterMinus#0,"""－$(0)ｍ"""
AddPlus#0,"""Adicional $(0)"""
AddMinus#0,"""menos $(0)"""
NonePlus#0,"""$(0)"""
NoneMinus#0,"""$(0)"""
Reaction_0#0,"""Nada"""
Reaction_1#0,"""Reacción 1"""
Reaction_2#0,"""Reacción 2"""
Guard_0#0,"""Nada"""
Guard_1#0,"""Habilidad Anti-Guard"""
Charge_0#0,"""Nada"""
