PartyJoin#0,"""/toge /ci2 1 ผมจะพยายามครับ!"""
MemberDead#34,"""ขอโทษนะ ฉันช่วยนายไว้ไม่ทัน...!"""
Resurrect#34,"""อา ฉันยังสู้ไหว!"""
PartyJoin#43,"""...มาพยายามด้วยกันเถอะ"""
DestroyEnemy1#35,"""...เก่งใช้ได้เลยนี่"""
DestroyEnemy2#35,"""เหอะ จะยอมรับว่าทำได้ดีก็แล้วกัน"""
DestroyEnemy3#35,"""จริงๆ ก็ไม่เลวเลยนี่นา!"""
Die#35,"""เป็นไปไม่ได้... ระดับฉันเนี่ยนะ...?!"""
ThankHeal#35,"""ฉันไม่ชอบติดหนี้บุญคุณใครหรอกนะ!"""
ThankBuff#35,"""มะ-ไม่ได้ขอให้ช่วยสักหน่อย! ฉันดูแลตัวเองได้!"""
DefeatEnemy#35,"""นี่แหละจุดจบของคนที่มาหาเรื่องฉัน!"""
LevelUp#35,"""...ฉันเองก็เก่งขึ้นเหมือนกันนะ"""
InvokeSkill1#35,"""คิดว่าจะหนีพ้นจริงๆ เหรอ?"""
InvokeSkill2#35,"""เสร็จฉันล่ะ!"""
InvokeSkill3#35,"""หายไปซะ!"""
PBFull#35,"""จะยอมโชว์พลังของฉันให้ดูนิดนึงก็แล้วกัน!"""
PBRelease#35,"""ตายซะเถอะ!!"""
Avoid#35,"""อุ๊บ!"""
HealSelf#26,"""แค่นี้หยุดฉันไม่ได้หรอก!"""
BuffSelf#26,"""คราวนี้แหละฉันจะสู้ได้นานขึ้น!"""
HealOther#35,"""โธ่เอ๊ย ก็ด้าาาย เดี๋ยวช่วยรักษาก็ได้"""
BuffOther#35,"""อ่ะ ตามให้ทันล่ะ เข้าใจไหม?"""
ItemRare#35,"""โอ๊ะ ได้ของสวยๆ มานี่!"""
DamageSmall#35,"""อั่ก!"""
DamageMiddle#35,"""หนอย แกนะแก..."""
DamageLarge#35,"""อ๊าก!"""
MemberDamaged#35,"""เหวอ! ไม่เป็นไรใช่ไหม?!"""
MemberDead#35,"""นี่ อย่ามาตายตรงนี้นะ!"""
Resurrect#35,"""ฉันจะไม่พลาดแบบนั้นอีกแล้ว!"""
PartyJoin#44,"""ฉันมีพลังเทียบเท่าคนร้อยคนเลยนะ!"""
DestroyEnemy1#36,"""เฮ้ น่าประทับใจดีนี่!"""
DestroyEnemy2#36,"""ฉันไม่ยอมโดนทิ้งไว้ข้างหลังหรอกน่า!"""
DestroyEnemy3#36,"""ลุยกันต่อด้วยความเร็วนี้แหละ!"""
Die#36,"""ไม่ไหว... มาได้แค่นี้เองเหรอ..."""
ThankHeal#36,"""เยี่ยม ขอบใจนะ"""
ThankBuff#36,"""เจ้านี่ช่วยได้เยอะเลย"""
DefeatEnemy#36,"""นี่แหละผลของการกล้ามาหือกับฉัน!"""
LevelUp#36,"""โอ้ นายเก่งขึ้นอีกแล้วนะ!"""
InvokeSkill1#36,"""ตรงนั้นแหละ!"""
InvokeSkill2#36,"""ย่าห์!"""
InvokeSkill3#36,"""กินนี่ซะ!"""
PBFull#36,"""เอาล่ะ ถึงเวลาโชว์แล้ว!"""
PBRelease#36,"""ฉันจะบดขยี้แกให้แหลก!!!"""
Avoid#36,"""เหวอ!"""
HealSelf#27,"""ฉันยังลุยต่อได้!"""
BuffSelf#27,"""กลับมาเหมือนใหม่เลย"""
HealOther#36,"""เฮ้ อย่าเสี่ยงเกินไปนักสิ เข้าใจไหม?"""
BuffOther#36,"""เอ้า รับไป"""
ItemRare#36,"""โห เทพีแห่งโชคเข้าข้างนายแล้วนะพวก!"""
DamageSmall#36,"""อั่ก!"""
DamageMiddle#36,"""โอ๊ย!"""
DamageLarge#36,"""อ๊าก!!"""
MemberDamaged#36,"""เฮ้ ระวังตัวหน่อยสิ!"""
MemberDead#36,"""เกิดบ้าอะไรขึ้นเนี่ย...!"""
Resurrect#36,"""คราวนี้ฉันเอาจริงแล้วนะ!"""
PartyJoin#45,"""ฉันมีพลังเทียบเท่าชายร้อยคนเลยนะ!"""
DestroyEnemy1#37,"""ฝีมือไม่เบาเลยนี่!"""
DestroyEnemy2#37,"""ฉันชอบสไตล์การต่อสู้ของนายนะ!"""
DestroyEnemy3#37,"""เยี่ยยม ลุยกันต่อเลย!"""
Die#37,"""อั่ก... บ้าเอ๊ย..."""
ThankHeal#37,"""ขอบใจมาก!"""
ThankBuff#37,"""ขอบใจมากนะ!"""
DefeatEnemy#37,"""เอาล่ะ จบเรื่องสักที"""
LevelUp#37,"""นายแข็งแกร่งขึ้นเรื่อยๆ เลยนะ!"""
InvokeSkill1#37,"""ย่าห์!"""
InvokeSkill2#37,"""ย่า!"""
InvokeSkill3#37,"""ช้าไป!"""
PBFull#37,"""เอา... ล่ะ... นะ!"""
PBRelease#37,"""เตรียมรับความเจ็บปวดได้เลย!!!"""
Avoid#37,"""ฮู้ว!"""
HealSelf#28,"""ต้องรักษาแล้ว!"""
BuffSelf#28,"""เอาล่ะ กลับไปลุยต่อ!"""
HealOther#37,"""นายโอเคไหม?"""
BuffOther#37,"""ใช้นี่ซะ เข้าใจไหม?"""
ItemRare#37,"""ดูเหมือนนายจะเจอของดีเข้าแล้วนะนั่น"""
DamageSmall#37,"""โอ๊ย!"""
DamageMiddle#37,"""ปัดโธ่!"""
DamageLarge#37,"""อั้ก!"""
MemberDamaged#37,"""นายโอเคไหม?"""
MemberDead#37,"""โธ่เว้ย... นายโดนเล่นซะแล้ว..."""
Resurrect#37,"""เอาล่ะ มาลองกันอีกสักตั้ง!"""
PartyJoin#46,"""มาสนุกกันเถอะ!"""
DestroyEnemy1#38,"""โอ้ คุณจัดการเจ้านั่นไปแล้วเหรอ?"""
DestroyEnemy2#38,"""เลิศมาก ถึงจะสู้ฉันไม่ได้ก็เถอะ"""
DestroyEnemy3#38,"""หืม... คุณจัดการเรื่องต่างๆ ได้ดีทีเดียว"""
Die#38,"""นี่ไม่ใช่ช่วงเวลาที่ดูดีที่สุดของฉันเลย..."""
ThankHeal#38,"""ขอบคุณนะ"""
ThankBuff#38,"""ขอบคุณสำหรับสิ่งนั้นนะ"""
DefeatEnemy#38,"""อา ถือว่าสอบผ่านก็แล้วกัน..."""
LevelUp#38,"""ดูเหมือนคุณจะสง่างามขึ้นนะ"""
InvokeSkill1#38,"""งดงาม!"""
InvokeSkill2#38,"""จงเต้นรำให้ฉันดูสิ!"""
InvokeSkill3#38,"""มุมนี้กำลังดีเลย!"""
PBFull#38,"""สงสัยคงถึงเวลาแสดงของจริงแล้วสิ..."""
PBRelease#38,"""จงจับตาดูให้ดี ทุกคน...!"""
Avoid#38,"""ฮะ!"""
HealSelf#29,"""หนึ่ง สอง แล้วก็ฮีล!"""
BuffSelf#29,"""ขอจัดเสื้อผ้าหน่อยก็แล้วกัน..."""
HealOther#38,"""คุณสบายดีไหม?"""
BuffOther#38,"""ใช้ประโยชน์จากสิ่งนี้ซะ!"""
ItemRare#38,"""อา คุณเจอของที่ระลึกสินะ!"""
DamageSmall#38,"""โอ๊ย!"""
DamageMiddle#38,"""อ๊ะ!"""
DamageLarge#38,"""อั่ก!"""
MemberDamaged#38,"""อย่าเผยด้านที่น่าเกลียดให้พวกมันเห็นสิ!"""
MemberDead#38,"""อา... หวังว่าอย่างน้อยคุณจะงดงามจนถึงวาระสุดท้ายนะ..."""
Resurrect#38,"""ฉันจะไม่ทำเรื่องน่าอายไปมากกว่านี้แล้ว"""
PartyJoin#47,"""มาร่วมต่อสู้กันอย่างงดงามเถอะ!"""
DestroyEnemy1#39,"""อะ-อะไรนะ จัดการมันได้แล้วเหรอ?!"""
DestroyEnemy2#39,"""สะ-สุดยอดไปเลย!"""
DestroyEnemy3#39,"""ฉะ-ฉันก็จะพยายามอย่างเต็มที่เหมือนกัน...!"""
Die#39,"""อั่ก... ฉันขอ... ถอยก่อน..."""
ThankHeal#39,"""ขะ-ขอบคุณมากๆ นะ"""
ThankBuff#39,"""...เอ่อ ขอบใจนะ"""
DefeatEnemy#39,"""พะ-พวกเราเสร็จธุระแล้วใช่ไหม? โล่งอกไปที..."""
LevelUp#39,"""ว้าว คุณเก่งขึ้นแล้วนี่นา!"""
InvokeSkill1#39,"""ถะ-ถอยไปนะ!"""
InvokeSkill2#39,"""รับนี่ไป!"""
InvokeSkill3#39,"""ละ-แล้วก็รับนั่นไปด้วย!"""
TechFire#18,"""ฮ่าาาห์!"""
TechIce#18,"""ตรงนั้น!"""
TechThunder#18,"""ปะ-ปล่อยสายฟ้า!"""
TechWind#18,"""ไปเลย!!"""
TechLight#18,"""นี่มันจะสว่างหน่อยนะ!"""
TechDark#18,"""ละ-แล้วแบบนี้ล่ะ!"""
PBFull#39,"""นะ-ในที่สุด... ก็พร้อมแล้ว!"""
PBRelease#39,"""ขะ-ขอให้ไม่พลาดทีเถอะ!"""
Avoid#39,"""หวาาา!"""
HealSelf#30,"""เกือบไปแล้ว..."""
BuffSelf#30,"""ไม่เป็นไรนะ ไม่เป็นไร..."""
HealOther#39,"""ระ-รักษา!"""
BuffOther#39,"""บะ-บัฟให้!"""
ItemRare#39,"""มะ-ไม่มีทาง! คุณเจอของแรร์เหรอ?!"""
DamageSmall#39,"""อั่ก!"""
DamageMiddle#39,"""โอ๊ย!"""
DamageLarge#39,"""อึก!"""
MemberDamaged#39,"""ปะ-ปะ-เป็นอะไรไหม?!"""
MemberDead#39,"""ฉันขอโทษ... ฉันช่วยคุณไว้ไม่ได้..."""
Resurrect#39,"""ขะ-คราวนี้... ฉันจะทำให้ดีกว่านี้!"""
PartyJoin#48,"""ฉันจะทุ่มสุดตัวทะ-เท่าที่มี..."""
DestroyEnemy1#40,"""ดี"""
DestroyEnemy2#40,"""อา แบบนั้นแหละ"""
DestroyEnemy3#40,"""สมบูรณ์แบบ"""
ThankHeal#40,"""ขอขอบคุณ"""
ThankBuff#40,"""ฉันซาบซึ้งใจมาก"""
DefeatEnemy#40,"""อา ไปเป้าหมายต่อไปกันเถอะ"""
LevelUp#40,"""ไม่นึกเลยว่าคุณจะแข็งแกร่งขึ้นได้อีก..."""
InvokeSkill1#40,"""ฮ่าาาห์!"""
InvokeSkill2#40,"""ย่าห์!"""
InvokeSkill3#40,"""จับได้ล่ะ!"""
PBFull#40,"""ถอยไปหน่อย"""
PBRelease#40,"""ฉันจะซัดพวกมันด้วยกำลังทั้งหมดที่มี!"""
Avoid#40,"""หึ!!"""
HealOther#40,"""จงก้าวไปโดยปราศจากความกลัว"""
BuffOther#40,"""คุณควรใช้นี่นะ"""
ItemRare#40,"""คุณคู่ควรกับไอเทมชิ้นนั้นแล้ว"""
DamageSmall#40,"""อั่ก!"""
DamageMiddle#40,"""อั้ก!"""
DamageLarge#40,"""อ๊าก!"""
MemberDamaged#40,"""ตั้งสติเอาไว้"""
MemberDead#40,"""ฉันมันไร้พลังเกินไป..."""
PartyJoin#49,"""ฉันจะประสานงานกับคุณให้ดีที่สุด"""
DestroyEnemy1#41,"""เยี่ยมมาก"""
DestroyEnemy2#41,"""อย่างที่คาดไว้เลย"""
DestroyEnemy3#41,"""ฉันคงต้องจำท่าเมื่อกี้ไว้บ้างแล้วล่ะ"""
ThankHeal#41,"""ขอบคุณมากนะ"""
ThankBuff#41,"""เป็นประโยชน์มากเลย"""
DefeatEnemy#41,"""ดูเหมือนเราจะจัดการพวกมันได้แล้วนะ"""
LevelUp#41,"""คุณแข็งแกร่งขึ้นอีกแล้วสินะ"""
TechFire#19,"""ฮะ!"""
TechIce#19,"""ย่าห์!"""
TechThunder#19,"""โฮ่!"""
TechWind#19,"""ตรงนั้น!"""
TechLight#19,"""ต่าห์!"""
TechDark#19,"""ฮย่าห์!"""
PBFull#41,"""ฉันพร้อมแล้ว!"""
PBRelease#41,"""ฉันไม่ออมมือให้หรอกนะ!"""
Avoid#41,"""...หึ!"""
HealSelf#31,"""ฉันยังสู้ไหว"""
BuffSelf#31,"""แค่นี้ก็น่าจะพอแล้วล่ะ"""
HealOther#41,"""รู้สึกดีขึ้นไหม?"""
BuffOther#41,"""เอาสิ ใช้นี่ได้เลย"""
ItemRare#41,"""หึหึ ดูดีเลยนี่"""
DamageSmall#41,"""อั่ก"""
DamageMiddle#41,"""อึก"""
DamageLarge#41,"""อ๊าก!"""
MemberDamaged#41,"""เป็นอะไรไหม...?!"""
MemberDead#41,"""ทะ-ทำยังไงดี...?!"""
PartyJoin#50,"""มาพยายามด้วยกันเถอะ"""
DestroyEnemy1#42,"""โอ้"""
DestroyEnemy2#42,"""นายเก่งใช้ได้เลยนี่"""
DestroyEnemy3#42,"""เยี่ยม"""
ThankHeal#42,"""ขอบใจที่ช่วยนะ"""
ThankBuff#42,"""ขอบใจนะ"""
DefeatEnemy#42,"""เอาล่ะ เป้าหมายต่อไป..."""
LevelUp#42,"""นายพัฒนาได้เร็วดีนะ"""
InvokeSkill1#41,"""ฮะ!"""
InvokeSkill2#41,"""ต่าห์!"""
InvokeSkill3#41,"""หึ!!"""
PBFull#42,"""ได้เวลาพอดีเลย"""
PBRelease#42,"""คิดว่าจะรับเจ้านี่ไหวงั้นเหรอ?"""
Avoid#42,"""เฮอะ"""
HealOther#42,"""นายยังไม่จบแค่นี้หรอก"""
BuffOther#42,"""เตรียมตัวให้ดี"""
ItemRare#42,"""ดูเหมือนนายจะเจอของดีนะ"""
DamageSmall#42,"""อั่ก..."""
DamageMiddle#42,"""อั้ก..."""
DamageLarge#42,"""อ๊าก..."""
MemberDamaged#42,"""นายโอเคไหม?"""
MemberDead#42,"""นี่มันความผิดฉัน..."""
PartyJoin#51,"""แสดงฝีมือให้เต็มที่เลยนะ"""
DestroyEnemy1#43,"""เอาล่ะ!"""
DestroyEnemy2#43,"""เยี่ยม!"""
DestroyEnemy3#43,"""สวย!"""
ThankHeal#43,"""ติดหนี้ไว้ครั้งนึงนะ!"""
ThankBuff#43,"""ขอบใจมาก!"""
DefeatEnemy#43,"""เย้ จิ๊บจ๊อยน่า!"""
LevelUp#43,"""ความก้าวหน้าของนายนี่สุดยอดเลย"""
InvokeSkill1#42,"""ลุยล่ะนะ!"""
InvokeSkill2#42,"""ฉันจับแกได้แล้ว!"""
InvokeSkill3#42,"""แบบนี้เป็นไง?!"""
TechFire#20,"""ย่าาาห์!"""
TechIce#20,"""ฮร่าาาห์!"""
TechThunder#20,"""ฮิย่าห์!"""
TechWind#20,"""หึ!!"""
TechLight#20,"""โฮ่!"""
TechDark#20,"""ฮ่าาาห์!"""
PBFull#43,"""โฟตอนพร้อมลุยแล้ว!"""
PBRelease#43,"""ย๊ากกก!"""
Avoid#43,"""ฮึบ"""
HealSelf#32,"""แค่นี้ก็พอแล้ว"""
BuffSelf#32,"""ฉันควรเตรียมพร้อมไว้!"""
HealOther#43,"""นายยังไม่จบแค่นี้หรอก!"""
BuffOther#43,"""เอาล่ะ ไปลุยพวกมันเลย!"""
ItemRare#43,"""เจอของดีงั้นเหรอ?"""
DamageSmall#43,"""อั่ก!"""
DamageMiddle#43,"""แทบจะไม่รู้สึกเลย!"""
DamageLarge#43,"""อึก!"""
MemberDamaged#43,"""นายจะไหวไหมนั่น?"""
MemberDead#43,"""นายยังฝึกมาไม่พอ!"""
PartyJoin#52,"""แสดงให้ฉันดูหน่อยว่านายมีดีอะไร!"""
DestroyEnemy1#44,"""โห..."""
DestroyEnemy2#44,"""เยี่ยม..."""
DestroyEnemy3#44,"""ไม่เบาเลยนี่..."""
ThankHeal#44,"""โทษทีที่ทำให้ลำบากนะ..."""
ThankBuff#44,"""ขอบใจที่คอยดูแลนะ..."""
DefeatEnemy#44,"""จบแค่นี้แหละนะ..."""
LevelUp#44,"""เฮ้ ดีจังเลยนะ..."""
InvokeSkill1#43,"""ตรงนั้น"""
InvokeSkill2#43,"""เตรียมตัวซะ"""
InvokeSkill3#43,"""จบกันที"""
PBFull#44,"""เอาล่ะ ฉันพร้อมจะปลดปล่อยแล้ว"""
PBRelease#44,"""หายไปซะ!"""
Avoid#44,"""ฮะ!"""
HealOther#44,"""ยังสู้ไหวอยู่ไหม?"""
BuffOther#44,"""พยายามตามให้ทันล่ะ เข้าใจไหม?"""
ItemRare#44,"""อย่าทำหายล่ะ"""
DamageSmall#44,"""อั่ก..."""
DamageMiddle#44,"""อ๊าก..."""
DamageLarge#44,"""อึก..."""
MemberDamaged#44,"""นายยังมีแรงเหลือให้สู้อีกใช่ไหม?"""
MemberDead#44,"""บ้าเอ๊ย... เอาล่ะ ถอยทัพ..."""
PartyJoin#53,"""ได้เวลาสนุกแล้วสิ..."""
DestroyEnemy1#45,"""เยี่ยมไปเลย!"""
DestroyEnemy2#45,"""โห แจ๋ว!"""
DestroyEnemy3#45,"""สะ-สุดยอด!"""
ThankHeal#45,"""ขอบใจมากนะ!"""
ThankBuff#45,"""ช่วยได้เยอะเลย!"""
DefeatEnemy#45,"""จัดการได้สวย!"""
LevelUp#45,"""เฮ้ ดูนายสิ!"""
InvokeSkill1#44,"""ฮย่าห์!"""
InvokeSkill2#44,"""ฮะ!"""
InvokeSkill3#44,"""รับนี่ไป!"""
PBFull#45,"""หึหึหึ..."""
PBRelease#45,"""ตอนนี้ใครก็หยุดฉันไม่อยู่แล้ว!"""
Avoid#45,"""เหวอ!"""
HealSelf#33,"""ฟู่..."""
BuffSelf#33,"""อาา..."""
HealOther#45,"""ฉันคุ้มกันให้เอง!"""
BuffOther#45,"""เอ้า รับไป!"""
ItemRare#45,"""เจอของดีนี่!"""
DamageSmall#45,"""โอ๊ย!"""
DamageMiddle#45,"""จ๊าก!"""
DamageLarge#45,"""อ๊าก!!"""
MemberDamaged#45,"""สลับตัวกับฉัน!"""
MemberDead#45,"""ขอโทษนะ... ฉันช่วยไว้ไม่ได้..."""
PartyJoin#54,"""เดี๋ยวฉันช่วยเอง!"""
DestroyEnemy1#46,"""เอาล่ะ..."""
DestroyEnemy2#46,"""แบบนั้นแหละ..."""
DestroyEnemy3#46,"""กำลังไปได้สวย..."""
ThankHeal#46,"""อา ขอบใจนะ"""
ThankBuff#46,"""ขอบใจที่ช่วยดูให้นะ"""
DefeatEnemy#46,"""ดูเหมือนจะเป็นตัวสุดท้ายแล้ว..."""
LevelUp#46,"""ก้าวหน้าไปได้สวยเลยนี่..."""
InvokeSkill1#45,"""ฉันจะสับพวกมันเอง"""
InvokeSkill2#45,"""ลุยล่ะนะ"""
InvokeSkill3#45,"""กินนี่ซะ"""
PBFull#46,"""คราวนี้แกเสร็จแน่..."""
PBRelease#46,"""กลายเป็นฝุ่นไปซะ!"""
Avoid#46,"""ย่าห์!"""
HealOther#46,"""เอ้า พักหายใจก่อน"""
BuffOther#46,"""ช่วยเหลือเกื้อกูลกันน่ะ"""
ItemRare#46,"""หืม เจอของหายากแฮะ"""
DamageSmall#46,"""อืม..."""
DamageMiddle#46,"""อึก..."""
DamageLarge#46,"""อั่ก..."""
MemberDamaged#46,"""นายโอเคไหม?"""
MemberDead#46,"""จบลงแค่นี้งั้นเหรอ..."""
PartyJoin#55,"""มาพยายามด้วยกันเถอะ"""
DestroyEnemy1#47,"""สวย!"""
DestroyEnemy2#47,"""โดนเต็มๆ!"""
DestroyEnemy3#47,"""เยี่ยม!"""
ThankHeal#47,"""ขอบใจ!"""
ThankBuff#47,"""ช่วยได้เยอะเลย!"""
DefeatEnemy#47,"""ฉันจับสัญญาณศัตรูไม่ได้แล้วล่ะ"""
LevelUp#47,"""ฉันจะไม่ยอมโดนทิ้งห่างหรอกนะ"""
InvokeSkill1#46,"""ฮย่า!"""
InvokeSkill2#46,"""ย่าาาห์!"""
InvokeSkill3#46,"""แบบนี้เป็นไง?!"""
TechFire#21,"""ฮึบ"""
TechIce#21,"""ด่าห์!"""
TechThunder#21,"""ฮ่าาาห์!"""
TechWind#21,"""ฮะ!"""
TechLight#21,"""ย่าห์!"""
TechDark#21,"""หึ!"""
PBFull#47,"""อา เอาล่ะนะ...!"""
PBRelease#47,"""ลุยเลย!!!"""
Avoid#47,"""เกือบไปนะ!"""
HealSelf#34,"""กำลังปฐมพยาบาล"""
BuffSelf#34,"""ฉันจะป้องกันเอาไว้ก่อน"""
HealOther#47,"""นี่น่าจะช่วยได้"""
BuffOther#47,"""สนับสนุนให้แล้วนะ"""
ItemRare#47,"""โชคดีจังนะนาย!"""
DamageSmall#47,"""อั่ก!"""
DamageMiddle#47,"""อึก!"""
DamageLarge#47,"""อ๊าก!"""
MemberDamaged#47,"""อย่าฝืนตัวเองสิ!"""
MemberDead#47,"""นายควรถอยออกมาก่อนนะ!"""
PartyJoin#56,"""ฉันจะร่วมสู้ไปกับนายด้วย!"""
DestroyEnemy1#48,"""ว้าว!"""
DestroyEnemy2#48,"""เย่!"""
DestroyEnemy3#48,"""เจ๋งไปเลย!"""
ThankHeal#48,"""ใจดีจังเลยนะ!"""
ThankBuff#48,"""ขอบคุณนะ!"""
DefeatEnemy#48,"""ไปได้สวยเลยล่ะ!"""
LevelUp#48,"""โห นายยังเก่งขึ้นได้อีกเหรอเนี่ย?!"""
InvokeSkill1#47,"""ย่าห์!"""
InvokeSkill2#47,"""ลุยล่ะนะ!"""
InvokeSkill3#47,"""เอาล่ะ!"""
PBFull#48,"""รวบรวมพลังงานมาเต็มที่แล้ว!"""
PBRelease#48,"""รับบบบนี่ไป!!!"""
Avoid#48,"""อุ๊ปส์!"""
HealSelf#35,"""กำลังรักษา"""
BuffSelf#35,"""ฟู่"""
HealOther#48,"""หวังว่านี่จะช่วยได้นะ!"""
BuffOther#48,"""เฮ้ เอ้า รับไป!"""
ItemRare#48,"""โธ่ โชคดีจังเลยนะ!"""
DamageSmall#48,"""หวา!"""
DamageMiddle#48,"""ว้าย!"""
DamageLarge#48,"""อุ้ก!"""
MemberDamaged#48,"""ปะ-เป็นอะไรไหม?!"""
MemberDead#48,"""ไม่มีทางน่า...!"""
PartyJoin#57,"""มาลุยไปด้วยกันเถอะ!"""
DestroyEnemy1#49,"""สวย!"""
DestroyEnemy2#49,"""แบบนั้นแหละ!"""
DestroyEnemy3#49,"""ทำดีต่อไปนะ!"""
ThankHeal#49,"""โอ้ ขอบใจนะ!"""
ThankBuff#49,"""โอ้ ขอบใจสำหรับอันนี้นะ!"""
DefeatEnemy#49,"""เหอะ ดีแต่ปากนี่หว่า!"""
LevelUp#49,"""ดูเหมือนการฝึกของนายจะเห็นผลแล้วนะ!"""
InvokeSkill1#48,"""ฮ่าาาห์!"""
InvokeSkill2#48,"""ย้าาาห์!"""
InvokeSkill3#48,"""ย่าาาห์!"""
PBFull#49,"""เอาล่ะ ชาร์จเต็มที่แล้ว!"""
PBRelease#49,"""มาดูกันว่าแกจะรับมือเจ้านี่ยังไง!"""
Avoid#49,"""...หึหึ!"""
HealSelf#36,"""เอาล่ะ!"""
BuffSelf#36,"""อืม!"""
HealOther#49,"""ไม่ต้องเกรงใจหรอก!"""
BuffOther#49,"""เอ้า รับไป!"""
ItemRare#49,"""ดูแลไอเทมชิ้นนั้นให้ดีๆ ล่ะ!"""
DamageSmall#49,"""อั่ก!"""
DamageMiddle#49,"""กรอด!"""
DamageLarge#49,"""อึก!"""
MemberDamaged#49,"""อย่าเพิ่งมาถอดใจตอนนี้นะ!"""
MemberDead#49,"""ฉันขอโทษ ฉันปกป้องนายไว้ไม่ได้..."""
PartyJoin#58,"""เอาล่ะ มาลุยกันเลย!"""
DestroyEnemy1#50,"""...เอาล่ะ"""
DestroyEnemy2#50,"""...ไม่เลว"""
DestroyEnemy3#50,"""...ทำได้สวย"""
ThankHeal#50,"""...ซาบซึ้งใจมาก"""
ThankBuff#50,"""...ขอบใจ"""
DefeatEnemy#50,"""...รู้สึกดีจัง"""
LevelUp#50,"""...ทักษะของนายพัฒนาขึ้นเรื่อยๆ เลยนะ"""
InvokeSkill1#49,"""...ฮะ"""
InvokeSkill2#49,"""...แบบนี้ล่ะ?"""
InvokeSkill3#49,"""...ลุยล่ะนะ"""
PBFull#50,"""...นายพร้อมรับมือไหม?"""
PBRelease#50,"""...แกจบสิ้นแล้ว"""
Avoid#50,"""...พยายามได้ดี"""
HealOther#50,"""...ยังสู้ต่อไหวไหม?"""
BuffOther#50,"""...รับนี่ไป"""
ItemRare#50,"""...มีคนดวงดีแฮะ"""
DamageSmall#50,"""...อา"""
DamageMiddle#50,"""...อึก"""
DamageLarge#50,"""...อั่ก"""
MemberDamaged#50,"""...ตั้งสมาธิไว้"""
MemberDead#50,"""...นายควรพักการต่อสู้นี้ก่อนนะ"""
PartyJoin#59,"""...มาร่วมสู้ด้วยกันเถอะ"""
DestroyEnemy1#51,"""ทำได้ดีมาก!"""
DestroyEnemy2#51,"""แบบนั้นแหละ!"""
DestroyEnemy3#51,"""น่าประทับใจมาก!"""
ThankHeal#51,"""ขอบใจจ้ะ ที่รัก"""
ThankBuff#51,"""แหม ช่างเอาใจใส่จังเลย!"""
DefeatEnemy#51,"""ก็อย่างที่คิดไว้เลย"""
LevelUp#51,"""อา โตกันเร็วจังเลยนะ"""
TechFire#22,"""ได้เวลาเพิ่มความร้อนแรงแล้ว!"""
TechIce#22,"""แกต้องใจเย็นลงหน่อยแล้ว!"""
TechThunder#22,"""นี่มันจะเจ็บแปลบหน่อยนะ!"""
TechWind#22,"""สายลมนี้จะเฉือนแกให้เป็นชิ้นๆ!"""
TechLight#22,"""ระวังนะ อันนี้มันสว่างแสบตา!"""
TechDark#22,"""อยากลิ้มรสความมืดมิดหน่อยไหม?"""
PBFull#51,"""เอาล่ะ ฉันจะลุยแล้วนะ!"""
PBRelease#51,"""เจอบทเรียนนี้เข้าไปเป็นไงล่ะ?!"""
Avoid#51,"""เกือบไปแล้วเชียว!"""
HealSelf#37,"""อา... ค่อยยังชั่วขึ้นหน่อย"""
BuffSelf#37,"""แค่นี้ก็ใช้ได้แล้ว"""
HealOther#51,"""นี่น่าจะช่วยได้นะ"""
BuffOther#51,"""แสดงให้ฉันดูหน่อยว่าเธอเรียนรู้อะไรมาบ้าง"""
ItemRare#51,"""แหม โชคดีจังเลยนะ?"""
DamageSmall#51,"""นี่! มันเจ็บนะ!"""
DamageMiddle#51,"""โอ๊ย!"""
DamageLarge#51,"""อ๊าก!"""
MemberDamaged#51,"""คราวหน้าก็ระวังให้มากกว่านี้นะจ๊ะ"""
MemberDead#51,"""ไม่นะ... ลูกศิษย์ของฉัน...!"""
PartyJoin#60,"""เธอก็คอยดูและเรียนรู้เอาไว้ล่ะ"""
DestroyEnemy1#52,"""สวยงาม"""
DestroyEnemy2#52,"""เคลื่อนไหวได้ดี"""
DestroyEnemy3#52,"""ฉันไม่ยอมให้เธอแย่งสนุกไปคนเดียวหรอก"""
Die#40,"""เราจะมาแพ้ตรงนี้ไม่ได้นะ..."""
ThankHeal#52,"""ขอบคุณนะ"""
LevelUp#52,"""เธอพัฒนาขึ้นอีกแล้วนะ"""
InvokeSkill1#50,"""ฮะ!"""
InvokeSkill2#50,"""ฮ่าาาห์!"""
InvokeSkill3#50,"""คิดว่าจะรับเจ้านี่ไหวงั้นเหรอ?"""
TechFire#23,"""แบบนี้เป็นไง?!"""
TechIce#23,"""งั้นรับนี่ไป!"""
TechThunder#23,"""ตรงนั้นแหละ!"""
TechWind#23,"""ปลิวไปซะ!"""
TechLight#23,"""เพื่ออนาคต!"""
TechDark#23,"""รับนี่ไปซะ!"""
PBFull#52,"""เตรียมตัวพร้อมลุยแล้ว"""
PBRelease#52,"""เพื่อความสงบสุขของฮาลฟา!"""
Avoid#52,"""หึ!"""
HealSelf#38,"""อาาา"""
BuffSelf#38,"""เอาล่ะ"""
HealOther#52,"""เธอโอเคไหม?"""
BuffOther#52,"""ฉันจะคุ้มกันให้เอง"""
ItemRare#52,"""โอ้ ดูดีทีเดียวนี่"""
DamageSmall#52,"""อึก!"""
DamageLarge#52,"""อั่ก!"""
