YesText#0,"""Yes"""
TradeTitle#1,"""Registration Confirmation"""
TradeMessage#0,"""You are attempting to sell clothes<br>with unclaimed Star Gems.<br>Continue?"""
TeamWarehouseTitle#0,"""Message"""
TeamWarehouseMessage#0,"""スタージェムを入手していない服を<br>チーム倉庫に預けようとしています。<br><br>チーム倉庫に預けた服の愛着度ゲージは<br>リセットされます。<br><br>よろしいですか？"""
TeamWarehouseTitle2#0,"""Message"""
TeamWarehouseMessage2#0,"""このアイテムをチーム倉庫に移動します。<br>よろしいですか？<br><br>チーム倉庫に預けた服の愛着度ゲージは<br>リセットされます。<br><br><yellow>※チーム倉庫は他プレイヤーも利用するので<br>\u3000ご利用の際はご注意ください。<c>"""
PresentBoxTitle#0,"""Message"""
PresentBoxMessage#0,"""スタージェムを入手していない服を<br>プレゼントボックスに入れようとしています。<br>よろしいですか？"""
GachaTitle#0,"""Message"""
GachaMessage#0,"""スタージェムを入手していない服を<br>フォトガチャンに入れようとしています。<br>よろしいですか？"""
RecycleTitle#0,"""Confirmation"""
RecycleMessage#0,"""<c f0df60>$(0)<c> ×$(1)<br>will be exchanged for the selected items.<br><yellow>※Only the items listed below are exchanged.<c><br><red>※The items listed still have Star Gems<br>attached to them and will not be redeemed.<c><br>Continue?"""
RecycleMessage2#0,"""<c f0df60>$(0)($(1)個)<c>×$(2)<br>と、選択したアイテムを交換します。<br><yellow>※以下のアイテム以外は消費されません。<c><br><red>※選択したアイテムにスタージェムを<br>入手していない服が含まれています。<c><br>よろしいですか？"""
RecycleMessageVita#0,"""<c f0df60>$(0)<c>×$(1)<br>と、選択したアイテムを交換します。<br><yellow>※以下のアイテム以外は消費されません。<c><br><red>※選択したアイテムにスタージェムを<br>入手していない服が含まれています。<c><br>よろしいですか？"""
RewardPopupMenu#0,"""Obtain Star Gems"""
RewardTitle#2,"""Star Gem Confirmation"""
RewardMessage#0,"""Because the Star Gem gauge has<br>reached its max, you can get Star Gems<br>from this item.<br><br>Do you want to receive them now?"""
RewardGetFailed#0,"""Could not obtain Star Gems."""
EventChronicle_Title#0,"""移動確認"""
EventChronicle_Message#0,"""マイルームに移動して<br>イベントクロニクルを閲覧します。<br><br>よろしいですか？"""
ToastTriggerQuestReorderFinish#0,"""The grace period for this Trigger Quest has ended."""
ToastTriggerQuestReorderNum#0,"""This quest can be re-made $(0) times."""
ToastTriggerQuestReorderNumZero#0,"""You cannot remake this quest again."""
ToastTriggerQuestCreateUserOnly#0,"""Only the trigger owner can use this."""
Rideroid0M#0,"""Use <%NormalAttack_S> or evasion action to start/stop. Use <%PhotonArts_S> to dismount."""
Rideroid0A#0,"""Use <%NormalAttack_S> or evasion action to stop. Use <%PhotonArts_S> to dismount."""
Rideroid1M#0,"""Activate/deactivate with <%NormalAttack_S> or evasion action."""
Rideroid1A#0,"""Deactivate with <%NormalAttack_S> or evasion action."""
Alert00#0,"""<red>Approaching boosted Mother!<c>"""
AlertToast00#0,"""Use <yellow>[Over Boost]<c> to approach <yellow>Mother<c>!"""
AlertToast01#0,"""Use <c ff4f3f>[Over Boost]<c> to approach <c ff4f3f>Mother<c>!"""
AlertToast_AP01#0,"""Enemy readings detected. <yellow>Escort the defense target.<c>"""
AlertToast_AP02#0,"""Defense target has taken damage. <red>Gather Mana to recover it.<c>"""
PokaMenu_Content_PokaInfo#0,"""Battle Arena Info"""
PokaMenu_PokaInfo_Record#0,"""Record Details"""
PokaMenu_PokaInfo_Rank#0,"""Battle Ranking Details"""
PokaMenu_PokaInfo_Rank_Switch#0,"""Battle Ranking Details (Cloud)"""
PokaMenu_RecordTab1#0,"""Overall Record"""
PokaMenu_RecordTab2#0,"""Emblem Battle"""
PokaMenu_RecordTab3#0,"""Battle Royal"""
PokaMenu_RecordTitle1#0,"""Total Victories"""
PokaMenu_RecordTitle2#0,"""Total Kills"""
PokaMenu_RecordTitle3#0,"""Battle Coins"""
PokaMenu_RecordTitle4#0,"""Emblem Battle Victories"""
PokaMenu_RecordTitle5#0,"""Emblem Battle Defeats"""
PokaMenu_RecordTitle6#0,"""バトルロイヤルの勝利数"""
PokaMenu_RecordTitle7#0,"""バトルロイヤルの撃破数"""
PokaMenu_WinRecord#0,"""$(0) Victories"""
PokaMenu_CrushRecord#0,"""$(0) Kills"""
PokaMenu_Possession#0,"""$(0) <pict poka_btl_coin>"""
PokaMenu_ArenaPoint#0,"""$(0) ARP"""
PokaMenu_RankTab1#0,"""Emblem Battle"""
PokaMenu_RankTitle1#0,"""Player ID Name"""
PokaMenu_RankTitle2#0,"""Current Rank"""
PokaMenu_RankTitle3#0,"""Previous Best Rank"""
PokaMenu_RankTitle4#0,"""Arena Points"""
PokaMenu_RankTitle5#0,"""Current Rank (Cloud)"""
PokaMenu_RankTitle6#0,"""Previous Best Rank (Cloud)"""
PokaMenu_NowPoint#0,"""Arena Points"""
PokaMenu_NextRankPoint#0,"""To Next Rank"""
PokaMenu_NowGrade#0,"""Rank"""
PokaMenu_NowRank#0,"""Rank"""
PokaMenu_MaxGrade#0,"""Rank"""
PokaMenu_MaxRank#0,"""Rank"""
PokaMenu_Rank_Grade#0,"""$(0)"""
PokaMenu_Ranking#0,"""Rank $(0)"""
PokaMenu_Norank#0,"""─"""
PokaMenu_ContentInfo#0,"""Content Information"""
PokaMenu_GatheringInfo#0,"""Gathering Info"""
PokaMenu_TravelQuestInfo#0,"""（仮）クエスト情報"""
PokaMenu_MoveBlockTitle#0,"""Block Transfer Confirmation"""
PokaMenu_MoveShipTitle#0,"""Ship Transfer Confirmation"""
PokaMenu_MoveBlockMessage#0,"""Transferring to a Battle Block.<br>Be aware that the following conditions will take effect.<br><br>・Your class will become Lv.1 Battle Warrior.<br>・All PAs, Techniques and Class Skills will be unlearned,<br>\u3000and Meseta, CC and other items in your possession will not transfer.<br>・You cannot deposit items to any type of Storage.<br>・Attachment gauge will not be displayed.<br><br><red>※All conditions will return to normal upon<br>\u3000returning from the battle arena block.<c><br><br>Transfer to Battle Block?"""
PokaMenu_MoveShipMessage#0,"""所属シップへ移動します。<br>共通シップ専用の状態が元に戻ります。<br><br>・共通シップで登録したフレンド、メール、<br>\u3000シンボルアートは所属シップでは確認できません。<br>・バトルアリーナで獲得したバトルコインは<br>\u3000所属シップの情報と共有されています。<br>・共通シップのバトルランキングのランク情報は、<br>\u3000所属シップのランク情報とは別の集計となります。<br><br><yellow>※所属シップに戻ることで「ログイン履歴」に<br>履歴が1件追加されます。<c><br><br><red>※共通シップの状態は、再び共通シップに戻ることで<br>ご確認いただけます。<c><br><br>所属シップへ移動しますか？"""
PokaMenu_Content_BasnetInfo#0,"""Buster Quest Info"""
BonusEffect_Title1#0,"""Special Ability Factor Confirmation"""
BonusEffect_Head1#0,"""Special Ability Factor Name"""
BonusEffect_Head2#0,"""Success rate"""
BonusEffect_Head3#0,"""Details"""
Confirm_Desc#0,"""When <yellow>$(0)<c>'s<br>grind value reaches <green>+35<c>,<br>the following \""Special Ability Factor\""<br>unlocks and can be selected when<br>adding Special Abilities:"""
Confirm_Desc2#0,"""When <yellow>$(0)<c>'s<br>grind value reaches <green>+10<c>,<br>the following \""Special Ability Factor\""<br>unlocks and can be selected when<br>adding Special Abilities:"""
Confirm_Probability#0,"""$(0)%"""
Confirm_GetDataErrorTitle#0,"""Special Ability Factor Confirmation"""
Confirm_GetDataErrorMessage#0,"""Failed to acquire Special Ability Factor details."""
Confirm_icon_HintText#0,"""Special Ability Factor Name"""
BonusEffect_NoBonus#0,"""No Special Ability Factors"""
Guide_A#0,"""<%NormalAttack>"""
GuideB#0,"""<%PhotonArts>"""
ChangeToEP1Mode#0,"""Switched to EPISODE 1 mode."""
ChangeToEP2Mode#0,"""Switched to EPISODE 2 mode."""
ChangeToEP3Mode#0,"""Switched to EPISODE 3 mode."""
ChangeToEP4Mode#0,"""Switched to EPISODE 4 mode."""
ChangeToEP5Mode#0,"""Switched to EPISODE 5 mode."""
ChangeToEP6Mode#0,"""Switched to EPISODE 6 mode."""
EP5Prologue_EP4StoryBoard_Title#0,"""Switching Episode Modes"""
EP5Prologue_EP4StoryBoard_Message#0,"""\""Story Board (EP4)\""<br>Can only be used in EP4 mode.<br><br>You can switch to EP4 mode<br>by talking to Xiera and selecting<br>the Episode to \""EP4\""."""
EP5Prologue_ProgressionEP_1-3#0,"""EP1-3"""
EP5Prologue_ProgressionEP_4#0,"""EP4"""
EP5Prologue_ProgressionEP_5#0,"""EP5"""
BasnetInfo_WindowTitle#0,"""Buster Quest Info"""
BasnetInfo_Title1#0,"""Buster Points"""
BasnetInfo_Title2#0,"""Boost Count"""
BasnetInfo_ItemTitle1#0,"""Current Buster Points"""
BasnetInfo_ItemTitle2#0,"""Current Grade"""
BasnetInfo_ItemTitle3#0,"""Till Next Grade"""
BasnetInfo_ItemTitle5#0,"""Main Match Boost"""
BasnetInfo_ButtonText1#0,"""-"""
BasnetBillingRecovery_Title#0,"""-"""
BasnetBillingRecovery_SGMsg_LeftOvertZero#0,"""-"""
BasnetBillingRecovery_SGConfirmMsg#0,"""-"""
BasnetBillingRecovery_BuyConfirmMsg#0,"""-"""
BansetBillingRecovery_BuyFailed_Max_Msg#0,"""-"""
BasnetBillingRecovery_ItemName#0,"""-"""
BasnetInfo_DrawNum1#0,"""$(0)"""
BasnetInfo_DrawNum2#0,"""$(0) more times"""
BasnetInfo_DrawNumNone#0,"""―"""
Basnet_Grade_Proper#0,"""<vivid_cyan2>Main Match<c>"""
Basnet_Grade_Support#0,"""<yellow>Free Match<c>"""
Basnet_Grade_Limited#0,"""<bright_orange>Main Match: Adv.<c>"""
Basnet_Grade_Story#0,"""<soft_pink2>Story<c>"""
Basnet_Down_Support#0,"""Your match became a <yellow>Free Match<c> due to low grade party members."""
Reward_Message#0,"""Received the following rewards."""
Achievement_Up#0,"""実績名(+$(0)CP)"""
Achievement_Down#0,"""Achieved!"""
Clear_Msg#0,"""Challenge Clear Rate: MISSION $(0) $(1)%"""
TextStart#0,"""Challenge Start"""
TextClear#0,"""Challenge Clear"""
TextMission#0,"""Mission"""
TextCongratulations#0,"""Congratulations!"""
TextInterval#0,"""Interval Area"""
TextFinalMission#0,"""Final Mission"""
Clear_Msg_TypeA#0,"""High Score Update! (+$(0) pt)"""
Clear_Msg_TypeB#0,"""High Score missed by $(0) pt"""
TextStartEx#0,"""Quest Start"""
TextClearEx#0,"""Quest Clear"""
HighScore_Solo#0,"""<vivid_cyan2>Score Type: Solo<c>"""
HighScore_Multi#0,"""<bright_orange>Score Type: 4 Classes<c>"""
HighScore_All#0,"""<yellow>Score Type: Free<c>"""
HighScore_Duo#0,"""<vivid_green>Score Type: Duo<c>"""
HighScore_Trio#0,"""<light_red2>Score Type: Trio<c>"""
ArmadaSectorEffectSectorNameNon#0,"""SECTOR NON"""
ArmadaSectorEffectSectorName1#0,"""SECTOR 1"""
ArmadaSectorEffectSectorName2#0,"""SECTOR 2"""
ArmadaSectorEffectSectorName3#0,"""SECTOR 3"""
ArmadaSectorEffectSectorNameBoss#0,"""BOSS SECTOR"""
ArmadaSectorEffectSectorNameClear#0,"""CLEAR"""
SeasonEventWebWindowTitle#0,"""Event Information"""
SeasonEventPointWindowTitle#0,"""Individual Points"""
SeasonEventShipPointWindowTitle#0,"""Ship Points"""
SeasonEventNpcText1#0,"""Limited time shop ($(0))"""
SeasonEventNpcText2#0,"""Check event information on the web"""
SeasonEventNpcText3#0,"""Check Individual Points rewards"""
SeasonEventNpcText4#0,"""Check Ranking rewards"""
SeasonEventNpcText5#0,"""Check Ship Points ranking"""
SeasonEventQRWindowHelp#0,"""This will open the event web page in your browser.<br>Do you want to continue?<br>If you have a smartphone or tablet, you can also<br>open the webpage by scanning this QR code."""
SeasonEventQRWindowTitle#0,"""Confirm Browser Launch"""
SeasonEventRankingRewardTitle#0,"""Ship Points Ranking Rewards"""
SeasonEventPointRewardTitle#0,"""Individual Points Rewards"""
SeasonEventRankingTerm#0,"""Scoring Period/$(0) - $(1)"""
SeasonEventPlayerRank#0,"""Current Rank/$(0) (Current Points: $(1))"""
SeasonEventPlayerPoint#0,"""Current Points/$(0)"""
SeasonEventComboTabText#0,"""$(0) - $(1)"""
SeasonEventRank#0,"""$(0)"""
SeasonEventRank2#0,"""$(0)～"""
SeasonEventRank3#0,"""Unranked"""
SeasonEventBorderPoint#0,"""Points Required/$(0)"""
SeasonEventRankingWindowTitle#0,"""Ship Points Rankings"""
SeasonEventRankingHelp#0,"""Ship Points Ranking (Updated hourly)"""
SeasonEventNpcText5a#0,"""First Half Ranking"""
SeasonEventNpcText5b#0,"""Second Half Ranking"""
SeasonEventPoint#0,"""$(0)"""
SeasonEventRewardTitleName#0,"""Title acquired: \""$(0)\"""""
SeasonEventNoRewardTitleName#0,"""Title acquired: None"""
SeasonEventOpenPanel#0,"""Panel $(0) has opened!"""
SeasonEventOpenPanel2#0,"""A new panel has opened!"""
SeasonEventPointRewardGet#0,"""Earned"""
SeasonEventMenuTitle#0,"""Web-Linked Menu"""
SeasonEventTutorial#0,"""Review the Tutorial"""
SeasonEvent_Reb_Npcmenu#0,"""Receive Event Tasks"""
SeasonEvent_Reb_Npcmenu2#0,"""Exchange Seasonal Points for Items"""
SeasonEvent_Reb_Npcmenu3#0,"""Close Menu"""
SeasonEvent_Reb_Window_Title#0,"""Current Event(s)"""
SeasonEvent_Reb_Window_label#0,"""Seasonal Point(s)"""
SeasonEvent_Reb_Exchange_Title#0,"""Item Exchange"""
SeasonEvent_Reb_Exchange_TitleTelop#0,"""Seasonal Point Exchange Shop"""
SeasonEvent_Reb_Exchange_2lineguide#0,"""Exchange the Seasonal Points you've earned for reward items."""
SeasonEvent_Reb_ItemExchange_TitleTelop#0,"""Seasonal Item Exchange Shop"""
SeasonEvent_Reb_ItemExchange_2lineguide#0,"""特定の所持品を渡すと、商品を入手できます。要求数より多く渡すと、複数個入手できる商品もあります。"""
Title_BuyData#0,"""Purchase Info"""
SeasonEvent_Reb_Exchange_1#0,"""Points Owned"""
SeasonEvent_Reb_Exchange_2#0,"""Points Required"""
Label_AfterClosing#0,"""After Payment"""
SeasonEvent_Reb_BuyMessage3#0,"""Exchanging item(s) for $(1)<pict 4space>$(0)<pict event_point>.<br>Proceed with the exchange?"""
SeasonEvent_BuyErrorMessage1#0,"""Not enough Points."""
SeasonEvent_OutofStock#0,"""Out of Stock"""
MackInfo#0,"""Check Quest Info"""
MacknetInfo_WindowTitle#0,"""Divide Quest Info"""
MacknetInfo_BigTitle1#0,"""Play Records"""
MacknetInfo_BigTitle2#0,"""Weekly Point Reward"""
MacknetInfo_Title1#0,"""Steps"""
MacknetInfo_ItemTitle1#0,"""Steps Unlocked"""
MacknetInfo_Title2#0,"""Divide Points"""
MacknetInfo_ItemTitle2#0,"""This week's Points"""
MacknetInfo_NumberText1#0,"""$(0)"""
MacknetInfo_StepText1#0,"""$(1)~$(0)"""
MacknetInfo_StepText2#0,"""-"""
MacknetInfo_NumberText2#0,"""$(0) pt"""
MacknetInfo_RewardTitle#0,"""Weekly Point Rewards"""
MackIncident_Point#0,"""Step: $(0)  (<pict mack_point> Point Route)"""
MackIncident_Life#0,"""Step: $(0)  (<pict mack_life> Life Route)"""
MackIncident_Boss#0,"""Step: $(0)  (Normal Route)"""
DiscoveryCocoon#0,"""$(0) discovered."""
DiscoveryCocoon01#0,"""Cocoon 01: Gliding\u3000Action Type\u3000Difficulty ★"""
DiscoveryCocoon02#0,"""Cocoon 02: Flight\u3000Action Type\u3000Difficulty ★★"""
DiscoveryCocoon03#0,"""Cocoon 03: Mt. Saruyama\u3000Battle Type\u3000Difficulty ★★"""
DiscoveryCocoon04#0,"""Cocoon 04: Leap\u3000Action Type\u3000Difficulty ★★★"""
DiscoveryCocoon05#0,"""Cocoon 05: Showdown\u3000Battle Type\u3000Difficulty ★★"""
DiscoveryCocoon06#0,"""Cocoon 06: Labyrinth\u3000Action Type\u3000Difficulty ★★"""
DiscoveryCocoon07#0,"""Cocoon 07: Clash\u3000Battle Type\u3000Difficulty ★★★"""
DiscoveryTower01#0,"""Tower 01: Skyscraper\u3000Complex Type\u3000Difficulty ★★★"""
AreaName0000001#0,"""Trainia Interior"""
AreaName0000002#0,"""????"""
AreaName0000003#0,"""Battledia Interior"""
AreaName0000004#0,"""トリニテス内部"""
AreaName0000005#0,"""トレイニアアドバンス内部"""
AreaName0000006#0,"""ルシエル"""
AreaName0000007#0,"""ネームレスシティ"""
AreaName1110001#0,"""Aelio Town"""
AreaName1110002#0,"""Central City"""
AreaName1110003#0,"""Mt. Magnus"""
AreaName1110004#0,"""Vanford Laboratory Ruins"""
AreaName1110005#0,"""Resol Forest"""
AreaName1110006#0,"""Lake Halphiria"""
AreaName1110007#0,"""Halpha Grasslands"""
AreaName1110008#0,"""Halpha Grasslands: West"""
AreaName1110009#0,"""Halpha Grasslands: East"""
AreaName1110010#0,"""Mt. Picott"""
AreaName1110011#0,"""Barflow Waterfall"""
AreaName1110012#0,"""Mt. Mahina Pari"""
AreaName1110013#0,"""Halpha Marshlands"""
AreaName1110014#0,"""Alto Lani Plateau"""
AreaName1110015#0,"""Lakau Coast"""
AreaName1110016#0,"""Craikau Hills"""
AreaName1110017#0,"""Craiano Cliffs"""
AreaName1110018#0,"""Aelio Town Ruins"""
AreaName1110019#0,"""Kanai Island"""
AreaName1120001#0,"""Retem City"""
AreaName1120002#0,"""Sagaan Mountain Pass"""
AreaName1120003#0,"""Morava Canyon"""
AreaName1120004#0,"""Cape Kinraad"""
AreaName1120005#0,"""Oasis"""
AreaName1120006#0,"""Trinitis"""
AreaName1120007#0,"""Garneru Coast"""
AreaName1120008#0,"""Retem El-Nossa"""
AreaName1120009#0,"""Lower Maqaad"""
AreaName1120010#0,"""Luf Maqaad"""
AreaName1120011#0,"""Steckin Lowlands"""
AreaName1120012#0,"""Daalsmarb Desert"""
AreaName1120013#0,"""Al-demmond Desert"""
AreaName1120014#0,"""Tiarm Coast"""
AreaName1120015#0,"""Sagaan Mtn. Pass: West"""
AreaName1120016#0,"""Sagaan Mtn. Pass: East"""
AreaName1120017#0,"""Garneru Coast: West"""
AreaName1120018#0,"""Garneru Coast: East"""
AreaName1130001#0,"""クヴァリスキャンプ"""
AreaName1130002#0,"""北クヴァリス"""
AreaName1130003#0,"""西クヴァリス"""
AreaName1130004#0,"""中央クヴァリス"""
AreaName1130005#0,"""南クヴァリス"""
AreaName1130006#0,"""ベルガナ遺跡：北"""
AreaName1130007#0,"""ロストセントラル"""
AreaName1130008#0,"""レイヨルド峡江"""
AreaName1130009#0,"""イハナ山：西"""
AreaName1130010#0,"""イハナ山：東"""
AreaName1130011#0,"""ダナン雪原"""
AreaName1130012#0,"""クイール山道"""
AreaName1130013#0,"""ラトヴァ山"""
AreaName1130014#0,"""ミストラ樹林"""
AreaName1130015#0,"""ベルガナ遺跡：南"""
AreaName1130016#0,"""イハナ山"""
AreaName111060#0,"""1章：資源採掘リグ防衛"""
AreaName112030#0,"""2章：ダークファルス襲来"""
AreaName112070#0,"""2章：セントラルキャノン発射"""
AreaName112080#0,"""2章：次の戦いに向けて"""
AreaName011020#0,"""1章：アークス教導官ブルーダー"""
AreaName011060#0,"""1章：及第点"""
AreaName011080#0,"""1章：ナグルスの討伐任務"""
AreaName011190#0,"""1章：勝利の報告"""
AreaName011220#0,"""1章：アイナの決意"""
AreaName011260#0,"""1章：ヴァンフォード研究所跡へ"""
AreaName011350#0,"""1章：非常呼集"""
AreaName011450#0,"""1章：帰還"""
AreaName012020#0,"""2章：新たな任務"""
AreaName012110#0,"""2章：ナーデレフ"""
AreaName012140#0,"""2章：砂漠の墓標"""
AreaName012170#0,"""2章：協力体制"""
AreaName012220#0,"""2章：弔いの歌"""
AreaName012300#0,"""2章：勝利の宴"""
AreaName013020#0,"""3章：クヴァリスでの任務"""
AreaName013230#0,"""3章：解決の糸口"""
AreaName013130#0,"""3章：雪中の墓標"""
AreaName113020#0,"""3章：イルマのお使い"""
AreaName113030#0,"""3章：トゥーリのお使い"""
AreaName113050#0,"""3章：クッカのお使い"""
AreaName113060#0,"""3章：タイヴァスのお使い"""
AreaName113070#0,"""3章：メリからのお礼"""
AreaName501010#0,"""1章：アイナの日誌"""
AreaName501020#0,"""1章：エアリオタウンの思い出"""
AreaName501030#0,"""1章：始まりの場所"""
AreaName501040#0,"""1章：セントラルシティの暮らし"""
AreaName501050#0,"""1章：勇気ある決断"""
AreaName502010#0,"""1章：マノンの居場所"""
AreaName502020#0,"""1章：あの日の出来事"""
AreaName502030#0,"""1章：マノンとガロア"""
AreaName502040#0,"""1章：失われた英知"""
AreaName502050#0,"""1章：戦域統制型ドールズ"""
AreaName503010#0,"""1章：ブルーダーとガロア"""
AreaName503020#0,"""1章：ブルーダーの原点"""
AreaName503030#0,"""1章：初任務の評価"""
AreaName503040#0,"""1章：因縁との決着"""
AreaName503050#0,"""1章：チームの結束"""
AreaName504010#0,"""1章：セントラルリーダーの仕事"""
AreaName504020#0,"""1章：リテムの文化"""
AreaName504030#0,"""1章：セントラルキャノン"""
AreaName505010#0,"""1章：クロフォードは休まない"""
AreaName651010#0,"""期間限定：ツキミダンゴの行方"""
AreaName1140001#0,"""スティアキャンプ"""
AreaName1140002#0,"""グラニア海岸"""
AreaName1140003#0,"""ドライゼンプラント：第１"""
AreaName1140004#0,"""アルテラベース"""
AreaName1140005#0,"""フェルーサ岩稜：第１"""
AreaName1140006#0,"""デクストベース：第１"""
AreaName1140007#0,"""フェルーサ岩稜：第２"""
AreaName501060#0,"""2章：リテムの人々"""
AreaName501070#0,"""2章：ナーデレフの歌"""
AreaName501080#0,"""3章：アイナの防寒服"""
AreaName501090#0,"""3章：アイナとメリ"""
AreaName502060#0,"""2章：歌の力の考察"""
AreaName502070#0,"""3章：ライサスの遺志"""
AreaName502080#0,"""3章：ベルガナ遺跡"""
AreaName504040#0,"""3章：クロフォードとイルマ"""
AreaName503060#0,"""2章：ブルーダーとハーディ"""
AreaName506010#0,"""2章：会話のきっかけ"""
AreaName506020#0,"""2章：踊りの稽古"""
AreaName506030#0,"""2章：先人への謝意"""
AreaName509010#0,"""3章：クヴァリス先遣隊との交流"""
AreaName509020#0,"""3章：兄妹の近況"""
AreaName509030#0,"""3章：間違えずに"""
AreaName508010#0,"""3章：イルマの反省"""
AreaName508020#0,"""3章：イルマとクロフォード"""
AreaName507010#0,"""2章：訪れた転機"""
AreaName507020#0,"""2章：ハーディとブルーダー"""
AreaName507030#0,"""2章：マクアド下層の調査"""
AreaName505020#0,"""2章：クヴァリスについて"""
AreaName505030#0,"""3章：スティアについて"""
AreaName1130017#0,"""ラトヴァ山：南"""
AreaName1130018#0,"""ラトヴァ山：北"""
AreaName1130019#0,"""ミストラ樹林：南"""
AreaName1130020#0,"""ミストラ樹林：北"""
AreaName1140008#0,"""ドライゼンプラント：第２"""
AreaName1140009#0,"""デクストベース：第２"""
AreaName1110020#0,"""マグナス山：西"""
AreaName1110021#0,"""マグナス山：東"""
AreaName014010#0,"""4章：視線の先に"""
AreaName014030#0,"""4章：マノンの不安"""
AreaName014040#0,"""4章：スティアでの任務"""
AreaName014070#0,"""4章：スティアリージョン制圧作戦"""
AreaName014380#0,"""4章：クロフォードの計画"""
AreaName1140010#0,"""スティア外縁部"""
AreaName1140011#0,"""ドライゼンプラント"""
AreaName1140012#0,"""メディオラ外郭第２区"""
AreaName1140013#0,"""デクストベース"""
AreaName1140014#0,"""メディオラ外郭第１区"""
AreaName1140015#0,"""ハルファ・メディオラ"""
AreaName1140016#0,"""ノイゼンプラント"""
AreaName1140017#0,"""フェルーサ岩稜"""
AreaName1140018#0,"""ブルガニス島"""
AreaName1140019#0,"""ストロボル島"""
AreaName1140020#0,"""ガブル山道"""
AreaName501100#0,"""4章：自分らしい戦いかたを"""
AreaName501110#0,"""4章：新たなメニュー"""
AreaName502090#0,"""4章：想いの先に"""
AreaName502100#0,"""4章：前を向いて"""
AreaName503070#0,"""4章：かつての三人"""
AreaName506040#0,"""4章：プラントの考察"""
AreaName509040#0,"""4章：クヴァリスの近況"""
AreaName508030#0,"""4章：消えた存在"""
AreaName510010#0,"""4章：グレンのことば"""
AreaName510020#0,"""4章：隊長の務め"""
AreaName510030#0,"""4章：変わらぬ意志"""
AreaName511010#0,"""4章：グレンの人望"""
AreaName511020#0,"""4章：プラントの謎"""
AreaName511030#0,"""4章：ダークファルスの調査報告"""
AreaName020020#0,"""5章：決戦"""
AreaName020120#0,"""5章：マノンの失踪"""
AreaName020130#0,"""5章：世界の秘密"""
AreaName020180#0,"""5章：マノンの目的"""
AreaName020190#0,"""5章：明かされる真実"""
AreaName020200#0,"""5章：すべてを終わらせるために"""
AreaName020210#0,"""5章：リサージェントアークス"""
AreaName020220#0,"""5章：ルシエルへの道"""
AreaName020340#0,"""5章：戦いの報告"""
AreaName1110022#0,"""ハルファナ平原：北"""
AreaName1110023#0,"""バルフロウ大瀑布：西"""
AreaName1130021#0,"""ミストラ樹林：東"""
AreaName1130022#0,"""ダナン雪原：西"""
AreaName1110024#0,"""バルフロウ大瀑布：東"""
AreaName1130023#0,"""ダナン雪原：東"""
AreaName021020#0,"""6章：つくられたセカイ"""
AreaName021030#0,"""6章：マノンたちの処遇"""
AreaName021040#0,"""6章：クロフォードからの頼みごと"""
AreaName021100#0,"""6章：明日のために"""
AreaName021110#0,"""6章：心をひとつに"""
AreaName501120#0,"""6章：ルシエラン"""
AreaName503080#0,"""6章：ブルーダーの自戒"""
AreaName508040#0,"""6章：実験惑星ハルファ"""
AreaName508050#0,"""6章：ハルファの真実"""
AreaName022010#0,"""6章：マノンの復帰"""
AreaName022020#0,"""6章：マノンの自責"""
AreaName504050#0,"""6章：リサージェントアークスの勃興Ⅰ"""
AreaName504060#0,"""6章：リサージェントアークスの勃興Ⅱ"""
AreaName501130#0,"""6章：ゼフェットの足跡"""
AreaName508060#0,"""6章：ルシエル内部の現状"""
AreaName506050#0,"""6章：ハルファのエネルギープラント"""
AreaName503090#0,"""6章：“星渡り”のふたり"""
AreaName020010#0,"""6章：星滅の予兆"""
AreaName022030#0,"""6章：マノンの活動"""
AreaName023020#0,"""6章：新人教官アイナ"""
AreaName023030#0,"""6章：ブルーダーの期待"""
AreaName023040#0,"""6章：心機一転"""
AreaName023050#0,"""6章：それぞれの役割"""
AreaName022040#0,"""6章：マノンの力"""
AreaName022050#0,"""6章：オーバーブースト"""
AreaName022060#0,"""6章：マノンの噂"""
AreaName022070#0,"""6章：償いのため"""
AreaName023060#0,"""6章：アイナの悩み"""
AreaName023070#0,"""6章：ライサスの教え"""
AreaName023080#0,"""6章：教官としての成長"""
AreaName022090#0,"""6章：リミナルサイン"""
AreaName022111#0,"""6章：リミナルサイン発見！"""
AreaName022120#0,"""6章：大規模捜索"""
AreaName022160#0,"""6章：回復の兆し"""
AreaName022170#0,"""6章：マノンの想い"""
AreaName022190#0,"""6章：マノンのお願い"""
AreaName120010#0,"""6章：星滅の予兆"""
AreaName023090#0,"""6章：リクールとルカ"""
AreaName023100#0,"""6章：訓練教官として"""
AreaName023110#0,"""6章：リーダーとは"""
AreaName023190#0,"""6章：偵察訓練を終えて"""
AreaName023200#0,"""6章：ずっと一緒に"""
AreaName024010#0,"""6章：いつまでも心はひとつ"""
AreaName511040#0,"""6章：カヌイ④秘密のデータ"""
AreaName023010#0,"""7章：知られざる領域"""
AreaName027020#0,"""7章：ゼフェットからの依頼"""
AreaName027170#0,"""7章：真のアークスたちへ"""
ReleaseGuild#0,"""Unlock by advancing through the Story."""
ReleaseMessege#0,"""$(0)'s \""$(1)\"" option has been unlocked."""
ReleaseMySpace#0,"""アーチェから依頼されるタスクを進めることで使用可能になります。"""
ReleaseLineDuel#0,"""ヴィクトリアから依頼されるタスクを進めることで使用可能になります。"""
