TitleLogo_Enter#0,"""กดปุ่ม ENTER"""
DailyCharacterLoginMessage#0,"""ตัวละครที่กำลังมีคำขอย้าย Ship รายวันรอดำเนินการ<br>จะไม่สามารถล็อกอินได้<br>คุณจะสามารถล็อกอินได้อีกครั้งเมื่อการย้าย Ship รายวัน<br>เสร็จสิ้น หรือหากคุณยกเลิกคำขอดังกล่าว<br><br>การย้าย Ship รายวันจะเกิดขึ้นทุกวันเวลา <utc>20:00</utc>"""
Enquete_Title#0,"""แบบสอบถามการเข้าสู่ระบบ"""
Enquete_mes01#0,"""คำถามนี้สำหรับผู้เล่นที่ไม่ได้เข้าสู่ระบบมาสักระยะหนึ่งแล้ว<br>\u3000อะไรคือสาเหตุที่ทำให้คุณตัดสินใจกลับมาเล่น PSO2 อีกครั้ง?"""
Enquete_Answer00#0,"""■ โปรดเลือกตัวเลือกที่ตรงกับคุณมากที่สุดจากรายการด้านล่าง"""
Enquete_Answer01#0,"""1. ช่องทาง Twitter"""
Enquete_Answer02#0,"""2. เว็บไซต์ทางการ/ช่อง YouTube"""
Enquete_Answer03#0,"""3. ช่องทาง อนิเมะ"""
Enquete_Answer04#0,"""4. ไลฟ์สตรีม"""
Enquete_Answer05#0,"""5. โพสต์ทั่วไปบนโซเชียลมีเดีย"""
Enquete_Answer06#0,"""6. ไลฟ์สตรีม/วิดีโอทั่วไป"""
Enquete_Answer07#0,"""7. บทความบนเว็บไซต์ข่าวเกม"""
Enquete_Answer08#0,"""8. โปรโมชันโฆษณาแบนเนอร์ (เช่น โฆษณาจาก YouTube)"""
Enquete_Answer09#0,"""9. ข่าวสารจาก PlayStation®Store หรือ Nintendo Switch™"""
Enquete_Answer10#0,"""10. อื่นๆ"""
Enquete_Thanks_Title#0,"""แบบสอบถามการเข้าสู่ระบบ"""
Enquete_Thanks_mes#0,"""ขอบคุณสำหรับคำตอบของคุณ<br>เราขอมอบ 10 SG ให้คุณเป็นของรางวัลแทนคำขอบคุณ<br><br>ขอให้สนุกกับ [PSO2: NGS] ต่อไปนะ!"""
Comeback_Thanks_Title#0,"""ข้อความ"""
Comeback_Thanks_mes#0,"""ขอบคุณที่กลับมาเล่นอีกครั้ง<br>กรุณารับ $(0) SG ไว้แทนคำขอบคุณ<br><br>ขอให้สนุกกับ [PSO2] ต่อไปนะ!"""
Comeback_IconConfig_Title#0,"""ยืนยันการแสดงไอคอน"""
Comeback_IconConfig_mes#0,"""คุณต้องการเปิดใช้งานไอคอนผู้เล่นที่กลับมา <pict Comeback> เพื่อให้ผู้เล่นอื่นทราบว่าคุณกลับมาเล่นเกมอีกครั้งหลังจากหยุดพักไปหรือไม่?<br><br>ไอคอนนี้จะแสดงอยู่ทางด้านซ้ายของชื่อตัวละครของคุณ<br><br><yellow>※คุณสามารถเปิด/ปิดการแสดงไอคอนนี้ได้จากเมนูตัวเลือก (Options) ในหัวข้อ \""การเล่นเกม (Gameplay)\""<c>"""
ButtonReset_Title#0,"""ยืนยันการตั้งค่าปุ่ม"""
ButtonReset_Text#0,"""พบปัญหาในการตั้งค่าปุ่มบนเกมแพด<br>ที่เกี่ยวข้องกับฟังก์ชันสำคัญ เช่น<br>\""ตกลง\"" หรือ \""ยกเลิก\""<br>ซึ่งอาจทำให้ไม่สามารถควบคุมได้อย่างปกติ<br><br>ต้องการซ่อมแซมการตั้งค่าปุ่มอัตโนมัติหรือไม่?<br><br><yellow>※หากไม่มีการตอบสนอง ระบบจะทำการซ่อมแซมอัตโนมัติในอีก 10 วินาที<c>"""
ButtonReset_Check#0,"""ไม่ต้องถามอีก"""
ButtonReset_Yes#0,"""ใช่"""
ButtonReset_No#0,"""ไม่"""
PrivacyCheckTitle#0,"""เกี่ยวกับการเก็บรวบรวมข้อมูลความเป็นส่วนตัว"""
PrivacyCheckMessage#0,"""ข้อความขออนุญาตเก็บรวบรวมข้อมูลความเป็นส่วนตัว (ชั่วคราว)"""
PrivacyCheckDenial#0,"""หากไม่ยินยอมให้เก็บรวบรวมข้อมูลความเป็นส่วนตัว<br>คุณจะไม่สามารถเริ่มเกมได้<br>ระบบจะนำคุณกลับไปยังหน้าไตเติล"""
DobCheckTitle#0,"""ยืนยันวันเดือนปีเกิด"""
DobCheckMessage#0,"""เพื่อจัดเตรียมคอนเทนต์ที่เหมาะสม<br>กรุณาป้อนวันเดือนปีเกิดของคุณ"""
DobCheckMonth#0,"""เดือน"""
DobCheckDay#0,"""วัน"""
DobCheckYear#0,"""ปี"""
PrivacyDelTitle#0,"""เกี่ยวกับข้อมูลส่วนบุคคล"""
PrivacyDelMessage#0,"""ข้อความเกี่ยวกับข้อมูลส่วนบุคคล (ชั่วคราว)"""
WindowSetting#0,"""ขนาดหน้าต่าง/ฟอนต์"""
WindowSetting_Text#0,"""ตั้งค่าขนาดหน้าต่างและข้อความในเกม<br>※เฉพาะในบล็อก [PSO2] เท่านั้น"""
WindowSetting_Button_S#0,"""เล็ก"""
WindowSetting_Button_M#0,"""กลาง"""
WindowSetting_Button_L#0,"""4K-เล็ก"""
WindowSetting_Button_4KS#0,"""4K-กลาง"""
WindowSetting_Button_4KM#0,"""4K-ใหญ่"""
SegaAccountMenu_WindowTitleText1#0,"""การเชื่อมโยงบัญชี SEGA"""
SegaAccountMenu_Button1#0,"""ดูหน้าการเชื่อมโยงบัญชี"""
SegaAccountMenu_Button2#0,"""ปิด"""
SegaAccountMenu_MessageText1#0,"""สามารถดูหน้าเว็บการเชื่อมโยงบัญชีบนสมาร์ตโฟนหรือแท็บเล็ตได้โดยการสแกนโค้ดด้านล่างนี้"""
SegaAccountMenu_MessageText2#0,"""ระบบจะโหลดหน้าเว็บโดยการเปิดเว็บเบราว์เซอร์ของคุณ"""
SegaAccountMenu_MessgaeText3#0,"""บัญชี SEGA ของคุณถูกเชื่อมโยงไว้แล้ว"""
SegaAccountMenu_TitleText1#0,"""เชื่อมโยงบัญชีโดยใช้สมาร์ตโฟนหรืออุปกรณ์อื่น"""
SegaAccountMenu_TitleText2#0,"""เชื่อมโยงบัญชีโดยใช้เว็บเบราว์เซอร์ของคุณ"""
SegaAccountMenu_MessgaeText4#0,"""บัญชี SEGA นี้ถูกระงับการใช้งาน"""
SegaAccountMenu_MessgaeText5#0,"""หากยกเลิกกระบวนการนี้ จะไม่สามารถทำการเชื่อมโยงบัญชีได้อีกระยะเวลาหนึ่ง"""
SegaAccountMenu_MessgaeText6#0,"""บริการบัญชี SEGA ยังไม่เปิดให้บริการ หรือไม่สามารถใช้งานได้ในขณะนี้"""
