Title_DeadMenu#0,"""전투 불능 메뉴"""
LoginBonusTabName_Limited#0,"""기간 한정 $(0)"""
LoginBonusTabName_Inherit#0,"""인계 $(0)"""
AutoWordTypeTrialStart#0,"""트라이얼 참가 시"""
AutoWordTypeTrialSuccess#0,"""트라이얼 성공 시"""
AutoWordTypeTrialFailure#0,"""트라이얼 실패 시"""
AutoWordTypeFastTravelStart#0,"""패스트 트래블 개시"""
AutoWordTypeFastTravelEnd#0,"""패스트 트래블 종료"""
AutoWordTypePhotonDash#0,"""포톤 대시"""
AutoWordTypePhotonDashAttack#0,"""포톤 대시 공격"""
AutoWordTypePhotonGlide#0,"""포톤 글라이드"""
AutoWordTypeGlideAttack#0,"""글라이드 어택"""
AutoWordTypeWeaponAction#0,"""무기 액션"""
AutoWordTypeGetGathering#0,"""개더링 획득"""
PlBadCond:Burn#0,"""번"""
PlBadCond:Freeze#0,"""프리즈"""
PlBadCond:Shock#0,"""쇼크"""
PlBadCond:Mirage#0,"""미라쥬"""
PlBadCond:Panic#0,"""패닉"""
PlBadCond:Poison#0,"""포이즌"""
PlBadCond:Stun#0,"""스턴"""
PlBadCond:Injury#0,"""인저리"""
