Gat_TitleStatus#0,"""Estado de Recolección"""
Explain_F0114#0,"""<yellow>¡Reune mejillones de las cuevas volcánicas 15 veces!<c><br>Área: Cuevas volcánicas<br>Categoría objetivo: Mariscos"""
Explain_F0115#0,"""<yellow>¡Reune gambas acorazadas de las cuevas volcánicas 3 veces!<br>Área: Cuevas volcánicas<br>Categoría de objetivo: Crustáceo<br><c 73d882>El plato 'Sashimi de atún de Tokio' aumenta<br>tus posibilidades de capturar Crustáceos<br>"""
Explain_F0116#0,"""<yellow>¡Reune 15 veces camarones blindados de las Cuevas Volcánicas!<c><br>Área: Cuevas volcánicas<br> Categoría de objetivo: Crustáceo<br><c 73d882>El plato 'Sashimi de atún de Tokio' aumenta<br>tus posibilidades de capturar Crustáceos<br>"""
Explain_F0117#0,"""<yellow>¡Reune 3 veces el coral Amduskia!<c><br>Área: Cuevas volcánicas<br> Categoría de objetivo: Especial<br><c 73d882>El plato 'Envoltura de marisco asado' aumenta<br>las posibilidades de capturar vida marina especial<br>"""
Explain_F0118#0,"""<yellow>¡Reune a Char de cuevas volcánicas de tamaño medio 3 veces!<c><br> Área: Bosque<br> Categoría de objetivo: Pesca de vida marina de tamaño medio<br><c 73d882>El plato 'Tempura de gambas de las ruinas' aumenta<br>tus posibilidades de capturar vida marina de tamaño medio<br>"""
Explain_F0119#0,"""<yellow>¡Pesca 10 veces en la Tundra!<c><br>Área: Tundra<br> Categoría de objetivo: Todos"""
Explain_F0120#0,"""<yellow>¡Pesca 20 veces en la Tundra!<c><br> Área: Tundra<br> Categoría del objetivo: Todos"""
Explain_F0121#0,"""<yellow>¡Pesca 30 veces en la Tundra!<c><br> Área: Tundra<br> Categoría de objetivo: Todos"""
Explain_F0122#0,"""<yellow>¡Reune 3 veces el arenque de la Tundra!<c><br>Área: Tundra<br>Categoría de objetivo: Peces"""
Explain_F0123#0,"""<yellow>¡Reune arenques de la tundra 15 veces!<c><br>Área: Tundra<br>Categoría de objetivo: Peces"""
Explain_F0124#0,"""<yellow>¡Reune 3 veces el eperlano de la Tundra!<c><br>Área: Tundra<br> Categoría de objetivo: Peces<br><c 73d882>El plato 'Pez cinturón salteado de mina abandonada'<br>aumenta tus posibilidades de capturar Peces<c>."""
Explain_F0125#0,"""<yellow>¡Reune el eperlano de la tundra 15 veces!<c><br>Área: Tundra<br> Categoría de objetivo: Peces<br><c 73d882>El plato 'Pez cinturón salteado de mina abandonada'<br>aumenta tus posibilidades de capturar Peces<c>."""
Explain_F0126#0,"""<yellow>¡Reune tortugas náuticas 3 veces!<c><br>Área: Tundra<br> Categoría de objetivo: Especial<br><c 73d882>El plato 'Envoltura de marisco asado' aumenta<br>las posibilidades de capturar objetos especiales<br>"""
Explain_F0127#0,"""<yellow>¡Reune 3 veces un Bonito de Tundra grande!<c><br>Área: Tundra<br> Categoría de objetivo: Pesca de fauna marina de gran tamaño<br><c 73d882>El plato 'Bonito de la Tundra' aumenta<br> tus posibilidades de capturar fauna marina de gran tamaño<br>"""
Explain_F0128#0,"""<yellow>¡Pesca 10 veces en los Pozos Subterráneos!<c><br>Área: Pozos subterráneos<br> Categoría de objetivo: Todos"""
Explain_F0129#0,"""<yellow>¡Pesca 20 veces en los pozos subterráneos! Pozos subterráneos<br> Categoría de objetivo: Todos"""
Explain_F0130#0,"""<yellow>¡Pesca 30 veces en los pozos subterráneos!<c><br>Área: Pozos subterráneos<br> Categoría de objetivo: Todos"""
Explain_F0131#0,"""<yellow>¡Reune 3 veces camarones mantis en los pozos subterráneos!<c><br>Área: Pozos subterráneos<br>Categoría de objetivo: Crustáceo"""
Explain_F0132#0,"""<yellow>¡Reune camarones mantis de los pozos subterráneos 15 veces!<c><br>Área: Pozos subterráneos<br>Categoría de objetivo: Crustáceo"""
Explain_F0133#0,"""<yellow>¡Reune caracolas de los pozos subterráneos 3 veces!<c><br>Área: Pozos subterráneos<br> Categoría de objetivo: Mariscos<br><c 73d882>El plato 'Arenque de la Tundra Canh Chua' aumenta<br>tus posibilidades de capturar Mariscos<br>"""
Explain_F0134#0,"""<yellow>¡Reune caracolas de los pozos subterráneos 15 veces!<c><br>Área: Pozos subterráneos<br> Categoría objetivo: Mariscos<br><c 73d882>El plato 'Arenque de la Tundra Canh Chua' aumenta<br>tus posibilidades de capturar Mariscos<br>"""
Explain_F0135#0,"""<yellow>¡Reune 3 veces conchas de Lillipan!<c><br>Área: Pozos subterráneos<br> Categoría de objetivo: Mariscos<br><c 73d882>El plato 'Arenque de la Tundra Canh Chua' aumenta<br>tus posibilidades de capturar Mariscos<br>"""
Explain_F0136#0,"""<yellow>Coge Med. Pozos subterráneos Karasin 3 veces! <c><br>Área: Pozos subterráneos<br> Categoría de objetivo: Pesca de vida marina de tamaño medio<br><c 73d882>El plato 'Tempura de gambas de las ruinas' aumenta<br>tus posibilidades de capturar vida marina de tamaño medio<br>"""
Explain_F0137#0,"""<yellow>¡Pesca 10 veces en la provincia de Daybreak!<c><br>Área: Provincia de Daybreak<br> Categoría de objetivo: Todos"""
Explain_F0138#0,"""<yellow>¡Pesca 20 veces en la provincia de Daybreak!<c><br> Área: Provincia de Daybreak<br> Categoría del objetivo: Todos"""
Explain_F0139#0,"""<yellow>¡Pesca 30 veces en la provincia de Daybreak!<c><br> Área: Provincia de Daybreak<br> Categoría del objetivo: Todos"""
Explain_F0140#0,"""<yellow>¡Reune la carpa de la provincia de Daybreak 3 veces!<c><br>Área: Provincia de Daybreak<br>Categoría de objetivo: Peces"""
Explain_F0141#0,"""<yellow>¡Reune la carpa de la provincia de Daybreak 15 veces!<br>Área: Provincia de Daybreak<br>Categoría de objetivo: Peces"""
Explain_F0142#0,"""<yellow>¡Reune cangrejos araña de la provincia de Daybreak 3 veces!<c><br>Área: Provincia de Daybreak<br>Categoría objetivo: Crustáceo<br><c 73d882>El plato 'Sashimi de atún de Tokio' aumenta<br>tus posibilidades de capturar Crustáceos<br>"""
Explain_F0143#0,"""<yellow>¡Reune cangrejos araña de la provincia de Daybreak 15 veces!<c><br>Área: Provincia de Daybreak<br> Categoría de objetivo: Crustáceo<br><c 73d882>El plato 'Sashimi de atún de Tokio' aumenta tus<br>posibilidades de capturar Crustáceos<br>"""
Explain_F0144#0,"""<yellow>¡Reune a Little Zakris 3 veces!<c><br>Área: Provincia del Amanecer<br> Categoría del objetivo: Misc<br><c 73d882>El plato 'Provincia Daybreak Carpa en Salsa de Soja'<br>aumenta tus posibilidades de capturar Vida Marina<c>."""
Explain_F0145#0,"""<yellow>¡Reune mejillones de diamante medianos de Daybreak 3 veces!<c><br> Área: Provincia de Daybreak<br> Categoría de objetivo: Pesca de vida marina de tamaño medio<br><c 73d882>El plato 'Tempura de gambas de las ruinas' aumenta<br>tus posibilidades de capturar vida marina de tamaño medio<br>"""
Explain_F0146#0,"""<yellow>¡Pesca 10 veces en el Continente Flotante!<c><br>Área: Continente flotante<br> Categoría objetivo: Todos"""
Explain_F0147#0,"""<yellow>¡Pesca 20 veces en el Continente Flotante!<c><br> Área: Continente flotante<br> Categoría del objetivo: Todos"""
Explain_F0148#0,"""<yellow>¡Pesca 30 veces en el Continente Flotante!<c><br>Área: Continente flotante<br> Categoría del objetivo: Todos"""
Explain_F0149#0,"""<yellow>¡Reune 3 veces las algas del continente flotante!<c><br>Área: Continente flotante<br>Categoría de objetivo: Vida marina de tamaño medio"""
Explain_F0150#0,"""<yellow>¡Reune algas del continente flotante 15 veces!<br>Área: Continente flotante<br>Categoría de objetivo: Vida marina de tamaño medio"""
Explain_F0151#0,"""<yellow>¡Reune Bonito del Continente Flotante 3 veces!<c><br>Área: Continente flotante<br> Categoría de objetivo: Peces<br><c 73d882>El plato 'Envoltura de ostras Iwagaki de fondo marino asado'<br>aumenta tus posibilidades de capturar Peces<c>."""
Explain_F0152#0,"""<yellow>¡Captura el Bonito del Continente Flotante 15 veces!<c><br>Área: Continente flotante<br> Categoría objetivo: Peces<br><c 73d882>El plato 'Envoltura de ostras Iwagaki de fondo marino asado'<br>aumenta tus posibilidades de capturar Peces<c>."""
Explain_F0153#0,"""<yellow>¡Reune 3 veces el coral Amduskia!<c><br>Área: Continente flotante<br> Categoría de objetivo: Especial<br><c 73d882>El plato 'Envoltura de marisco asado' aumenta<br>las posibilidades de capturar vida marina especial<br>"""
Explain_F0154#0,"""<yellow>¡Reune peces globo flotantes de tamaño medio 3 veces!<c><br> Área: Bosque<br> Categoría de objetivo: Pesca de vida marina de tamaño medio<br><c 73d882>El plato 'Tempura de gambas de las ruinas' aumenta<br>tus posibilidades de capturar vida marina de tamaño medio<br>"""
Explain_F0155#0,"""<yellow>¡Pesca 10 veces en el Fondo Marino!<c><br>Área: Fondo marino<br> Categoría de objetivo: Todos"""
Explain_F0156#0,"""<yellow>¡Peces 20 veces en el fondo marino!<c><br> Área: Fondo marino<br> Categoría del objetivo: Todos"""
Explain_F0157#0,"""<yellow>¡Pesca 30 veces en el fondo marino!<c><br> Área: Fondo marino<br> Categoría del objetivo: Todos"""
Explain_F0158#0,"""<yellow>¡Reune 3 veces ostras Iwagaki del fondo marino!<c><br>Área: Fondo marino<br>Categoría objetivo: Mariscos"""
Explain_F0159#0,"""<yellow>¡Reune ostras Iwagaki del fondo marino 15 veces!<c><br>Área: Fondo marino<br>Categoría objetivo: Mariscos"""
Explain_F0160#0,"""<yellow>¡Reune pulpos del fondo marino 3 veces!<br>Área: Fondo marino<br> Categoría de objetivo: Moluscos<br><c 73d882>El plato 'Pastel de calabaza de mar' aumenta<br>sus posibilidades de capturar Moluscos<br>"""
Explain_F0161#0,"""<yellow>¡Reune pulpos del fondo marino 15 veces!<c><br> Área: Fondo marino<br> Categoría de objetivo: Molusco<br><c 73d882>El plato 'Pastel de calabaza de mar' aumenta<br>tus posibilidades de capturar Moluscos<br>"""
Explain_F0162#0,"""<yellow>¡Reune tiburones Wopal 3 veces!<c><br>Área: Fondo marino<br> Categoría de objetivo: Pesca de vida marina de tamaño gigante<br><c 73d882>El plato 'Ravioli de nabo de instalación flotante' aumenta<br> tus posibilidades de capturar vida marina de tamaño gigante<br>"""
Explain_F0163#0,"""<yellow>¡Reune un Rape de fondo de tamaño medio 3 veces!<c><br>Área: Bosque<br> Categoría de objetivo: Pesca de vida marina de tamaño medio<br><c 73d882>El plato 'Tempura de gambas de las ruinas' aumenta tus<br>posibilidades de capturar vida marina de tamaño medio<br>"""
Explain_F0164#0,"""<yellow>¡Pesca 10 veces en el Altar del Dragón!<c><br>Área: Altar del Dragón<br> Categoría de objetivo: Todos"""
Explain_F0165#0,"""<yellow>¡Pescado 20 veces en el Altar del Dragón!<c><br> Área: Altar del Dragón<br> Categoría del objetivo: Todos"""
Explain_F0166#0,"""<yellow>¡Pescado 30 veces en el Altar del Dragón!<c><br> Área: Altar del Dragón<br> Categoría del objetivo: Todos"""
Explain_F0167#0,"""<yellow>¡Reune 3 veces el cangrejo violinista del Altar del Dragón!<c><br>Área: Altar del Dragón<br>Categoría del objetivo: Crustáceo"""
Explain_F0168#0,"""<yellow>¡Reune el cangrejo violinista del altar del dragón 15 veces!<c><br>Área: Altar del Dragón<br>Categoría del objetivo: Crustáceo"""
Explain_F0169#0,"""<yellow>¡Reune cabezas de serpiente del altar del dragón 3 veces!<c><br>Área: Altar del Dragón<br> Categoría de objetivo: Peces<br><c 73d882>El plato 'Envoltura de ostras Iwagaki asadas en el fondo del mar'<br>aumenta tus posibilidades de capturar Peces<c>."""
Explain_F0170#0,"""<yellow>¡Reune cabezas de serpiente del Altar del Dragón 15 veces!<c><br>Área: Altar del Dragón<br> Categoría de objetivo: Peces<br><c 73d882>El plato 'Envoltura de ostras Iwagaki asadas en el fondo del mar'<br>aumenta tus posibilidades de capturar Peces<c>."""
Explain_F0171#0,"""<yellow>¡Reune 3 veces el Coral Amduskia!<c><br>Área: Altar del Dragón<br> Categoría de objetivo: Especial<br><c 73d882>El plato 'Envoltura de marisco asado' aumenta<br>las posibilidades de capturar Vida marina especial<br>"""
Explain_F0172#0,"""<yellow>¡Reune 3 veces Marlins Gigantes del Altar del Dragón! <c><br>Área: Altar del Dragón<br> Categoría de objetivo: Pesca de vida marina de tamaño gigante<br><c 73d882>El plato 'Ravioli de nabo de instalación flotante' aumenta<br>tus posibilidades de capturar vida marina de tamaño gigante<br>"""
Explain_F0173#0,"""<yellow>¡Pesca 10 veces en la Provincia del Anochecer!<c><br>Área: Provincia del Anochecer<br> Categoría de objetivo: Todos"""
Explain_F0174#0,"""<yellow>¡Peces 20 veces en la provincia de Nightfall!<c><br> Área: Provincia del Anochecer<br> Categoría del objetivo: Todos"""
Explain_F0175#0,"""<yellow>¡Pesca 30 veces en la provincia de Nightfall!<c><br> Área: Provincia del Anochecer<br> Categoría del objetivo: Todos"""
Explain_F0176#0,"""<yellow>¡Reune 3 veces el calamar luciérnaga de la provincia de Nightfall!<c><br>Área: Provincia del Anochecer<br>Categoría del objetivo: Molusco"""
Explain_F0177#0,"""<yellow>¡Reune el calamar luciérnaga de la provincia de Nightfall 15 veces!<c><br>Área: Provincia de Nightfall<br>Categoría de objetivo: Molusco"""
Explain_F0178#0,"""<yellow>¡Reune el pez aguja de la provincia de Nightfall 3 veces!<c><br>Área: Provincia del Anochecer<br> Categoría de objetivo: Peces<br><c 73d882>El plato 'Envoltura de ostras Iwagaki asadas en el fondo del mar' aumenta<br>tus posibilidades de capturar Peces<c>."""
Explain_F0179#0,"""<yellow>¡Reune el pez aguja de la provincia del Anochecer 15 veces!<c><br>Área: Provincia del Anochecer<br> Categoría de objetivo: Peces<br><c 73d882>El plato 'Envoltura de ostras Iwagaki asadas en el fondo del mar' aumenta<br>tus posibilidades de capturar Peces<c>."""
Explain_F0180#0,"""<yellow>¡Reune a Little Zakris 3 veces!<c><br>Área: Provincia del Anochecer<br> Categoría del objetivo: Misc<br><c 73d882>El plato 'Provincia del Anochecer Carpa en salsa de soja'<br>aumenta tus posibilidades de atrapar objetos varios<c>."""
Explain_F0181#0,"""<yellow>¡Reune 3 veces abulón pequeño de la provincia del Anochecer!<c><br>Área: Provincia del Anochecer<br> Categoría de objetivo: Pesca de vida marina de pequeño tamaño<br><c 73d882>El plato 'Mejillones costeros marinados' aumenta<br> tus posibilidades de capturar vida marina de pequeño tamaño<br>"""
SheetName_F0000#0,"""Common Fishing 1"""
SheetName_F0001#0,"""Common Fishing 2"""
SheetName_F0002#0,"""Forest Fishing 1"""
SheetName_F0003#0,"""Ruins Fishing 1"""
SheetName_F0004#0,"""Coast Fishing 1"""
SheetName_F0005#0,"""Tokyo Fishing 1"""
SheetName_F0006#0,"""Desert Fishing 1"""
SheetName_F0007#0,"""Mine Fishing 1"""
SheetName_F0008#0,"""Facility Fishing 1"""
SheetName_F0009#0,"""Vegas Fishing 1"""
SheetName_F0010#0,"""Caves Fishing 1"""
SheetName_F0011#0,"""Tundra Fishing 1"""
SheetName_F0012#0,"""Shafts Fishing 1"""
SheetName_F0013#0,"""Daybreak Fishing 1"""
SheetName_F0014#0,"""Continent Fishing 1"""
SheetName_F0015#0,"""Seabed Fishing 1"""
SheetName_F0016#0,"""Altar Fishing 1"""
SheetName_F0017#0,"""Nightfall Fishing 1"""
RecipeName_0000#0,"""Do Not Use"""
RecipeName_0001#0,"""Do Not Use"""
RecipeName_0002#0,"""Do Not Use"""
RecipeName_0003#0,"""Forest Tomato Salad Recipe"""
RecipeName_0004#0,"""Sashimi Recipe"""
RecipeName_0005#0,"""Grilled Fish Recipe"""
RecipeName_0006#0,"""Forest Tuna Carpaccio Recipe"""
RecipeName_0007#0,"""Forest Tomato-Simmered Sweetfish Recipe"""
RecipeName_0008#0,"""Ruins Salmon in Fruit Sauce Recipe"""
RecipeName_0009#0,"""Ruins Shrimp Tempura Recipe"""
RecipeName_0010#0,"""Salt-grilled Coast File Fish Recipe"""
RecipeName_0011#0,"""Marinated Coast Mussels Recipe"""
RecipeName_0012#0,"""Soy-broiled Tokyo Red Seabream Recipe"""
RecipeName_0013#0,"""Tokyo Tuna Sashimi Recipe"""
RecipeName_0014#0,"""Seafood Soup Recipe"""
RecipeName_0015#0,"""Forest Yellowtail Fishhead Soup Recipe"""
RecipeName_0016#0,"""Jerky Recipe"""
RecipeName_0017#0,"""Stirfry Recipe"""
RecipeName_0018#0,"""Marinade Recipe"""
RecipeName_0019#0,"""Bomb Burger Recipe"""
RecipeName_0020#0,"""Tokyo Hamburger Steak Recipe"""
RecipeName_0021#0,"""Desert Flounder Pasta Recipe"""
RecipeName_0022#0,"""Abandoned Mine Eel Rice Bowl Recipe"""
RecipeName_0023#0,"""Desert Crab Croquette Recipe"""
RecipeName_0024#0,"""Abandoned Mine Sautéed Beltfish Recipe"""
RecipeName_0025#0,"""Floating Facility Mint Meuniere Recipe"""
RecipeName_0026#0,"""Floating Facility Squid Burrito Recipe"""
RecipeName_0027#0,"""Floating Facility Sardine Salad Recipe"""
RecipeName_0028#0,"""Floating Facility Turnip Ravioli Recipe"""
RecipeName_0029#0,"""Deep-fried Chicken Recipe"""
RecipeName_0030#0,"""Do Not Use"""
RecipeName_0031#0,"""Abandoned Mine Shark Soup Recipe"""
RecipeName_0032#0,"""Steamed Floating Facility Rainbow Shrimp Recipe"""
RecipeName_0033#0,"""Seafood Fruit Confit Recipe"""
RecipeName_0034#0,"""Seafood Pumpkin Pie Recipe"""
RecipeName_0035#0,"""Tundra Spring Onion Ajillo Recipe"""
RecipeName_0036#0,"""Tundra Herring Canh Chua Recipe"""
RecipeName_0037#0,"""Volcanic Caves Char Poele Recipe"""
RecipeName_0038#0,"""Underground Shafts Grilled Mantis Shrimp Recipe"""
RecipeName_0039#0,"""Fried Crab with Underground Mushrooms Recipe"""
RecipeName_0040#0,"""Underground Shafts Conch Salad Recipe"""
RecipeName_0041#0,"""Daybreak Province Carp in Soy Sauce Recipe"""
RecipeName_0042#0,"""Seafood Brochette Recipe"""
RecipeName_0043#0,"""Seabed Octopus Fritters Recipe"""
RecipeName_0044#0,"""Roasted Seabed Iwagaki Oyster Wrap Recipe"""
RecipeName_0045#0,"""Braised Floating Continent Bonito Recipe"""
RecipeName_0046#0,"""Roasted Seafood Wrap Recipe"""
RecipeName_0047#0,"""Seafood Stew Recipe"""
RecipeName_0048#0,"""Nightfall Province Needlefish Galette Recipe"""
RecipeName_0049#0,"""Nightfall Province Firefly Squid Pie Recipe"""
RecipeName_0050#0,"""Dragon Altar Fried Snakehead Recipe"""
RecipeName_0051#0,"""Nightfall Province Burdock Bisque Recipe"""
RecipeName_0052#0,"""Extravagant Seafood Platter Recipe"""
Achieved#0,"""Logro: Adquirido $(0)!"""
Achieved2#0,"""Logro: Adquirido $(0), obtenido $(1)!"""
ReleasedSheet#0,"""Nueva planilla de logros desbloqueada."""
ReleasedKey#0,"""Nuevo logro desbloqueado."""
ReleasedSheetAndKey#0,"""Nuevo logro y planilla de logros desbloqueada.."""
LevelUpC#0,"""<c 99ff97>A subido nivel de Mineria!<c> Ahora eres <c f0df60>Nv.$(0).<c>"""
LevelUpF#0,"""<c 97fff2>A subido nivel de Pesca!<c> Ahora eres <c f0df60>Nv.$(0).<c>"""
