01_MainLobby_001#0,"""Cuando eres premium, puedes aceptar hasta 40 Ordenes de clientes a la vez."""
Dead_DpToy_001#0,"""Tras destruir uno de los dos salientes de las seis torres que rodean la torre central de Dark Falz Gemini, asegúrate de destruir el segundo antes de que el primero se regenere."""
Dead_DpToy_002#0,"""El patrón de ataque de Dark Falz Gemini se rige por su posición y la disposición de las torres, por lo que<br>deberás observar atentamente sus movimientos."""
Dead_DpToy_003#0,"""Dark Falz Gemini puede ser potencialmente derribado e impedido de moverse durante un tiempo al<br>infligir la dolencia de estado Pánico en cualquiera de sus partes que puedan ser bloqueadas."""
Dead_DpToy_004#0,"""Puede eludir los ataques de pared que se aproximan con facilidad pasando por <br>las puertas que se abren."""
Dead_DpToyEx_001#0,"""Tras destruir uno de los dos salientes de las seis torres que rodean la torre central de Dark Falz Gemini, asegúrate de destruir el segundo antes de que el primero se regenere."""
Dead_DpToyEx_002#0,"""El patrón de ataque de Dark Falz Gemini se rige por su posición y la disposición de las torres, por lo que<br>deberás observar atentamente sus movimientos."""
Dead_DpToyEx_003#0,"""Dark Falz Gemini puede ser potencialmente derribado e impedido de moverse durante un tiempo al<br>infligir la dolencia de estado Pánico en cualquiera de sus partes que pueda ser bloqueada."""
Dead_DpToyEx_004#0,"""Puede evadir con facilidad tanto los ataques de aproximación como los de pared giratoria pasando por las<br>puertas que se abren."""
Dead_DpAbyss_001#0,"""El pánico es eficaz contra los elementos de ataque dedicados de Profound Darkness. Úsalo para<br>hacer retroceder a las partes atacantes."""
Dead_DpAbyss_002#0,"""Destruye varios elementos de ataque pertenecientes a Profound Darkness para exponer el punto débil de la criatura situado dentro de su brote."""
Dead_DpAbyss_003#0,"""Los puntos débiles de Profound Darkness se encuentran en sus brazos y en su cabeza. <br>Ataca agresivamente cuando estos puntos débiles estén expuestos."""
Dead_DpAbyss_004#0,"""Puedes hacer que Profound Darkness retroceda durante un cierto periodo de tiempo destruyendo todos<br>los trozos que expulsa."""
Dead_DpAbyssEx_001#0,"""Cuando destruyes varios elementos de ataque pertenecientes a Profound Darkness expulsará bits.<br>Destruye todos los bits para exponer el punto débil de la criatura situado dentro de su brote."""
Dead_DpAbyssEx_002#0,"""Puedes usar diferentes acciones para bloquear el movimiento especial de Profound Darkness en el instante en que se<br>activa."""
Dead_DpAbyssEx_003#0,"""Profound Darkness expondrá a veces una estructura parecida a un globo ocular para realizar<br>un ataque especial. El globo ocular es un punto débil, y la criatura retrocederá si lo destruye."""
Dead_DpAbyssEx_004#0,"""Puedes hacer que la Profunda Oscuridad retroceda durante un cierto periodo de tiempo destruyendo todos<br>los trozos que expulsa. Centra tus ataques en ellos."""
Dead_PhantomTank_001#0,"""Cuando un T15 Tank ataca produciendo armas desde su torreta, un punto débil <br>quedará expuesto en su panel de blindaje frontal, permitiéndote infligir daño fácilmente."""
Dead_PhantomTank_002#0,"""Recibirás daño si entras en contacto con las llamas dispersadas por el puerto de misiles de un tanque T15. El contacto con las llamas también puede infligir la dolencia de estado Quemadura."""
Dead_PhantomTank_003#0,"""Puedes inmovilizar un tanque T15 durante un cierto periodo de tiempo si destruyes su depósito de combustible mientras se está realizando un ataque de lanzamiento de llamas."""
Dead_PhantomTank_004#0,"""La congelación es eficaz contra un tanque T15. Congela la torreta para limitar el alcance de ciertos ataques."""
Dead_PhantomTrainA_001#0,"""Destruye las puertas que se encuentran en la cola y las cabezas de un Tren Gidran, y cuando realice un<br>ataque materializado quedarán expuestos los puntos débiles de las partes utilizadas en el ataque."""
Dead_PhantomTrainA_002#0,"""Un Tren Gidran puede ser potencialmente derribado e impedido de moverse durante un tiempo al<br>infligir la dolencia de estado 'Pánico'."""
Dead_PhantomTrainA_003#0,"""Cuando las piernas de un Train Gidran han recibido una cierta cantidad de daño, la criatura <br>quedará derribada durante un tiempo facilitando el ataque a las puertas de sus cabezas."""
Dead_PhantomTrainA_004#0,"""Siempre hay una gran abertura tras un ataque materializado de las cabezas y<br> la cola de un Train Gidran. Después de evadir estos ataques, ve a por un contragolpe."""
Dead_PhantomTrack_001#0,"""Un Devil Truck invocará a un Juggler Clown y a un Chainsaw Clown desde su contenedor. <br>Destruye a los payasos antes de que causen demasiados problemas."""
Dead_PhantomTrack_002#0,"""Destruye los neumáticos de un Devil Truck para inmovilizarlo durante un tiempo. Cuantos más neumáticos destruyas, más tiempo estará inmovilizado el Devil Truck."""
Dead_PhantomTrack_003#0,"""Cuando un Devil Truck se materialice, tomará la forma de un portacoches y lanzará automóviles. Evítalos y ataca el punto débil de la parte delantera del Devil Truck."""
Dead_PhantomTrack_004#0,"""Cuando está enfadado, un Camión del Diablo materializa un contenedor mientras realiza su ataque de carga deslizante, para ampliar el rango de ataque."""
Dead_PhantomGoddess_001#0,"""El choque es efectivo contra una Vegas Illusia. Al recibir la descarga, la Vegas Illusia dejará de moverse durante un tiempo."""
Dead_PhantomGoddess_002#0,"""Destruye las patas de una Ilusa de las Vegas para exponer los puntos débiles de sus componentes destructibles cuando realiza ciertos ataques."""
Dead_PhantomGoddess_003#0,"""Cuando se enfada, una Vegas Illusia materializa un gran número de monedas de su antorcha. Cuando<br>esto ocurre, es mejor dejar de atacar y centrarse en la evasión."""
Dead_PhantomGoddess_004#0,"""Cuando una Vegas Illusia realiza un salto alto está a punto de realizar un ataque de puerta. Te indicará dónde planea aterrizar en el suelo, así que asegúrate de evadirte en consecuencia."""
Dead_PhantomLaplace_001#0,"""Cuando un demonio de Laplace inicia una deformación, está a punto de realizar un ataque de rasguño. Observa atentamente el instante en que se deforma para esquivar."""
Dead_PhantomLaplace_002#0,"""Quedarás atado si te golpea el misil de luz que expulsa la boca de un Laplace's<br>Demon cuando realiza un ataque de misil combinado. Asegúrate de evadir este misil inicial."""
Dead_PhantomLaplace_003#0,"""La barrera desplegada por un demonio de Laplace puede eliminarse golpeándolo con la explosión<br>que se produce al derribar un demonio de Maxwell."""
Dead_PhantomLaplace_004#0,"""Cuando un Demonio de Laplace materializa un globo ocular rojo, está a punto de realizar un contraataque.<br> Evita atacar de frente y, en su lugar, flanquea a su alrededor. """
Dead_Char24_ALT_001#0,"""Un Aratron Femt obtiene su poder de su martillo. Puedes eliminar el efecto de invencibilidad de la criatura y derribarla destruyendo el martillo."""
Dead_Char24_ALT_002#0,"""El punto débil de un Aratron Femt está en su pecho. El pecho está protegido por una armadura que puede ser<br> destruida para revelar el punto débil."""
Dead_Char24_ALT_003#0,"""Cuando un Aratron Femt blande su martillo salvajemente, está a punto de realizar un poderoso<br>ataque que no se puede evitar. Permanece en el aire para evadir el ataque."""
Dead_Char24_ALT_004#0,"""Cuando el martillo de un Aratron Femt se clava en el suelo, el espacio aéreo por encima no se verá afectado por el rayo. Ponte encima del martillo antes de engancharlo para estar a salvo."""
Dead_DPP2_001#0,"""Cada uno de los brazos independientes de la criatura presenta sus propios ataques, que pueden ser neutralizados destruyendo cada brazo."""
Dead_DPP2_002#0,"""Destruye todos los brazos que flotan en el campo para inmovilizar a una Esca Falz Mother y exponer su punto débil."""
Dead_DPP2_003#0,"""No podrás dañar a la entidad esférica que aparece después de que una Esca Falz Mother<br>se desvanezca atacándola directamente. Apunta a los brazos flotantes de la criatura en su lugar."""
Dead_DPP2_004#0,"""Si una Esca Falz Madre se lanza al cielo y empieza a recoger energía, destruye<br>los objetos que se mueven desde el exterior hacia el centro del campo de batalla para protegerte."""
Dead_PtmBirdStacked_001#0,"""Destruye todos los núcleos del abdomen de un Dekor Maryuz para exponer el punto débil de su cabeza.<br>El Dekor Maryuda será más susceptible al daño, pero los ataques también serán más fuertes."""
Dead_PtmBirdStacked_002#0,"""El cuerpo de un Dekor Maryuz se abrirá de arriba a abajo para señalar un ataque de captura inminente.<br>Evadir el ataque con éxito dejará al Dekor Maryuda muy vulnerable."""
Dead_PtmBirdStacked_003#0,"""Las garras de un Dekor Maryuz pueden destruirse para reducir el alcance de sus ataques con garras."""
Dead_PtmBirdStacked_004#0,"""Cegar es eficaz contra un Dekor Maryuz. Una vez cegado, no podrá moverse durante<br>un tiempo."""
Dead_PtmSpider_001#0,"""Si te golpea un ataque de torbellino de Esca Ragnes, recibirás la dolencia de estado Bind, así que asegúrate de evadirla."""
Dead_PtmSpider_002#0,"""No puedes derribar a una Esca Ragnes destruyendo solo una de sus patas. <br>Sólo caerá cuando hayas destruido todas sus patas."""
Dead_PtmSpider_003#0,"""Una Esca Ragnes señalará que está a punto de tejer una telaraña levantando sus patas delanteras. La telaraña se teje delante de la criatura, por lo que hay que flanquearla antes de intentar un ataque."""
Dead_PtmSpider_004#0,"""Cuanto más bajos sean los PS de una Esca Ragnes, más ataques de torbellino y rayo realizará."""
Dead_UltDragonTransform_001#0,"""Destruye el cristal de la espalda de un Boks Deubarz para exponer el punto débil de su boca <br>y hacer que la criatura sea más susceptible al daño."""
Dead_UltDragonTransform_002#0,"""Un Boks Deubarz producirá un ataque de rayo desde su boca cuando esté enfadado. Ten cuidado <br>ya que puede golpearte desde una gran distancia."""
Dead_UltDragonTransform_003#0,"""Un Boks Deubarz indicará que está a punto de dar un potente golpe lanzándose al aire. Después de cargar, invertirá la dirección antes de soltar un puñetazo directo."""
Dead_UltDragonTransform_004#0,"""Un Boks Deubarz señalará que está a punto de realizar un ataque combinado de puñetazos juntando sus puños. Intentará perseguirte antes de golpear, así que céntrate en la evasión."""
Dead_UltDragonGladiator_001#0,"""Puedes exponer el punto débil de un Drago Deadlion destruyendo su cabeza. Puedes crear <br>una abertura aún mayor para más ataques atacando el punto débil expuesto."""
Dead_UltDragonGladiator_002#0,"""El choque es eficaz contra la lanza y el escudo de un Drago Deadlion. Cuando una de estas partes está<br>conmocionada, recibirá el daño más fácilmente."""
Dead_UltDragonGladiator_003#0,"""Puedes destruir la lanza de un Drago Deadlion. Una vez destruida la lanza, el Drago Deadlion será vulnerable al realizar ciertos ataques."""
Dead_UltDragonGladiator_004#0,"""Puedes destruir el escudo de un Drago Deadlion. Una vez destruido, saldrán menos restos al golpear el suelo."""
Dead_UltDragonCrystal_001#0,"""Destruye la cabeza de un Gryzorus Drago para exponer su punto débil. Atacar el punto débil <br>creará una apertura aún mayor para el ataque."""
Dead_UltDragonCrystal_002#0,"""El choque es eficaz contra la cabeza y los brazos de un Gryzorus Drago. Cuando una de estas partes está<br>conmocionada recibirá el daño más fácilmente."""
Dead_UltDragonCrystal_003#0,"""Puedes destruir la cabeza y los brazos de un Gryzorus Drago. Una vez destruidos, el Gryzorus Drago será vulnerable al realizar ciertos ataques."""
Dead_UltDragonCrystal_004#0,"""Un Gryzorus Drago desplegará sus alas preparándose para un ataque devastador."""
Dead_DEHm1_001#0,"""Cuando esté enfadado, Deus Hyunas atacará tres veces con su espada. No te descuides después de esquivar el primer ataque."""
Dead_DEHm1_002#0,"""Deus Hyunas desatará un ataque de tornado continuo cuando baje las manos al suelo. Es mejor mantenerse fuera de su alcance."""
Dead_DEHm1_003#0,"""Si Deus Hyunas retrocede y desenfunda su espada, esquiva hacia un lado para evitar su potente<br>empuje."""
Dead_DEHm1_004#0,"""Cuando Deus Hyunas salta y entierra su espada en el suelo, salta o permanece en el aire para<br>evitar las raíces de los árboles."""
Dead_DEHm2_001#0,"""Deus Anges enviará algo parecido a parte de un gran árbol tras de ti desde el suelo. Mantén los ojos abiertos para ver si hay señales de estos ataques."""
Dead_DEHm2_002#0,"""Deus Anges desencadenará un ataque de tornado cuando baje sus manos al suelo. Evita el área de efecto alrededor de sus pies."""
Dead_DEHm2_003#0,"""Deus Anges ataca con múltiples tajos frontales, por lo que atacar por detrás es un enfoque mucho<br>más seguro."""
Dead_DEHm2_004#0,"""Deus Anges es la forma mejorada de Deus Hyunas. Cuando está enfadado, sus ataques golpean <br>más fuerte que su forma anterior."""
Dead_DE_001#0,"""Deus Esca Zephyros tiene 8 apéndices con cabeza de hyrda. Cada uno de ellos puede ser destruido si se le inflige suficiente daño."""
Dead_DE_002#0,"""El humanoide gigante del centro utiliza ataques de brazo y espada. Ten cuidado<br>y evita su amplio alcance."""
Dead_DE_003#0,"""Deus Esca Zephyros atacará con varios apéndices a la vez. Estate atento a dónde <br>se concentran los ataques para poder evitarlos."""
Dead_DE_004#0,"""Las dolencias de estado no son efectivas contra Deus Esca Zephyros. Tu mejor opción es simplemente castigarlo en los huecos creados después de cada uno de sus ataques."""
Dead_DEB_001#0,"""Deus Esca Gratia tiene 8 apéndices con cabeza de hada. Cada uno de ellos puede ser destruido si se le inflige suficiente daño."""
Dead_DEB_002#0,"""El humanoide gigante del centro utiliza ataques de brazo y espada. Ten cuidado<br>y evita su amplio alcance."""
Dead_DEB_003#0,"""Deus Esca Gratia atacará con varios apéndices a la vez. Estate atento a dónde se concentran los ataques<br>para poder evitarlos."""
Dead_DEB_004#0,"""Las dolencias de estado no son efectivas contra Deus Esca Gratia. Tu mejor opción es simplemente castigarlo en los huecos creados después de cada uno de sus ataques."""
Dead_B1GolN_001#0,"""Los gólems de roca tienen cuerpos robustos, pero sus brazos pueden ser destruidos. Destruye ambos brazos para<br>derribarlos durante un tiempo."""
Dead_B1GolN_002#0,"""Destruir los brazos de un gólem de roca disminuirá el alcance de sus ataques, así que asegúrate <br>de atacar estas extremidades de forma agresiva."""
Dead_B1GolN_003#0,"""El pánico es eficaz contra los Golems de roca. Una vez aterrorizados, no podrán moverse durante<br>un tiempo."""
Dead_B1GolN_004#0,"""Los Golems de roca utilizan sus robustos cuerpos para golpear a los atacantes. Los ataques a corta distancia son efectivos,<br> pero ten cuidado con los ataques de prensa que siguen a sus saltos."""
Dead_B1GolB_001#0,"""Los Golems bombarderos tienen cuerpos robustos, pero sus brazos pueden ser destruidos. Destruye ambos brazos para<br>derribarlos durante un tiempo."""
Dead_B1GolB_002#0,"""Destruir los brazos de un gólem bombardero reducirá el alcance de sus ataques, así que asegúrate de atacar estas extremidades de forma agresiva."""
Dead_B1GolB_003#0,"""El pánico es eficaz contra los Golems bombarderos. Una vez que entren en pánico, no podrán moverse durante un tiempo."""
Dead_B1GolB_004#0,"""Los Golems bombarderos pueden aprovechar su energía para autodestruirse. Los efectos de este ataque son devastadores, así que estate atento a las señales y reacciona rápidamente."""
Dead_B1GolH_001#0,"""Los gólems Resta tienen cuerpos robustos, pero sus brazos pueden ser destruidos. Destruye ambos brazos para<br>derribarlos durante un tiempo."""
Dead_B1GolH_002#0,"""Si destruyes los brazos de un gólem de la Resta, disminuirá el alcance de sus ataques, así que asegúrate de atacar estas extremidades de forma agresiva."""
Dead_B1GolH_003#0,"""El pánico es eficaz contra los gólems Resta. Una vez que entren en pánico, no podrán moverse durante un tiempo."""
Dead_B1GolH_004#0,"""Los gólems Resta curan regularmente a los enemigos que los rodean. Encárgate de ellos rápidamente para evitar que la batalla se prolongue."""
Dead_FD1Dhu_001#0,"""El Hyunal Omega acumula energía en sus brazos para realizar un ataque de onda de choque. El salto no es efectivo, pero puedes moverte a un lado para evadirlo."""
Dead_FD1Dhu_002#0,"""Omega Hyunal vuela en el aire para dar una patada. Realiza una acción de esquiva justo antes de que se conecte."""
Dead_FD1Dhu_003#0,"""La espada de Omega Hyunal puede destruirse. Hacerlo debilitará sus ataques de espada, <br>así que haz lo posible por afinarlos."""
Dead_FD1Dhu_004#0,"""Omega Hyunal adopta una postura de espada hacia abajo para indicar un ataque de urgencia. Anticipa la<br>dirección del ataque para evadirlo."""
Dead_RD_001#0,"""El Dragón de Elytron esconde un punto débil bajo sus escamas endurecidas. Ataca sus garras <br>para revelar esta vulnerabilidad."""
Dead_RD_002#0,"""Ataca los emblemas azules con un Buster Divider cargado para cortar las escamas, <br>exponiendo su punto débil."""
Dead_RD_003#0,"""El dragón de Elytron puede desatar una bola de fuego gigante mientras está en el aire. Destrúyela para hacer que <br>el dragón caiga, dejándolo abierto a los ataques."""
Dead_RD_004#0,"""Si el dragón de Elytron gasta toda su energía, su ataque fallará. No pierdas esta<br>oportunidad para atacar al dragón antes de que se recupere."""
Dead_RD_005#0,"""Destruye las patas y la cola del dragón de Elytron para derribarlo. Una vez derribado, puedes atacar su cabeza."""
Dead_B2RdR_001#0,"""Si el Dragón Atrum blande su cola, ponte en guardia sin importar la distancia. El ataque de embestida que desencadenará cubre una amplia distancia."""
Dead_B2RdR_002#0,"""Las llamas encendidas por el ataque de pisotón del dragón afectan al suelo pero no al aire. <br>Evítalas saltando o permaneciendo en el aire."""
Dead_B2RdR_003#0,"""Cuando el dragón Atrum se agacha, se prepara para desatar un gran ataque giratorio. <br>Evítalo esquivando hacia un lado."""
Dead_B2RdR_004#0,"""Los dragones tomarán el cielo y lloverán bolas de fuego desde lo alto. Estate atento a estos ataques desde arriba. """
Dead_B2RdR_005#0,"""Ten cuidado cuando el dragón Atrum envuelve su cuerpo en llamas. Es la señal de un ataque devastador."""
Dead_BD1Dp_001#0,"""Destruye uno de los brazos de Omega Falz Luther para dejar al descubierto una zona destructible en su brazo superior.<br> Destruir el brazo superior en un tiempo determinado concede la oportunidad de infligir más daño."""
Dead_BD1Dp_002#0,"""Omega Falz Luther puede cambiar de velocidad en mitad del ataque. Estate atento a los cambios de color <br>y esquiva si es necesario."""
Dead_BD1Dp_003#0,"""El núcleo del pecho de Omega Falz Luther está protegido por una barrera. Levanta la barrera<br>temporalmente destruyendo un brazo superior, exponiendo el núcleo a los ataques."""
Dead_BD1Dp_004#0,"""Contrarresta el ataque de congelación del tiempo de Omega Falz Luther pulsando repetidamente las teclas de movimiento.<br>Destruye la espada flotante mientras evitas sus ataques mortales."""
Dead_BD1Dp_005#0,"""Cuando Omega Falz Luther está enfadado, sus ataques se vuelven más poderosos. Puedes <br>disminuirlos destruyendo la joya de su pecho."""
Dead_BD2Bhu_001#0,"""Ángel Omega despliega sus alas y se eleva en el aire para señalar un ataque de carámbanos. <br>Mantente en movimiento para evitar la caída de carámbanos."""
Dead_BD2Bhu_002#0,"""Ángel Omega envuelve sus alas en luz para señalar un ataque de carga. Tras esquivar la<br>carga, aléjate de la trayectoria resultante para evitar los ataques posteriores."""
Dead_BD2Bhu_003#0,"""Cuando está enfadado, Ángel Omega se deforma para señalar un ataque láser continuo. Estate atento para<br>evitar cada láser hasta que el ataque concluya."""
Dead_BD2Bhu_004#0,"""El punto débil de un Ángel Omega es el núcleo rojo de la parte delantera de su cuerpo. Es mejor acercarse de frente, evitando los ataques en la medida de lo posible y apuntando al núcleo."""
Dead_DpFishArm_Free_001#0,"""Destruye las puntas de los dedos de un Falz Arm para derribarlo durante un tiempo, dejándolo vulnerable a los ataques."""
Dead_DpFishArm_Free_002#0,"""El choque es eficaz contra un brazo de Falz. Al recibir la descarga, el brazo de Falz deja de moverse durante un tiempo."""
Dead_DpFishArm_Free_003#0,"""Un brazo Falz puede clonarse durante un tiempo determinado. Ten cuidado con un poderoso ataque que se avecina<br>si esto ocurre."""
Dead_DpFishArm_Free_004#0,"""Cuando un brazo de Falz golpea el suelo, se deja al descubierto. Después de esquivar, ve a por un<br>contraataque."""
Dead_ID1Apple_001#0,"""La sólida cáscara exterior de Omega Falz Apprentice es difícil de penetrar. En su lugar, centra los ataques en su punto débil: el núcleo rojo."""
Dead_ID1Apple_002#0,"""Omega Falz Apprentice levanta su brazo derecho en señal de ataque. Identifica su trayectoria de ataque y esquiva en consecuencia."""
Dead_ID1Apple_003#0,"""Destruye las alas de Omega Falz Apprentice para debilitar sus ataques de rayo. Haz que esto sea una prioridad, ya que<br>estos ataques pueden ser un puñado."""
Dead_D1BdS_001#0,"""Una vez que el Dragón Apostro transforme sus brazos, pecho y alas, se envolverá en un<br>aura y ganará una fuerza terrible. ¡Destruye estas 3 partes antes de que tenga la oportunidad!"""
Dead_D1BdS_002#0,"""El Dragón Apostro expulsa ráfagas de energía púrpura que minan los PP y ayudan a su transformación. <br>¡Asegúrate de no ser golpeado por ninguno de ellos!"""
Dead_D1BdS_003#0,"""Si el Dragón Apostro consume un Falspawn, el jugador también recibirá daño. <br>Una vez que el dragón se alimenta, se vuelve más poderoso. ¡Estate atento!"""
Dead_D1BdS_004#0,"""Si el Dragón Apostro está envuelto en un aura, puedes destruir sus brazos, su pecho y sus alas para<br>quitarla y derribar al dragón."""
Dead_D1BdSR_001#0,"""Una vez que el Dragón Descantado transforme sus brazos, pecho y alas, se envolverá en<br>un aura y ganará una fuerza terrible. Destruye estas 3 partes antes de que tenga la oportunidad."""
Dead_D1BdSR_002#0,"""El Descant Drahl expulsa ráfagas de energía púrpura que minan los PP y ayudan a su transformación.<br>¡Asegúrate de no ser alcanzado por ninguna de ellas!"""
Dead_D1BdSR_003#0,"""Si el Descant Drahl consume un Falspawn, el jugador también recibirá daño. Una vez que el dragón se alimenta, se vuelve más poderoso. Ten cuidado."""
Dead_D1BdSR_004#0,"""Si el Descant Drahl está envuelto en un aura. Destruye sus brazos, su pecho y sus alas para<br>retirarlo y derribar al dragón."""
Dead_N2Abe_001#0,"""La debilidad de un Mint Rockbear es su cara. Fíjate para apuntar tus ataques."""
Dead_N2Abe_002#0,"""Cuando está enfadado, un Mint Rockbear dará múltiples golpes en sucesión. Evita que eso ocurra esquivando y flanqueando a su espalda."""
Dead_N2Abe_003#0,"""El ataque de agarre de un Mint Rockbear es temible, pero puedes escapar pulsando repetidamente las teclas de movimiento."""
Dead_N2Abe_004#0,"""Si flanqueas a un Mint Rockbear y te pones detrás de él, responderá con un ataque por la espalda. Ten cuidado cuando levante una pierna, ya que significa que está a punto de atacar."""
Dead_B3Blg_001#0,"""Cuando las alas de un Flame Diamos se encienden, sus ataques se fortalecen. Ten cuidado de no herirte al tocar las alas en llamas."""
Dead_B3Blg_002#0,"""La congelación es eficaz contra un Diamos de llama. Una vez congelado, no podrá moverse durante un tiempo."""
Dead_B3Blg_003#0,"""El Diamos de la Llama mirará hacia el cielo antes de invocar un círculo mágico para hacer llover <br>grandes bolas de fuego desde arriba. ¡Toma distancia mientras puedas!"""
Dead_B3Blg_004#0,"""Flame Diamos dispara una versátil llama de tipo láser desde su boca. Vigila su cabeza para esquivar sus ráfagas horizontales y verticales."""
Dead_ID1Ahu_001#0,"""Detén los movimientos de Omega Appregina durante un breve periodo de tiempo exterminando a sus 2 peones insecto."""
Dead_ID1Ahu_002#0,"""El peón insecto que zumba en el lado izquierdo de Omega Appregina la curará. Da prioridad a deshacerte de este primero."""
Dead_ID1Ahu_003#0,"""Omega Appregina volará en el aire para señalar un ataque de bomba en picado. Asegúrate de <br>evadir también el ataque de seguimiento de su peón."""
Dead_ID1Ahu_004#0,"""Cuando Omega Appregina levante su arma por encima de la cabeza, una pata de insecto gigante estallará bajo sus pies. Observa el suelo en busca de señales de advertencia y esquiva rápidamente."""
Dead_TD1ThuW_001#0,"""Destruye el brazo de Omega Dranble para exponer su Núcleo Falspawn, dejándolo abierto para atacar."""
Dead_TD1ThuW_002#0,"""Cuando Omega Dranble baje los brazos, una boca gigante estallará del suelo. <br>Evita que te mastique estando atento a las señales de advertencia a tus pies."""
Dead_TD1ThuW_003#0,"""Puedes desencadenar una reacción al hacer daño continuo a un Núcleo de Falspawn expuesto, <br>así que ataca agresivamente después de que se haya expuesto."""
Dead_TD1ThuW_004#0,"""Omega Dranble lanzará un juguete antes de desencadenar un ataque despiadado. Ten en cuenta que el tipo de juguete arrojado dictará la dirección en la que debes esquivar."""
Dead_TD1ThuWU_001#0,"""Destruye el brazo de Omega Dranble para exponer su Núcleo Falspawn, dejándolo abierto para atacar."""
Dead_TD1ThuWU_002#0,"""Cuando Omega Dranble mueva sus brazos hacia abajo, una boca gigante estallará desde el suelo. <br>Evita que te mastique estando atento a las señales de advertencia a tus pies."""
Dead_TD1ThuWU_003#0,"""Puedes desencadenar una reacción al hacer daño continuo a un Núcleo de Falspawn expuesto, <br>así que ataca agresivamente después de que se haya expuesto."""
Dead_TD1ThuWU_004#0,"""Omega Dranble lanzará un juguete antes de desencadenar un ataque despiadado. Ten en cuenta que el tipo de juguete arrojado dictará la dirección en la que debes esquivar."""
Dead_TD1ThuFU_001#0,"""Cuando Omega Daril lanza un ataque desde su brazo izquierdo, expone su Núcleo Falspawn para que lo ataquen."""
Dead_TD1ThuFU_002#0,"""Destruye el brazo izquierdo de Omega Daril para exponer su Núcleo Falspawn y hacerlo <br>mucho más fácil de dañar."""
Dead_TD1ThuFU_003#0,"""Puedes desencadenar una reacción al hacer daño continuo a un Núcleo de Falspawn expuesto, <br>así que ataca agresivamente después de que haya sido expuesto."""
Dead_TD1ThuFU_004#0,"""Omega Daril lanzará un juguete antes de desencadenar un ataque despiadado. Ten en cuenta que el tipo de juguete lanzado determinará la dirección en la que debes esquivar."""
Dead_Volcano_001#0,"""＊＊＊"""
Dead_Volcano_002#0,"""＊＊＊"""
Dead_Volcano_003#0,"""＊＊＊"""
Dead_Volcano_004#0,"""＊＊＊"""
Dead_B5Coc_001#0,"""Omega Cockatrice tiene un ataque en el que convierte en piedra a cualquiera que se encuentre con su mirada. Evita la petrificación apartando la mirada cuando prepare este ataque."""
Dead_B5Coc_002#0,"""La cola de Omega Cockatrice tiene voluntad propia y ataca escupiendo veneno. Detén este ataque de veneno destruyendo la cola."""
Dead_B5Coc_003#0,"""Destruye la garganta de un Cockatrice Omega para detener su ataque de fuego y dejarlo expuesto a más daño."""
Dead_B5Coc_004#0,"""El Cockatrice Omega ha desarrollado unos robustos pies para soportar su pesada estructura. Ten cuidado con sus potentes patadas y ataques de carga."""
Dead_AKKU_001#0,"""El punto débil de Elga Masquerader es el núcleo en el centro de su cuerpo. Colócate para dañarlo en gran medida acercándote y evitando sus ataques."""
Dead_AKKU_002#0,"""Elga Masquerader realiza varios movimientos rápidos antes de desatar un poderoso ataque. El<br>número de movimientos no cambiará, así que calcula bien tu esquiva para evitarlo."""
Dead_AKKU_003#0,"""Elga Masquerader puede cargar y liberar un destello que detiene el tiempo. ¡Libérate rápidamente <br>antes de que te encuentre su devastador ataque de seguimiento!"""
Dead_AKKU_004#0,"""Los anillos que libera Elga Masquerader explotarán tras un tiempo determinado. Los anillos te <br>seguirán y rastrearán hasta que exploten, así que evítalos a toda costa."""
Dead_AKK_001#0,"""El punto débil de Omega Masquerader es el núcleo en el centro de su cuerpo. Colócate para<br>dañarlo en gran medida acercándote mientras evitas sus ataques."""
Dead_AKK_002#0,"""Los anillos que suelta Omega Masquerader explotarán después de un tiempo determinado. Los anillos te seguirán hasta que exploten, así que evítalos a toda costa."""
Dead_AKK_003#0,"""Omega Masquerader puede cargar y liberar un destello que detiene el tiempo. Libérate rápidamente antes de que te alcance su devastador ataque de seguimiento."""
Dead_AKK_004#0,"""Si usas los mismos ataques repetidamente contra Omega Masquerader, éste creará una resistencia a ellos, haciéndolos inefectivos."""
Dead_MEDN_001#0,"""Los movimientos de Dark Falz Persona, su debilidad elemental y las dolencias de estado susceptibles <br>cambiarán dependiendo de la máscara que lleve. Cambia tus ataques a medida que cambia de máscara."""
Dead_MEDN_002#0,"""La apariencia de Dark Falz Persona cambiará dependiendo de la máscara que lleve. <br>Destruye su núcleo para detener su movimiento una vez."""
Dead_MEDN_003#0,"""La máscara de su cabeza puede ser destruida. Destrúyela para revelar un punto débil susceptible de<br>daño masivo."""
Dead_MEDN_004#0,"""Dark Falz Persona utiliza muchos ataques de largo alcance. Observa los movimientos de los enemigos<br>y las señales en el campo de batalla para evitarlos."""
Dead_ID2Doo_001#0,"""Destruir por completo todos los Granagwanada Bhits atraerá al Granagwanada a la superficie,<br>permitiéndote atacar el punto débil de su estómago."""
Dead_ID2Doo_002#0,"""El punto débil de un Granagwanada Bhit es el núcleo rojo de su punta."""
Dead_ID2Doo_003#0,"""Si estás a punto de ser absorbido por un Granagwanada, salta y corre para escapar."""
Dead_ID2Doo_004#0,"""Ten cuidado con las numerosas balas de energía que los Granagwanada Bhits disparan a los jugadores en el aire."""
