BlockForm_Title#0,"""ย้าย Block"""
EmergencyStopItemMessageTitle#0,"""จำกัดการ trade ไอเทมเฉพาะ"""
Toast_StoryQuestAnnounce#0,"""กรุณาเริ่ม [EPISODE 1] Story Quest 【Meeting Xion】"""
RestrictionTitle#0,"""จำกัดฟังก์ชัน"""
RestrictionMessageInfo#0,"""ในการใช้งานฟังก์ชันนี้ จำเป็นต้องเชื่อมโยงกับ SEGA ID<br><br>เมื่อเชื่อมโยงกับ SEGA ID คุณจะสามารถ<br>\u3000・เล่นเกมบนแพลตฟอร์มอื่นได้<br>\u3000・ใช้งาน One Time Password<br>และบริการที่มีประโยชน์อื่นๆ ได้<br><br>คุณสามารถรับและเชื่อมโยง SEGA ID ได้<br>จาก 【เชื่อมโยงกับ SEGA ID】 ในเมนู login"""
PSONLY_NotSupported#0,"""เนื่องจาก 【การตั้งค่า Crossplay】 ถูกตั้งเป็น 【ปิดใช้งาน】<br>ขณะนี้จึงไม่สามารถใช้ฟังก์ชันนี้ได้<br><br>คุณจะสามารถใช้งานได้<br>เมื่อตั้งค่า 【การตั้งค่า Crossplay】 ให้เป็น 【เปิดใช้งาน】<br>ในเมนู login"""
PSONLY_NotSupported_Title#0,"""ปิดใช้งาน Crossplay"""
SegaAccount_LinkFix#0,"""เชื่อมโยง SEGA Account เสร็จสมบูรณ์แล้ว"""
PrivacyPolicyCheck_Title#0,"""ยืนยัน Privacy Policy"""
PrivacyPolicy_Message#0,"""ในการเริ่มเกม คุณจำเป็นต้อง<br>ยินยอมตาม Privacy Policy<br>กรุณาตรวจสอบ Privacy Policy ที่ระบุถึง<br>การจัดการข้อมูลส่วนบุคคลของลูกค้า<br>จาก 【Privacy Policy】 ด้านล่างนี้"""
PrivacyPolicy_MessageCancel#0,"""หากคุณไม่ยินยอม คุณจะ<br>ไม่สามารถเล่นเกมได้<br><br>ระบบจะกลับไปที่หน้า Title<br>ตกลงหรือไม่?"""
PrivacyPolicyCheck_LinkButton#0,"""ตรวจสอบ Privacy Policy"""
PrivacyPolicyCheck_CheckBox#0,"""ยินยอมตาม Privacy Policy"""
PrivacyPolicyCheck_Agree#0,"""ยินยอม"""
PrivacyPolicyCheck_NotAgree#0,"""ไม่ยินยอม"""
Term_Area#0,"""$(0)/$(1)"""
Term_Positon#0,"""($(0),$(1),$(2))"""
Term_Hp#0,"""$(0)/$(1)"""
Term_Pp#0,"""$(0)/$(1)"""
Term_ClassSub#0,"""$(0) Lv.$(2)/$(1) Lv.$(3)"""
Term_Class#0,"""$(0) Lv.$(1)"""
TEST#0,"""นี่คือการทดสอบ"""
TimeSaleMessage#0,"""ขณะนี้กำลังอยู่ในช่วงลดราคา $(2)!<br><br>$(0)<br><br>จนถึง $(1)"""
AccessConfirm_Vita#0,"""ระบบจะย้ายไปยังหน้า Web<br>คุณจะถูก logged out และปิดเกมลง<br>ตกลงหรือไม่?"""
AccessConfirmTitle_Vita#0,"""ยืนยันการเปิด Browser"""
Yes#0,"""ใช่"""
No#0,"""ไม่"""
Decide#0,"""ยืนยัน"""
Cancel#0,"""ยกเลิก"""
Next#0,"""ถัดไป"""
Prev#0,"""ก่อนหน้า"""
Close#0,"""ปิด"""
Return#0,"""กลับ"""
CloseHint#0,"""ปิด"""
HelpHint#0,"""ช่วยเหลือ"""
Level#0,"""Lv."""
Colon#0,""":"""
Slash#0,"""/"""
Hyphen#0,"""-"""
Asterisk#0,"""*"""
Plus#0,"""+"""
Greater#0,""">"""
Less#0,"""<"""
WaveDash#0,"""~"""
Cross#0,"""x"""
MultiSelecting#0,"""กำลังเลือก..."""
MultiDrop#0,""" - ($(0))"""
DropText#0,"""$(0)"""
MultiDropText#0,"""$(1) - ($(0))"""
SubmenuType_StyleChange#0,"""เปลี่ยนรูปแบบการแสดงผล"""
SubmenuType_Help#0,"""ช่วยเหลือ"""
Title#2,"""ข้อความ"""
CaptureMessage#0,"""บันทึก Screenshot แล้ว"""
CaptureMessage2#0,"""บันทึก Screenshot แล้ว"""
CaptureMessage3#0,"""บันทึก Screenshot แล้ว"""
CaptureErrorMessage01#0,"""ไม่สามารถบันทึก screenshot ได้: พื้นที่ว่างไม่เพียงพอ"""
MovieStartMessage#0,"""เริ่มการบันทึกวิดีโอแล้ว"""
MovieEndMessage#0,"""สิ้นสุดการบันทึกวิดีโอแล้ว"""
MovieErrorMessage01#0,"""ไม่สามารถบันทึกวิดีโอได้: พื้นที่ว่างไม่เพียงพอ"""
MovieErrorMessage02#0,"""ยกเลิกการบันทึกวิดีโอ: พื้นที่ว่างไม่เพียงพอ"""
Bubble_Chatter1#0,"""・・・"""
Bubble_Chatter2#0,"""・・・"""
Bubble_Chatter3#0,"""・・・"""
Bubble_Chatter4#0,"""・・・"""
Bubble_Chatter5#0,"""・・・"""
Bubble_Chatter6#0,"""・・・"""
Bubble_Chatter7#0,"""・・・"""
Bubble_Chatter8#0,"""・・・"""
Bubble_Chatter9#0,"""・・・"""
Bubble_Chatter10#0,"""・・・"""
CheckTextOpen#0,"""ไม่ต้องแสดงหน้าต่างนี้อีก"""
ClosableMessageTitle#0,"""ข้อความ"""
ClosableMessageButton#0,"""ปิด"""
PlayerIDName#0,"""ชื่อ Player ID"""
PlayerID#0,"""Player ID"""
CharaName#0,"""ชื่อ Character"""
LevelNum#0,"""Lv.$(0)"""
SubmenuType_Edit#0,"""Customize"""
SubmenuType_SearchMode#0,"""เปลี่ยนโหมดการค้นหา"""
BeginLookAtCamera#0,"""มองที่ Camera"""
EndLookAtCamera#0,"""เลิกมองที่ Camera"""
NoName#0,"""ไม่มี"""
Percent#0,"""%"""
PercentNum#0,"""$(0)%"""
ScratchNote_Title#0,"""เกี่ยวกับอัตราการได้รับของ Scratch"""
ScratchNote#0,"""เปอร์เซ็นต์ที่แสดงสำหรับไอเทมแต่ละชิ้นเป็นเพียงตัวเลขสำหรับแสดงผลเท่านั้น โดยจะถูกปัดเศษในทศนิยมตำแหน่งที่หก<br>และตัดทิ้งตั้งแต่ทศนิยมตำแหน่งที่ห้าเป็นต้นไป<br>ดังนั้น ผลรวมทั้งหมดอาจไม่เท่ากับ 100% พอดี แม้จะนำตัวเลขทั้งหมดมารวมกันก็ตาม<br>ไอเทมแต่ละชิ้นจะแสดงเปอร์เซ็นต์อัตราการได้รับ อย่างไรก็ตาม นี่ไม่ได้หมายความว่าไอเทมที่มีอัตรา 1% จะการันตีว่าจะต้องได้รับอย่างแน่นอน แม้ว่าคุณจะสุ่มครบ 100 ครั้งก็ตาม<br>โปรดทราบว่าไอเทมที่เปิดตัวในตู้สุ่ม (Scratch Banner) ปัจจุบัน อาจจะไปปรากฏในตู้สุ่มอื่นๆ ได้เช่นกัน<br>※ไอเทมบางชิ้นไม่รองรับการตั้งค่า Toon Display กรุณาตรวจสอบรายละเอียดเพิ่มเติมเกี่ยวกับฟีเจอร์นี้ได้ที่ FAQ"""
Guide_Common_01#0,"""ยืนยัน: <%Decide>\u3000\u3000ยกเลิก: <%Cancel>"""
Guide_Common_02#0,"""ยืนยัน: <%Decide>\u3000\u3000ยกเลิก: <%Cancel>\u3000\u3000สลับหน้าต่าง: <%ChangeCtrlWindowForward>"""
Guide_Common_03#0,"""ยืนยัน: <%Decide>\u3000\u3000ยกเลิก: <%Cancel>\u3000\u3000สลับ Pane: <%NextWidget>"""
Guide_Common_04#0,"""ยืนยัน: <%Decide>\u3000\u3000ยกเลิก: <%Cancel>\u3000\u3000สลับ Pane: <%NextWidget>\u3000\u3000สลับหน้าต่าง: <%ChangeCtrlWindowForward>"""
Guide_ItemPack_01#0,"""ยืนยัน: <%Decide>\u3000\u3000ยกเลิก: <%Cancel>\u3000\u3000สลับ Pane: <%NextWidget>\u3000\u3000เลือกหลายรายการ: <%MultiSelect>\u3000\u3000สลับหน้าต่าง: <%ChangeCtrlWindowForward>"""
Guide_Scratch_01#0,"""ยืนยัน: <%Decide>\u3000\u3000ยกเลิก: <%Cancel>\u3000\u3000สลับ Pane: <%NextWidget>\u3000\u3000รีเซ็ต Preview ที่แสดง: <%MultiSelect>"""
Guide_Shop_01#0,"""ยืนยัน: <%Decide>\u3000\u3000ยกเลิก: <%Cancel>\u3000\u3000สลับ Pane: <%NextWidget>\u3000\u3000สลับหน้าต่าง: <%ChangeCtrlWindowForward>\u3000\u3000ดูรายละเอียดไอเทม: <%NextTabDetails>"""
Guide_Submenu_01#0,"""ยืนยัน: <%Decide>\u3000\u3000ยกเลิก: <%Cancel>\u3000\u3000สลับ Pane: <%NextWidget>\u3000\u3000เปลี่ยนลำดับ: <%MultiSelect>\u3000\u3000 รีเซ็ต Layout: <%ChangeCtrlWindowForward>"""
Guide_Vitaldesign_01#0,"""ยืนยัน: <%Decide>\u3000\u3000ยกเลิก: <%Cancel>\u3000\u3000สลับ Pane: <%NextWidget>\u3000\u3000Preview: <%Function>\u3000เพิ่มลงใน/แก้ไข Favorites: <%NextTabDetails>\u3000\u3000สลับหน้าต่าง: <%ChangeCtrlWindowForward>"""
Guide_ItemRecycle_01#0,"""ยืนยัน: <%Decide>\u3000\u3000ยกเลิก: <%Cancel>\u3000\u3000สลับ Pane: <%NextWidget>\u3000\u3000สลับหน้าต่าง: <%ChangeCtrlWindowForward>\u3000\u3000ล้างไอคอน New ทั้งหมด: <%NextTabDetails>"""
Guide_AlwaysLockon_01#0,"""Lock-On: """
Guide_AlwaysLockon_02#0,"""<%LockOn>"""
Guide_AlwaysLockon_03#0,"""กด <%LockOn> ค้างไว้"""
Guide_AlwaysStep_01#0,"""หลบหลีก (Evade): """
Guide_AlwaysStep_02#0,"""<%Avoid>"""
Guide_AlwaysDash_01#0,"""Dash: """
Guide_AlwaysDash_02#0,"""กด <%Avoid> ค้างไว้<br>ขณะเคลื่อนที่"""
Guide_ItemRecycle_02#0,"""ยืนยัน: <%Decide>\u3000\u3000ยกเลิก: <%Cancel>\u3000\u3000สลับ Pane: <%NextWidget>\u3000\u3000สลับหน้าต่าง: <%ChangeCtrlWindowForward>"""
Guide_MySpace_01#0,"""ยืนยัน: <%Decide>\u3000\u3000ยกเลิก: <%Cancel>\u3000\u3000สลับ Pane: <%NextWidget>\u3000\u3000 เพิ่มลงใน/แก้ไข Favorites: <%NextTabDetails>"""
Guide_Event_01#0,"""ควบคุม Camera: <swguidetype EventCamera>"""
Guide_CoordCatalog_01#0,"""ยืนยัน: <%Decide>\u3000\u3000ยกเลิก: <%Cancel>\u3000\u3000สลับ Pane: <%NextWidget>\u3000\u3000สลับหน้าต่าง: <%ChangeCtrlWindowForward>\u3000\u3000เมนูย่อย: <%Function>"""
Guid_LaboItemDetail#0,"""ยืนยัน: <%Decide>\u3000\u3000ยกเลิก: <%Cancel>\u3000\u3000สลับ Pane: <%NextWidget>\u3000\u3000สลับหน้าต่าง: <%ChangeCtrlWindowForward>\u3000\u3000ดูรายละเอียดไอเทม: <%NextTabDetails>"""
Substitute_Idle_0#0,"""Standard"""
Substitute_Idle_1#0,"""Simple"""
Substitute_Idle_2#0,"""Simple 2"""
Substitute_Idle_3#0,"""Signature Pose"""
Substitute_Idle_4#0,"""At Attention"""
Substitute_Idle_5#0,"""Hand on Hip"""
Substitute_Idle_6#0,"""Cross Arms"""
Substitute_Idle_7#0,"""Imposing Stance"""
Substitute_Idle_9#0,"""Elegant Stance"""
Substitute_Idle_10#0,"""Floating"""
Substitute_Idle_11#0,"""Brash"""
Substitute_Idle_12#0,"""Yareyare"""
Substitute_Idle_13#0,"""Kung-Fu"""
Substitute_Idle_14#0,"""Gentle"""
Substitute_Idle_16#0,"""Fan Self"""
Substitute_Idle_17#0,"""Simple Minded"""
Substitute_Idle_18#0,"""Ponder"""
Substitute_Idle_19#0,"""Ready"""
Substitute_Idle_20#0,"""Fixing Hair"""
Substitute_Idle_21#0,"""Data Inquiry"""
Substitute_Idle_22#0,"""Stretch"""
Substitute_Idle_23#0,"""Boxer Step"""
Substitute_Idle_24#0,"""Imposing Stance 2"""
Substitute_Idle_25#0,"""Wipe Sweat"""
Substitute_Idle_26#0,"""Butler"""
Substitute_Idle_27#0,"""Timid"""
Substitute_Idle_28#0,"""Sleep Mode"""
Substitute_Idle_30#0,"""Bent Back"""
Substitute_Idle_31#0,"""Hand on Hip 2"""
Substitute_Idle_32#0,"""Salon"""
Substitute_Idle_33#0,"""Salon 2"""
Substitute_Idle_36#0,"""Impatient"""
Substitute_Idle_37#0,"""Hands Behind Back"""
Substitute_Idle_38#0,"""Rappy"""
Substitute_Idle_39#0,"""Eat Ice Cream"""
Substitute_Idle_40#0,"""Puffed Chest"""
Substitute_Idle_41#0,"""Signature Pose 2"""
Substitute_Idle_43#0,"""Cute"""
Substitute_Idle_44#0,"""Imposing Stance 3"""
Substitute_Idle_46#0,"""Crouch"""
Substitute_Idle_47#0,"""Hand Seals"""
Substitute_Idle_49#0,"""One Leg Balance"""
Substitute_Idle_50#0,"""Sleepy"""
Substitute_Idle_51#0,"""Rappy Plush"""
Substitute_Idle_52#0,"""Mitarashi Pose"""
Substitute_Idle_53#0,"""§Ichika§ Pose"""
Substitute_Idle_54#0,"""Read"""
Substitute_Idle_55#0,"""Warm Up"""
Substitute_Idle_57#0,"""Squid Dance"""
Substitute_Idle_58#0,"""Cross Arms 2"""
Substitute_Idle_59#0,"""Hold Umbrella"""
Substitute_Idle_60#0,"""Model Stance"""
Substitute_Idle_61#0,"""Model Stance 2"""
Substitute_Idle_62#0,"""Hands Behind Back 2"""
Substitute_Idle_63#0,"""【Central!】"""
Substitute_Idle_64#0,"""Eat Ice Cream 2"""
Substitute_Idle_65#0,"""Sit on Box"""
Substitute_Idle_66#0,"""Hand on Hip 3"""
Substitute_Idle_67#0,"""Hatosuke"""
Substitute_Idle_68#0,"""Crossed Arms Float"""
Substitute_Idle_69#0,"""Blazing"""
Substitute_Idle_70#0,"""Eat Ice Cream 3"""
Substitute_Idle_71#0,"""Phaleg Pose"""
Substitute_Idle_73#0,"""PSO2 10th Anniversary"""
Substitute_Idle_74#0,"""Shiki Tohno"""
Substitute_Idle_75#0,"""Arcueid"""
Substitute_Idle_76#0,"""Ciel"""
Substitute_Idle_77#0,"""Akiha Tohno"""
Substitute_Idle_78#0,"""Mount Broom"""
Substitute_Idle_79#0,"""Butterfly Play"""
Substitute_Idle_80#0,"""Floating Read"""
Substitute_Idle_81#0,"""Dark Spirit"""
Substitute_Idle_82#0,"""Propeller Engine"""
Substitute_Idle_83#0,"""Data Inquiry/B"""
Substitute_Idle_84#0,"""Finger Frame"""
Substitute_Idle_86#0,"""Fredran"""
Substitute_Idle_87#0,"""Wulfer"""
Substitute_Idle_88#0,"""Marmelo"""
Substitute_Idle_89#0,"""Floating Teatime"""
Substitute_Idle_90#0,"""Quick Break"""
Substitute_Idle_91#0,"""Rappy Plush/B"""
Substitute_Idle_101#0,"""Lissome"""
Substitute_Idle_102#0,"""Smartphone"""
Substitute_Idle_103#0,"""Light Wings"""
Substitute_Idle_104#0,"""Fix Hair 2"""
Substitute_Idle_106#0,"""Tachikoma 2"""
Substitute_Idle_109#0,"""Bored"""
Substitute_Idle_110#0,"""Hold Umbrella/B"""
Substitute_Idle_111#0,"""Star Ride"""
Substitute_Idle_112#0,"""Body Stretch"""
Substitute_Idle_114#0,"""Lovely"""
Substitute_Idle_121#0,"""Penguin Pose"""
Substitute_Idle_122#0,"""Animal Play"""
Substitute_Idle_123#0,"""Fanning"""
Substitute_Idle_124#0,"""Petals"""
Substitute_Idle_125#0,"""Psychic Ball"""
Substitute_Idle_127#0,"""Display"""
Substitute_Idle_128#0,"""Tachikoma"""
Substitute_Idle_129#0,"""Float 2"""
Substitute_Idle_130#0,"""Farfalla"""
Substitute_Idle_131#0,"""Farfalla EX"""
Substitute_Idle_132#0,"""Uncle Spell"""
Substitute_Idle_133#0,"""Fan Service"""
Substitute_Idle_134#0,"""Fan Service EX"""
Substitute_Idle_135#0,"""Zombie"""
Substitute_Idle_136#0,"""Zombie EX"""
Substitute_Idle_137#0,"""Jiangshi"""
Substitute_Idle_138#0,"""W Sitting"""
Substitute_Idle_139#0,"""Ride Holo Ball"""
Substitute_Idle_140#0,"""Vertical Float"""
Substitute_Idle_141#0,"""Vertical Float EX"""
Substitute_Idle_142#0,"""Blazing/B"""
Substitute_Idle_143#0,"""Kneel"""
Substitute_Idle_144#0,"""Yoo-hoo"""
Substitute_Idle_145#0,"""Wave"""
Substitute_Idle_146#0,"""Outstretched Legs Sit"""
Substitute_Idle_147#0,"""Majestic Wings"""
Substitute_Idle_148#0,"""Majestic Wings EX"""
Substitute_Idle_149#0,"""Samurai"""
Substitute_Idle_150#0,"""Samurai EX"""
Substitute_Idle_151#0,"""Sit"""
Substitute_Idle_152#0,"""Ride Hawk"""
Substitute_Idle_153#0,"""Hiten Mitsurugi-ryu"""
Substitute_Idle_154#0,"""Step to the Rhythm"""
Substitute_Idle_155#0,"""Gyro Runner"""
Substitute_Idle_156#0,"""Signature Pose 3"""
Substitute_Idle_157#0,"""Gather Energy"""
Substitute_Idle_158#0,"""Superhero"""
Substitute_Idle_159#0,"""Bunny Hop"""
Substitute_Idle_160#0,"""Easter Egg"""
Substitute_Idle_161#0,"""Kick"""
Substitute_Idle_162#0,"""Kick EX"""
Substitute_Idle_163#0,"""Coffee Break"""
Substitute_Idle_164#0,"""Cherry Blossom"""
Substitute_Idle_165#0,"""Cherry Blossom EX"""
Substitute_Idle_166#0,"""Shinobi"""
Substitute_Idle_167#0,"""Lean"""
Substitute_Idle_168#0,"""Paramotor"""
Substitute_Idle_169#0,"""Signature Pose 4"""
Substitute_Idle_170#0,"""Dark Mage"""
Substitute_Idle_171#0,"""Sit on Box/B"""
Substitute_Idle_172#0,"""Rappy Plush/C"""
Substitute_Idle_173#0,"""Dark Mage EX"""
Substitute_Idle_174#0,"""Floating (Ice)"""
Substitute_Idle_175#0,"""Floating (Fire)"""
Substitute_Idle_176#0,"""Floating (Wind)"""
Substitute_Idle_177#0,"""Floating (Dark)"""
Substitute_Idle_178#0,"""Floating (Light)"""
Substitute_Idle_179#0,"""Hold Umbrella/C"""
Substitute_Idle_180#0,"""Hold Umbrella/D"""
Substitute_Idle_181#0,"""Hold Umbrella/E"""
Substitute_Idle_182#0,"""Smartphone/B"""
Substitute_Idle_183#0,"""Flame Fists"""
Substitute_Idle_184#0,"""R. Mag Minimo"""
Substitute_Idle_185#0,"""Mount Broom Rev"""
Substitute_Idle_186#0,"""Cute Rev"""
Substitute_Idle_187#0,"""Floating Teatime Rev"""
Substitute_Idle_188#0,"""Psychic Ball Rev"""
Substitute_Idle_189#0,"""Ready Rev"""
Substitute_Idle_190#0,"""Hand on Hip Rev"""
Substitute_Idle_191#0,"""Signature Pose Rev"""
Substitute_Idle_192#0,"""Model Stance Rev"""
Substitute_Idle_193#0,"""Model Stance 2 Rev"""
Substitute_Idle_194#0,"""Floating Rev"""
Substitute_Idle_195#0,"""Hand on Hip 3 Rev"""
Substitute_Idle_196#0,"""Model Stance 3"""
Substitute_Idle_197#0,"""Survival Game"""
Substitute_Idle_198#0,"""Survival Game EX"""
Substitute_Idle_199#0,"""Hold Bouquet"""
Substitute_Idle_200#0,"""Hold Bouquet EX"""
Substitute_Idle_201#0,"""Twirl"""
Substitute_Idle_202#0,"""Lancelot"""
Substitute_Idle_203#0,"""Stand Straight"""
Substitute_Idle_204#0,"""Ghost"""
Substitute_Idle_205#0,"""Ghost EX"""
Substitute_Idle_206#0,"""Crouching Start"""
Substitute_Idle_207#0,"""Piercing"""
Substitute_Idle_208#0,"""Shadow"""
Substitute_Idle_209#0,"""Lissome Rev"""
Substitute_Idle_210#0,"""Bored Rev"""
Substitute_Idle_211#0,"""W Sitting Rev"""
Substitute_Idle_212#0,"""Wave Rev"""
Substitute_Idle_213#0,"""和装フォーム"""
Substitute_Idle_214#0,"""無重力"""
Substitute_Idle_215#0,"""Standing Pose"""
Substitute_Idle_216#0,"""Gunslinger"""
Substitute_Idle_217#0,"""Gunslinger EX"""
Substitute_Idle_218#0,"""Standing Pose 2"""
Substitute_Idle_219#0,"""Spellcasting"""
Substitute_Idle_220#0,"""Spellcasting EX"""
Substitute_Idle_221#0,"""Petals/B"""
Substitute_Idle_222#0,"""Hand on Hip 4"""
Substitute_Idle_223#0,"""Handy Propeller"""
Substitute_Idle_224#0,"""無重力EX"""
Substitute_Idle_225#0,"""Stand Straight 2"""
Substitute_Idle_226#0,"""ランサー"""
Substitute_Idle_227#0,"""ランサーEX"""
Substitute_Idle_228#0,"""かぼちゃに座る"""
Substitute_Idle_229#0,"""巨人"""
Substitute_Idle_230#0,"""Hover"""
Substitute_Idle_231#0,"""エアドライブ"""
Substitute_Idle_232#0,"""Data Inquiry/C"""
Substitute_Idle_233#0,"""有間都古"""
Substitute_Idle_234#0,"""Majestic Wings/B"""
Substitute_Idle_235#0,"""Model Stance 4"""
Substitute_Idle_236#0,"""Dark Soldier"""
Substitute_Idle_237#0,"""Dark Soldier EX"""
Substitute_Idle_238#0,"""Hand on Chest"""
Substitute_Idle_239#0,"""Holiday Sleigh"""
Substitute_Idle_240#0,"""Stand Straight 3"""
Substitute_Idle_241#0,"""Iron Club"""
Substitute_Idle_242#0,"""Lindsey"""
Substitute_Idle_243#0,"""Odette"""
Substitute_Idle_244#0,"""ディスプレイ/B"""
Substitute_Idle_245#0,"""星に乗る/B"""
Substitute_Idle_246#0,"""Accelerator"""
Substitute_Idle_247#0,"""John's Pen"""
Substitute_Idle_248#0,"""Blow Kiss"""
Substitute_Idle_249#0,"""Snow Tube"""
Substitute_Idle_250#0,"""Join Fingers"""
Substitute_Idle_251#0,"""Mecha Wings"""
Substitute_Idle_252#0,"""手を差し出す"""
Substitute_Idle_253#0,"""クッション"""
Substitute_Idle_254#0,"""立ちポーズ3"""
Substitute_Idle_255#0,"""美麗"""
Substitute_Idle_256#0,"""美麗EX"""
Substitute_Idle_257#0,"""浮遊読書/B"""
Substitute_Idle_258#0,"""敬礼"""
Substitute_Idle_259#0,"""ガード"""
Substitute_Idle_260#0,"""ガードEX"""
Substitute_Idle_261#0,"""片腕をつかむ"""
Substitute_Idle_262#0,"""トロッコ"""
Substitute_Idle_263#0,"""まっすぐ立つ4"""
Substitute_Idle_264#0,"""リフェルの長杖"""
Substitute_Idle_265#0,"""リフェルの長杖EX"""
Substitute_Idle_266#0,"""リムルを抱える"""
Substitute_Idle_267#0,"""ラッピーオムライス"""
Substitute_Idle_269#0,"""ソニック"""
Substitute_Idle_270#0,"""ドゥームウィング"""
Substitute_Idle_271#0,"""思案2"""
Substitute_Idle_272#0,"""シノビ2"""
Substitute_Idle_273#0,"""シノビ2EX"""
Substitute_Idle_274#0,"""手を振る2"""
Substitute_Idle_275#0,"""直線飛行"""
Substitute_Idle_276#0,"""サーフィン"""
Substitute_Idle_277#0,"""ラッピーうきわに乗る"""
Substitute_Idle_278#0,"""立ちポーズRev"""
Substitute_Idle_279#0,"""立ちポーズ2Rev"""
Substitute_Idle_280#0,"""腰に手を当てる4Rev"""
Substitute_Idle_281#0,"""和装フォームRev"""
Substitute_Idle_282#0,"""髪を整える2Rev"""
Substitute_Idle_283#0,"""ダークメイジRev"""
Substitute_Idle_284#0,"""サムライ/B"""
Substitute_Idle_285#0,"""モデル立ち3Rev"""
Substitute_Idle_286#0,"""モデル立ち4Rev"""
Substitute_Idle_287#0,"""ガンスリンガー/B"""
Substitute_Idle_288#0,"""スリープモードRev"""
Substitute_Idle_289#0,"""あおぐRev"""
Substitute_Idle_290#0,"""執事Rev"""
Substitute_Idle_291#0,"""やれやれRev"""
Substitute_Idle_292#0,"""やっほーRev"""
Substitute_Idle_293#0,"""決めポーズ3Rev"""
Substitute_Idle_294#0,"""ユミアの調合"""
Substitute_Idle_295#0,"""ユミアの調合2"""
Substitute_Idle_296#0,"""ユミアの調合3"""
Substitute_Idle_297#0,"""光翼/B"""
Substitute_Idle_298#0,"""博麗霊夢"""
Substitute_Idle_299#0,"""霧雨魔理沙"""
Substitute_Idle_300#0,"""ハグ待ち"""
Substitute_Idle_301#0,"""おねだり"""
Substitute_Idle_302#0,"""立ちポーズ4"""
Substitute_Idle_303#0,"""決めポーズ5"""
Substitute_Idle_304#0,"""肉まんを食べる"""
Substitute_Idle_305#0,"""羽扇"""
Substitute_Idle_306#0,"""羽扇EX"""
Substitute_Idle_307#0,"""サイキックボール/B"""
Substitute_Idle_308#0,"""ホロボールに乗る/B"""
Substitute_Idle_309#0,"""かぼちゃに座る2"""
Substitute_Idle_310#0,"""小悪魔"""
Substitute_Idle_311#0,"""小悪魔EX"""
Substitute_Idle_312#0,"""かがむ2"""
Substitute_Idle_313#0,"""ヴィラン"""
Substitute_Idle_314#0,"""ヴィランEX"""
Substitute_Idle_315#0,"""スマホ操作2"""
Substitute_Idle_316#0,"""ノリノリ"""
Substitute_Idle_317#0,"""のぞきこむ"""
Substitute_Idle_318#0,"""爽やか"""
Substitute_Idle_319#0,"""スマホ操作2EX"""
Substitute_Idle_320#0,"""ノリノリEX"""
Substitute_Idle_321#0,"""かごを持つ"""
Substitute_Idle_322#0,"""獣3"""
Substitute_Idle_323#0,"""獣3EX"""
Substitute_Idle_324#0,"""モデル立ち5"""
Substitute_Idle_325#0,"""トランクケース"""
Substitute_Idle_326#0,"""立ちポーズ5"""
Substitute_Idle_327#0,"""清夏のジェネ水着"""
Substitute_Idle_328#0,"""潮騒のアネット水着"""
Substitute_Idle_329#0,"""アフタル水着"""
Substitute_Idle_330#0,"""ホルシード水着"""
Substitute_Idle_331#0,"""袋に座る"""
Substitute_Idle_332#0,"""トナカイ"""
Substitute_Idle_333#0,"""和装フォーム2"""
Substitute_Idle_334#0,"""ウマグルミに乗る"""
Substitute_Idle_335#0,"""モデル立ち6"""
Substitute_Idle_336#0,"""決めポーズ6"""
Substitute_Idle_337#0,"""立ちポーズ6"""
Substitute_Idle_338#0,"""ストレッチ2"""
Substitute_Idle_341#0,"""キュート2"""
Substitute_Idle_342#0,"""大剣"""
Substitute_Idle_344#0,"""大剣EX"""
Substitute_Idle_345#0,"""ガオ"""
Substitute_Idle_346#0,"""アンニュイ"""
Substitute_Idle_347#0,"""ガオEX"""
Substitute_Idle_348#0,"""アンニュイEX"""
Substitute_Idle_349#0,"""かごを持つRM"""
Substitute_Idle_350#0,"""闇魂/B"""
Substitute_Idle_351#0,"""武威登龍“凱風快晴”"""
Substitute_Idle_352#0,"""皇巫アマテラス日蝕"""
Substitute_Idle_353#0,"""PUNI☆MOFUマオ"""
Substitute_Idle_354#0,"""PUNI☆MOFUトゥ"""
Substitute_Idle_355#0,"""注射"""
Substitute_Idle_356#0,"""注射RM"""
Substitute_Idle_358#0,"""ホールスタッフ"""
Substitute_Idle_359#0,"""ホールスタッフEX"""
Substitute_Idle_360#0,"""ハートポーズ"""
Substitute_Idle_361#0,"""モノホイール"""
Substitute_Idle_362#0,"""本を持つ"""
Substitute_Idle_363#0,"""本を持つEX"""
Substitute_Idle_364#0,"""長杖"""
Substitute_Idle_365#0,"""長杖EX"""
Substitute_Idle_366#0,"""前かがみ"""
Substitute_Idle_367#0,"""あざとい"""
Substitute_Idle_368#0,"""地面に座る"""
Substitute_Idle_369#0,"""地面に座るEX"""
Substitute_Idle_370#0,"""ぺたん座り2"""
Substitute_Idle_371#0,"""ぺたん座り2EX"""
Substitute_Idle_372#0,"""優雅な佇まい"""
Substitute_Idle_373#0,"""優雅な佇まいEX"""
Substitute_Idle_374#0,"""箱に座る2"""
Substitute_Idle_375#0,"""ブーケを持つ/B"""
Substitute_Idle_376#0,"""ステラC・歌姫"""
Substitute_Idle_377#0,"""ウィンディスC・歌姫"""
Substitute_Idle_378#0,"""クーナC・歌姫"""
Substitute_Idle_379#0,"""目元ピース"""
Substitute_Idle_380#0,"""ラッピーズ"""
