YesText#0,"""ใช่"""
MyFashionTitle01#0,"""My Fashion/Catalog"""
MyFashionTitle02#0,"""My Fashion"""
MyFashionTitle03#0,"""Bookmark"""
MyFashionTitle04#0,"""ตัวอย่าง (Preview)"""
MyFashionTitle05#0,"""ข้อมูลแฟชั่น (Fashion Information)"""
MyFashionResult01#0,"""โหลด [$(0)] แล้ว"""
MyFashionResult02#0,"""ไม่สามารถสวมใส่ไอเทมบางชิ้นได้"""
MyFashionError01#0,"""ไม่สามารถดำเนินการต่อได้เนื่องจากเกิดข้อผิดพลาด"""
MyFashionError02#0,"""ไม่สามารถดำเนินการต่อได้เนื่องจากเกิดข้อผิดพลาด"""
MyFashionError03#0,"""ยังไม่มีแฟชั่นที่ลงทะเบียนไว้"""
MyFashionError04#0,"""เปลี่ยน My Fashion ล้มเหลว"""
MyFashionError05#0,"""ไม่สามารถดำเนินการได้เนื่องจากดึงข้อมูลไอเทมในตัวล้มเหลว"""
MyFashionError06#0,"""ไม่สามารถดำเนินการต่อได้เนื่องจากเกิดข้อผิดพลาด"""
MyFashionError07#0,"""มีประเภทเสื้อผ้าที่เหมือนกันอยู่ใน Inventory ของคุณแล้ว"""
OtherFashion_Help_Message#0,"""โปรดเลือก"""
OtherFashion_Help_Message_v#0,"""โปรดเลือก"""
OtherFashion_Help_Title_v#0,"""Bookmark"""
FashiongroupFormTitle#0,"""Fashion/Catalog"""
Menu_Status#0,"""สถานะ (Status)"""
Menu_Achievement00#0,"""Basic Achievements"""
Menu_Achievement01#0,"""Naberius Achievements"""
Menu_Achievement02#0,"""Lillipa Achievements"""
Menu_Achievement03#0,"""Amduscia Achievements"""
Menu_Achievement04#0,"""ARKS Ship Achievements"""
Menu_Achievement05#0,"""Wopal Achievements"""
Menu_Achievement06#0,"""Harkotan Achievements"""
Menu_Achievement07#0,"""Earth Achievements"""
Help_Top_Title#0,"""Gathering"""
Help_Status_Title#0,"""สถานะ Gathering"""
Help_Achievement_Title#0,"""Achievements ที่สามารถรับได้"""
Help_Top_Explain#0,"""<c f0df60>คุณสามารถตรวจสอบ Achievements ต่างๆ ที่ได้รับจากการ Gathering ได้<c>"""
Help_Status_Explain#0,"""<c f0df60>รายการพารามิเตอร์ที่เกี่ยวข้องกับการ Gathering<c>"""
Help_Achievement_Explain#0,"""<c f0df60>คุณจะได้รับรางวัลเมื่อปลดล็อก Achievement และเมื่อปลดล็อกถึงจำนวนที่กำหนด เลเวลเก็บเกี่ยวหรือเลเวลตกปลาจะเพิ่มขึ้น<c>"""
Menu_Gat_Info#0,"""ข้อมูล Gathering"""
Menu_Gat_Status#0,"""สถานะ Gathering"""
Menu_Gat_Results#0,"""Achievements ที่สามารถรับได้"""
Title_Gat_Status#0,"""สถานะ Gathering"""
Title_Gat_Results#0,"""Achievements ที่สามารถรับได้"""
Title_Gat_Results_Detail#0,"""รายละเอียด Achievement"""
Gat_Common#0,"""โบนัสเลเวล Harvesting/Fishing"""
Gat_C#0,"""เก็บเกี่ยว (Harvesting)"""
Gat_F#0,"""ตกปลา (Fishing)"""
Gat_Info#0,"""ข้อมูล Sheet"""
Gat_Results#0,"""Achievement"""
Gat_Results_Name#0,"""ชื่อ Achievement"""
Gat_Explanatory#0,"""เงื่อนไข Achievement"""
Gat_Reward#0,"""รางวัล"""
Text_Gat_Results_Num#0,"""Achievements"""
Text_Gat_C_Lv#0,"""เก็บเกี่ยว (Harvesting)"""
Text_Gat_F_Lv#0,"""ตกปลา (Fishing)"""
Text_Gat_Unlock#0,"""ปลดล็อก"""
Text_Fever#0,"""เพิ่มเวลา Fever"""
Text_ComboBonus#0,"""โบนัส Combo"""
Text_Next_Lv#0,"""เพื่อขึ้น Lv. ถัดไป"""
Text_PointName_F#0,"""จุดตกปลา"""
Text_PointName_C#0,"""จุดเก็บเกี่ยว"""
Text_Gat_Stamina#0,"""ใช้ Stamina: """
Text_Gat_C_Stamina#0,"""Stamina"""
Text_Gat_F_Stamina#0,"""Stamina"""
Text_Recovery#0,"""จนกว่าจะฟื้นฟูเต็มที่"""
Text_Rare_C#0,"""อัตราเก็บเกี่ยวของแรร์"""
Text_Add_C#0,"""อัตราเก็บเกี่ยวเพิ่มเติม"""
Text_Rare_F#0,"""อัตราตกปลาของแรร์"""
Text_Add_F#0,"""อัตราตกปลาเพิ่มเติม"""
Text_Max_Get_Rare#0,"""ของแรร์สูงสุด"""
Text_Remnant_Num#0,"""จำนวนครั้งที่เหลือ: $(0)"""
Text_Remnant_Num_Fever#0,"""ไม่จำกัด (Unlimited)"""
Text_CurrentAndMaxVal#0,"""$(0)/$(1)"""
Text_CanNotGathering#0,"""$(0) ล้มเหลว"""
Text_NotGatheringItem#0,"""ไม่มี $(0)"""
Menu_Open_FullWin_Title#0,"""Gathering Terminal"""
Menu_Open_FullWin_Help#0,"""<c f0df60>Gathering Shop Terminal<c>"""
Menu_Open_Win_Title#0,"""Gathering Terminal"""
Menu_Open_Win_Menu01#0,"""Culinary Shop"""
Menu_Open_Win_Menu02#0,"""L Ring Shop"""
Menu_Open_Win_Menu03#0,"""R Ring Shop"""
Menu_Open_Win_Menu04#0,"""Combined Ring Shop"""
Menu_Open_Win_Close#0,"""กลับ"""
Menu_Open_Disable#0,"""ขณะนี้ไม่สามารถใช้งาน Gathering Terminal ได้<br><br>คุณจะสามารถใช้งานได้เมื่อทำ<br>Client Orders ของ Sophia ที่ Franca's Cafe สำเร็จ"""
Title_Gat_Simple_Status#0,"""รายละเอียด Gathering พื้นฐาน"""
AchieveNoItem#0,"""ไม่มี Achievements"""
Result_C_1#0,"""เก็บเกี่ยวได้ $(0) x1!"""
Result_C_2#0,"""เก็บเกี่ยวได้ $(0) x$(1)!"""
Result_F1#0,"""ตกได้ $(0)×01<br><br>ขนาด: $(1)"""
Result_F2#0,"""ตกได้ $(0)×02<br><br>ขนาด: $(1), $(2)"""
Result_F3#0,"""ตกได้ $(0)×03<br><br>ขนาด: $(1), $(2), $(3)"""
Result_F4#0,"""ตกได้ $(0)×$(1)<br><br>ขนาด: $(2), $(3), $(4)…"""
Result_F_Log#0,"""ขนาด: $(0)"""
Result_C_1_ToDishWarehouse#0,"""เก็บเกี่ยว $(0) ได้แล้ว<br>ส่งไอเทมไปยัง Material Storage แล้ว"""
Result_C_2_ToDishWarehouse#0,"""เก็บเกี่ยว $(0)×$(1) ได้แล้ว<br>ส่งไอเทมไปยัง Material Storage แล้ว"""
Result_F1_ToDishWarehouse#0,"""ตกได้ $(0)×01<br>ส่งไอเทมไปยัง Material Storage แล้ว<br><br>ขนาด: $(1)"""
Result_F2_ToDishWarehouse#0,"""ตกได้ $(0)×02<br>ส่งไอเทมไปยัง Material Storage แล้ว<br><br>ขนาด: $(1), $(2)"""
Result_F3_ToDishWarehouse#0,"""ตกได้ $(0)×03<br>ส่งไอเทมไปยัง Material Storage แล้ว<br><br>ขนาด: $(1), $(2), $(3)"""
Result_F4_ToDishWarehouse#0,"""ตกได้ $(0)×$(1)<br>ส่งไอเทมไปยัง Material Storage แล้ว<br><br>ขนาด: $(2), $(3), $(4)…"""
SizeDot#0,"""."""
SizePunctuation#0,""", """
First_Combo#0,"""<c 60ccf0>เริ่มนับ Combo!<c><br>เมื่อคุณทำ Combo ถึง $(0) จะเข้าสู่ช่วง Fever แน่นอน!<br>คุณจะได้รับ <green>EXP<c> เมื่อ Combo สิ้นสุดลง!"""
First_Fever#0,"""<c f060ae>Fever เริ่มต้นขึ้นแล้ว!<c><br>ในช่วงเวลาจำกัด การเก็บเกี่ยวจะ<br><yellow>ได้รับผลผลิตมากขึ้นและเพิ่มโอกาสได้ของแรร์!<c>"""
First_Point_End#0,"""<c 78f060>โบนัสความสำเร็จ (Completion bonus)!<c><br>คุณใช้จุดเก็บเกี่ยวนี้จนหมดแล้ว!<br>Combo เพิ่มขึ้น <yellow>$(0)<c>!"""
Action_F_Toast#0,"""เมื่อวงกลม<c ee8888>เปลี่ยนเป็นสีแดง<c> ให้กด <%Access>!"""
Infinite#0,"""ไม่จำกัด (Unlimited)"""
Tool_Item_Count#0,"""$(0)×1 (มีอยู่: $(1))"""
Action_F_Normal#0,"""ตกปลา (Fishing)"""
Action_F_Sp_1#0,"""Good Fishing"""
Action_F_Sp_2#0,"""Great Fishing"""
Action_F_Sp_3#0,"""Fishing With Bonus"""
Action_F_Ac#0,"""Master Fishing"""
Action_C_Normal#0,"""เก็บเกี่ยว (Harvesting)"""
Action_C_Sp_1#0,"""Good Harvesting"""
Action_C_Sp_2#0,"""Great Harvesting"""
Action_C_Sp_3#0,"""Harvesting With Bonus"""
Action_C_Ac#0,"""Master Harvesting"""
ItemName_F_Norml#0,"""เบ็ดตกปลา (Fishing Rod)"""
ItemName_F_Sp_1#0,"""Good Fishing Rod"""
ItemName_F_Sp_2#0,"""Great Fishing Rod"""
ItemName_F_Sp_3#0,"""Famitsu Fishing Rod"""
ItemName_F_Ac#0,"""Master Fishing Rod"""
ItemName_F_Sp_4#0,"""Dengeki Fishing Rod"""
ItemName_C_Norml#0,"""ที่ขุดแร่ (Pickaxe)"""
ItemName_C_Sp_1#0,"""Good Pickaxe"""
ItemName_C_Sp_2#0,"""Great Pickaxe"""
ItemName_C_Sp_3#0,"""Famitsu Ice Axe"""
ItemName_C_Ac#0,"""Master Pickaxe"""
ItemName_C_Sp_4#0,"""Dengeki Pickaxe"""
Gat_Achievement#0,"""ได้รับความสำเร็จ (Achievement)"""
GetExperience#0,"""ได้รับ <green>EXP<c> จากการ Gathering"""
GatLimitOver#0,"""<yellow>$(0)<c>"""
ErrorExecEndObjStamina#0,"""ไม่มีจุด Gathering"""
ErrorExecEndFever#0,"""Fever สิ้นสุดลงแล้ว"""
ErrorExecEndGatStamina#0,"""Stamina ไม่เพียงพอ"""
ErrorExecEndNoItem#0,"""ไม่ได้เลือกไอเทม"""
SGShopTitle#0,"""ซื้อ Star Gems"""
SGShopGuide#0,"""<c f0df60>การดำเนินการนี้จะใช้ AC (ARKS Cash) และมอบ SG (Star Gems) ให้คุณ กรุณาเลือกไอเทมที่ต้องการ"""
ListWindowTitle#0,"""รายการสินค้า"""
ListWindowACButton#0,"""เติม AC"""
ListWindowHistory#0,"""ประวัติการซื้อ"""
NameOfItem#0,"""<yellow>$(0)<c>"""
DescriptionOfItem#0,"""$(0)"""
MySGWindowTitle#0,"""SG ปัจจุบัน"""
StarGem#0,"""$(0)<pict StarGem>"""
ArcsCash#0,"""$(0)<pict Arcscash>"""
MyACWindowTitle#0,"""AC ปัจจุบัน"""
LimitedWindowTitle#0,"""ข้อมูลสินค้า"""
LimitedWindowTimesLimited#0,"""<yellow>ขีดจำกัดการซื้อ<c>"""
LimitedWindowRemainingNumber#0,"""อีก $(0) จึงจะสามารถซื้อได้"""
LimitedWindowRemainingNumberTime#0,"""เหลืออีก $(0) ครั้ง"""
LimitedWindowLimitless#0,"""-"""
LimitedWindowTimeLimit#0,"""<yellow>เส้นตายการซื้อ<c>"""
LimitedWindowTimeLimitStatus#0,"""จนถึง $(0)"""
LimitedWindowNoTimeLimitStatus#0,"""-"""
ConfirmationWindowTitle#0,"""ยืนยันการซื้อ"""
ConfirmationWindowtext#0,"""ระบบจะซื้อ [$(0)]<br>ในราคา $(1)<pict Arcscash><br><br>ดำเนินการต่อหรือไม่?"""
ErrorWindowTitle#0,"""ซื้อ Star Gems"""
SGItemName1#0,"""ชื่อไอเทม 1"""
SGItemName2#0,"""ชื่อไอเทม 2"""
SGItemName3#0,"""ชื่อไอเทม 3"""
SGItemName4#0,"""ชื่อไอเทม 4"""
SGItemName5#0,"""ชื่อไอเทม 5"""
SGItemName6#0,"""ชื่อไอเทม 6"""
SGItemName7#0,"""ชื่อไอเทม 7"""
SGItemName8#0,"""ชื่อไอเทม 8"""
SGItemName9#0,"""ชื่อไอเทม 9"""
JumpSGShopTitle#0,"""ยืนยันการชำระเงินด้วย Star Gem"""
JumpSGShopMessage#0,"""Star Gems ไม่เพียงพอ<br>ต้องการปิดหน้าต่างปัจจุบัน<br>และเปิดหน้าต่างซื้อ Star Gem หรือไม่?"""
DirectBuyTitle#0,"""ยืนยันการซื้อไอเทม"""
DirectBuyMessage#0,"""<pict StarGem><c 1dedd7>คอนเทนต์ SG<c><br><br>$(1)<br><br>ไปยังหน้าจอซื้อไอเทมในราคา $(0) หรือไม่?"""
DirectBuyConfirmTitle#0,"""ยืนยันการซื้อไอเทม"""
DirectBuyConfirmMessage#0,"""คุณกำลังซื้อไอเทมด้านล่างในราคา $(2) SG (ปกติราคา $(3) SG)<br>ดำเนินการต่อหรือไม่?<br><br>อัตราส่วนลดของ $(1) จะลดลงตามจำนวนที่ซื้อไปแล้ว<br><br>(SG ที่มี: $(0))"""
DirectBuyResultTitle#0,"""ผลการซื้อ"""
DirectBuySuccessTitle#0,"""ซื้อไอเทมสำเร็จ"""
DirectBuySuccessMessage#0,"""$(0)<br><br>จำนวนครั้งในการซื้อของคุณจะรีเซ็ตทุกวันเวลา <utc>15:00</utc> น."""
DirectBuyErrorTitle#0,"""เกิดข้อผิดพลาดในการซื้อไอเทม"""
DirectBuyConfirmListItemText#0,"""$(0) (No. $(1))"""
BuySGShopTitle#0,"""ซื้อ Star Gems"""
BuySGShopMessage_OK#0,"""ซื้อไอเทมแล้ว"""
BuySGShopMessage_ErrorExpire#0,"""ไม่สามารถซื้อไอเทมนี้ได้เนื่องจากเลยเส้นตายการซื้อแล้ว"""
BuySGShopMessage_ErrorBuyLimit#0,"""ไม่สามารถซื้อไอเทมนี้ได้เนื่องจากถึงขีดจำกัดการซื้อแล้ว"""
BuySGShopMessage_ErrorSGHaveLimit#0,"""ไม่สามารถซื้อไอเทมนี้ได้เนื่องจาก SG ของคุณจะเกินขีดจำกัด"""
BuySGShopMessage_ErrorUnknown#0,"""ซื้อไอเทมล้มเหลว กรุณาปิดหน้าต่างนี้และตรวจสอบรายละเอียดสินค้าอีกครั้ง"""
AlreadyReceive#0,"""ได้รับ Star Gems ไปแล้ว"""
MyshopTitle#0,"""ยืนยันการแสดงผล"""
MyshopMessage#0,"""คุณกำลังพยายามขายชุด<br>ที่ยังไม่ได้รับ Star Gems<br>ดำเนินการต่อหรือไม่?"""
TradeTitle#1,"""ยืนยันการลงทะเบียน"""
TradeMessage#0,"""คุณกำลังพยายามขายชุด<br>ที่ยังไม่ได้รับ Star Gems<br>ดำเนินการต่อหรือไม่?"""
TeamWarehouseTitle#0,"""ข้อความ"""
TeamWarehouseMessage#0,"""คุณกำลังจะฝากชุดที่ยังไม่ได้รับ Star Gems<br>ลงใน Team Storage<br><br>เกจความผูกพัน (Affection gauge) ของชุดที่ฝากใน Team Storage<br>จะถูกรีเซ็ต<br><br>แน่ใจหรือไม่?"""
TeamWarehouseTitle2#0,"""ข้อความ"""
TeamWarehouseMessage2#0,"""ระบบจะย้ายไอเทมนี้ไปยัง Team Storage<br>แน่ใจหรือไม่?<br><br>เกจความผูกพัน (Affection gauge) ของชุดที่ฝากใน Team Storage<br>จะถูกรีเซ็ต<br><br><yellow>※Team Storage สามารถใช้งานร่วมกับผู้เล่นอื่นได้<br>\u3000กรุณาใช้งานด้วยความระมัดระวัง<c>"""
PresentBoxTitle#0,"""ข้อความ"""
PresentBoxMessage#0,"""คุณกำลังจะใส่ชุดที่ยังไม่ได้รับ Star Gems<br>ลงในกล่องของขวัญ (Present Box)<br>แน่ใจหรือไม่?"""
GachaTitle#0,"""ข้อความ"""
GachaMessage#0,"""คุณกำลังจะใส่ชุดที่ยังไม่ได้รับ Star Gems<br>ลงใน Photon Gacha<br>แน่ใจหรือไม่?"""
RecycleTitle#0,"""ยืนยัน"""
RecycleMessage#0,"""จะแลกเปลี่ยน $(0)<c> ×$(1)<br>กับไอเทมที่เลือก<br><red>※ไอเทมในรายการยังมี Star Gems<br>ติดอยู่และจะไม่ถูกแลกเปลี่ยน<c><br>ดำเนินการต่อหรือไม่?"""
RecycleMessage2#0,"""จะทำการแลกเปลี่ยน $(0) ($(1) ชิ้น) ×$(2) กับ<br>ไอเทมต่อไปนี้<br><red>※ไอเทมที่เลือกมีชุดที่ยังไม่ได้รับ<br>Star Gems รวมอยู่ด้วย<c><br>แน่ใจหรือไม่?"""
RecycleMessageVita#0,"""จะทำการแลกเปลี่ยน <c f0df60>$(0)<c>×$(1)<br>กับไอเทมที่คุณเลือก<br><yellow>※จะไม่มีการใช้ไอเทมอื่นนอกจากรายการต่อไปนี้<c><br><red>※ไอเทมที่เลือกมีชุดที่ยังไม่ได้รับ<br>Star Gems รวมอยู่ด้วย<c><br>แน่ใจหรือไม่?"""
RewardPopupMenu#0,"""รับ Star Gems"""
RewardTitle#2,"""ยืนยัน Star Gem"""
RewardMessage#0,"""เนื่องจากเกจ Star Gem ของไอเทมชิ้นนี้<br>ถึงระดับสูงสุดแล้ว คุณสามารถรับ Star Gems<br>จากไอเทมนี้ได้<br><br>ต้องการรับเลยหรือไม่?"""
RewardGetFailed#0,"""ไม่สามารถรับ Star Gems ได้"""
EventChronicle_Title#0,"""ยืนยันการย้าย"""
EventChronicle_Message#0,"""ระบบจะย้ายคุณไปยัง My Room<br>เพื่อรับชม Event Chronicle<br><br>ดำเนินการต่อหรือไม่?"""
ToastTriggerQuestReorderFinish#0,"""หมดเวลาในการรับ Trigger Quest ซ้ำแล้ว"""
ToastTriggerQuestReorderNum#0,"""คุณสามารถรับ Quest นี้ซ้ำได้อีก $(0) ครั้ง"""
ToastTriggerQuestReorderNumZero#0,"""ไม่สามารถรับ Quest นี้ซ้ำได้อีกต่อไป"""
ToastTriggerQuestCreateUserOnly#0,"""ผู้ใช้ Trigger เท่านั้นที่สามารถเริ่มใช้งานได้"""
Rideroid0M#0,"""<%NormalAttack_S> หรือแอ็กชันหลบหลีก เพื่อเดินหน้า/หยุด\u3000<%PhotonArts_S> เพื่อลง"""
Rideroid0A#0,"""<%NormalAttack_S> หรือแอ็กชันหลบหลีก เพื่อหยุด\u3000<%PhotonArts_S> เพื่อลง"""
Rideroid1M#0,"""<%NormalAttack_S> หรือแอ็กชันหลบหลีก เพื่อเดินหน้า/หยุด"""
Rideroid1A#0,"""<%NormalAttack_S> หรือแอ็กชันหลบหลีก เพื่อหยุด"""
Alert00#0,"""<red>บูสต์เพื่อเข้าไปใกล้ Mother!<c>"""
AlertToast00#0,"""ใช้ <yellow>\""Overboost\""<c> เพื่อเข้าไปใกล้ <yellow>Mother<c>!"""
AlertToast01#0,"""ใช้ <c ff4f3f>\""Overboost\""<c> เพื่อเข้าไปใกล้ <c ff4f3f>Mother<c>!"""
AlertToast_AP01#0,"""ตรวจพบปฏิกิริยาของศัตรู <yellow>กรุณาคุ้มกันเป้าหมายป้องกัน<c>"""
AlertToast_AP02#0,"""เป้าหมายป้องกันได้รับความเสียหายอย่างหนัก <red>กรุณารวบรวม Mana เพื่อฟื้นฟู<c>"""
PokaMenu_Content_PokaInfo#0,"""ข้อมูล Battle Arena"""
PokaMenu_PokaInfo_Record#0,"""รายละเอียดสถิติ"""
PokaMenu_PokaInfo_Rank#0,"""รายละเอียด Battle Ranking"""
PokaMenu_PokaInfo_Rank_Switch#0,"""รายละเอียด Battle Ranking (Cloud)"""
PokaMenu_RecordTab1#0,"""สถิติโดยรวม"""
PokaMenu_RecordTab2#0,"""Emblem Battle"""
PokaMenu_RecordTab3#0,"""Battle Royal"""
PokaMenu_RecordTitle1#0,"""ชัยชนะรวม"""
PokaMenu_RecordTitle2#0,"""จำนวนคิลรวม"""
PokaMenu_RecordTitle3#0,"""Battle Coins"""
PokaMenu_RecordTitle4#0,"""ชัยชนะใน Emblem Battle"""
PokaMenu_RecordTitle5#0,"""ความพ่ายแพ้ใน Emblem Battle"""
PokaMenu_RecordTitle6#0,"""ชัยชนะใน Battle Royal"""
PokaMenu_RecordTitle7#0,"""จำนวนคิลใน Battle Royal"""
PokaMenu_WinRecord#0,"""$(0) ชัยชนะ"""
PokaMenu_CrushRecord#0,"""$(0) คิล"""
PokaMenu_Possession#0,"""$(0) <pict poka_btl_coin>"""
PokaMenu_ArenaPoint#0,"""$(0) ARP"""
PokaMenu_RankTab1#0,"""Emblem Battle"""
PokaMenu_RankTitle1#0,"""ชื่อ Player ID"""
PokaMenu_RankTitle2#0,"""Rank ปัจจุบัน"""
PokaMenu_RankTitle3#0,"""Rank สูงสุดก่อนหน้า"""
PokaMenu_RankTitle4#0,"""Arena Points"""
PokaMenu_RankTitle5#0,"""Rank ปัจจุบัน (Cloud)"""
PokaMenu_RankTitle6#0,"""Rank สูงสุดก่อนหน้า (Cloud)"""
PokaMenu_NowPoint#0,"""Arena Points"""
PokaMenu_NextRankPoint#0,"""เพื่อขึ้น Rank ถัดไป"""
PokaMenu_NowGrade#0,"""Rank"""
PokaMenu_NowRank#0,"""Rank"""
PokaMenu_MaxGrade#0,"""Rank"""
PokaMenu_MaxRank#0,"""Rank"""
PokaMenu_Rank_Grade#0,"""$(0)"""
PokaMenu_Ranking#0,"""Rank $(0)"""
PokaMenu_Norank#0,"""─"""
PokaMenu_ContentInfo#0,"""ข้อมูลคอนเทนต์"""
PokaMenu_GatheringInfo#0,"""ข้อมูล Gathering"""
PokaMenu_TravelQuestInfo#0,"""[ชั่วคราว] ข้อมูล Quest"""
PokaMenu_MoveBlockTitle#0,"""ยืนยันการย้าย Block"""
PokaMenu_MoveShipTitle#0,"""ยืนยันการย้าย Ship"""
PokaMenu_MoveBlockMessage#0,"""ระบบจะย้ายไปยัง Battle Block<br>โปรดทราบว่าสถานะจะถูกเปลี่ยนดังต่อไปนี้:<br><br>・คลาสจะถูกเปลี่ยนเป็น \""Battle Warrior\"" Lv.1 เท่านั้น<br>・PAs, Techniques และ Class Skills จะอยู่ในสถานะยังไม่ได้เรียนรู้<br>\u3000และคุณไม่สามารถนำ Meseta, CC หรือไอเทมที่มีติดตัวเข้าไปได้<br>・ไม่สามารถฝาก/ถอนไอเทมจาก Storage ต่างๆ ได้<br>・เกจ Affection จะไม่แสดงผล<br><br><red>※สถานะทั้งหมดจะกลับเป็นปกติเมื่อคุณ<br>\u3000เดินทางกลับมาจาก Battle Arena Block<c><br><br>ต้องการย้ายไปยัง Battle Block หรือไม่?"""
PokaMenu_MoveShipMessage#0,"""ระบบจะย้ายไปยัง Ship หลักของคุณ<br>สถานะเฉพาะของ Shared Ship จะกลับเป็นปกติ<br><br>・เพื่อน, อีเมล, และ Symbol Arts ที่ลงทะเบียนใน Shared Ship<br>\u3000จะไม่สามารถตรวจสอบได้ใน Ship หลัก<br>・Battle Coins ที่ได้รับจาก Battle Arena<br>\u3000จะแชร์ร่วมกับข้อมูลใน Ship หลักของคุณ<br>・ข้อมูล Rank จาก Battle Ranking ใน Shared Ship<br>\u3000จะถูกคำนวณแยกต่างหากจากข้อมูล Rank ใน Ship หลัก<br><br><yellow>※เมื่อกลับไปยัง Ship หลัก ประวัติจะถูกเพิ่มลงใน<br>\""ประวัติการล็อกอิน (Login History)\"" 1 รายการ<c><br><br><red>※สถานะของ Shared Ship จะสามารถตรวจสอบได้อีกครั้ง<br>เมื่อกลับมายัง Shared Ship<c><br><br>ต้องการย้ายไปยัง Ship หลัก หรือไม่?"""
PokaMenu_Content_BasnetInfo#0,"""ข้อมูล Buster Quest"""
BonusEffect_Title1#0,"""ยืนยัน Special Ability Factor"""
BonusEffect_Head1#0,"""ชื่อ Special Ability Factor"""
BonusEffect_Head2#0,"""อัตราความสำเร็จ"""
BonusEffect_Head3#0,"""รายละเอียด"""
Confirm_Desc#0,"""เมื่ออัปเกรด <yellow>$(0)<c> <br>จนถึง <green>+35<c> แล้ว <br>\""Special Ability Factor\"" ด้านล่างนี้จะถูกปลดล็อก <br>และสามารถเลือกใช้ได้เมื่อเพิ่ม Special Abilities"""
Confirm_Desc2#0,"""เมื่ออัปเกรด <yellow>$(0)<c> <br>จนถึง <green>+10<c> แล้ว <br>\""Special Ability Factor\"" ด้านล่างนี้จะถูกปลดล็อก <br>และสามารถเลือกใช้ได้เมื่อเพิ่ม Special Abilities"""
Confirm_Probability#0,"""$(0)%"""
Confirm_GetDataErrorTitle#0,"""ยืนยัน Special Ability Factor"""
Confirm_GetDataErrorMessage#0,"""ไม่สามารถดึงข้อมูลรายละเอียดของ Special Ability Factor ได้"""
Confirm_icon_HintText#0,"""ชื่อ Special Ability Factor"""
BonusEffect_NoBonus#0,"""ไม่มี Special Ability Factors"""
Guide_A#0,"""<%NormalAttack>"""
GuideB#0,"""<%PhotonArts>"""
ChangeToEP1Mode#0,"""เปลี่ยนเป็นโหมด EPISODE 1 แล้ว"""
ChangeToEP2Mode#0,"""เปลี่ยนเป็นโหมด EPISODE 2 แล้ว"""
ChangeToEP3Mode#0,"""เปลี่ยนเป็นโหมด EPISODE 3 แล้ว"""
ChangeToEP4Mode#0,"""เปลี่ยนเป็นโหมด EPISODE 4 แล้ว"""
ChangeToEP5Mode#0,"""เปลี่ยนเป็นโหมด EPISODE 5 แล้ว"""
ChangeToEP6Mode#0,"""เปลี่ยนเป็นโหมด EPISODE 6 แล้ว"""
EP5Prologue_EP4StoryBoard_Title#0,"""การเปลี่ยนโหมด Episode"""
EP5Prologue_EP4StoryBoard_Message#0,"""\""Story Board (EP4)\""<br>สามารถใช้ได้ในโหมด EP4 เท่านั้น<br><br>คุณสามารถสลับเป็นโหมด EP4 ได้<br>โดยการคุยกับ Xiera และเลือก<br>Episode เป็น \""EP4\"""
EP5Prologue_ProgressionEP_1-3#0,"""EP1-3"""
EP5Prologue_ProgressionEP_4#0,"""EP4"""
EP5Prologue_ProgressionEP_5#0,"""EP5"""
BasnetInfo_WindowTitle#0,"""ข้อมูล Buster Quest"""
BasnetInfo_Title1#0,"""Buster Points"""
BasnetInfo_Title2#0,"""จำนวน Boost"""
BasnetInfo_ItemTitle1#0,"""Buster Points ปัจจุบัน"""
BasnetInfo_ItemTitle2#0,"""Grade ปัจจุบัน"""
BasnetInfo_ItemTitle3#0,"""เพื่อขึ้น Grade ถัดไป"""
BasnetInfo_ItemTitle5#0,"""Main Match Boost"""
BasnetInfo_ButtonText1#0,"""-"""
BasnetBillingRecovery_Title#0,"""-"""
BasnetBillingRecovery_SGMsg_LeftOvertZero#0,"""-"""
BasnetBillingRecovery_SGConfirmMsg#0,"""-"""
BasnetBillingRecovery_BuyConfirmMsg#0,"""-"""
BansetBillingRecovery_BuyFailed_Max_Msg#0,"""-"""
BasnetBillingRecovery_ItemName#0,"""-"""
BasnetInfo_DrawNum1#0,"""$(0)"""
BasnetInfo_DrawNum2#0,"""อีก $(0) ครั้ง"""
BasnetInfo_DrawNumNone#0,"""―"""
Basnet_Grade_Proper#0,"""<vivid_cyan2>Main Match<c>"""
Basnet_Grade_Support#0,"""<yellow>Free Match<c>"""
Basnet_Grade_Limited#0,"""<bright_orange>Main Match: Adv.<c>"""
Basnet_Grade_Story#0,"""<soft_pink2>Story<c>"""
Basnet_Down_Support#0,"""แมตช์ของคุณกลายเป็น <yellow>Free Match<c> เนื่องจากสมาชิกปาร์ตี้มีระดับ (Grade) ต่ำเกินไป"""
Reward_Message#0,"""ได้รับรางวัลดังต่อไปนี้"""
Achievement_Up#0,"""ชื่อความสำเร็จ (+$(0)CP)"""
Achievement_Down#0,"""สำเร็จ!"""
Clear_Msg#0,"""อัตราการเคลียร์ Challenge: MISSION $(0) $(1)%"""
TextStart#0,"""Challenge Start"""
TextClear#0,"""Challenge Clear"""
TextMission#0,"""Mission"""
TextCongratulations#0,"""ยินดีด้วย!"""
TextInterval#0,"""Interval Area"""
TextFinalMission#0,"""Final Mission"""
Clear_Msg_TypeA#0,"""อัปเดต High Score! (+$(0) pt)"""
Clear_Msg_TypeB#0,"""พลาด High Score ไป $(0) pt"""
TextStartEx#0,"""Quest Start"""
TextClearEx#0,"""Quest Clear"""
