CorrectionAssignMapTitle#0,"""การกู้คืนการตั้งค่าปุ่ม"""
Config_Reb_120_Hint_Streamer#0,"""ตั้งค่าว่าจะให้แสดง Symbol Art จากแชททีมหรือไม่<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_121_Hint_Streamer#0,"""ตั้งค่าว่าจะให้แสดง Symbol Art จากแชทกลุ่มหรือไม่<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_122_Hint_Streamer#0,"""ตั้งค่าว่าจะให้แสดงข้อความแชทพื้นที่ในแท็บ 'แสดงทั้งหมด' ของหน้าต่างบันทึกแชทหรือไม่<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_124_Hint_Streamer#0,"""ตั้งค่าว่าจะให้แสดงข้อความแชททีมในแท็บ 'แสดงทั้งหมด' ของหน้าต่างบันทึกแชทหรือไม่<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_125_Hint_Streamer#0,"""ตั้งค่าว่าจะให้แสดงข้อความ Whisper ในแท็บ 'แสดงทั้งหมด' ของหน้าต่างบันทึกแชทหรือไม่<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_128_Hint_Streamer#0,"""ตั้งค่าว่าจะให้แสดงข้อความแชทกลุ่มในแท็บ 'แสดงทั้งหมด' ของหน้าต่างบันทึกแชทหรือไม่<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_132_Hint_Streamer#0,"""ตั้งค่าว่าจะให้แสดงแชทพื้นที่จากผู้เล่นอื่นหรือไม่<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_053_Hint_Streamer#0,"""ตั้งค่าว่าจะให้แสดงแชททีมจากผู้เล่นอื่นหรือไม่<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_134_Hint_Streamer#0,"""ตั้งค่าว่าจะให้แสดงสถานะออนไลน์ของผู้เล่นอื่นหรือไม่ เมื่อพวกเขาตั้งค่าข้อความอิสระไว้<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_135_Hint_Streamer#0,"""ตั้งค่าว่าจะให้แสดงแชท Whisper จากผู้เล่นอื่นหรือไม่<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_136_Hint_Streamer#0,"""ตั้งค่าว่าจะให้แสดงแชทกลุ่มจากผู้เล่นอื่นหรือไม่<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_016_Hint_Streamer#0,"""เปิดหรือปิดหน้าต่างเมื่อได้รับคำเชิญเข้าปาร์ตี้<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_017_Hint_Streamer#0,"""เปิดหรือปิดหน้าต่างเมื่อได้รับคำขอเป็นเพื่อน<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_018_Hint_Streamer#0,"""เปิดหรือปิดหน้าต่างเมื่อได้รับคำเชิญเข้าทีม<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_021_Hint_Streamer#0,"""ตั้งค่าว่าจะให้แสดงการแจ้งเตือนตอนล็อกอินเมื่อ Premium Set ของคุณเหลือเวลาอีก 7 วันจะหมดอายุหรือไม่<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_025_Hint_Streamer#0,"""ตั้งค่าว่าจะส่ง Login Call ไปหาเพื่อนเมื่อคุณล็อกอินหรือไม่<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_130_Hint_Streamer#0,"""ตั้งค่าว่าจะให้แสดงตัวเลือกคำเชิญแชทกลุ่มหรือไม่เมื่อคุณได้รับคำเชิญเข้าแชทกลุ่ม<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_053b_Hint_Streamer#0,"""ตั้งค่าว่าจะให้แสดงบอลลูนแชททีมจากผู้เล่นอื่นหรือไม่<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_073_Hint_Streamer#0,"""ตั้งค่าว่าจะให้แสดงแชทกลุ่มจากผู้เล่นอื่นหรือไม่<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_Streamer_Title#0,"""โหมดสตรีมเมอร์"""
Config_Reb_Streamer_Name#0,"""โหมดสตรีมเมอร์"""
Config_Reb_Streamer_Select0#0,"""เปิดใช้งาน"""
Config_Reb_Streamer_Select1#0,"""ปิดใช้งาน"""
Config_Reb_Streamer_Hint#0,"""โหมดสตรีมเมอร์ คือการตั้งค่าที่จะซ่อนแชทและข้อมูลอื่นๆ ในขณะที่คุณกำลังแชร์หน้าจอ/สตรีมมิง<br><br>ในขณะที่เปิดใช้งานโหมดสตรีมเมอร์ การตั้งค่าบางอย่างจะถูกเปิดใช้งานโดยอัตโนมัติ คุณสามารถดูว่ามีการเปิดใช้งานการตั้งค่าใดบ้างได้ทางเมนูตัวเลือก"""
Config_Reb_152_Name#0,"""ตอบกลับแชทอัตโนมัติ"""
Config_Reb_152_Hint#0,"""<yellow>ตั้งค่าว่าจะตอบกลับผู้เล่นอื่นที่พยายามส่งแชท Whisper หาคุณโดยอัตโนมัติหรือไม่ เมื่อคุณปิดใช้งานแชท Whisper ไว้<br><br><yellow>ข้อความตอบกลับ 1: [ตอบกลับอัตโนมัติ] ผู้เล่นนี้ไม่สามารถใช้งานแชท Whisper ได้<br>ข้อความตอบกลับ 2: [ตอบกลับอัตโนมัติ] ไม่สามารถใช้แชท Whisper ได้เนื่องจากผู้เล่นนี้อยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_152_Select_0#0,"""ไม่ใช้งาน"""
Config_Reb_152_Select_1#0,"""ข้อความตอบกลับ 1"""
Config_Reb_152_Select_2#0,"""ข้อความตอบกลับ 2"""
StreamerText#0,"""$(0)<br><br><yellow>ไม่สามารถเปลี่ยนแปลงได้ขณะอยู่ในโหมดสตรีมเมอร์<c>"""
Config_Reb_154_Name#0,"""Ambient Occlusion: ตัวละคร"""
Config_Reb_154_Hint#0,"""เอฟเฟกต์การให้แสงและเงาที่ช่วยเพิ่มเงารอบๆ ตัวละครของคุณ<br><br>การตั้งค่านี้เป็น ปิด จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_155_Name#0,"""HDR"""
Config_Reb_155_Hint#0,"""ตั้งค่าว่าจะเปิดใช้งาน HDR หรือไม่<br><br>ในการใช้งาน HDR คุณต้องเชื่อมต่อจอภาพที่รองรับ HDR และเปิดใช้งานฟีเจอร์นี้ในการตั้งค่า PC ของคุณก่อน<br>หลังจากเสร็จสิ้นขั้นตอนการตั้งค่านี้ คุณจะต้องรีสตาร์ทเกม<br><br><yellow>※เมื่อเปิดใช้งาน HDR สกรีนช็อตและวิดีโอที่บันทึกจากเกมอาจดูแตกต่างจากภาพในเกมจริง<c>"""
Config_Reb_156_Name#0,"""HDR: ระดับสีขาวอ้างอิง"""
Config_Reb_156_Hint#0,"""ปรับความสว่างของหน้าจอเมื่อเปิดใช้งาน HDR<br><br>ปรับการตั้งค่านี้จนกว่าสัญลักษณ์ที่แสดงบนหน้าจอจะแทบมองไม่เห็น"""
Config_Reb_157_Name#0,"""HDR: ความสว่างสูงสุด"""
Config_Reb_157_Hint#0,"""ปรับระดับความสว่างในส่วนที่สว่างที่สุดของหน้าจอเมื่อเปิดใช้งาน HDR<br><br>ปรับการตั้งค่านี้จนกว่าสัญลักษณ์ที่แสดงบนหน้าจอจะแทบมองไม่เห็น"""
Config_Reb_158_Name#0,"""HDR: ความอิ่มตัวของสี"""
Config_Reb_158_Hint#0,"""ปรับความสดของสีเมื่อเปิดใช้งาน HDR"""
Config_Reb_159_Name#0,"""การปรับแต่งการเคลื่อนไหวของตัวละคร"""
Config_Reb_159_Hint#0,"""ตั้งค่าว่าจะใช้ฟีเจอร์ที่ทำให้การเคลื่อนไหวของผู้เล่นและตัวละครในปาร์ตี้ดูเป็นธรรมชาติมากขึ้นหรือไม่<br><br>หากการเคลื่อนไหวของตัวละครดูไม่เป็นธรรมชาติ การตั้งค่านี้เป็น ปิด อาจช่วยแก้ปัญหาได้"""
Config_Reb_161_Name#0,"""ดู Symbol Art ใน My Shop"""
Config_Reb_161_Hint#0,"""ตั้งค่าว่าจะให้แสดง Symbol Art ใน My Shop หรือไม่<br><br><yellow>※หากตั้งค่าเป็น 【 ซ่อน 】 Symbol Art ที่ตั้งไว้ใน My Shop ของผู้เล่นอื่นจะไม่แสดงขึ้นมา<c>"""
Config_Reb_162_Name#0,"""รูปแบบการแสดงโมเดลแบบเรียบง่าย"""
Config_Reb_162_Hint#0,"""ตั้งค่ารูปแบบการแสดงตัวละครเมื่อไม่สามารถแสดงโมเดลแบบละเอียดได้<br><br>[โมเดล 1] แสดงเป็นเงาดำ (ซิลลูเอต)<br>[โมเดล 2] แสดงเป็นโมเดลสีขาว<br>[โมเดล 3] แสดงเป็นโมเดลกึ่งโปร่งใส<br><br><yellow>※การตั้งค่าเป็นโมเดล 3 อาจส่งผลต่อประสิทธิภาพของเครื่องเล็กน้อย<c>"""
Config_Reb_162_Select_0#0,"""โมเดล 1"""
Config_Reb_162_Select_1#0,"""โมเดล 2"""
Config_Reb_162_Select_2#0,"""โมเดล 3"""
Config_Reb_163_Name#0,"""โหมดแว่นขยาย"""
Config_Reb_163_Hint#0,"""ตั้งค่าว่าจะเปิดใช้งานโหมดแว่นขยายหรือไม่<br><br><yellow>※หากเปิดใช้งาน คุณสามารถเปิดโหมดแว่นขยายได้ด้วยปุ่ม <swguidetype ShiftTrigger><yellow> + <c><swguidetype EscMenu><yellow>.<c>"""
Config_Reb_164_Name#0,"""ขีดจำกัดการแจ้งเตือน"""
Config_Reb_164_Hint#0,"""ตั้งค่าจำนวนการแจ้งเตือนสูงสุดที่จะให้แสดงพร้อมกันที่ด้านล่างของหน้าจอ เมื่อทำเป้าหมายของ Task สำเร็จ"""
Config_Reb_164_Select_0#0,"""3"""
Config_Reb_164_Select_1#0,"""1"""
Config_Reb_165_Name#0,"""การแสดงดาเมจบนศัตรู: ตัวละครผู้เล่น"""
Config_Reb_165_Hint#0,"""ตั้งค่าขนาดตัวเลขดาเมจที่แสดงเมื่อตัวละครของคุณทำดาเมจใส่ศัตรู"""
Config_Reb_165_Select_0#0,"""มาตรฐาน"""
Config_Reb_165_Select_1#0,"""เล็ก"""
Config_Reb_165_Select_2#0,"""เล็กมาก"""
Config_Reb_165_Select_3#0,"""ไม่แสดง"""
Config_Reb_166_Name#0,"""การแสดงดาเมจบนศัตรู: สมาชิกปาร์ตี้"""
Config_Reb_166_Hint#0,"""ตั้งค่าขนาดตัวเลขดาเมจที่แสดงเมื่อสมาชิกปาร์ตี้ทำดาเมจใส่ศัตรู"""
Config_Reb_167_Name#0,"""การแสดงดาเมจบนศัตรู: ตัวละครอื่นๆ"""
Config_Reb_167_Hint#0,"""ตั้งค่าขนาดตัวเลขดาเมจที่แสดงเมื่อตัวละครอื่นๆ ทำดาเมจใส่ศัตรู"""
Config_Reb_168_Name#0,"""การแสดงดาเมจที่ได้รับ/การฟื้นฟู: ตัวละครผู้เล่น"""
Config_Reb_168_Hint#0,"""ตั้งค่าขนาดตัวเลขที่แสดงเมื่อตัวละครของคุณได้รับดาเมจจากศัตรูหรือฟื้นฟู HP"""
Config_Reb_169_Name#0,"""การแสดงดาเมจที่ได้รับ/การฟื้นฟู: สมาชิกปาร์ตี้"""
Config_Reb_169_Hint#0,"""ตั้งค่าขนาดตัวเลขที่แสดงเมื่อสมาชิกปาร์ตี้ได้รับดาเมจจากศัตรูหรือฟื้นฟู HP"""
Config_Reb_170_Name#0,"""การแสดงดาเมจที่ได้รับ/การฟื้นฟู: ตัวละครอื่นๆ"""
Config_Reb_170_Hint#0,"""ตั้งค่าขนาดตัวเลขที่แสดงเมื่อตัวละครอื่นๆ ได้รับดาเมจจากศัตรูหรือฟื้นฟู HP"""
Config_Reb_171_Name#0,"""การเน้นตัวเลขดาเมจคริติคอล"""
Config_Reb_171_Hint#0,"""ตั้งค่าว่าจะเน้นตัวเลขดาเมจที่แสดงเมื่อตัวละครของคุณทำคริติคอลฮิตใส่ศัตรูหรือไม่<br><br>[เน้น 1]<br>ตัวเลขจะถูกขยายให้ใหญ่ขึ้น<br><br>[เน้น 2]<br>ตัวเลขจะถูกขยายให้ใหญ่ขึ้นและมีเอฟเฟกต์เพิ่มเข้ามา"""
Config_Reb_171_Select_0#0,"""ไม่เน้น"""
Config_Reb_171_Select_1#0,"""เน้น 1"""
Config_Reb_171_Select_2#0,"""เน้น 2"""
Config_Reb_172_Name#0,"""แสดง Login Call"""
Config_Reb_172_Hint#0,"""ตั้งค่าว่าจะให้แสดง Login Call จากผู้เล่นอื่นหรือไม่<br><br><yellow>※หากเลือก 'ซ่อน' Login Call ทั้งหมดจะถูกซ่อนไว้<c><br><br><yellow>※หากต้องการรับ Login Call จากผู้เล่น ให้เลือกผู้เล่นจากรายชื่อเพื่อน จากนั้นเลือก 'รับ Login Call'<c>"""
Config_Reb_172_Select_0#0,"""ซ่อน"""
Config_Reb_172_Select_1#0,"""แสดง"""
Config_Reb_173_Name#0,"""สลับเป้าหมาย Lock-On อัตโนมัติ"""
Config_Reb_173_Hint#0,"""ตั้งค่าว่าจะให้ Lock-On ศัตรูตัวอื่นโดยอัตโนมัติหรือไม่หลังจากกำจัดเป้าหมายที่ Lock-On อยู่ในปัจจุบัน<br><br><yellow>※คุณสามารถใช้การตั้งค่า 【 ทิศทางเป้าหมาย Lock-On 】 เพื่อกำหนดว่าจะเลือกศัตรูตัวใด<c>"""
Config_Reb_173_Select_0#0,"""ปิดใช้งาน"""
Config_Reb_173_Select_1#0,"""เปิดใช้งาน"""
Config_Reb_174_Name#0,"""แสดง Portable Hologram ของผู้เล่นอื่น"""
Config_Reb_174_Hint#0,"""ตั้งค่าว่าจะให้แสดง Portable Hologram ที่ผู้เล่นอื่นวางไว้หรือไม่<br><br><yellow>※หากคุณเลือก 【 แสดง 】 จำนวน Portable Hologram ที่แสดงจะแตกต่างกันไปตามการตั้งค่าจำนวนโมเดลที่แสดงรายละเอียดของคุณ<br><br><yellow>※หากคุณเปลี่ยนการตั้งค่านี้จาก 【 ไม่แสดง 】 to 【 แสดง 】 Portable Hologram ของผู้เล่นอื่นจะเริ่มปรากฏขึ้นหลังจากที่คุณย้ายโซน<c>"""
Config_Reb_174_Select_0#0,"""แสดงทุกที่"""
Config_Reb_174_Select_1#0,"""ไม่แสดงใน Combat Section"""
Config_Reb_174_Select_2#0,"""ไม่แสดงใน Combat/Exploration Section"""
Config_Reb_174_Select_3#0,"""ไม่แสดง"""
Config_Reb_175_Name#0,"""ลดความถี่ในการแสดงผลกราฟิกของศัตรูและตัวละคร"""
Config_Reb_175_Hint#0,"""ตั้งค่าว่าจะลดความถี่ในการอัปเดตการแสดงผลของตัวละครอื่นและศัตรูที่อยู่ไกลหรือไม่<br><br><yellow>※การเลือก 'เปิดใช้งาน' จะช่วยลดภาระการทำงานของฮาร์ดแวร์คอมพิวเตอร์ของคุณ<c>"""
Config_Reb_175_Select_0#0,"""ปิดใช้งาน"""
Config_Reb_175_Select_1#0,"""เปิดใช้งาน"""
Config_Reb_176_Name#0,"""การแสดงผลผู้เล่นอื่นด้วยความละเอียดสูง"""
Config_Reb_176_Hint#0,"""ตั้งค่าว่าจะให้แสดงผลผู้เล่นอื่นที่อยู่ในระยะที่กำหนดด้วยความละเอียด Texture ตามที่เลือกไว้ในการตั้งค่ากราฟิกหรือไม่<br><br><yellow>※จำนวนผู้เล่นที่แสดงผลด้วยความละเอียดสูงจะแตกต่างกันไปตามสเปคเครื่องของคุณ<br><br><yellow>※การเลือก 'ใช้งาน' จะเพิ่มภาระในการประมวลผล<c>"""
Config_Reb_176_Select_0#0,"""ไม่ใช้งาน"""
Config_Reb_176_Select_1#0,"""ใช้งาน"""
Config_Reb_177_Name#0,"""การแสดงผลตัวละครแบบอนิเมะ"""
Config_Reb_177_Hint#0,"""ตั้งค่าว่าจะให้แสดงตัวละคร คอสตูม ฯลฯ ในสไตล์ภาพแบบอนิเมะหรือไม่<br><br><yellow>※การเลือก 'เปิดใช้งาน' จะเพิ่มภาระการทำงานของคอมพิวเตอร์คุณ<c>"""
Config_Reb_177_Select_0#0,"""ปิดใช้งาน"""
Config_Reb_177_Select_1#0,"""เปิดใช้งาน"""
Config_Reb_178_Name#0,"""การแสดงผลตัวละครแบบอนิเมะ : เน้นเส้นขอบ"""
Config_Reb_178_Hint#0,"""ตั้งค่าระดับการเน้นเส้นขอบของตัวละครเมื่อเปิดใช้งานการแสดงผลแบบอนิเมะ<br><br><yellow>※การลดค่านี้ลงจะช่วยลดภาระในการประมวลผล<c>"""
Config_Reb_179_Name#0,"""การแสดงผลตัวละครแบบอนิเมะ : ความเข้มของเงา"""
Config_Reb_179_Hint#0,"""ตั้งค่าความเข้มของเงาเมื่อเปิดใช้งานการแสดงผลแบบอนิเมะ"""
Config_CollaboMode_Title#0,"""ตั้งค่าการแสดงไอเทมคอลแลบอีเวนต์"""
Config_CollaboMode_Name#0,"""ยืนยันสิทธิ์อนุญาตไอเทมอีเวนต์"""
Config_CollaboMode_Select0#0,"""ปิดใช้งาน"""
Config_CollaboMode_Select1#0,"""เปิดใช้งาน"""
Config_Reb_Title_Lockon#0,"""<white>ตั้งค่า Lock-on<c>"""
Config_Reb_Title_Action#0,"""<white>ตั้งค่าแอ็กชัน<c>"""
Config_Reb_Title_Hud#0,"""<white>ตั้งค่าการแสดงผลผู้เล่น/ศัตรู<c>"""
Config_Reb_Title_Drop#0,"""<white>ตั้งค่าการดรอป<c>"""
Config_Reb_Title_Menu#0,"""<white>อื่นๆ<c>"""
Config_Reb_Title_Party#0,"""<white>ตั้งค่าปาร์ตี้<c>"""
Config_Reb_Title_Notice#0,"""<white>ตั้งค่าการแจ้งเตือน<c>"""
Config_Reb_Title_Staging#0,"""<white>ตั้งค่ากล้อง<c>"""
Config_Reb_Title_Esthetic#0,"""<white>ตั้งค่า Salon<c>"""
Config_Reb_Title_Look1#0,"""<white>ตั้งค่ากล้องปกติ<c>"""
Config_Reb_Title_Look2#0,"""<white>ตั้งค่ามุมมองข้ามไหล่<c>"""
Config_Reb_Title_Volume#0,"""<white>ตั้งค่าระดับเสียง<c>"""
Config_Reb_Title_Voicechat#0,"""<white>ตั้งค่า Voice Chat<c>"""
Config_Reb_Title_Talk#0,"""<white>ตั้งค่าแชทพื้นฐาน<c>"""
Config_Reb_Title_Logwindow#0,"""<white>ตั้งค่าหน้าต่างบันทึกแชท<c>"""
Config_Reb_Title_Autoword#0,"""<white>ตั้งค่า Autoword<c>"""
Config_Reb_Title_Symbolart#0,"""<white>ตั้งค่า Symbol Art<c>"""
Config_Reb_Title_Stamp#0,"""<white>ตั้งค่าแสตมป์<c>"""
Config_Reb_Title_Mail#0,"""<white>ตั้งค่าจดหมาย<c>"""
Config_Reb_Title_Fukidashi#0,"""<white>ตั้งค่าผู้เล่นอื่น<c>"""
Config_Reb_Title_Screenshot#0,"""<white>ตั้งค่าสกรีนช็อต<c>"""
Config_Reb_Title_Simple#0,"""<white>ตั้งค่าการแสดงผลบนหน้าจอ<c>"""
Config_Reb_Title_Hdr#0,"""<white>ตั้งค่า HDR<c>"""
Config_Reb_Title_Custom#0,"""<white>อื่นๆ<c>"""
Config_Reb_180_Name#0,"""การแสดงความเสียหายต่อวินาที"""
Config_Reb_180_Hint#0,"""ตั้งค่าว่าจะให้แสดงค่าเฉลี่ยความเสียหายต่อวินาที ที่คุณทำได้ต่อเป้าหมายหรือไม่<br><br><yellow>※แสดงอยู่ที่มุมขวาบนของหน้าจอ<c>"""
Config_Reb_180_Select_0#0,"""ไม่แสดง"""
Config_Reb_180_Select_1#0,"""แสดง"""
Config_Reb_Title_Light#0,"""<white>ตั้งค่าแสงสว่าง<c>"""
Config_Reb_Title_Quality#0,"""<white>ตั้งค่าคุณภาพการเรนเดอร์<c>"""
Config_Reb_Title_Character#0,"""<white>ตั้งค่าการแสดงผลตัวละคร<c>"""
Config_Reb_Title_3d#0,"""<white>ตั้งค่าคุณภาพการเรนเดอร์ 3 มิติ<c>"""
Config_Reb_Title_Framerate#0,"""<white>ตั้งค่าเฟรมเรต<c>"""
Config_Reb_Title_Texture#0,"""<white>ตั้งค่า Texture<c>"""
Config_Reb_Title_Object#0,"""<white>ตั้งค่าการแสดงผลวัตถุ<c>"""
Config_Reb_181_Name#0,"""การแสดงผลตัวละครแบบอนิเมะ: ผู้เล่นอื่น"""
Config_Reb_181_Hint#0,"""ตั้งค่าว่าจะให้แสดงตัวละครของผู้เล่นอื่นในสไตล์ภาพแบบอนิเมะหรือไม่<br><br>หากตั้งค่าเป็น 【 ตามการตั้งค่าของตัวละคร 】 สไตล์อนิเมะจะถูกใช้งานเฉพาะกับผู้เล่นที่ตั้งค่าให้ตัวละครของตนเองแสดงผลแบบนั้น<br><br><yellow>※การเลือกตัวเลือกอื่นที่ไม่ใช่ 【 ไม่แสดง 】 จะเพิ่มภาระการทำงานของคอมพิวเตอร์คุณ<c>"""
Config_Reb_181_Select_0#0,"""ไม่แสดง"""
Config_Reb_181_Select_1#0,"""ตัวละครทั้งหมด"""
Config_Reb_181_Select_2#0,"""ตามการตั้งค่าของตัวละคร"""
Config_Reb_182_Name#0,"""การแสดงผลตัวละครแบบอนิเมะ: NPC"""
Config_Reb_182_Hint#0,"""ตั้งค่าว่าจะให้แสดง NPC ในสไตล์ภาพแบบอนิเมะหรือไม่<br><br><yellow>※การเลือก 【 เปิดใช้งาน 】 จะเพิ่มภาระการทำงานของคอมพิวเตอร์คุณ<c>"""
Config_Reb_182_Select_0#0,"""ไม่แสดง"""
Config_Reb_182_Select_1#0,"""เปิดใช้งาน"""
Config_Reb_183_Name#0,"""การปรับการเคลื่อนไหวของตัวละครผู้เล่น"""
Config_Reb_183_Hint#0,"""ตั้งค่าว่าจะพยายามทำให้การเคลื่อนไหวของตัวละครผู้เล่นดูเป็นธรรมชาติมากขึ้นหรือไม่<br><br>หากการเคลื่อนไหวของตัวละครดูไม่เป็นธรรมชาติ การตั้งค่านี้เป็น ปิด อาจทำให้ดูดีขึ้น"""
Config_Reb_183_Select_0#0,"""ปิด"""
Config_Reb_183_Select_1#0,"""เปิด"""
Config_Reb_Title_Toon#0,"""<white>ตั้งค่าการแสดงผลแบบอนิเมะ<c>"""
Config_CollaboMode_Hint#0,"""ตั้งค่าว่าจะให้แสดงไอคอนยืนยันว่าแฟชั่นและอุปกรณ์ปัจจุบันของตัวละครได้รับอนุญาตในกิจกรรมต่างๆ เช่น แคมเปญสกรีนช็อตหรือไม่<br><br><yellow>※ไอคอนจะแสดงที่มุมขวาบนของหน้าจอเสมอ<c><br><br>[ไอคอนที่แสดง]<br>・<pict collab_photo_ok>: ไอเทมเหมาะสม<br>・<pict collab_photo_ng>: ไม่อนุญาตไอเทมอย่างน้อยหนึ่งชิ้น"""
Config_Reb_186_Name#0,"""ตำแหน่งการแสดง DPS"""
Config_Reb_186_Hint#0,"""ตั้งค่าตำแหน่งการแสดง DPS (ความเสียหายต่อวินาที) ของคุณ"""
Config_Reb_186_Select_0#0,"""บนขวา"""
Config_Reb_186_Select_1#0,"""บนตรงกลาง"""
Config_Reb_186_Select_2#0,"""ล่างตรงกลาง"""
Config_Reb_184_Name#0,"""การแสดงไกด์ควบคุมการเข้าร่วมปาร์ตี้อัตโนมัติ"""
Config_Reb_184_Hint#0,"""ตั้งค่าว่าจะให้แสดงไกด์ควบคุมสำหรับระบบ <yellow>เข้าร่วมปาร์ตี้อัตโนมัติ<c> ในขณะที่รอ Emergency Quest หรือขณะที่กำลังเกิด PSE Burst หรือไม่<br><br>หากคุณทำตามคำแนะนำที่ไกด์นี้แสดง คุณจะเข้าร่วมปาร์ตี้ที่สร้างจากผู้เล่นคนอื่นๆ ที่เปิดใช้งานเข้าร่วมปาร์ตี้อัตโนมัติไว้เช่นกัน<br><br><yellow>※ไกด์ควบคุมนี้จะไม่แสดงหากคุณเปิดใช้งานเข้าร่วมปาร์ตี้อัตโนมัติอยู่แล้ว<c>"""
Config_Reb_184_Select_0#0,"""ไม่แสดง"""
Config_Reb_184_Select_1#0,"""แสดง"""
Config_Reb_185_Name#0,"""เปิดใช้งานเข้าร่วมปาร์ตี้อัตโนมัติเสมอ"""
Config_Reb_185_Hint#0,"""ตั้งค่าว่าจะเปิดใช้งานการตั้งค่า <yellow>เข้าร่วมปาร์ตี้อัตโนมัติ<c> ในการตั้งค่าปาร์ตี้เสมอหรือไม่<br><br><yellow>※การเปลี่ยนการตั้งค่านี้จะเปลี่ยนช่องกาเครื่องหมายเข้าร่วมปาร์ตี้อัตโนมัติตามปกติด้วย<c><br><yellow>※อย่างไรก็ตาม การตั้งค่านี้จะไม่ส่งผลต่อการตั้งค่าของปาร์ตี้หากคุณไม่ได้เป็นหัวหน้าปาร์ตี้<c>"""
Config_Reb_185_Select_0#0,"""ตั้งค่าเมื่อสร้างปาร์ตี้"""
Config_Reb_185_Select_1#0,"""เปิดใช้งานเสมอ"""
Config_Reb_187_Name#0,"""มุมกล้องเรนเดอร์ After Blast"""
Config_Reb_187_Hint#0,"""ตั้งค่าว่าจะเปิด/ปิดมุมกล้องพิเศษที่ใช้ในขณะที่เปิดใช้งาน After Blast"""
Config_Reb_187_Select_0#0,"""ปิด"""
Config_Reb_187_Select_1#0,"""เปิด"""
Config_Reb_Title_GraphicStaging#0,"""<white>ตั้งค่าการเรนเดอร์กราฟิก<c>"""
Config_Reb_188_Name#0,"""ตั้งค่าการเรนเดอร์กราฟิกของ EX Style"""
Config_Reb_188_Hint#0,"""ตั้งค่าว่าคุณต้องการให้แสดงกราฟิกและเอฟเฟกต์หน้าจอของ EX Style อย่างไร"""
Config_Reb_188_Select_0#0,"""แสดงทั้งหมด"""
Config_Reb_188_Select_1#0,"""ซ่อนเฉพาะเอฟเฟกต์ผู้เล่น"""
Config_Reb_188_Select_2#0,"""ซ่อนเฉพาะเอฟเฟกต์หน้าจอ"""
Config_Reb_188_Select_3#0,"""ซ่อนทั้งหมด"""
Config_Reb_189_Name#0,"""แสดง อัตราคริติคอล คู่กับ DPS"""
Config_Reb_189_Hint#0,"""ตั้งค่าว่าจะแสดง อัตราคริติคอล ด้วยหรือไม่ เมื่อตั้งค่า พลังโจมตี Per Second Display เป็น แสดง"""
Config_Reb_189_Select_0#0,"""ไม่แสดง"""
Config_Reb_189_Select_1#0,"""แสดง"""
Title#1,"""การเลือก Action Palette"""
