MenuTitle#0,"""ร้านแลกเปลี่ยน"""
item_ComboDBonus2_Su_4#1,"""นอกจากผลของ Rhythm of Antiquity<br>จะเพิ่มอัตราการลด Damage ที่ได้รับ<br>ตาม Hit Count"""
item_ComboDBonus2_Su_5#1,"""นอกจากผลของ Rhythm of Antiquity<br>จะเพิ่มอัตราการลด Damage ที่ได้รับ<br>ตาม Hit Count"""
item_GearAATecBurst_1#1,"""เพิ่ม Damage ของ Photonic Fury<br>ตามจำนวน Hit ที่ทำได้<br>เมื่อโจมตีด้วย Techniques โดนเป้าหมาย<br>ผลบัฟจะหายไป แต่จะช่วยเพิ่ม Damage ของ Techniques<br>เป็นระยะเวลาหนึ่ง"""
item_GearAATecBurst_2#1,"""เพิ่ม Damage ของ Photonic Fury<br>ตามจำนวน Hit ที่ทำได้<br>เมื่อโจมตีด้วย Techniques โดนเป้าหมาย<br>ผลบัฟจะหายไป แต่จะช่วยเพิ่ม Damage ของ Techniques<br>เป็นระยะเวลาหนึ่ง"""
item_GearAATecBurst_3#1,"""เพิ่ม Damage ของ Photonic Fury<br>ตามจำนวน Hit ที่ทำได้<br>เมื่อโจมตีด้วย Techniques โดนเป้าหมาย<br>ผลบัฟจะหายไป แต่จะช่วยเพิ่ม Damage ของ Techniques<br>เป็นระยะเวลาหนึ่ง"""
item_GearAATecBurst_4#1,"""เพิ่ม Damage ของ Photonic Fury<br>ตามจำนวน Hit ที่ทำได้<br>เมื่อโจมตีด้วย Techniques โดนเป้าหมาย<br>ผลบัฟจะหายไป แต่จะช่วยเพิ่ม Damage ของ Techniques<br>เป็นระยะเวลาหนึ่ง"""
item_GearAATecBurst_5#1,"""เพิ่ม Damage ของ Photonic Fury<br>ตามจำนวน Hit ที่ทำได้<br>เมื่อโจมตีด้วย Techniques โดนเป้าหมาย<br>ผลบัฟจะหายไป แต่จะช่วยเพิ่ม Damage ของ Techniques<br>เป็นระยะเวลาหนึ่ง"""
item_ZDStrong_1#1,"""เพิ่ม Damage ขึ้น 6%<br>เมื่อใช้งาน Enhanced Zero Distance<br>จะทำให้เกิดช่วง Recast<br>เมื่อหลบหลีกด้วย Dive Roll สำเร็จ<br>จะช่วยลดระยะเวลา Recast"""
item_ZDStrong_2#1,"""เพิ่ม Damage ขึ้น 8%<br>เมื่อใช้งาน Enhanced Zero Distance<br>จะทำให้เกิดช่วง Recast<br>เมื่อหลบหลีกด้วย Dive Roll สำเร็จ<br>จะช่วยลดระยะเวลา Recast"""
item_ZDStrong_3#1,"""เพิ่ม Damage ขึ้น 10%<br>เมื่อใช้งาน Enhanced Zero Distance<br>จะทำให้เกิดช่วง Recast<br>เมื่อหลบหลีกด้วย Dive Roll สำเร็จ<br>จะช่วยลดระยะเวลา Recast"""
item_ZDStrong_4#1,"""เพิ่ม Damage ขึ้น 12%<br>เมื่อใช้งาน Enhanced Zero Distance<br>จะทำให้เกิดช่วง Recast<br>เมื่อหลบหลีกด้วย Dive Roll สำเร็จ<br>จะช่วยลดระยะเวลา Recast"""
item_ZDStrong_5#1,"""เพิ่ม Damage ขึ้น 14%<br>เมื่อใช้งาน Enhanced Zero Distance<br>จะทำให้เกิดช่วง Recast<br>เมื่อหลบหลีกด้วย Dive Roll สำเร็จ<br>จะช่วยลดระยะเวลา Recast"""
item_PpOverClock1_1#1,"""เพิ่ม Damage ขึ้น 8%"""
item_PpOverClock1_2#1,"""เพิ่ม Damage ขึ้น 9%"""
item_PpOverClock1_3#1,"""เพิ่ม Damage ขึ้น 10%"""
item_PpOverClock1_4#1,"""เพิ่ม Damage ขึ้น 11%"""
item_PpOverClock1_5#1,"""เพิ่ม Damage ขึ้น 12%"""
item_PpOverClock2_1#1,"""เพิ่ม Damage ขึ้น 8%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>จะฟื้นฟู PP ขึ้น 30%"""
item_PpOverClock2_2#1,"""เพิ่ม Damage ขึ้น 9%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>จะฟื้นฟู PP ขึ้น 30%"""
item_PpOverClock2_3#1,"""เพิ่ม Damage ขึ้น 10%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>จะฟื้นฟู PP ขึ้น 30%"""
item_PpOverClock2_4#1,"""เพิ่ม Damage ขึ้น 11%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>จะฟื้นฟู PP ขึ้น 30%"""
item_PpOverClock2_5#1,"""เพิ่ม Damage ขึ้น 12%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>จะฟื้นฟู PP ขึ้น 30%"""
item_PpOverClock3_1#1,"""เพิ่ม Damage ขึ้น 8%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>PP จะฟื้นฟูจนเต็ม และเพิ่ม Damage ขึ้นอีก 3%<br>เป็นระยะเวลาหนึ่ง"""
item_PpOverClock3_2#1,"""เพิ่ม Damage ขึ้น 9%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>PP จะฟื้นฟูจนเต็ม และเพิ่ม Damage ขึ้นอีก 3%<br>เป็นระยะเวลาหนึ่ง"""
item_PpOverClock3_3#1,"""เพิ่ม Damage ขึ้น 10%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>PP จะฟื้นฟูจนเต็ม และเพิ่ม Damage ขึ้นอีก 3%<br>เป็นระยะเวลาหนึ่ง"""
item_PpOverClock3_4#1,"""เพิ่ม Damage ขึ้น 11%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>PP จะฟื้นฟูจนเต็ม และเพิ่ม Damage ขึ้นอีก 3%<br>เป็นระยะเวลาหนึ่ง"""
item_PpOverClock3_5#1,"""เพิ่ม Damage ขึ้น 12%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>PP จะฟื้นฟูจนเต็ม และเพิ่ม Damage ขึ้นอีก 3%<br>เป็นระยะเวลาหนึ่ง"""
item_PpOverClock1_Su_1#1,"""เพิ่ม Damage ขึ้น 3%"""
item_PpOverClock1_Su_2#1,"""เพิ่ม Damage ขึ้น 4%"""
item_PpOverClock1_Su_3#1,"""เพิ่ม Damage ขึ้น 5%"""
item_PpOverClock1_Su_4#1,"""เพิ่ม Damage ขึ้น 6%"""
item_PpOverClock1_Su_5#1,"""เพิ่ม Damage ขึ้น 7%"""
item_PpOverClock2_Su_1#1,"""เพิ่ม Damage ขึ้น 3%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>จะฟื้นฟู PP ขึ้น 30%"""
item_PpOverClock2_Su_2#1,"""เพิ่ม Damage ขึ้น 4%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>จะฟื้นฟู PP ขึ้น 30%"""
item_PpOverClock2_Su_3#1,"""เพิ่ม Damage ขึ้น 5%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>จะฟื้นฟู PP ขึ้น 30%"""
item_PpOverClock2_Su_4#1,"""เพิ่ม Damage ขึ้น 6%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>จะฟื้นฟู PP ขึ้น 30%"""
item_PpOverClock2_Su_5#1,"""เพิ่ม Damage ขึ้น 7%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>จะฟื้นฟู PP ขึ้น 30%"""
item_PpOverClock3_Su_1#1,"""เพิ่ม Damage ขึ้น 3%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>PP จะฟื้นฟูจนเต็ม และเพิ่ม Damage ขึ้นอีก 3%<br>เป็นระยะเวลาหนึ่ง"""
item_PpOverClock3_Su_2#1,"""เพิ่ม Damage ขึ้น 4%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>PP จะฟื้นฟูจนเต็ม และเพิ่ม Damage ขึ้นอีก 3%<br>เป็นระยะเวลาหนึ่ง"""
item_PpOverClock3_Su_3#1,"""เพิ่ม Damage ขึ้น 5%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>PP จะฟื้นฟูจนเต็ม และเพิ่ม Damage ขึ้นอีก 3%<br>เป็นระยะเวลาหนึ่ง"""
item_PpOverClock3_Su_4#1,"""เพิ่ม Damage ขึ้น 6%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>PP จะฟื้นฟูจนเต็ม และเพิ่ม Damage ขึ้นอีก 3%<br>เป็นระยะเวลาหนึ่ง"""
item_PpOverClock3_Su_5#1,"""เพิ่ม Damage ขึ้น 7%<br>เมื่อ PP ลดต่ำกว่าเกณฑ์ที่กำหนด<br>PP จะฟื้นฟูจนเต็ม และเพิ่ม Damage ขึ้นอีก 3%<br>เป็นระยะเวลาหนึ่ง"""
item_SMaterialBonus_1#1,"""คำอธิบาย Unset Potential"""
item_SMaterialBonus_2#1,"""คำอธิบาย Unset Potential"""
item_SMaterialBonus_3#1,"""คำอธิบาย Unset Potential"""
item_SMaterialBonus_4#1,"""คำอธิบาย Unset Potential"""
item_SMaterialBonus_5#1,"""คำอธิบาย Unset Potential"""
item_HeroWillHeal3_1#1,"""เพิ่ม Damage 8% รอดพ้นจาก<br>ความเสียหายถึงตายได้ 1 ครั้ง<br>และค่อยๆ ฟื้นฟู HP หลังจากที่ผลทำงาน"""
item_HeroWillHeal3_2#1,"""เพิ่ม Damage 9% รอดพ้นจาก<br>ความเสียหายถึงตายได้ 1 ครั้ง<br>และค่อยๆ ฟื้นฟู HP หลังจากที่ผลทำงาน"""
item_HeroWillHeal3_3#1,"""เพิ่ม Damage 10% รอดพ้นจาก<br>ความเสียหายถึงตายได้ 1 ครั้ง<br>และค่อยๆ ฟื้นฟู HP หลังจากที่ผลทำงาน"""
item_HeroWillHeal3_4#1,"""เพิ่ม Damage 11% รอดพ้นจาก<br>ความเสียหายถึงตายได้ 1 ครั้ง<br>และค่อยๆ ฟื้นฟู HP หลังจากที่ผลทำงาน"""
item_HeroWillHeal3_5#1,"""เพิ่ม Damage 12% รอดพ้นจาก<br>ความเสียหายถึงตายได้ 1 ครั้ง<br>และค่อยๆ ฟื้นฟู HP หลังจากที่ผลทำงาน"""
item_MassivePpRecover_1#1,"""เพิ่ม Damage ขึ้น 7%<br>เพิ่มระดับความทนทาน (Super Armor) และลด Damage ที่ได้รับ<br>แต่เมื่อได้รับความเสียหาย PP จะลดลง"""
item_MassivePpRecover_2#1,"""เพิ่ม Damage ขึ้น 9%<br>เพิ่มระดับความทนทาน (Super Armor) และลด Damage ที่ได้รับ<br>แต่เมื่อได้รับความเสียหาย PP จะลดลง"""
item_MassivePpRecover_3#1,"""เพิ่ม Damage ขึ้น 11%<br>เพิ่มระดับความทนทาน (Super Armor) และลด Damage ที่ได้รับ<br>แต่เมื่อได้รับความเสียหาย PP จะลดลง"""
item_MassivePpRecover_4#1,"""เพิ่ม Damage ขึ้น 13%<br>เพิ่มระดับความทนทาน (Super Armor) และลด Damage ที่ได้รับ<br>แต่เมื่อได้รับความเสียหาย PP จะลดลง"""
item_MassivePpRecover_5#1,"""เพิ่ม Damage ขึ้น 15%<br>เพิ่มระดับความทนทาน (Super Armor) และลด Damage ที่ได้รับ<br>แต่เมื่อได้รับความเสียหาย PP จะลดลง"""
item_FieldBonus_1#1,"""เพิ่ม Damage ขึ้น 10%<br>เมื่อสกิล Critical Field และ<br>Elemental PP Restorate Field มีผล<br>จะเกิดเอฟเฟกต์เพิ่มเติมในแต่ละ Field"""
item_FieldBonus_2#1,"""เพิ่ม Damage ขึ้น 11%<br>เมื่อสกิล Critical Field และ<br>Elemental PP Restorate Field มีผล<br>จะเกิดเอฟเฟกต์เพิ่มเติมในแต่ละ Field"""
item_FieldBonus_3#1,"""เพิ่ม Damage ขึ้น 12%<br>เมื่อสกิล Critical Field และ<br>Elemental PP Restorate Field มีผล<br>จะเกิดเอฟเฟกต์เพิ่มเติมในแต่ละ Field"""
item_FieldBonus_4#1,"""เพิ่ม Damage ขึ้น 13%<br>เมื่อสกิล Critical Field และ<br>Elemental PP Restorate Field มีผล<br>จะเกิดเอฟเฟกต์เพิ่มเติมในแต่ละ Field"""
item_FieldBonus_5#1,"""เพิ่ม Damage ขึ้น 14%<br>เมื่อสกิล Critical Field และ<br>Elemental PP Restorate Field มีผล<br>จะเกิดเอฟเฟกต์เพิ่มเติมในแต่ละ Field"""
item_AbyssBonus1_1#1,"""เพิ่ม Damage 7%<br>และกางบาเรียลด Damage<br>ที่ได้รับเป็นระยะๆ"""
item_AbyssBonus1_2#1,"""เพิ่ม Damage 8%<br>และกางบาเรียลด Damage<br>ที่ได้รับเป็นระยะๆ"""
item_AbyssBonus1_3#1,"""เพิ่ม Damage 9%<br>และกางบาเรียลด Damage<br>ที่ได้รับเป็นระยะๆ"""
item_AbyssBonus1_4#1,"""เพิ่ม Damage 10%<br>และกางบาเรียลด Damage<br>ที่ได้รับเป็นระยะๆ"""
item_AbyssBonus1_5#1,"""เพิ่ม Damage 11%<br>และกางบาเรียลด Damage<br>ที่ได้รับเป็นระยะๆ"""
item_AbyssBonus2_1#1,"""เพิ่ม Damage 7%<br>และกางบาเรียป้องกัน Knockback<br>เป็นระยะๆ"""
item_AbyssBonus2_2#1,"""เพิ่ม Damage 8%<br>และกางบาเรียป้องกัน Knockback<br>เป็นระยะๆ"""
item_AbyssBonus2_3#1,"""เพิ่ม Damage 9%<br>และกางบาเรียป้องกัน Knockback<br>เป็นระยะๆ"""
item_AbyssBonus2_4#1,"""เพิ่ม Damage 10%<br>และกางบาเรียป้องกัน Knockback<br>เป็นระยะๆ"""
item_AbyssBonus2_5#1,"""เพิ่ม Damage 11%<br>และกางบาเรียป้องกัน Knockback<br>เป็นระยะๆ"""
item_AbyssBonus3_1#1,"""Damage จะเพิ่มขึ้นตามปริมาณเกจ<br>Photon Blast<br>เมื่อใช้งาน Photon Blast<br>จะเกิดเอฟเฟกต์ต่างกันตาม Phantom Beast"""
item_AbyssBonus3_2#1,"""Damage จะเพิ่มขึ้นตามปริมาณเกจ<br>Photon Blast<br>เมื่อใช้งาน Photon Blast<br>จะเกิดเอฟเฟกต์ต่างกันตาม Phantom Beast"""
item_AbyssBonus3_3#1,"""Damage จะเพิ่มขึ้นตามปริมาณเกจ<br>Photon Blast<br>เมื่อใช้งาน Photon Blast<br>จะเกิดเอฟเฟกต์ต่างกันตาม Phantom Beast"""
item_AbyssBonus3_4#1,"""Damage จะเพิ่มขึ้นตามปริมาณเกจ<br>Photon Blast<br>เมื่อใช้งาน Photon Blast<br>จะเกิดเอฟเฟกต์ต่างกันตาม Phantom Beast"""
item_AbyssBonus3_5#1,"""Damage จะเพิ่มขึ้นตามปริมาณเกจ<br>Photon Blast<br>เมื่อใช้งาน Photon Blast<br>จะเกิดเอฟเฟกต์ต่างกันตาม Phantom Beast"""
item_StUpShare3_1#1,"""เพิ่ม Damage 13%<br>ฟื้นฟู HP ให้ปาร์ตี้เป็นระยะๆ<br>และเพิ่มพลังโจมตี"""
item_StUpShare3_2#1,"""เพิ่ม Damage 15%<br>ฟื้นฟู HP ให้ปาร์ตี้เป็นระยะๆ<br>และเพิ่มพลังโจมตี"""
item_StUpShare3_3#1,"""เพิ่ม Damage 17%<br>ฟื้นฟู HP ให้ปาร์ตี้เป็นระยะๆ<br>และเพิ่มพลังโจมตี"""
item_StUpShare3_4#1,"""เพิ่ม Damage 19%<br>ฟื้นฟู HP ให้ปาร์ตี้เป็นระยะๆ<br>และเพิ่มพลังโจมตี"""
item_StUpShare3_5#1,"""เพิ่ม Damage 21%<br>ฟื้นฟู HP ให้ปาร์ตี้เป็นระยะๆ<br>และเพิ่มพลังโจมตี"""
item_StUpShare4_1#1,"""คำอธิบาย Unset Potential"""
item_StUpShare4_2#1,"""คำอธิบาย Unset Potential"""
item_StUpShare4_3#1,"""คำอธิบาย Unset Potential"""
item_StUpShare4_4#1,"""คำอธิบาย Unset Potential"""
item_StUpShare4_5#1,"""คำอธิบาย Unset Potential"""
item_LastBulletBonus_1#1,"""เพิ่ม Damage 6%<br>และเปลี่ยนการโจมตี Normal Attack<br>ครั้งที่ 3 ให้เป็นกระสุนระเบิด"""
item_LastBulletBonus_2#1,"""เพิ่ม Damage 8%<br>และเปลี่ยนการโจมตี Normal Attack<br>ครั้งที่ 3 ให้เป็นกระสุนระเบิด"""
item_LastBulletBonus_3#1,"""เพิ่ม Damage 10%<br>และเปลี่ยนการโจมตี Normal Attack<br>ครั้งที่ 3 ให้เป็นกระสุนระเบิด"""
item_LastBulletBonus_4#1,"""เพิ่ม Damage 12%<br>และเปลี่ยนการโจมตี Normal Attack<br>ครั้งที่ 3 ให้เป็นกระสุนระเบิด"""
item_LastBulletBonus_5#1,"""เพิ่ม Damage 14%<br>และเปลี่ยนการโจมตี Normal Attack<br>ครั้งที่ 3 ให้เป็นกระสุนระเบิด"""
item_AllPowerUp_1#1,"""เพิ่ม Damage 8%<br>และลด Damage ที่ได้รับลง 10%"""
item_AllPowerUp_2#1,"""เพิ่ม Damage 10%<br>และลด Damage ที่ได้รับลง 10%"""
item_AllPowerUp_3#1,"""เพิ่ม Damage 12%<br>และลด Damage ที่ได้รับลง 10%"""
item_AllPowerUp_4#1,"""เพิ่ม Damage 14%<br>และลด Damage ที่ได้รับลง 10%"""
item_AllPowerUp_5#1,"""เพิ่ม Damage 16%<br>และลด Damage ที่ได้รับลง 10%"""
item_AllPowerUp_Su_1#1,"""เพิ่ม Damage 1%<br>และลด Damage ที่ได้รับลง 10%"""
item_AllPowerUp_Su_2#1,"""เพิ่ม Damage 2%<br>และลด Damage ที่ได้รับลง 10%"""
item_AllPowerUp_Su_3#1,"""เพิ่ม Damage 3%<br>และลด Damage ที่ได้รับลง 10%"""
item_AllPowerUp_Su_4#1,"""เพิ่ม Damage 4%<br>และลด Damage ที่ได้รับลง 10%"""
item_AllPowerUp_Su_5#1,"""เพิ่ม Damage 5%<br>และลด Damage ที่ได้รับลง 10%"""
item_SkyBeam_1#1,"""เพิ่ม Damage 6% เมื่อ Gear เต็ม<br>แล้วใช้ Heavenly Fall โจมตีโดนเป้าหมาย<br>จะใช้ Gear ทั้งหมดเพื่อสร้างการโจมตีเสริม<br>ใส่ศัตรูรอบข้าง"""
item_SkyBeam_2#1,"""เพิ่ม Damage 8% เมื่อ Gear เต็ม<br>แล้วใช้ Heavenly Fall โจมตีโดนเป้าหมาย<br>จะใช้ Gear ทั้งหมดเพื่อสร้างการโจมตีเสริม<br>ใส่ศัตรูรอบข้าง"""
item_SkyBeam_3#1,"""เพิ่ม Damage 10% เมื่อ Gear เต็ม<br>แล้วใช้ Heavenly Fall โจมตีโดนเป้าหมาย<br>จะใช้ Gear ทั้งหมดเพื่อสร้างการโจมตีเสริม<br>ใส่ศัตรูรอบข้าง"""
item_SkyBeam_4#1,"""เพิ่ม Damage 12% เมื่อ Gear เต็ม<br>แล้วใช้ Heavenly Fall โจมตีโดนเป้าหมาย<br>จะใช้ Gear ทั้งหมดเพื่อสร้างการโจมตีเสริม<br>ใส่ศัตรูรอบข้าง"""
item_SkyBeam_5#1,"""เพิ่ม Damage 14% เมื่อ Gear เต็ม<br>แล้วใช้ Heavenly Fall โจมตีโดนเป้าหมาย<br>จะใช้ Gear ทั้งหมดเพื่อสร้างการโจมตีเสริม<br>ใส่ศัตรูรอบข้าง"""
item_PpPowerConversion_1#1,"""เพิ่ม Damage 4%<br>เมื่อ Max PP เพิ่มขึ้นทุกๆ 50<br>จะเกิดเอฟเฟกต์เพิ่มเติม<br>(เอฟเฟกต์สูงสุดที่ Max PP 300)"""
item_PpPowerConversion_2#1,"""เพิ่ม Damage 5%<br>เมื่อ Max PP เพิ่มขึ้นทุกๆ 50<br>จะเกิดเอฟเฟกต์เพิ่มเติม<br>(เอฟเฟกต์สูงสุดที่ Max PP 300)"""
item_PpPowerConversion_3#1,"""เพิ่ม Damage 6%<br>เมื่อ Max PP เพิ่มขึ้นทุกๆ 50<br>จะเกิดเอฟเฟกต์เพิ่มเติม<br>(เอฟเฟกต์สูงสุดที่ Max PP 300)"""
item_PpPowerConversion_4#1,"""เพิ่ม Damage 7%<br>เมื่อ Max PP เพิ่มขึ้นทุกๆ 50<br>จะเกิดเอฟเฟกต์เพิ่มเติม<br>(เอฟเฟกต์สูงสุดที่ Max PP 300)"""
item_PpPowerConversion_5#1,"""เพิ่ม Damage 8%<br>เมื่อ Max PP เพิ่มขึ้นทุกๆ 50<br>จะเกิดเอฟเฟกต์เพิ่มเติม<br>(เอฟเฟกต์สูงสุดที่ Max PP 300)"""
item_ManetRideroid_1#1,"""เพิ่ม Damage 5%<br>ในขณะที่ Dash จะสร้าง Damage ให้กับศัตรูที่สัมผัส<br>และเมื่อหยุด Dash จะสร้างคลื่นกระแทก"""
item_ManetRideroid_2#1,"""เพิ่ม Damage 8%<br>ในขณะที่ Dash จะสร้าง Damage ให้กับศัตรูที่สัมผัส<br>และเมื่อหยุด Dash จะสร้างคลื่นกระแทก"""
item_ManetRideroid_3#1,"""เพิ่ม Damage 11%<br>ในขณะที่ Dash จะสร้าง Damage ให้กับศัตรูที่สัมผัส<br>และเมื่อหยุด Dash จะสร้างคลื่นกระแทก"""
item_ManetRideroid_4#1,"""เพิ่ม Damage 14%<br>ในขณะที่ Dash จะสร้าง Damage ให้กับศัตรูที่สัมผัส<br>และเมื่อหยุด Dash จะสร้างคลื่นกระแทก"""
item_ManetRideroid_5#1,"""เพิ่ม Damage 17%<br>ในขณะที่ Dash จะสร้าง Damage ให้กับศัตรูที่สัมผัส<br>และเมื่อหยุด Dash จะสร้างคลื่นกระแทก"""
item_BloodBerserk_1#1,"""เพิ่ม Damage 11%<br>เมื่อ HP ลดลงอย่างต่อเนื่อง จะฟื้นฟู HP ขึ้น<br>และจะเพิ่ม Damage พร้อมลด Damage ที่ได้รับ<br>เป็นระยะเวลาหนึ่ง"""
item_BloodBerserk_2#1,"""เพิ่ม Damage 12%<br>เมื่อ HP ลดลงอย่างต่อเนื่อง จะฟื้นฟู HP ขึ้น<br>และจะเพิ่ม Damage พร้อมลด Damage ที่ได้รับ<br>เป็นระยะเวลาหนึ่ง"""
item_BloodBerserk_3#1,"""เพิ่ม Damage 13%<br>เมื่อ HP ลดลงอย่างต่อเนื่อง จะฟื้นฟู HP ขึ้น<br>และจะเพิ่ม Damage พร้อมลด Damage ที่ได้รับ<br>เป็นระยะเวลาหนึ่ง"""
item_BloodBerserk_4#1,"""เพิ่ม Damage 14%<br>เมื่อ HP ลดลงอย่างต่อเนื่อง จะฟื้นฟู HP ขึ้น<br>และจะเพิ่ม Damage พร้อมลด Damage ที่ได้รับ<br>เป็นระยะเวลาหนึ่ง"""
item_BloodBerserk_5#1,"""เพิ่ม Damage 15%<br>เมื่อ HP ลดลงอย่างต่อเนื่อง จะฟื้นฟู HP ขึ้น<br>และจะเพิ่ม Damage พร้อมลด Damage ที่ได้รับ<br>เป็นระยะเวลาหนึ่ง"""
item_AwakeKilling_1#1,"""เพิ่ม Damage เมื่อสู้กับศัตรูที่แข็งแกร่ง<br>และเมื่อมีศัตรูที่แข็งแกร่งอยู่ใกล้ๆ<br>จะฟื้นฟู PP เป็นระยะๆ"""
item_AwakeKilling_2#1,"""เพิ่ม Damage เมื่อสู้กับศัตรูที่แข็งแกร่ง<br>และเมื่อมีศัตรูที่แข็งแกร่งอยู่ใกล้ๆ<br>จะฟื้นฟู PP เป็นระยะๆ"""
item_AwakeKilling_3#1,"""เพิ่ม Damage เมื่อสู้กับศัตรูที่แข็งแกร่ง<br>และเมื่อมีศัตรูที่แข็งแกร่งอยู่ใกล้ๆ<br>จะฟื้นฟู PP เป็นระยะๆ"""
item_AwakeKilling_4#1,"""เพิ่ม Damage เมื่อสู้กับศัตรูที่แข็งแกร่ง<br>และเมื่อมีศัตรูที่แข็งแกร่งอยู่ใกล้ๆ<br>จะฟื้นฟู PP เป็นระยะๆ"""
item_AwakeKilling_5#1,"""เพิ่ม Damage เมื่อสู้กับศัตรูที่แข็งแกร่ง<br>และเมื่อมีศัตรูที่แข็งแกร่งอยู่ใกล้ๆ<br>จะฟื้นฟู PP เป็นระยะๆ"""
item_OnsetMark_1#1,"""เพิ่ม Damage 9%<br>เมื่อจุดระเบิด Phantom Marker<br>จะเพิ่มค่าสะสม Marker ให้สูงขึ้นในระดับหนึ่ง"""
item_OnsetMark_2#1,"""เพิ่ม Damage 11%<br>เมื่อจุดระเบิด Phantom Marker<br>จะเพิ่มค่าสะสม Marker ให้สูงขึ้นในระดับหนึ่ง"""
item_OnsetMark_3#1,"""เพิ่ม Damage 13%<br>เมื่อจุดระเบิด Phantom Marker<br>จะเพิ่มค่าสะสม Marker ให้สูงขึ้นในระดับหนึ่ง"""
item_OnsetMark_4#1,"""เพิ่ม Damage 15%<br>เมื่อจุดระเบิด Phantom Marker<br>จะเพิ่มค่าสะสม Marker ให้สูงขึ้นในระดับหนึ่ง"""
item_OnsetMark_5#1,"""เพิ่ม Damage 17%<br>เมื่อจุดระเบิด Phantom Marker<br>จะเพิ่มค่าสะสม Marker ให้สูงขึ้นในระดับหนึ่ง"""
item_MirageManeuver_1#1,"""ความเร็วในการ PP Recovery จะเปลี่ยนไป<br>ตามการเก็บ/ชักอาวุธ และเพิ่มปริมาณ PP Recovery<br>กับ Damage เมื่อโจมตี เมื่อชักอาวุธในขณะที่ PP เต็ม<br>จะเพิ่ม Damage ของ PAs เป็นระยะเวลาหนึ่ง"""
item_MirageManeuver_2#1,"""ความเร็วในการ PP Recovery จะเปลี่ยนไป<br>ตามการเก็บ/ชักอาวุธ และเพิ่มปริมาณ PP Recovery<br>กับ Damage เมื่อโจมตี เมื่อชักอาวุธในขณะที่ PP เต็ม<br>จะเพิ่ม Damage ของ PAs เป็นระยะเวลาหนึ่ง"""
item_MirageManeuver_3#1,"""ความเร็วในการ PP Recovery จะเปลี่ยนไป<br>ตามการเก็บ/ชักอาวุธ และเพิ่มปริมาณ PP Recovery<br>กับ Damage เมื่อโจมตี เมื่อชักอาวุธในขณะที่ PP เต็ม<br>จะเพิ่ม Damage ของ PAs เป็นระยะเวลาหนึ่ง"""
item_MirageManeuver_4#1,"""ความเร็วในการ PP Recovery จะเปลี่ยนไป<br>ตามการเก็บ/ชักอาวุธ และเพิ่มปริมาณ PP Recovery<br>กับ Damage เมื่อโจมตี เมื่อชักอาวุธในขณะที่ PP เต็ม<br>จะเพิ่ม Damage ของ PAs เป็นระยะเวลาหนึ่ง"""
item_MirageManeuver_5#1,"""ความเร็วในการ PP Recovery จะเปลี่ยนไป<br>ตามการเก็บ/ชักอาวุธ และเพิ่มปริมาณ PP Recovery<br>กับ Damage เมื่อโจมตี เมื่อชักอาวุธในขณะที่ PP เต็ม<br>จะเพิ่ม Damage ของ PAs เป็นระยะเวลาหนึ่ง"""
item_WeakHitStorage_1#1,"""เพิ่ม Damage 7%<br>เมื่อการโจมตีระยะไกลแบบ Weakness<br>โดนเป้าหมายครบ 60 ครั้ง<br>Critical Hit Rate จะเพิ่มเป็น 100%<br>และ Max PP จะเพิ่มขึ้น 60"""
item_WeakHitStorage_2#1,"""เพิ่ม Damage 8%<br>เมื่อการโจมตีระยะไกลแบบ Weakness<br>โดนเป้าหมายครบ 60 ครั้ง<br>Critical Hit Rate จะเพิ่มเป็น 100%<br>และ Max PP จะเพิ่มขึ้น 60"""
item_WeakHitStorage_3#1,"""เพิ่ม Damage 9%<br>เมื่อการโจมตีระยะไกลแบบ Weakness<br>โดนเป้าหมายครบ 60 ครั้ง<br>Critical Hit Rate จะเพิ่มเป็น 100%<br>และ Max PP จะเพิ่มขึ้น 60"""
