01_MainLobby_001#0,"""在使用「VIP服務」的期間，委託最多可以同時接受40件。"""
Dead_UltDragonTransform_003#0,"""ボクス・ドゥバルスがジェット噴射で空に飛ぶと強力なパンチの合図。<br>突進後に反転して左ストレートを行うので、回避して攻撃しよう。"""
Dead_UltDragonTransform_004#0,"""ボクス・ドゥバルスが拳を合わせると連続パンチの合図。<br>追いかけながらパンチを行うので攻撃はせず、回避に専念しよう。"""
Dead_UltDragonGladiator_001#0,"""ドラゴ・デッドリオンの頭部を破壊することで弱点が露出する。<br>弱点部位を更に攻撃することで、大きな隙が生まれる。"""
Dead_UltDragonGladiator_002#0,"""ドラゴ・デッドリオンの槍や盾には「ショック」が有効だ。<br>部位にショックが付与されると、その部位にダメージを与えやすくなる。"""
Dead_UltDragonGladiator_003#0,"""ドラゴ・デッドリオンの槍は破壊することができる。<br>破壊することで、一部の攻撃に隙が生まれるようになる。"""
Dead_UltDragonGladiator_004#0,"""ドラゴ・デッドリオンの盾を破壊することができる。<br>破壊することで、地面を叩いた後に出るものの数が少なくなる。"""
Dead_UltDragonCrystal_001#0,"""グリュゾラス・ドラゴの頭部を破壊することで弱点が露出する。<br>弱点部位を更に攻撃することで、大きな隙が生まれる。"""
Dead_UltDragonCrystal_002#0,"""グリュゾラス・ドラゴの頭や腕、翼には「ショック」が有効だ。<br>部位にショックが付与されると、その部位にダメージを与えやすくなる。"""
Dead_UltDragonCrystal_003#0,"""グリュゾラス・ドラゴの腕や翼は破壊することができる。<br>破壊することで、一部の攻撃が弱くなり戦いやすくなる。"""
Dead_UltDragonCrystal_004#0,"""グリュゾラス・ドラゴが翼を大きく広げ<br>更に翼がみえたら強力な攻撃の合図。"""
Dead_DEHm1_001#0,"""デウス・ヒューナスは怒り状態になると剣で三連攻撃を行う。<br>初撃を回避した後も油断するな。"""
Dead_DEHm1_002#0,"""デウス・ヒューナスが地面に手をかざしたら突風攻撃の合図。<br>周囲に対し連続で攻撃を行うので、注意が必要だ。"""
Dead_DEHm1_003#0,"""デウス・ヒューナスが後方に下がりつつ剣を出す動作が見えたら<br>左右へ回避しよう。正面に強力な剣圧を発生させる。"""
Dead_DEHm1_004#0,"""デウス・ヒューナスが飛び込む動作の後、剣を地面に突き刺した際には<br>追尾する木の根が発生する。ジャンプ等で滞空すれば安全に回避が可能だ。"""
Dead_DEHm2_001#0,"""デウス・アンジェスは地面から大木の一部のようなものを操り出してくる。<br>フィールドに表れる予兆に注意しつつ戦おう。"""
Dead_DEHm2_002#0,"""デウス・アンジェスが地面に手をかざしたら突風攻撃の合図。<br>攻撃範囲の足元には予兆が表れている。よく見て回避しよう。"""
Dead_DEHm2_003#0,"""デウス・アンジェスは前方に複数の斬撃を飛ばす攻撃を行う。<br>後方が比較的に安全になるので、回りこんで対処しよう。"""
Dead_DEHm2_004#0,"""デウス・アンジェスはデウス・ヒューナスの強化形態だ。<br>怒り状態のデウス・ヒューナスよりもさらに強力な攻撃を行う。"""
Dead_DE_001#0,"""デウスエスカ・ゼフィロスは龍の首のような部位を八つ有している。<br>それぞれの部位の先端は一定ダメージを与えることで破壊が可能だ。"""
Dead_DE_002#0,"""中央に座す巨大な人型部分は、自身の腕や剣で攻撃を仕掛けてくる。<br>攻撃範囲が広く強力なため、回避に専念しよう。"""
Dead_DE_003#0,"""デウスエスカ・ゼフィロスは複数の部位から同時に攻撃を仕掛けてくる。<br>攻撃の集中する場所を見極め、立ち位置に気をつけて戦おう。"""
Dead_DE_004#0,"""デウスエスカ・ゼフィロスに有効な状態異常は確認されていない。<br>それぞれの攻撃後の隙を見逃さずに、ダメージを与えよう。"""
Dead_DEB_001#0,"""デウスエスカ・グラーシアは龍の首のような部位を八つ有している。<br>それぞれの部位の先端は一定ダメージを与えることで破壊が可能だ。"""
Dead_DEB_002#0,"""中央に座す巨大な人型部分は、自身の腕や剣で攻撃を仕掛けてくる。<br>攻撃範囲が広く強力なため、回避に専念しよう。"""
Dead_DEB_003#0,"""デウスエスカ・グラーシアは複数の部位から同時に攻撃を仕掛けてくる。<br>攻撃の集中する場所を見極め、立ち位置に気をつけて戦おう。"""
Dead_DEB_004#0,"""デウスエスカ・グラーシアに有効な状態異常は確認されていない。<br>各攻撃後の隙を見逃さずにダメージを与えよう。"""
Dead_B1GolN_001#0,"""ロックゴーレムは屈強な身体を誇るが、両腕を破壊することが可能だ。<br>両腕を破壊することで、一定時間ダウンを発生させることができる。"""
Dead_B1GolN_002#0,"""ロックゴーレムは腕を部位破壊することができ、破壊に成功すると<br>一部の攻撃範囲が弱体化されることが確認されている。積極的に狙おう。"""
Dead_B1GolN_003#0,"""ロックゴーレムには「パニック」が有効だ。<br>「パニック」の付与に成功すると、一定時間動きを止めることができるぞ。"""
Dead_B1GolN_004#0,"""ロックゴーレムは、その頑丈な巨体を利用した打撃攻撃で襲いかかってくる。<br>近距離に対する攻撃が主だが、ジャンプ後のプレス攻撃には要注意だ。"""
Dead_B1GolB_001#0,"""ボンバゴーレムは屈強な身体を誇るが、両腕を破壊することが可能だ。<br>両腕を破壊することで、一定時間ダウンを発生させることができる。"""
Dead_B1GolB_002#0,"""ボンバゴーレムは腕を部位破壊することができ、破壊に成功すると<br>一部の攻撃範囲が弱体化されることが確認されている。積極的に狙おう。"""
Dead_B1GolB_003#0,"""ボンバゴーレムには「パニック」が有効だ。<br>「パニック」の付与に成功すると、一定時間動きを止めることができるぞ。"""
Dead_B1GolB_004#0,"""ボンバゴーレムは体内のエネルギーを暴走させて、自爆を行うことがある。<br>非常に威力の高い攻撃のため、予兆を確認したら素早く対応しよう。"""
Dead_B1GolH_001#0,"""レスタゴーレムは屈強な身体を誇るが、両腕を破壊することが可能だ。<br>両腕を破壊することで、一定時間ダウンを発生させることができる。"""
Dead_B1GolH_002#0,"""レスタゴーレムは腕を部位破壊することができ、破壊に成功すると<br>一部の攻撃範囲が弱体化されることが確認されている。積極的に狙おう。"""
Dead_B1GolH_003#0,"""レスタゴーレムには「パニック」が有効だ。<br>「パニック」の付与に成功すると、一定時間動きを止めることができるぞ。"""
Dead_B1GolH_004#0,"""レスタゴーレムは頻繁に周囲のエネミーを回復させてしまう。<br>高い回復力を誇るので、長期戦になれば不利になる。迅速に対処しよう。"""
Dead_FD1Dhu_001#0,"""オメガ・ヒューナルが腕を上げエネルギーを溜めたら衝撃波攻撃の合図だ。<br>ジャンプでは回避できないので、左右に移動して回避しよう。"""
Dead_FD1Dhu_002#0,"""オメガ・ヒューナルが空中に飛んだら飛び蹴りの合図だ<br>直前で回避アクションを使って回避しよう。"""
Dead_FD1Dhu_003#0,"""オメガ・ヒューナルのソードは破壊することができる。<br>ソードを使った攻撃が弱くなるので、積極的に狙ってみよう。"""
Dead_FD1Dhu_004#0,"""オメガ・ヒューナルがソードを下に構えたらソードを使った突進攻撃の合図だ。<br>突進方向をしっかり見て攻撃を回避しよう。"""
Dead_RD_001#0,"""エリュトロン・ドラゴンは固い鱗で弱点を覆い隠している。<br>爪を攻撃していくと、ドラゴンが隙を見せて弱点部位がわかるようになる。"""
Dead_RD_002#0,"""青く光る紋章を、最大チャージした「バスターディバイド」で斬りつけると<br>鱗を切り裂き、覆い隠された弱点を露出させることが出来る。"""
Dead_RD_003#0,"""エリュトロン・ドラゴンは、空中で巨大な火球を生成し始めることがある。<br>途中で破壊することに成功すれば、落下させることができ、大きな隙になる。"""
Dead_RD_004#0,"""エリュトロン・ドラゴンは力を使い果たし、攻撃に失敗することがある。<br>再び行動するまでに大きな隙が発生するので、見逃さないようにしよう。"""
Dead_RD_005#0,"""エリュトロン・ドラゴンは足や尻尾を破壊するとダウンする。<br>ダウン中は頭を攻撃するチャンスだ。"""
Dead_B2RdR_001#0,"""ドラゴン・アートルムが尻尾を大きく振りかぶったら遠くにいても身構えよう。<br>大きく移動して巨体で体当たりしてくる。"""
Dead_B2RdR_002#0,"""前足を高く持ち上げ、地面を舐めるように広がる炎を吐く攻撃は<br>範囲は広いが高さは無い。ジャンプ等で滞空して回避しよう。"""
Dead_B2RdR_003#0,"""ドラゴン・アートルムが身体を低く構えたら<br>直後に大きく回転して攻撃する。側面に向かって回避しよう。"""
Dead_B2RdR_004#0,"""上を向きながら大きく羽ばたく攻撃は、空から火球を降り注がせる。<br>予兆に注意しつつ、空からの火球を回避しよう。"""
Dead_B2RdR_005#0,"""ドラゴン・アートルムが全身に炎を纏ったら気を付けよう。<br>強力な技を使用する前兆だ。"""
Dead_BD1Dp_001#0,"""オメガファルス・ルーサーの腕を破壊すると、上腕に破壊可能部位が出現する。<br>一定時間内に上腕を破壊すると、さらにチャンスが生まれる。"""
Dead_BD1Dp_002#0,"""オメガファルス・ルーサーは攻撃中に速度を変化させる。<br>空間の色の変化に注意して回避しよう。"""
Dead_BD1Dp_003#0,"""オメガファルス・ルーサーの胸のコアは常にバリアで守られている。<br>上腕を破壊すると一定時間バリアが解除され、コアを攻撃することができる。"""
Dead_BD1Dp_004#0,"""オメガファルス・ルーサーの時間停止攻撃は移動キーの連続入力で解除できる。<br>浮いている剣を破壊し、発射位置を見極めて致命的な攻撃を回避しよう。"""
Dead_BD1Dp_005#0,"""怒り状態のオメガファルス・ルーサーは攻撃が強化されるが、<br>胸部の宝石を破壊するたびに、各攻撃を弱めることができる。"""
Dead_BD2Bhu_001#0,"""オメガ・アンゲルが上空に羽根を飛ばしたら氷柱による攻撃の合図だ。<br>高速で落ちてくる氷柱は、止まらずに移動して回避しよう。"""
Dead_BD2Bhu_002#0,"""オメガ・アンゲルが翼に光を纏ったら突進攻撃の合図だ。<br>突進で通った場所にも攻撃が来るので、突進回避後にも移動をして回避しよう。"""
Dead_BD2Bhu_003#0,"""怒り状態のオメガ・アンゲルがワープを行ったら連続レーザー攻撃の合図。<br>全てのレーザーは予兆を見て回避できるが、最後まで油断は禁物だ。"""
Dead_BD2Bhu_004#0,"""オメガ・アンゲルの弱点は体の正面の赤いコアだ。<br>出来る限り正面で攻撃を避け、隙を狙ってコアを攻撃しよう。"""
Dead_DpFishArm_Free_001#0,"""ファルス・アームの指先を破壊すると<br>一定時間ダウンするので大きな隙が生まれる。"""
Dead_DpFishArm_Free_002#0,"""麻痺状態對法爾斯之腕是有效的。<br>只要讓它麻痺，就可以停止他一定時間的動作。"""
Dead_DpFishArm_Free_003#0,"""ファルス・アームは一定時間分身することがある。<br>分身中は強力な攻撃が来るので注意しよう。"""
Dead_DpFishArm_Free_004#0,"""ファルス・アームの地面を叩き付ける攻撃は、攻撃後に隙が生まれる。<br>攻撃をしっかり回避し、反撃をしよう。"""
Dead_ID1Apple_001#0,"""ＯＦ・アプレンティスの外皮は硬く、攻撃が通りづらい。<br>弱点の赤いコアを狙って攻撃しよう。"""
Dead_ID1Apple_002#0,"""ＯＦ・アプレンティスが右腕を振り上げたら攻撃の合図だ。<br>危険な場所を見極め、大きく移動して回避しよう。"""
Dead_ID1Apple_003#0,"""ＯＦ・アプレンティスは羽を破壊することで、ビームによる一部の攻撃が<br>弱体化する。激しい攻撃をおさえるために、あらかじめ破壊しておこう。"""
Dead_D1BdS_001#0,"""アポストロ・ドラゴンの両腕、胸部、翼が全て変化するとオーラを纏い、<br>より強力になる。この状態にならないよう、3種の部位を優先的に破壊しよう。"""
Dead_D1BdS_002#0,"""アポストロ・ドラゴンが吐く紫色のエネルギー弾に当たるとPPを吸収され<br>部位が変化し強化されてしまう。当たらないよう回避に専念しよう。"""
Dead_D1BdS_003#0,"""アポストロ・ドラゴンがダーカーを捕食する際、プレイヤーも捕食される。<br>捕食に成功するとエネミーが強化されるので、当たらないように離れよう。"""
Dead_D1BdS_004#0,"""アポストロ・ドラゴンがオーラを纏って強力な状態になってしまった場合、<br>両腕、胸部、翼を全て破壊することで解除され、ダウンさせることが出来る。"""
Dead_D1BdSR_001#0,"""デサント・ドラールの両腕、胸部、翼が全て変化するとオーラを纏い、<br>より強力になる。この状態にならないよう、3種の部位を優先的に破壊しよう。"""
Dead_D1BdSR_002#0,"""デサント・ドラールが吐く紫色のエネルギー弾に当たるとPPを吸収され<br>部位が変化し強化されてしまう。当たらないよう回避に専念しよう。"""
Dead_D1BdSR_003#0,"""デサント・ドラールがダーカーを捕食する際、プレイヤーも捕食される。<br>捕食に成功するとエネミーが強化されるので、当たらないように離れよう。"""
Dead_D1BdSR_004#0,"""デサント・ドラールがオーラを纏って強力な状態になってしまった場合、<br>両腕、胸部、翼を全て破壊することで解除され、ダウンさせることが出来る。"""
Dead_N2Abe_001#0,"""ミントロックベアは顔が弱点だ。ロックオンをうまく利用して攻撃しよう。"""
Dead_N2Abe_002#0,"""怒り状態のミントロックベアはボディプレスを連続して行う。<br>背後に回りこむように回避して、ボディプレスを止めよう。"""
Dead_N2Abe_003#0,"""ミントロックベアのつかみ攻撃は強力だが、<br>移動キーを連続入力することで振りほどくことができる。"""
Dead_N2Abe_004#0,"""ミントロックベアの背後に回るとバックブロー攻撃をしてくる。<br>片足をあげたら攻撃を行うので注意しよう。"""
Dead_B3Blg_001#0,"""フレイムディアモスの翼が燃え上がると攻撃が強化される。<br>翼の炎は触れるだけでダメージを受けるので注意しよう。"""
Dead_B3Blg_002#0,"""フレイムディアモスには「フリーズ」が有効だ。<br>翼の炎を消し、一定時間動きを止めることが出来る。"""
Dead_B3Blg_003#0,"""フレイムディアモスが天を仰ぎ空中に魔法陣が現れたら<br>大量の火球が降り注ぐ合図だ。距離を取って回避しよう。"""
Dead_B3Blg_004#0,"""フレイムディアモスは口からレーザー状の火炎を放ち、<br>縦と横の2方向に走らせる。首の動きに注意して回避しよう。"""
Dead_ID1Ahu_001#0,"""オメガ・アプレジナが使役している2体の虫を撃退すると<br>本体の動きを一定時間止めることが出来る。"""
Dead_ID1Ahu_002#0,"""オメガ・アプレジナの左腕側に浮遊する虫は、本体の回復を行う。<br>優先的に撃退しよう。"""
Dead_ID1Ahu_003#0,"""オメガ・アプレジナが空中に飛び上がったら急降下して攻撃する合図だ。<br>2体の虫の援護攻撃にも注意して回避しよう。"""
Dead_ID1Ahu_004#0,"""オメガ・アプレジナが武器を振り上げると地中から巨大な脚が突き出す。<br>地面に現れる予兆を見て回避しよう。"""
Dead_TD1ThuW_001#0,"""オメガ・ダランブルの腕を破壊することで<br>ダーカーコアが露出し、ダメージを与えやすくなる。"""
Dead_TD1ThuW_002#0,"""オメガ・ダランブルが両腕を振り下ろすと巨大な口が地面から飛び出る。<br>足元に現れる予兆を見て噛みつかれないようにしよう。"""
Dead_TD1ThuW_003#0,"""露出したダーカーコアにダメージを与え続けることで<br>リアクションが発生するので露出後も積極的に狙おう。"""
Dead_TD1ThuW_004#0,"""オメガ・ダランブルは腕からおもちゃを投げて攻撃する。<br>投げるおもちゃによって回避の仕方が変わるので注意しよう。"""
Dead_TD1ThuWU_001#0,"""オメガ・ダランブルの腕を破壊することで<br>ダーカーコアが露出し、ダメージを与えやすくなる。"""
Dead_TD1ThuWU_002#0,"""オメガ・ダランブルが両腕を振り下ろすと巨大な口が地面から飛び出る。<br>足元に現れる予兆を見て噛みつかれないようにしよう。"""
Dead_TD1ThuWU_003#0,"""露出したダーカーコアにダメージを与え続けることで<br>リアクションが発生するので露出後も積極的に狙おう。"""
Dead_TD1ThuWU_004#0,"""オメガ・ダランブルは腕からおもちゃを投げて攻撃する。<br>投げるおもちゃによって回避の仕方が変わるので注意しよう。"""
Dead_TD1ThuFU_001#0,"""オメガ・ダリルが左腕から発射する攻撃は、<br>ダーカーコアが露出し、ダメージを与えやすくなる。"""
Dead_TD1ThuFU_002#0,"""オメガ・ダリルの左腕を破壊することで<br>ダーカーコアが露出し、ダメージを与えやすくなる。"""
Dead_TD1ThuFU_003#0,"""露出したダーカーコアにダメージを与え続けることで<br>リアクションが発生するので露出後も積極的に狙おう。"""
Dead_TD1ThuFU_004#0,"""オメガ・ダリルは腕からおもちゃを投げて攻撃する。<br>投げるおもちゃによって回避の仕方が変わるので注意しよう。"""
Dead_Volcano_001#0,"""エルゼリオンには炎と氷の攻撃が有効だ。<br>弱点の部位に攻撃することで、戦闘を有利に進めることができる。"""
Dead_Volcano_002#0,"""エルゼリオンには「ショック」が有効だ。<br>一定時間動きを止めることができるので、積極的に狙おう。"""
Dead_Volcano_003#0,"""エルゼリオンは頭に特定の武器でダメージを与え続けることで眩暈をおこす。<br>眩暈が発生すると、一定時間動きを止めることができる。"""
Dead_Volcano_004#0,"""エルゼリオンの咆哮には思わず耳を塞いでしまう。<br>距離を取ることで安全に回避することができる。"""
Dead_B5Coc_001#0,"""オメガコカトリスは目が合った者を石化させる石化攻撃を持つ。<br>攻撃発動時に目を合わせないようにすると、石化を防ぐ事ができる。"""
Dead_B5Coc_002#0,"""オメガコカトリスの尻尾は意思を持っており、口から毒を吐き出す。<br>尻尾を破壊する事で、毒吐き攻撃を止めることができる。"""
Dead_B5Coc_003#0,"""オメガコカトリスの喉元を破壊すると<br>炎が吐き出せなくなり、隙が生まれる。"""
Dead_B5Coc_004#0,"""オメガコカトリスは重いお腹を支えるために足が発達している。<br>強烈なキックや突進攻撃を使用してくるので注意しよう。"""
Dead_AKKU_001#0,"""エルガ・マスカレーダは身体の中心部には弱点となるコアが存在する。<br>攻撃を回避し、うまく懐に潜り込んで積極的に攻撃しよう。"""
Dead_AKKU_002#0,"""エルガ・マスカレーダは瞬間移動を繰り返した後に強烈な攻撃を行う。<br>瞬間移動の時間は毎回一定なので、タイミングをうまく計って避けよう。"""
Dead_AKKU_003#0,"""エルガ・マスカレーダは力を溜めて時を止める一閃を放つことがある。<br>素早く解除しないと、強烈な追撃がくるので注意が必要だ。"""
Dead_AKKU_004#0,"""エルガ・マスカレーダが放つリングの攻撃は一定時間後に爆発する。<br>発動直前まではプレイヤーを完全追従するので、発動直前に避けよう。"""
Dead_AKK_001#0,"""オメガ・マスカレーダは身体の中心部には弱点となるコアが存在する。<br>攻撃を回避し、うまく懐に潜り込んで積極的に攻撃しよう。"""
Dead_AKK_002#0,"""オメガ・マスカレーダが放つリングの攻撃は一定時間後に爆発する。<br>発動直前まではプレイヤーを完全追従するので、発動直前に避けよう。"""
Dead_AKK_003#0,"""オメガ・マスカレーダは力を溜めて時を止める一閃を放つことがある。<br>素早く解除しないと、強烈な追撃がくるので注意が必要だ。"""
Dead_AKK_004#0,"""オメガ・マスカレーダは同じ攻撃を受け続けると<br>その攻撃に対して耐性を持ち、無効化する。"""
Dead_MEDN_001#0,"""ダークファルス・ペルソナは、装備している仮面によって行動が変化し<br>弱点属性と、有効な状態異常も変化する。状況に応じて属性を使い分けよう。"""
Dead_MEDN_002#0,"""ダークファルス・ペルソナは、装備している仮面によって見た目が変化する。<br>弱点であるコアを破壊することで、一定時間動きを止めることが出来るぞ。"""
Dead_MEDN_003#0,"""頭部にある仮面は攻撃することで、破壊することが可能だ。<br>破壊後は弱点となるので、隙を見てダメージを与えよう。"""
Dead_MEDN_004#0,"""ダークファルス・ペルソナは、攻撃範囲の広い攻撃を多く使用する。<br>エネミーの動きやフィールドに表示される予兆を見極めて回避しよう。"""
Dead_ID2Doo_001#0,"""グラナグワナーダ・ビットを全て倒すことで、グラナグワナーダを<br>地面から引きずり出し、腹部の弱点を攻撃することができる。"""
Dead_ID2Doo_002#0,"""グラナグワナーダ・ビットの弱点は先端の赤いコア部分にある。"""
Dead_ID2Doo_003#0,"""グラナグワナーダに吸い込まれそうな時は、ダッシュで移動して回避しよう。"""
Dead_ID2Doo_004#0,"""グラナグワナーダ・ビットは空中のプレイヤーに対して<br>積極的にエネルギー弾を撃ってくるので注意しよう。"""
Dead_BD3Ctl_001#0,"""ラファガ・リンガーダの2つのリングを破壊すると、リングの回復のために<br>腹部のコアが露出する。"""
Dead_BD3Ctl_002#0,"""ラファガ・リンガーダは突進攻撃を行った後、巨大竜巻攻撃を行う。<br>ラファガ・リンガーダの真正面は攻撃が当たらないので接近して回避しよう。"""
Dead_BD3Ctl_003#0,"""怒り状態のラファガ・リンガーダは刀を使った居合攻撃を行う。<br>攻撃範囲が広いので、側面に回りこむようにして回避しよう。"""
Dead_BD3Ctl_004#0,"""遠距離からラファガ・リンガーダを攻撃する時は、2つのリングを視野に入れ<br>死角から攻撃されないようにしよう。"""
Dead_CY1Tan_001#0,"""ドラルベルージュには両肩と両膝に破壊可能な装甲が存在する。<br>部位破壊を行うとコアが露出することがある。"""
Dead_CY1Tan_002#0,"""怒り状態のドラルベルージュは強力なビーム攻撃を行う。<br>攻撃範囲が広いので、背面に回りこむようにして回避しよう。"""
Dead_CY1Tan_003#0,"""ドラルベルージュに有効な状態異常は確認されていない。<br>それぞれの攻撃後の隙を見逃さずに、ダメージを与えよう。"""
Dead_CY1Tan_004#0,"""ドラルベルージュがビームを上空に放つと一定時間後に着弾する。<br>攻撃が見えたら動き続けて回避しよう。"""
Dead_M1Tra_001#0,"""シュトルムマイザーが撃つミサイルには複数の種類がある。<br>ミサイルの色をよく見て、状態異常にかからないよう注意しよう。"""
Dead_M1Tra_002#0,"""シュトルムマイザーは変形するたびにミサイルを撃つ。<br>死角から飛んでくるミサイルに気を付けよう。"""
Dead_M1Tra_003#0,"""シュトルムマイザーのマシンガン攻撃はジャンプしながら<br>左右に回りこんで回避しよう。"""
Dead_M1Tra_004#0,"""シュトルムマイザーは四つ足に変形すると、強力なビーム攻撃を行う。<br>背面に回りこんで回避しよう。"""
Dead_N3Bbe_001#0,"""バンガーベアは顔が弱点だ。<br>ロックオンをうまく利用して攻撃しよう。"""
Dead_N3Bbe_002#0,"""怒り状態のバンガーベアはボディプレスを連続して行う。<br>背後に回りこむように回避して、ボディプレスを止めよう。"""
Dead_N3Bbe_003#0,"""バンガーベアのつかみ攻撃は強力だが、<br>移動キーを連続入力することで振りほどくことができる。"""
Dead_N3Bbe_004#0,"""バンガーベアの背後に回るとバックブロー攻撃をしてくる。<br>片足をあげたら攻撃を行うので注意しよう。"""
Dead_CY1TanR_001#0,"""ドラルグルーディには両肩と両膝に破壊可能な装甲が存在する。<br>部位破壊を行うとコアが露出することがある。"""
Dead_CY1TanR_002#0,"""ドラルグルーディに有効な状態異常は確認されていない。<br>それぞれの攻撃後の隙を見逃さずに、ダメージを与えよう。"""
Dead_CY1TanR_003#0,"""ドラルグルーディは怒り状態になると瞬間移動を行う。<br>早い攻撃を凌ぎ、隙を見逃さないようにしよう。"""
Dead_CY1TanR_004#0,"""ドラルグルーディが左腕を構えると、ビーム弾を放つ攻撃の合図だ。<br>正面から移動し、回避しよう。"""
Dead_CY1Ace_001#0,"""ネメスアンジュールにはバリアを発生させる装置がついている。<br>特定の攻撃が防がれてしまうので、早めに壊そう。"""
Dead_CY1Ace_002#0,"""ネメスアンジュールが翼を広げると連続攻撃の合図だ。<br>回避に専念し、上手く回避できたら攻撃に転じよう。"""
Dead_CY1Ace_003#0,"""ネメスアンジュールのコアを攻撃すると部位破壊を行うことができる。<br>攻撃を行える部位がなくなり弱体化するので積極的に狙おう。"""
Dead_CY1Ace_004#0,"""ネメスアンジュールのミサイル攻撃は強いホーミング性能を持っている。<br>攻撃が見えたら回避に専念しよう。"""
Dead_CY1AceR_001#0,"""アヴァールネメシスにはバリアを発生させる装置がついている。<br>特定の攻撃が防がれてしまうので、早めに壊そう。"""
Dead_CY1AceR_002#0,"""アヴァールネメシスが翼を広げると連続攻撃の合図だ。<br>回避に専念し、上手く回避できたら攻撃に転じよう。"""
Dead_CY1AceR_003#0,"""アヴァールネメシスのコアを攻撃すると、部位破壊を行うことができる。<br>攻撃を行える部位がなくなり弱体化するので、積極的に狙おう。"""
Dead_CY1AceR_004#0,"""アヴァールネメシスが発射する弾には、跳弾する攻撃が存在する。<br>回避しても油断をしないようにしよう。"""
Dead_N3PanA_001#0,"""ブリザードバンサーの爪を全て破壊すると、突進攻撃後に<br>大きくバランスを崩すようになる。"""
Dead_N3PanA_002#0,"""ブリザードバンサーはブレス攻撃の後に必ず追撃を行う。<br>ブレス攻撃を上手く回避し、追撃時の隙を狙おう。"""
Dead_N3PanA_003#0,"""ブリザードバンサーの周囲に氷が舞ったら咆哮の合図だ。<br>攻撃範囲が広いので、距離をとるようにしよう。"""
Dead_N3PanA_004#0,"""ブリザードバンサーには「バーン」が有効だ。<br>火を消そうともがくので、大きな隙が生まれる。"""
Dead_N3PanB_001#0,"""ブリザードバンシーの爪を全て破壊すると、突進攻撃後に<br>大きくバランスを崩すようになる。"""
Dead_N3PanB_002#0,"""ブリザードバンシーはブレス攻撃の後に必ず追撃を行う。<br>ブレス攻撃を上手く回避し、追撃時の隙を狙おう。"""
Dead_N3PanB_003#0,"""ブリザードバンシーの周囲に氷が舞ったら咆哮の合図だ。<br>攻撃範囲が広いので、距離をとるようにしよう。"""
Dead_N3PanB_004#0,"""ブリザードバンシーには「バーン」が有効だ。<br>火を消そうともがくので、大きな隙が生まれる。"""
Dead_FD2All_001#0,"""足を破壊され、よろけているゴルシュレイダにダメージを与えると、<br>転んで弱点を露出する。"""
Dead_FD2All_002#0,"""甲羅に潜ったゴルシュレイダが頭を出したとき、<br>頭に大きなダメージを与えると、転んで弱点を露出する。"""
Dead_FD2All_003#0,"""転倒したゴルシュレイダには乗ることができる。<br>腕から腹部に乗って、弱点を攻撃しよう。"""
Dead_FD2All_004#0,"""甲羅に潜ったゴルシュレイダが尻尾を出した場合は、<br>次に反対側から頭を出すので、よく見ておこう。"""
Dead_CY1Bos_001#0,"""ディモールドゥミヌスが上腕を地面に向けたら巨大なレーザー攻撃の合図だ。<br>地面に表れる予兆を見て回避しよう。"""
Dead_CY1Bos_002#0,"""ディモールドゥミヌスの巨大な脚は前方に伸びた際に破壊する事が可能だ。<br>脚を駆使した技を食い止めることが出来るぞ。"""
Dead_CY1Bos_003#0,"""ディモールドゥミヌスが発射する障壁は<br>中心のコアを攻撃することで破壊することが出来る。"""
Dead_CY1Bos_004#0,"""ディモールドゥミヌスが発射する三角形のエネルギー弾は<br>中心の隙間をくぐって回避することが出来る。"""
Dead_O1Sle_001#0,"""ガザル・キャサドーラの武器を破壊すると特定の攻撃後、ダウンが発生する。<br>ダウン中は弱点である頭部を狙って攻撃しよう。"""
Dead_O1Sle_002#0,"""ガザル・キャサドーラのソリのような前脚は破壊することができる。<br>破壊することで移動速度や旋廻速度が低下するので、積極的に狙おう。"""
Dead_O1Sle_003#0,"""ガザル・キャサドーラが砲弾を発射する後脚は破壊することができる。<br>破壊すると、発射される砲弾の数が減少する。"""
Dead_O1Sle_004#0,"""ガザル・キャサドーラには「フリーズ」が有効だ。<br>体が凍りつき、一定時間動きを止めることができる。 """
Dead_O1Wan_001#0,"""アンフェドゥラードの前脚の爪を破壊すると特定の攻撃後、バランスを崩す。<br>隙が生まれるので積極的に破壊しよう。"""
Dead_O1Wan_002#0,"""アンフェドゥラードは腹部が弱点だ。<br>ダウンさせることで腹部を攻撃しやすくなる。"""
Dead_O1Wan_003#0,"""体色が変化したアンフェドゥラードには「バーン」が有効だ。<br>体色が元に戻り、強化状態を解除することができる。"""
Dead_O1Wan_004#0,"""アンフェドゥラードが発射した液体に触れるとダメージを受ける。<br>「パニック」が付与されることもあるので、近づかないようにしよう。"""
Dead_U1Gg_001#0,"""デオス・グリフォンが空中を飛んでいる間に、翼の部位を破壊をすると<br>バランスを崩して地上に落下し、大きな隙が生まれる。"""
Dead_U1Gg_002#0,"""デオス・グリフォンの牙は破壊することが可能だ。<br>牙を使った攻撃を大きく弱体化できる。"""
Dead_U1Gg_003#0,"""デオス・グリフォンの蹄は破壊することが可能だ。<br>足にある４つの蹄を全て破壊すると、一定時間ダウンする。"""
Dead_U1Gg_004#0,"""デオス・グリフォンには「フリーズ」が有効だ。<br>フリーズがかかると、一定時間動きを止めることができる。"""
