f2#0,"""突發試煉「$(0)」失敗!"""
QuestFreshmanM:EnemyAttackUp070#0,"""攻撃力が70%"""
QuestFreshmanM:EnemyAttackUp080#0,"""攻撃力が80%"""
QuestFreshmanM:EnemyAttackUp090#0,"""攻撃力が90%"""
QuestFreshmanM:EnemyAttackUp100#0,"""攻撃力が100%"""
QuestFreshmanM:EnemyAttackUp200#0,"""攻撃力が200%"""
QuestFreshmanM:EnemyAttackUp300#0,"""攻撃力が300%"""
QuestFreshmanM:EnemyAttackUp400#0,"""攻撃力が400%"""
QuestFreshmanM:EnemyAttackUp500#0,"""攻撃力が500%"""
QuestFreshmanM:EnemyAttackUp600#0,"""攻撃力が600%"""
QuestFreshmanM:EnemyAttackUp700#0,"""攻撃力が700%"""
QuestFreshmanM:EnemyAttackUp800#0,"""攻撃力が800%"""
QuestFreshmanM:EnemyAttackUp900#0,"""攻撃力が900%"""
QuestFreshmanM:EnemyAttackUp1000#0,"""攻撃力が1000%"""
QuestFreshmanM:HealDown010#0,"""HP回復効果が10%低減"""
QuestFreshmanM:HealDown020#0,"""HP回復効果が20%低減"""
QuestFreshmanM:HealDown030#0,"""HP回復効果が30%低減"""
QuestFreshmanM:HealDown040#0,"""HP回復効果が40%低減"""
QuestFreshmanM:HealDown050#0,"""HP回復効果が50%低減"""
QuestFreshmanM:HealDown060#0,"""HP回復効果が60%低減"""
QuestFreshmanM:HealDown070#0,"""HP回復効果が70%低減"""
QuestFreshmanM:HealDown080#0,"""HP回復効果が80%低減"""
QuestFreshmanM:HealDown090#0,"""HP回復効果が90%低減"""
QuestFreshmanM:HealDown099#0,"""HP回復効果が99%低減"""
QuestFreshmanL:EnemyHpUp010#0,"""HPが10%"""
QuestFreshmanL:EnemyHpUp020#0,"""HPが20%"""
QuestFreshmanL:EnemyHpUp030#0,"""HPが30%"""
QuestFreshmanL:EnemyHpUp040#0,"""HPが40%"""
QuestFreshmanL:EnemyHpUp050#0,"""HPが50%"""
QuestFreshmanL:EnemyHpUp060#0,"""HPが60%"""
QuestFreshmanL:EnemyHpUp070#0,"""HPが70%"""
QuestFreshmanL:EnemyHpUp080#0,"""HPが80%"""
QuestFreshmanL:EnemyHpUp090#0,"""HPが90%"""
QuestFreshmanL:EnemyHpUp100#0,"""HPが100%"""
QuestFreshmanL:EnemyHpUp150#0,"""HPが150%"""
QuestFreshmanL:EnemyHpUp200#0,"""HPが200%"""
QuestFreshmanL:EnemyHpUp250#0,"""HPが250%"""
QuestFreshmanL:EnemyHpUp300#0,"""HPが300%"""
QuestFreshmanL:EnemyHpUp400#0,"""HPが400%"""
QuestFreshmanL:EnemyHpUp500#0,"""HPが500%"""
QuestFreshmanL:EnemyHpUp600#0,"""HPが600%"""
QuestFreshmanL:EnemyHpUp700#0,"""HPが700%"""
QuestFreshmanL:EnemyHpUp800#0,"""HPが800%"""
QuestFreshmanL:EnemyHpUp900#0,"""HPが900%"""
QuestFreshmanL:EnemyHpUp1000#0,"""HPが1000%"""
QuestFreshmanL:EnemyAttackUp010#0,"""攻撃力が10%"""
QuestFreshmanL:EnemyAttackUp020#0,"""攻撃力が20%"""
QuestFreshmanL:EnemyAttackUp030#0,"""攻撃力が30%"""
QuestFreshmanL:EnemyAttackUp040#0,"""攻撃力が40%"""
QuestFreshmanL:EnemyAttackUp050#0,"""攻撃力が50%"""
QuestFreshmanL:EnemyAttackUp060#0,"""攻撃力が60%"""
QuestFreshmanL:EnemyAttackUp070#0,"""攻撃力が70%"""
QuestFreshmanL:EnemyAttackUp080#0,"""攻撃力が80%"""
QuestFreshmanL:EnemyAttackUp090#0,"""攻撃力が90%"""
QuestFreshmanL:EnemyAttackUp100#0,"""攻撃力が100%"""
QuestFreshmanL:EnemyAttackUp150#0,"""攻撃力が150%"""
QuestFreshmanL:EnemyAttackUp200#0,"""攻撃力が200%"""
QuestFreshmanL:EnemyAttackUp250#0,"""攻撃力が250%"""
QuestFreshmanL:EnemyAttackUp300#0,"""攻撃力が300%"""
QuestFreshmanL:EnemyAttackUp400#0,"""攻撃力が400%"""
QuestFreshmanL:EnemyAttackUp500#0,"""攻撃力が500%"""
QuestFreshmanL:EnemyAttackUp600#0,"""攻撃力が600%"""
QuestFreshmanL:EnemyAttackUp700#0,"""攻撃力が700%"""
QuestFreshmanL:EnemyAttackUp800#0,"""攻撃力が800%"""
QuestFreshmanL:EnemyAttackUp900#0,"""攻撃力が900%"""
QuestFreshmanL:EnemyAttackUp1000#0,"""攻撃力が1000%"""
QuestFreshmanL:HealDown010#0,"""HP回復効果が10%低減"""
QuestFreshmanL:HealDown020#0,"""HP回復効果が20%低減"""
QuestFreshmanL:HealDown030#0,"""HP回復効果が30%低減"""
QuestFreshmanL:HealDown040#0,"""HP回復効果が40%低減"""
QuestFreshmanL:HealDown050#0,"""HP回復効果が50%低減"""
QuestFreshmanL:HealDown060#0,"""HP回復効果が60%低減"""
QuestFreshmanL:HealDown070#0,"""HP回復効果が70%低減"""
QuestFreshmanL:HealDown080#0,"""HP回復効果が80%低減"""
QuestFreshmanL:HealDown090#0,"""HP回復効果が90%低減"""
QuestFreshmanL:HealDown099#0,"""HP回復効果が99%低減"""
ProgMissionOrderTitle#0,"""ミッションオーダーをクリアせよ！"""
MissionOrderTime#0,"""$(0)秒間、"""
MissionOrderTimeLimit#0,"""$(0)秒以内に"""
MissionOrderTimes#0,"""$(0)回以上"""
MissionOrderNum#0,"""$(0)箇所"""
MissionOrderNumEnemy#0,"""$(0)体"""
MissionOrderDamegeTimes#0,"""$(0)以上のダメージを$(1)回"""
MissionOrderDamege#0,"""$(0)以上のダメージを"""
MissionOrderGuideKillEnemy_Forward#0,"""<yellow>【加算型ミッションオーダー】<br><br>$(0)エネミーを$(1)倒せ！<br>倒した体数に応じて制限時間が最大$(2)秒アップ！"""
MissionOrderGuideKillEnemy_Backward#0,"""<c 00ff00>【減算型ミッションオーダー】<br><br>$(0)エネミーを$(1)倒すな！<br>倒した体数に応じて増加制限時間が減少！(最大$(2)秒アップ)"""
MissionOrderGuideKillEnemy_None#0,"""<c ff4f3f>【達成型ミッションオーダー】<br><br>$(0)エネミーを$(1)倒せ！<br>条件達成で制限時間が$(2)秒アップ！<br><red>※条件未達成の場合はオーダー失敗"""
MissionOrderGuideKillEnemyFront_Forward#0,"""<yellow>【加算型ミッションオーダー】<br><br>$(0)正面からエネミーを$(1)倒せ！<br>倒した体数に応じて制限時間が最大$(2)秒アップ！"""
MissionOrderGuideKillEnemyFront_Backward#0,"""<c 00ff00>【減算型ミッションオーダー】<br><br>$(0)正面からエネミーを$(1)倒すな！<br>倒した体数に応じて増加制限時間が減少！(最大$(2)秒アップ)"""
MissionOrderGuideKillEnemyFront_None#0,"""<c ff4f3f>【達成型ミッションオーダー】<br><br>$(0)正面からエネミーを$(1)倒せ！<br>条件達成で制限時間が$(2)秒アップ！<br><red>※条件未達成の場合はオーダー失敗"""
MissionOrderGuideKillEnemyBack_Forward#0,"""<yellow>【加算型ミッションオーダー】<br><br>$(0)背後からエネミーを$(1)倒せ！<br>倒した体数に応じて制限時間が最大$(2)秒アップ！"""
MissionOrderGuideKillEnemyBack_Backward#0,"""<c 00ff00>【減算型ミッションオーダー】<br><br>$(0)背後からエネミーを$(1)倒すな！<br>倒した体数に応じて増加する制限時間が減少！(最大$(2)秒アップ)"""
MissionOrderGuideKillEnemyBack_None#0,"""<c ff4f3f>【達成型ミッションオーダー】<br><br>$(0)背後からエネミーを$(1)倒せ！<br>条件達成で制限時間が$(2)秒アップ！<br><red>※条件未達成の場合はオーダー失敗"""
MissionOrderGuideKillEnemyWeakPoint_Forward#0,"""<yellow>【加算型ミッションオーダー】<br><br>$(0)弱点部位を突いてエネミーを$(1)倒せ！<br>倒した体数に応じて制限時間が最大$(2)秒アップ！"""
MissionOrderGuideKillEnemyWeakPoint_Backward#0,"""<c 00ff00>【減算型ミッションオーダー】<br><br>$(0)弱点部位を突いてエネミーを$(1)倒すな！<br>倒した体数に応じて増加する制限時間が減少！(最大$(2)秒アップ)"""
MissionOrderGuideKillEnemyWeakPoint_None#0,"""<c ff4f3f>【達成型ミッションオーダー】<br><br>$(0)弱点部位を突いてエネミーを$(1)倒せ！<br>条件達成で制限時間が$(2)秒アップ！<br><red>※条件未達成の場合はオーダー失敗"""
MissionOrderGuideBreakParts_Forward#0,"""<yellow>【加算型ミッションオーダー】<br><br>$(0)エネミーの部位を$(1)破壊しろ！<br>破壊した数に応じて制限時間が最大$(2)秒アップ！"""
MissionOrderGuideBreakParts_Backward#0,"""<c 00ff00>【減算型ミッションオーダー】<br><br>$(0)エネミーの部位を$(1)破壊するな！<br>破壊した数に応じて増加する制限時間が減少！(最大$(2)秒アップ)"""
MissionOrderGuideBreakParts_None#0,"""<c ff4f3f>【達成型ミッションオーダー】<br><br>$(0)エネミーの部位を$(1)破壊しろ！<br>条件達成で制限時間が$(2)秒アップ！<br><red>※条件未達成の場合はオーダー失敗"""
MissionOrderGuideMaxDamage_Forward#0,"""<yellow>【加算型ミッションオーダー】<br><br>$(0)$(1)与えろ！<br>与えた回数に応じて制限時間が最大$(2)秒アップ！"""
MissionOrderGuideMaxDamage_Backward#0,"""<c 00ff00>【減算型ミッションオーダー】<br><br>$(0)$(1)与えるな！<br>与えた回数に応じて増加する制限時間が減少！(最大$(2)秒アップ)"""
MissionOrderGuideMaxDamage_None#0,"""<c ff4f3f>【達成型ミッションオーダー】<br><br>$(0)$(1)与えろ！<br>条件達成で制限時間が$(2)秒アップ！<br><red>※条件未達成の場合はオーダー失敗"""
MissionOrderGuidePlayerDead_Forward#0,"""<yellow>【加算型ミッションオーダー】<br><br>$(0)$(1)戦闘不能になれ！<br>戦闘不能回数に応じて制限時間が最大$(2)秒アップ！"""
MissionOrderGuidePlayerDead_Backward#0,"""<c 00ff00>【減算型ミッションオーダー】<br><br>$(0)$(1)戦闘不能になるな！<br>戦闘不能回数に応じて増加する制限時間が減少！(最大$(2)秒アップ)"""
MissionOrderGuidePlayerDead_None#0,"""<c ff4f3f>【達成型ミッションオーダー】<br><br>$(0)$(1)戦闘不能になるな！<br>条件達成で制限時間が$(2)秒アップ！<br><red>※条件未達成の場合はオーダー失敗"""
MissionOrderGuidePlayerHeal_Forward#0,"""<yellow>【加算型ミッションオーダー】<br><br>$(0)$(1)回復効果を受けろ！<br>回復回数に応じて制限時間が最大$(2)秒アップ！"""
MissionOrderGuidePlayerHeal_Backward#0,"""<c 00ff00>【減算型ミッションオーダー】<br><br>$(0)$(1)回復効果を受けるな！<br>回復回数に応じて増加する制限時間が減少！(最大$(2)秒アップ)"""
MissionOrderGuidePlayerHeal_None#0,"""<c ff4f3f>【達成型ミッションオーダー】<br><br>$(0)$(1)回復効果を受けるな！<br>条件達成で制限時間が$(2)秒アップ！<br><red>※条件未達成の場合はオーダー失敗"""
MissionOrderGuidePlayerDamage_Forward#0,"""<yellow>【加算型ミッションオーダー】<br><br>$(0)$(1)ダメージを受けろ！<br>ダメージを受けた回数に応じて制限時間が最大$(2)秒アップ！"""
MissionOrderGuidePlayerDamage_Backward#0,"""<c 00ff00>【減算型ミッションオーダー】<br><br>$(0)$(1)ダメージを受けるな！<br>ダメージを受けた回数に応じて増加する制限時間が減少！(最大$(2)秒アップ)"""
MissionOrderGuidePlayerDamage_None#0,"""<c ff4f3f>【達成型ミッションオーダー】<br><br>$(0)$(1)ダメージを受けるな！<br>条件達成で制限時間が$(2)秒アップ！<br><red>※条件未達成の場合はオーダー失敗"""
MissionOrderGuideKillTargetEnemy_Forward#0,"""<yellow>【加算型ミッションオーダー】<br><br>$(0)$(2)を$(1)倒せ！<br>倒した体数に応じて制限時間が最大$(3)秒アップ！"""
MissionOrderGuideKillTargetEnemy_Backward#0,"""<c 00ff00>【減算型ミッションオーダー】<br><br>$(0)$(2)を$(1)倒すな！<br>倒した体数に応じて増加する制限時間が減少！(最大$(3)秒アップ)"""
MissionOrderGuideKillTargetEnemy_None#0,"""<c ff4f3f>【達成型ミッションオーダー】<br><br>$(0)$(2)を$(1)倒せ！<br>条件達成で制限時間が$(3)秒アップ！<br><red>※条件未達成の場合はオーダー失敗"""
MissionOrderKillEnemy_Forward#0,"""<yellow>【加算型】$(0)エネミーを$(1)倒せ"""
MissionOrderKillEnemy_Backward#0,"""<c 00ff00>【減算型】$(0)エネミーを$(1)倒すな"""
MissionOrderKillEnemy_None#0,"""<c ff4f3f>【達成型】$(0)エネミーを$(1)倒せ"""
MissionOrderKillEnemyFront_Forward#0,"""<yellow>【加算型】$(0)正面からエネミーを$(1)倒せ"""
MissionOrderKillEnemyFront_Backward#0,"""<c 00ff00>【減算型】$(0)正面からエネミーを$(1)倒すな"""
MissionOrderKillEnemyFront_None#0,"""<c ff4f3f>【達成型】$(0)正面からエネミーを$(1)倒せ"""
MissionOrderKillEnemyBack_Forward#0,"""<yellow>【加算型】$(0)背後からエネミーを$(1)倒せ"""
MissionOrderKillEnemyBack_Backward#0,"""<c 00ff00>【減算型】$(0)背後からエネミーを$(1)倒すな"""
MissionOrderKillEnemyBack_None#0,"""<c ff4f3f>【達成型】$(0)背後からエネミーを$(1)倒せ"""
MissionOrderKillEnemyWeakPoint_Forward#0,"""<yellow>【加算型】$(0)弱点部位を突いてエネミーを$(1)倒せ"""
MissionOrderKillEnemyWeakPoint_Backward#0,"""<c 00ff00>【減算型】$(0)弱点部位を突いてエネミーを$(1)倒すな"""
MissionOrderKillEnemyWeakPoint_None#0,"""<c ff4f3f>【達成型】$(0)弱点部位を突いてエネミーを$(1)倒せ"""
MissionOrderBreakParts_Forward#0,"""<yellow>【加算型】$(0)エネミーの部位を$(1)破壊しろ"""
MissionOrderBreakParts_Backward#0,"""<c 00ff00>【減算型】$(0)エネミーの部位を$(1)破壊するな"""
MissionOrderBreakParts_None#0,"""<c ff4f3f>【達成型】$(0)エネミーの部位を$(1)破壊しろ"""
MissionOrderMaxDamage_Forward#0,"""<yellow>【加算型】$(0)$(1)与えろ"""
MissionOrderMaxDamage_Backward#0,"""<c 00ff00>【減算型】$(0)$(1)与えるな"""
MissionOrderMaxDamage_None#0,"""<c ff4f3f>【達成型】$(0)$(1)与えろ"""
MissionOrderPlayerDead_Forward#0,"""<yellow>【加算型】$(0)$(1)戦闘不能になれ"""
MissionOrderPlayerDead_Backward#0,"""<c 00ff00>【減算型】$(0)$(1)戦闘不能になるな"""
MissionOrderPlayerDead_None#0,"""<c ff4f3f>【達成型】$(0)$(1)戦闘不能になるな"""
MissionOrderPlayerHeal_Forward#0,"""<yellow>【加算型】$(0)$(1)回復効果を受けろ"""
MissionOrderPlayerHeal_Backward#0,"""<c 00ff00>【減算型】$(0)$(1)回復効果を受けるな"""
MissionOrderPlayerHeal_None#0,"""<c ff4f3f>【達成型】$(0)$(1)回復効果を受けるな"""
MissionOrderPlayerDamage_Forward#0,"""<yellow>【加算型】$(0)$(1)ダメージを受けろ"""
MissionOrderPlayerDamage_Backward#0,"""<c 00ff00>【減算型】$(0)$(1)ダメージを受けるな"""
MissionOrderPlayerDamage_None#0,"""<c ff4f3f>【達成型】$(0)$(1)ダメージを受けるな"""
MissionOrderKillTargetEnemy_Forward#0,"""<yellow>【加算型】$(0)$(2)を$(1)倒せ"""
MissionOrderKillTargetEnemy_Backward#0,"""<c 00ff00>【減算型】$(0)$(2)を$(1)倒すな"""
MissionOrderKillTargetEnemy_None#0,"""<c ff4f3f>【達成型】$(0)$(2)を$(1)倒せ！"""
MissionClearBonus#0,"""【MISSION$(0)】オーダー成功！ 制限時間+$(2)秒、スコア+$(1)点獲得！"""
ToastEnterIntervalClient#1,"""インターバルエリア到着！ 制限時間+$(0)秒獲得！"""
ProgIATitle#0,"""次のエリアへの転送まであと"""
ProgIAForceMoveTitle#0,"""インターバルエリアへの転送まであと"""
FirstClearBonus#0,"""初回撃破ボーナス獲得"""
ItemNumberLevelNum#0,"""$(0)×$(1)"""
ItemNumberLevel#0,"""$(0)"""
ToastClearCount#0,"""本日の討伐可能回数はあと$(0)回です"""
ToastClearCountZero#0,"""本日の討伐可能回数はあと0回です"""
MissionCond_Enemy1#1,"""<red><u>ミッションアクシデント発生！</u><c><br>\u3000以下の効果が発生。<br><br>エネミーの$(0)上がった！"""
MissionCond_Enemy2#1,"""<red><u>ミッションアクシデント発生！</u><c><br>\u3000以下の効果が発生。<br><br>エネミーの$(0)、$(1)上がった！"""
MissionCond_Player1#1,"""<red><u>ミッションアクシデント発生！</u><c><br>\u3000以下の効果が発生。<br><br>味方の$(0)された！"""
MissionCond_Enemy1Player1#1,"""<red><u>ミッションアクシデント発生！</u><c><br>\u3000以下の効果が発生。<br><br>エネミーの$(0)上がった！<br>味方の$(1)された！"""
MissionCond_Enemy2Player1#1,"""<red><u>ミッションアクシデント発生！</u><c><br>以下の効果が発生。<br><br>エネミーの$(0)、$(1)上がった！<br>味方の$(2)された！"""
MissionCond_Player2#1,"""<red><u>ミッションアクシデント発生！</u><c><br>\u3000以下の効果が発生。<br><br>味方の$(0)、$(1)された！"""
MissionCond_Enemy1Player2#1,"""<red><u>ミッションアクシデント発生！</u><c><br>\u3000以下の効果が発生。<br><br>エネミーの$(0)上がった！<br>味方の$(1)、$(2)された！"""
MissionCond_Enemy2Player2#1,"""<red><u>ミッションアクシデント発生！</u><c><br>以下の効果が発生。<br><br>エネミーの$(0)、$(1)上がった！<br>味方の$(2)、$(3)された！"""
RoundCond_Enemy1#1,"""<yellow><u>ラウンドアクシデント発生！</u><c><br>『$(0)周目』の間、下記効果が発生。<br><br>エネミーの$(1)上がった！"""
RoundCond_Enemy2#1,"""<yellow><u>ラウンドアクシデント発生！</u><c><br>『$(0)周目』の間、下記効果が発生。<br><br>エネミーの$(1)、$(2)上がった！"""
RoundCond_Player1#1,"""<yellow><u>ラウンドアクシデント発生！</u><c><br>『$(0)周目』の間、下記効果が発生。<br><br>味方の$(1)された！"""
RoundCond_Enemy1Player1#1,"""<yellow><u>ラウンドアクシデント発生！</u><c><br>『$(0)周目』の間、下記効果が発生。<br><br>エネミーの$(1)上がった！<br>味方の$(2)された！"""
RoundCond_Enemy2Player1#1,"""<yellow><u>ラウンドアクシデント発生！</u><c><br>『$(0)周目』の間、下記効果が発生。<br><br>エネミーの$(1)、$(2)上がった！<br>味方の$(3)された！"""
RoundCond_Player2#1,"""<yellow><u>ラウンドアクシデント発生！</u><c><br>『$(0)周目』の間、下記効果が発生。<br><br>味方の$(1)、$(2)された！"""
RoundCond_Enemy1Player2#1,"""<yellow><u>ラウンドアクシデント発生！</u><c><br>『$(0)周目』の間、下記効果が発生。<br><br>エネミーの$(1)上がった！<br>味方の$(2)、$(3)された！"""
RoundCond_Enemy2Player2#1,"""<yellow><u>ラウンドアクシデント発生！</u><c><br>『$(0)周目』の間、下記効果が発生。<br><br>エネミーの$(1)、$(2)上がった！<br>味方の$(3)、$(4)された！"""
QuestFreshmanM:EnemyHpUp010#1,"""HPが10%"""
QuestFreshmanM:EnemyHpUp020#1,"""HPが20%"""
QuestFreshmanM:EnemyHpUp030#1,"""HPが30%"""
QuestFreshmanM:EnemyHpUp040#1,"""HPが40%"""
QuestFreshmanM:EnemyHpUp050#1,"""HPが50%"""
QuestFreshmanM:EnemyHpUp060#1,"""HPが60%"""
QuestFreshmanM:EnemyHpUp070#1,"""HPが70%"""
QuestFreshmanM:EnemyHpUp080#1,"""HPが80%"""
QuestFreshmanM:EnemyHpUp090#1,"""HPが90%"""
QuestFreshmanM:EnemyHpUp100#1,"""HPが100%"""
QuestFreshmanM:EnemyAttackUp010#1,"""攻撃力が10%"""
QuestFreshmanM:EnemyAttackUp020#1,"""攻撃力が20%"""
QuestFreshmanM:EnemyAttackUp030#1,"""攻撃力が30%"""
QuestFreshmanM:EnemyAttackUp040#1,"""攻撃力が40%"""
QuestFreshmanM:EnemyAttackUp050#1,"""攻撃力が50%"""
QuestFreshmanM:EnemyAttackUp060#1,"""攻撃力が60%"""
QuestFreshmanM:EnemyAttackUp070#1,"""攻撃力が70%"""
QuestFreshmanM:EnemyAttackUp080#1,"""攻撃力が80%"""
QuestFreshmanM:EnemyAttackUp090#1,"""攻撃力が90%"""
QuestFreshmanM:EnemyAttackUp100#1,"""攻撃力が100%"""
QuestFreshmanM:HealDown010#1,"""HP回復効果が10%低減"""
QuestFreshmanM:HealDown020#1,"""HP回復効果が20%低減"""
QuestFreshmanM:HealDown030#1,"""HP回復効果が30%低減"""
QuestFreshmanM:HealDown040#1,"""HP回復効果が40%低減"""
QuestFreshmanM:HealDown050#1,"""HP回復効果が50%低減"""
QuestFreshmanM:HealDown060#1,"""HP回復効果が60%低減"""
QuestFreshmanM:HealDown070#1,"""HP回復効果が70%低減"""
QuestFreshmanM:HealDown080#1,"""HP回復効果が80%低減"""
QuestFreshmanM:HealDown090#1,"""HP回復効果が90%低減"""
QuestFreshmanM:HealDown099#1,"""HP回復効果が99%低減"""
QuestFreshmanL:EnemyHpUp010#1,"""HPが10%"""
QuestFreshmanL:EnemyHpUp020#1,"""HPが20%"""
QuestFreshmanL:EnemyHpUp030#1,"""HPが30%"""
QuestFreshmanL:EnemyHpUp040#1,"""HPが40%"""
QuestFreshmanL:EnemyHpUp050#1,"""HPが50%"""
QuestFreshmanL:EnemyHpUp060#1,"""HPが60%"""
QuestFreshmanL:EnemyHpUp070#1,"""HPが70%"""
QuestFreshmanL:EnemyHpUp080#1,"""HPが80%"""
QuestFreshmanL:EnemyHpUp090#1,"""HPが90%"""
QuestFreshmanL:EnemyHpUp100#1,"""HPが100%"""
QuestFreshmanL:EnemyHpUp150#1,"""HPが150%"""
QuestFreshmanL:EnemyHpUp200#1,"""HPが200%"""
QuestFreshmanL:EnemyHpUp250#1,"""HPが250%"""
QuestFreshmanL:EnemyHpUp300#1,"""HPが300%"""
QuestFreshmanL:EnemyAttackUp010#1,"""攻撃力が10%"""
QuestFreshmanL:EnemyAttackUp020#1,"""攻撃力が20%"""
QuestFreshmanL:EnemyAttackUp030#1,"""攻撃力が30%"""
QuestFreshmanL:EnemyAttackUp040#1,"""攻撃力が40%"""
QuestFreshmanL:EnemyAttackUp050#1,"""攻撃力が50%"""
QuestFreshmanL:EnemyAttackUp060#1,"""攻撃力が60%"""
QuestFreshmanL:EnemyAttackUp070#1,"""攻撃力が70%"""
QuestFreshmanL:EnemyAttackUp080#1,"""攻撃力が80%"""
QuestFreshmanL:EnemyAttackUp090#1,"""攻撃力が90%"""
QuestFreshmanL:EnemyAttackUp100#1,"""攻撃力が100%"""
QuestFreshmanL:EnemyAttackUp150#1,"""攻撃力が150%"""
QuestFreshmanL:EnemyAttackUp200#1,"""攻撃力が200%"""
QuestFreshmanL:EnemyAttackUp250#1,"""攻撃力が250%"""
QuestFreshmanL:EnemyAttackUp300#1,"""攻撃力が300%"""
QuestFreshmanL:HealDown010#1,"""HP回復効果が10%低減"""
QuestFreshmanL:HealDown020#1,"""HP回復効果が20%低減"""
QuestFreshmanL:HealDown030#1,"""HP回復効果が30%低減"""
QuestFreshmanL:HealDown040#1,"""HP回復効果が40%低減"""
QuestFreshmanL:HealDown050#1,"""HP回復効果が50%低減"""
QuestFreshmanL:HealDown060#1,"""HP回復効果が60%低減"""
QuestFreshmanL:HealDown070#1,"""HP回復効果が70%低減"""
QuestFreshmanL:HealDown080#1,"""HP回復効果が80%低減"""
QuestFreshmanL:HealDown090#1,"""HP回復効果が90%低減"""
QuestFreshmanL:HealDown099#1,"""HP回復効果が99%低減"""
ProgMissionOrderTitle#1,"""ミッションオーダーをクリアせよ！"""
MissionOrderTime#1,"""$(0)秒間、"""
MissionOrderTimeLimit#1,"""$(0)秒以内に"""
MissionOrderTimes#1,"""$(0)回以上"""
MissionOrderNum#1,"""$(0)箇所"""
MissionOrderNumEnemy#1,"""$(0)体"""
MissionOrderDamegeTimes#1,"""$(0)以上のダメージを$(1)回"""
MissionOrderDamege#1,"""$(0)以上のダメージを"""
MissionOrderGuideKillEnemy_Forward#1,"""<yellow>【加算型ミッションオーダー】<br><br>$(0)エネミーを$(1)倒せ！<br>倒した体数に応じてスコアがアップ！"""
MissionOrderGuideKillEnemy_Backward#1,"""<c 00ff00>【減算型ミッションオーダー】<br><br>$(0)エネミーを$(1)倒すな！<br>倒した体数に応じて獲得スコアが減少！"""
MissionOrderGuideKillEnemy_None#1,"""<c ff4f3f>【達成型ミッションオーダー】<br><br>$(0)エネミーを$(1)倒せ！<br>条件達成でスコアがアップ！<br><red>※条件未達成の場合はオーダー失敗"""
MissionOrderGuideKillEnemyFront_Forward#1,"""<yellow>【加算型ミッションオーダー】<br><br>$(0)正面からエネミーを$(1)倒せ！<br>倒した体数に応じてスコアがアップ！"""
MissionOrderGuideKillEnemyFront_Backward#1,"""<c 00ff00>【減算型ミッションオーダー】<br><br>$(0)正面からエネミーを$(1)倒すな！<br>倒した体数に応じて獲得スコアが減少！"""
MissionOrderGuideKillEnemyFront_None#1,"""<c ff4f3f>【達成型ミッションオーダー】<br><br>$(0)正面からエネミーを$(1)倒せ！<br>条件達成でスコアがアップ！<br><red>※条件未達成の場合はオーダー失敗"""
MissionOrderGuideKillEnemyBack_Forward#1,"""<yellow>【加算型ミッションオーダー】<br><br>$(0)背後からエネミーを$(1)倒せ！<br>倒した体数に応じてスコアがアップ！"""
MissionOrderGuideKillEnemyBack_Backward#1,"""<c 00ff00>【減算型ミッションオーダー】<br><br>$(0)背後からエネミーを$(1)倒すな！<br>倒した体数に応じて獲得スコアが減少！"""
MissionOrderGuideKillEnemyBack_None#1,"""<c ff4f3f>【達成型ミッションオーダー】<br><br>$(0)背後からエネミーを$(1)倒せ！<br>条件達成でスコアがアップ！<br><red>※条件未達成の場合はオーダー失敗"""
MissionOrderGuideKillEnemyWeakPoint_Forward#1,"""<yellow>【加算型ミッションオーダー】<br><br>$(0)弱点部位を突いてエネミーを$(1)倒せ！<br>倒した体数に応じてスコアがアップ！"""
MissionOrderGuideKillEnemyWeakPoint_Backward#1,"""<c 00ff00>【減算型ミッションオーダー】<br><br>$(0)弱点部位を突いてエネミーを$(1)倒すな！<br>倒した体数に応じて獲得スコアが減少！"""
MissionOrderGuideKillEnemyWeakPoint_None#1,"""<c ff4f3f>【達成型ミッションオーダー】<br><br>$(0)弱点部位を突いてエネミーを$(1)倒せ！<br>条件達成でスコアがアップ！<br><red>※条件未達成の場合はオーダー失敗"""
MissionOrderGuideBreakParts_Forward#1,"""<yellow>【加算型ミッションオーダー】<br><br>$(0)エネミーの部位を$(1)破壊しろ！<br>倒した体数に応じてスコアがアップ！"""
MissionOrderGuideBreakParts_Backward#1,"""<c 00ff00>【減算型ミッションオーダー】<br><br>$(0)エネミーの部位を$(1)破壊するな！<br>破壊した数に応じて獲得スコアが減少！"""
MissionOrderGuideBreakParts_None#1,"""<c ff4f3f>【達成型ミッションオーダー】<br><br>$(0)エネミーの部位を$(1)破壊しろ！<br>条件達成でスコアがアップ！<br><red>※条件未達成の場合はオーダー失敗"""
MissionOrderGuideMaxDamage_Forward#1,"""<yellow>【加算型ミッションオーダー】<br><br>$(0)$(1)与えろ！<br>倒した体数に応じてスコアがアップ！"""
MissionOrderGuideMaxDamage_Backward#1,"""<c 00ff00>【減算型ミッションオーダー】<br><br>$(0)$(1)与えるな！<br>与えた回数に応じて獲得スコアが減少！"""
MissionOrderGuideMaxDamage_None#1,"""<c ff4f3f>【達成型ミッションオーダー】<br><br>$(0)$(1)与えろ！<br>条件達成でスコアがアップ！<br><red>※条件未達成の場合はオーダー失敗"""
MissionOrderGuidePlayerDead_Forward#1,"""<yellow>【加算型ミッションオーダー】<br><br>$(0)$(1)戦闘不能になれ！<br>倒した体数に応じてスコアがアップ！"""
