r01_gd_flo_wi#0,"""Fuwan"""
<ArsenalModule>Railgun:PA#0,"""Blessing Napalm """
<ArsenalModule>Railgun:WA#0,"""Hydra: Weapon Action"""
<ArsenalModule>Broom:NormalAttack#0,"""Scylla: Normal Attack"""
<ArsenalModule>Broom:PA#0,"""Meteor Rider """
<ArsenalModule>Broom:WA#0,"""Scylla: Weapon Action"""
<ArsenalModule>Scythe:NormalAttack#0,"""Nidhoggr: Normal Attack"""
<ArsenalModule>Scythe:PA#0,"""Whirlwind """
<ArsenalModule>Scythe:WA#0,"""Nidhoggr: Weapon Action"""
<ArsenalModule>Skill:Equip#0,"""M.A.R.S."""
<ArsenalModule>Sword:NormalAttack#1,"""โจมตีปกติของ 【 VA-1SRM Garmr 】<br>ฟันดาบยักษ์เป็นคอมโบ 4 ขั้น<br>โจมตีโดนศัตรูจะฟื้นฟู HP"""
<ArsenalModule>Sword:PA#1,"""Photon Art ของ 【 VA-1SRM Garmr 】<br>พุ่งเข้าหาศัตรูแล้วฟันอย่างรุนแรง<br>เมื่อกดค้าง จะใช้ PP ทั้งหมดฟันกวาดหลังพุ่งชน<br>ขณะพุ่งจะป้องกันการโจมตีจากศัตรู"""
<ArsenalModule>Sword:WA#1,"""Weapon Action ของ 【 VA-1SRM Garmr 】<br>ปล่อยคลื่นกระแทกไปด้านหน้า<br>ขณะเริ่มฟันจะป้องกันการโจมตีศัตรูได้<br>กดค้างเพื่อใช้งาน Garmr Detonation"""
<ArsenalModule>Railgun:NormalAttack#1,"""โจมตีปกติของ 【 VA-3LRM Hydra 】<br>ยิงกระสุนโฟตอนระยะไกลจากปืนใหญ่<br>กดค้างจะยิงเร็วขึ้นเรื่อยๆ<br>เมื่อถึงความเร็วสูงสุด จะยิงเลเซอร์ทรงพลัง"""
<ArsenalModule>Railgun:PA#1,"""Photon Art ของ 【 VA-3LRM Hydra 】<br>ยิงกระสุนระเบิดกางอาณาเขตฟื้นฟู HP ให้ผู้เล่นอื่น<br>เมื่อกดค้าง จะใช้ PP ทั้งหมดกางอาณาเขตลดการใช้ PP แก่ผู้เล่นอื่นในบริเวณนั้นแทน"""
<ArsenalModule>Railgun:WA#1,"""Weapon Action ของ 【 VA-3LRM Hydra 】<br>ชาร์จโฟตอน ทำให้โจมตีปกติครั้งหน้าเริ่มด้วยความเร็วสูงสุดทันที<br>กดค้างเพื่อใช้งาน Hydra Termination"""
<ArsenalModule>Broom:NormalAttack#1,"""โจมตีปกติของ 【 VA-4XRM Scylla 】<br>ตวัดไม้เท้าคฑายิงลำแสงโฟตอนเป็นคอมโบ 3 ขั้น<br>กดค้างเพื่อแปลงสภาพอาวุธ เคลื่อนที่ความเร็วสูงพร้อมยิงลำแสง"""
<ArsenalModule>Broom:PA#1,"""Photon Art ของ 【 VA-4XRM Scylla 】<br>แปลงร่าง M.A.R.S. เป็นโหมดความเร็วสูง ให้เคลื่อนที่พร้อมสาดลำแสงใส่ศัตรู<br>เมื่อกดค้าง จะคงสภาพไว้จนกว่า PP จะหมด"""
<ArsenalModule>Broom:WA#1,"""Weapon Action ของ 【 VA-4XRM Scylla 】<br>ยิงระเบิดโฟตอนไปด้านหน้า<br>กดค้างเพื่อใช้งาน Scylla Retaliation"""
<ArsenalModule>Scythe:NormalAttack#1,"""โจมตีปกติของ 【 VA-2MRM Nidhoggr 】<br>ฟันเคียวเป็นคอมโบ 5 ขั้น<br>กดค้างเพื่อฟันอย่างรุนแรงต่อเนื่อง<br>ขณะเริ่มฟันจะป้องกันการโจมตีศัตรูได้"""
<ArsenalModule>Scythe:PA#1,"""Photon Art ของ 【 VA-2MRM Nidhoggr 】<br>หมุนตัวด้วยความเร็วสูง ฟันศัตรูใกล้เคียง<br>เมื่อกดค้าง จะใช้ PP ทั้งหมดหมุนหั่นศัตรูอย่างรุนแรง ถ้ายิงปิดท้ายโดนศัตรู พลังของ Nidhoggr จะเพิ่มขึ้นชั่วคราว<br>การใช้ PA นี้จะไม่รีเซ็ตคอมโบโจมตีปกติ<br>ป้องกันการโจมตีศัตรูได้ระหว่างใช้"""
<ArsenalModule>Scythe:WA#1,"""Weapon Action ของ 【 VA-2MRM Nidhoggr 】<br>รัวยิงคมดาบ ปิดท้ายด้วยกระสุนใบเลื่อย<br>กดค้างเพื่อใช้งาน Nidhoggr Execution"""
<ArsenalModule>Skill:Equip#1,"""เกจ Battery จะเพิ่มขึ้นตามเวลา<br>เมื่อชาร์จถึง 25% จะกดใช้สกิลเรียกและสวมใส่ M.A.R.S. ได้<br>กดซ้ำขณะใช้งานเพื่อถอดออก"""
